"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-12.2382	20.5078	-7.18695
21.2402	-5.69479	21.2402	-1.92567
21.9727	-4.26417	21.9727	-1.20336
22.7051	-4.91754	22.7051	-1.29943
23.4375	-4.76814	23.4375	-1.16865
24.1699	-5.33938	24.1699	-1.58445
25.6348	-4.80809	25.6348	-1.50074
26.3672	-4.17342	26.3672	-1.20455
27.0996	-3.99265	27.0996	-1.11766
27.832	-3.67707	27.832	-1.02425
29.2969	-3.26318	29.2969	-0.888563
30.0293	-3.17045	30.0293	-0.894839
31.4941	-2.58108	31.4941	-0.696343
32.2266	-2.49197	32.2266	-0.675391
33.6914	-2.38515	33.6914	-0.689847
34.4238	-2.19138	34.4238	-0.629507
35.8887	-2.00906	35.8887	-0.588619
37.3535	-1.8359	37.3535	-0.551521
38.8184	-1.66351	38.8184	-0.508865
39.5508	-1.56796	39.5508	-0.481857
41.0156	-1.46164	41.0156	-0.455446
42.4805	-1.35534	42.4805	-0.433078
43.9453	-1.25934	43.9453	-0.40815
45.4102	-1.19916	45.4102	-0.398874
47.6074	-1.08309	47.6074	-0.369821
49.0723	-1.01751	49.0723	-0.353457
50.5371	-0.961957	50.5371	-0.339681
52.7344	-0.879648	52.7344	-0.318093
54.1992	-0.826568	54.1992	-0.303222
56.3965	-0.765361	56.3965	-0.286829
58.5938	-0.709097	58.5938	-0.271658
60.0586	-0.681485	60.0586	-0.264803
62.2559	-0.61817	62.2559	-0.244605
64.4531	-0.571776	64.4531	-0.2308
66.6504	-0.523309	66.6504	-0.21545
69.5801	-0.457428	69.5801	-0.193388
71.7773	-0.424188	71.7773	-0.183166
73.9746	-0.393331	73.9746	-0.173519
76.9043	-0.363295	76.9043	-0.164355
79.834	-0.312931	79.834	-0.146284
82.7637	-0.231229	82.7637	-0.116727
85.6934	-0.188511	85.6934	-0.102049
88.623	-0.23941	88.623	-0.121295
91.5527	-0.197482	91.5527	-0.105691
94.4824	-0.145794	94.4824	-0.0845494
98.1445	-0.0734064	98.1445	-0.0591676
101.807	-0.0701363	101.807	-0.0567938
105.469	-0.0100435	105.469	-0.0307644
109.131	0.061613	109.131	-0.00473685
112.793	0.0545671	112.793	-0.00702153
116.455	0.0594017	116.455	-0.00285533
120.85	0.0917918	120.85	0.0148995
125.244	0.170616	125.244	0.0461719
129.639	0.200003	129.639	0.0564224
134.033	0.154293	134.033	0.0440152
138.428	0.18252	138.428	0.0620058
143.555	0.265485	143.555	0.0993181
148.682	0.324957	148.682	0.127163
153.809	0.396608	153.809	0.154468
159.668	0.435911	159.668	0.176185
164.795	0.481871	164.795	0.193944
170.654	0.505869	170.654	0.20863
176.514	0.507336	176.514	0.215958
183.105	0.610168	183.105	0.26882
189.697	0.72515	189.697	0.309706
196.289	0.750229	196.289	0.323698
202.881	0.850905	202.881	0.372305
210.205	0.946185	210.205	0.41127
217.529	0.945388	217.529	0.411149
225.586	1.09369	225.586	0.491184
232.91	1.28173	232.91	0.542039
241.699	1.32782	241.699	0.553351
249.756	1.49252	249.756	0.628427
258.545	1.44435	258.545	0.605678
268.066	1.62119	268.066	0.66989
277.588	1.55738	277.588	0.655807
287.109	1.59624	287.109	0.693639
297.363	1.96961	297.363	0.79727
307.617	1.75798	307.617	0.70542
318.604	2.03087	318.604	0.812195
329.59	2.0614	329.59	0.796042
341.309	1.8813	341.309	0.782719
353.76	2.44096	353.76	0.959572
366.211	2.38171	366.211	0.891766
378.662	2.37819	378.662	0.875845
392.578	2.25471	392.578	0.792617
405.762	2.42352	405.762	0.911702
420.41	2.5715	420.41	0.883725
435.059	2.52128	435.059	0.893057
450.439	2.55526	450.439	0.780331
466.553	2.53855	466.553	0.763864
482.666	2.42314	482.666	0.685384
500.244	2.31814	500.244	0.657992
517.822	1.9461	517.822	0.4696
536.133	2.64475	536.133	0.887751
554.443	2.72086	554.443	0.668731
574.219	2.55405	574.219	0.581433
594.727	2.59697	594.727	0.708742
615.234	2.944	615.234	0.908501
637.207	3.27392	637.207	1.13832
659.912	3.27655	659.912	1.14943
683.35	3.64001	683.35	1.44481
706.787	3.83362	706.787	1.54489
731.689	4.06992	731.689	1.6348
758.057	4.12108	758.057	1.69376
784.424	4.19379	784.424	1.81917
812.256	4.4282	812.256	1.97107
840.82	4.63784	840.82	2.08272
870.85	4.76466	870.85	2.15102
901.611	4.57505	901.611	1.92544
933.105	4.9455	933.105	2.18081
966.064	4.8445	966.064	2.09485
999.756	4.79154	999.756	1.98663
1,034.91	4.17086	1,034.91	1.57318
1,071.53	3.8728	1,071.53	1.32876
1,109.62	3.92513	1,109.62	1.46663
1,148.44	4.24753	1,148.44	1.65412
1,189.45	4.60724	1,189.45	1.89256
1,231.2	5.2554	1,231.2	2.26271
1,274.41	5.40254	1,274.41	2.27254
1,319.82	5.05148	1,319.82	1.96238
1,365.97	4.92292	1,365.97	1.99125
1,414.31	4.83825	1,414.31	2.018
1,464.11	4.98034	1,464.11	2.1538
1,515.38	4.9198	1,515.38	2.01256
1,568.85	4.76758	1,568.85	1.88791
1,624.51	4.67751	1,624.51	1.8673
1,681.64	4.04284	1,681.64	1.40411
1,740.97	4.07581	1,740.97	1.41294
1,802.49	4.56758	1,802.49	1.69153
1,866.21	4.34152	1,866.21	1.58614
1,932.13	4.14702	1,932.13	1.52033
2,000.24	4.39048	2,000.24	1.74194
2,070.56	5.41227	2,070.56	2.15654
2,143.8	5.46364	2,143.8	2.18991
2,219.24	5.16104	2,219.24	1.96983
2,297.61	5.98055	2,297.61	2.49596
2,378.17	6.65794	2,378.17	2.88295
2,462.4	6.82377	2,462.4	2.91379
2,548.83	6.74306	2,548.83	2.81482
2,638.92	6.86319	2,638.92	2.93456
2,731.93	6.98848	2,731.93	2.96403
2,828.61	7.45802	2,828.61	3.21537
2,928.22	7.53196	2,928.22	3.21432
3,031.49	7.45028	3,031.49	3.15498
3,138.43	7.85788	3,138.43	3.36186
3,249.02	7.89655	3,249.02	3.40526
3,363.28	7.84307	3,363.28	3.42774
3,481.93	7.98664	3,481.93	3.5712
3,604.98	8.3529	3,604.98	3.76831
3,732.42	8.36598	3,732.42	3.84763
3,863.53	8.60327	3,863.53	3.95944
3,999.76	8.96412	3,999.76	4.14116
4,141.11	9.07063	4,141.11	4.20348
4,286.87	9.54727	4,286.87	4.41718
4,438.48	9.51948	4,438.48	4.41156
4,594.48	9.42899	4,594.48	4.40238
4,757.08	9.20483	4,757.08	4.30094
4,924.8	8.85785	4,924.8	4.07872
5,098.39	8.61006	5,098.39	3.96144
5,277.83	8.29531	5,277.83	3.73364
5,463.87	7.95501	5,463.87	3.56132
5,656.49	7.54112	5,656.49	3.26785
5,856.45	7.41725	5,856.45	3.16779
6,062.99	7.68333	6,062.99	3.25554
6,276.86	7.71649	6,276.86	3.24732
6,498.05	7.65469	6,498.05	3.24887
6,727.29	7.54777	6,727.29	3.1735
6,964.6	7.41071	6,964.6	3.05188
7,209.96	7.57232	7,209.96	3.11401
7,464.11	7.38209	7,464.11	2.95559
7,727.78	7.00363	7,727.78	2.73442
8,000.24	7.00012	8,000.24	2.81663
8,282.23	7.59601	8,282.23	3.18216
8,574.46	8.44082	8,574.46	3.63547
8,876.22	8.40628	8,876.22	3.56291
9,189.7	7.91536	9,189.7	3.24802
9,513.43	7.35828	9,513.43	2.91645
9,848.88	7.17734	9,848.88	2.86786
10,196.8	7.78542	10,196.8	3.28327
10,556.4	8.04582	10,556.4	3.3802
10,928.5	8.1777	10,928.5	3.37762
11,313.7	8.14796	11,313.7	3.36023
11,712.9	8.06504	11,712.9	3.38583
12,126	8.18785	12,126	3.54072
12,553.7	8.58869	12,553.7	3.753
12,996.1	8.83997	12,996.1	3.87542
13,454.6	9.05141	13,454.6	4.00022
13,928.5	8.92067	13,928.5	3.9306
