"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.0388	20.5078	42.2977	20.5078	46.1094	20.5078	40.8519	20.5078	45.8785	20.5078	44.2702
21.9727	48.3904	21.9727	45.1	21.9727	48.3995	21.9727	43.9499	21.9727	46.4317	21.9727	46.527
23.4375	50.394	23.4375	47.686	23.4375	50.4705	23.4375	46.3261	23.4375	46.5459	23.4375	48.5202
24.9023	50.9223	24.9023	47.6311	24.9023	50.957	24.9023	46.3111	24.9023	48.6243	24.9023	48.9966
26.3672	52.4333	26.3672	49.1715	26.3672	52.4902	26.3672	47.8387	26.3672	50.1344	26.3672	50.5228
27.832	54.6806	27.832	51.5697	27.832	54.6528	27.832	50.3892	27.832	51.0682	27.832	52.6924
29.2969	56.1204	29.2969	53.0142	29.2969	56.0948	29.2969	51.8082	29.2969	52.5278	29.2969	54.1304
30.7617	57.5349	30.7617	54.3546	30.7617	57.4952	30.7617	53.1975	30.7617	53.9524	30.7617	55.5275
32.2266	58.8134	32.2266	55.6807	32.2266	58.8112	32.2266	54.4591	32.2266	55.4008	32.2266	56.8362
33.6914	60.2678	33.6914	57.1509	33.6914	60.2733	33.6914	55.9326	33.6914	56.789	33.6914	58.2941
35.1563	61.7359	35.1563	58.621	35.1563	61.7413	35.1563	57.4264	35.1563	58.1331	35.1563	59.7581
36.6211	63.1563	36.6211	60.0072	36.6211	63.1509	36.6211	58.8372	36.6211	59.5043	36.6211	61.1648
38.0859	64.4243	38.0859	61.2756	38.0859	64.4345	38.0859	60.0903	38.0859	60.8606	38.0859	62.4432
39.5508	65.6961	39.5508	62.5401	39.5508	65.7149	39.5508	61.3483	39.5508	62.1699	39.5508	63.7179
41.0156	67.1655	41.0156	63.9775	41.0156	67.1427	41.0156	62.8666	41.0156	63.2968	41.0156	65.1511
42.4805	68.1651	42.4805	64.7908	42.4805	68.1447	42.4805	63.7325	42.4805	64.7095	42.4805	66.1383
43.9453	69.2043	43.9453	65.7682	43.9453	69.1377	43.9453	64.7797	43.9453	65.5139	43.9453	67.1353
45.4102	69.9312	45.4102	66.6564	45.4102	69.9525	45.4102	65.5066	45.4102	66.5111	45.4102	67.9355
46.875	70.8538	46.875	67.7427	46.875	70.9448	46.875	66.5585	46.875	67.3662	46.875	68.9252
48.3398	72.0747	48.3398	68.8906	48.3398	72.1551	48.3398	67.729	48.3398	68.6176	48.3398	70.1265
51.2695	73.5044	51.2695	70.0979	51.2695	73.522	51.2695	69.05	51.2695	70.0521	51.2695	71.4867
52.7344	73.7484	52.7344	70.2634	52.7344	73.7441	52.7344	69.2612	52.7344	70.2703	52.7344	71.7054
54.1992	73.9702	54.1992	70.406	54.1992	73.951	54.1992	69.4601	54.1992	70.4694	54.1992	71.9073
55.6641	74.0853	55.6641	70.4914	55.6641	74.0635	55.6641	69.5794	55.6641	70.5378	55.6641	72.016
58.5938	73.9356	58.5938	70.2361	58.5938	73.8938	58.5938	69.3952	58.5938	70.3662	58.5938	71.8398
60.0586	73.8705	60.0586	70.2626	60.0586	73.8705	60.0586	69.3834	60.0586	70.329	60.0586	71.8141
62.9883	74.1958	62.9883	70.6405	62.9883	74.2288	62.9883	69.7632	62.9883	70.6013	62.9883	72.1656
64.4531	74.3119	64.4531	70.8543	64.4531	74.3931	64.4531	69.889	64.4531	70.9001	64.4531	72.3276
67.3828	75.0804	67.3828	72.0626	67.3828	75.2814	67.3828	70.9197	67.3828	71.3753	67.3828	73.2208
68.8477	75.201	68.8477	72.287	68.8477	75.4555	68.8477	71.0636	68.8477	71.6725	68.8477	73.3925
71.7773	75.6724	71.7773	73.0972	71.7773	76.0663	71.7773	71.6786	71.7773	72.3502	71.7773	74.0038
74.707	76.1533	74.707	73.8603	74.707	76.6586	74.707	72.2971	74.707	72.9091	74.707	74.597
77.6367	76.3717	77.6367	74.3279	77.6367	76.9931	77.6367	72.6201	77.6367	73.3217	77.6367	74.9293
79.1016	76.339	79.1016	74.3791	79.1016	77.0043	79.1016	72.6234	79.1016	73.3749	79.1016	74.9391
82.0313	76.3472	82.0313	74.4358	82.0313	77.0515	82.0313	72.6513	82.0313	73.4882	82.0313	74.9821
84.9609	76.3334	84.9609	74.3799	84.9609	77.0287	84.9609	72.6352	84.9609	73.4141	84.9609	74.9547
87.8906	76.2975	87.8906	74.2951	87.8906	76.9834	87.8906	72.5965	87.8906	73.3195	87.8906	74.9045
90.8203	76.1894	90.8203	74.1868	90.8203	76.8971	90.8203	72.4966	90.8203	73.2701	90.8203	74.8124
95.2148	75.9271	95.2148	73.9529	95.2148	76.6857	95.2148	72.2726	95.2148	73.0809	95.2148	74.5897
98.1445	75.7542	98.1445	73.7859	98.1445	76.5442	98.1445	72.1227	98.1445	72.9625	98.1445	74.4407
101.074	75.6814	101.074	73.6775	101.074	76.479	101.074	72.0505	101.074	72.891	101.074	74.368
105.469	75.7684	105.469	73.6292	105.469	76.549	105.469	72.1118	105.469	72.9856	105.469	74.4292
108.398	75.71	108.398	73.569	108.398	76.5135	108.398	72.0622	108.398	72.9524	108.398	74.3847
112.793	75.8406	112.793	73.6243	112.793	76.636	112.793	72.2101	112.793	72.9958	112.793	74.5013
117.188	75.9757	117.188	73.6229	117.188	76.7651	117.188	72.3258	117.188	73.1525	117.188	74.6185
120.117	76.1842	120.117	73.7586	120.117	76.978	120.117	72.5328	120.117	73.3377	120.117	74.8201
124.512	76.6713	124.512	74.1002	124.512	77.4467	124.512	73.0073	124.512	73.7399	124.512	75.2763
128.906	77.0471	128.906	74.5182	128.906	77.9069	128.906	73.4359	128.906	74.2334	128.906	75.7149
133.301	77.2704	133.301	74.6111	133.301	78.1203	133.301	73.6324	133.301	74.4644	133.301	75.917
139.16	77.3767	139.16	74.5529	139.16	78.2023	139.16	73.7002	139.16	74.5037	139.16	75.9843
143.555	77.5215	143.555	74.5183	143.555	78.3047	143.555	73.8162	143.555	74.5019	143.555	76.077
147.949	77.3771	147.949	74.5018	147.949	78.2382	147.949	73.75	147.949	74.4349	147.949	76.0021
153.809	77.3492	153.809	74.6392	153.809	78.3788	153.809	73.8733	153.809	74.6834	153.809	76.121
159.668	77.7556	159.668	75.2403	159.668	78.9552	159.668	74.4511	159.668	75.2778	159.668	76.6758
165.527	78.3024	165.527	75.8799	165.527	79.6039	165.527	75.0893	165.527	75.9805	165.527	77.3109
171.387	78.3438	171.387	76.0554	171.387	79.7871	171.387	75.2713	171.387	76.1604	171.387	77.4726
177.246	78.304	177.246	76.0786	177.246	79.8193	177.246	75.2863	177.246	76.2145	177.246	77.4919
183.105	78.1516	183.105	75.8882	183.105	79.7502	183.105	75.2253	183.105	76.1299	183.105	77.4018
188.965	78.072	188.965	75.7554	188.965	79.7463	188.965	75.2199	188.965	76.0982	188.965	77.3745
196.289	77.9523	196.289	75.7446	196.289	79.7731	196.289	75.2102	196.289	76.1948	196.289	77.3763
203.613	77.7693	203.613	75.7528	203.613	79.7356	203.613	75.1659	203.613	76.073	203.613	77.3146
