"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.0388	20.5078	42.2977	20.5078	44.5592
21.9727	48.3904	21.9727	45.1	21.9727	47.0496
23.4375	50.394	23.4375	47.686	23.4375	49.2477
24.9023	50.9223	24.9023	47.6311	24.9023	49.5813
26.3672	52.4333	26.3672	49.1715	26.3672	51.1017
27.832	54.6806	27.832	51.5697	27.832	53.3979
29.2969	56.1204	29.2969	53.0142	29.2969	54.8393
30.7617	57.5349	30.7617	54.3546	30.7617	56.2296
32.2266	58.8134	32.2266	55.6807	32.2266	57.5236
33.6914	60.2678	33.6914	57.1509	33.6914	58.9832
35.1563	61.7359	35.1563	58.621	35.1563	60.4519
36.6211	63.1563	36.6211	60.0072	36.6211	61.8612
38.0859	64.4243	38.0859	61.2756	38.0859	63.1293
39.5508	65.6961	39.5508	62.5401	39.5508	64.3987
41.0156	67.1655	41.0156	63.9775	41.0156	65.8576
42.4805	68.1651	42.4805	64.7908	42.4805	66.7978
43.9453	69.2043	43.9453	65.7682	43.9453	67.8176
45.4102	69.9312	45.4102	66.6564	45.4102	68.5954
46.875	70.8538	46.875	67.7427	46.875	69.571
48.3398	72.0747	48.3398	68.8906	48.3398	70.7681
51.2695	73.5044	51.2695	70.0979	51.2695	72.127
52.7344	73.7484	52.7344	70.2634	52.7344	72.3465
54.1992	73.9702	54.1992	70.406	54.1992	72.5439
55.6641	74.0853	55.6641	70.4914	55.6641	72.65
58.5938	73.9356	58.5938	70.2361	58.5938	72.4684
60.0586	73.8705	60.0586	70.2626	60.0586	72.4309
62.9883	74.1958	62.9883	70.6405	62.9883	72.7722
64.4531	74.3119	64.4531	70.8543	64.4531	72.9185
67.3828	75.0804	67.3828	72.0626	67.3828	73.8285
68.8477	75.201	68.8477	72.287	68.8477	73.9839
71.7773	75.6724	71.7773	73.0972	71.7773	74.573
74.707	76.1533	74.707	73.8603	74.707	75.1564
77.6367	76.3717	77.6367	74.3279	77.6367	75.469
79.1016	76.339	79.1016	74.3791	79.1016	75.4687
82.0313	76.3472	82.0313	74.4358	82.0313	75.4958
84.9609	76.3334	84.9609	74.3799	84.9609	75.4655
87.8906	76.2975	87.8906	74.2951	87.8906	75.4107
90.8203	76.1894	90.8203	74.1868	90.8203	75.3025
95.2148	75.9271	95.2148	73.9529	95.2148	75.0512
98.1445	75.7542	98.1445	73.7859	98.1445	74.8806
101.074	75.6814	101.074	73.6775	101.074	74.794
105.469	75.7684	105.469	73.6292	105.469	74.8292
108.398	75.71	108.398	73.569	108.398	74.7701
112.793	75.8406	112.793	73.6243	112.793	74.8723
117.188	75.9757	117.188	73.6229	117.188	74.9567
120.117	76.1842	120.117	73.7586	120.117	75.1385
124.512	76.6713	124.512	74.1002	124.512	75.5733
128.906	77.0471	128.906	74.5182	128.906	75.9642
133.301	77.2704	133.301	74.6111	133.301	76.1412
139.16	77.3767	139.16	74.5529	139.16	76.1904
143.555	77.5215	143.555	74.5183	143.555	76.2745
147.949	77.3771	147.949	74.5018	147.949	76.1732
153.809	77.3492	153.809	74.6392	153.809	76.2023
159.668	77.7556	159.668	75.2403	159.668	76.6775
165.527	78.3024	165.527	75.8799	165.527	77.2579
171.387	78.3438	171.387	76.0554	171.387	77.3486
177.246	78.304	177.246	76.0786	177.246	77.3323
183.105	78.1516	183.105	75.8882	183.105	77.1657
188.965	78.072	188.965	75.7554	188.965	77.0664
196.289	77.9523	196.289	75.7446	196.289	76.9873
203.613	77.7693	203.613	75.7528	203.613	76.8771
210.938	77.4417	210.938	75.919	210.938	76.7468
218.262	77.4513	218.262	75.9906	218.262	76.7821
225.586	77.6208	225.586	76.2562	225.586	76.9919
232.91	77.8994	232.91	76.1724	232.91	77.1212
241.699	78.0734	241.699	75.7719	241.699	77.0734
250.488	78.4668	250.488	75.9893	250.488	77.4023
259.277	79.3889	259.277	76.5148	259.277	78.1854
268.066	80.362	268.066	77.3612	268.066	79.1158
276.855	81.6708	276.855	77.7328	276.855	80.1337
287.109	82.3878	287.109	78.1077	287.109	80.7549
297.363	82.4836	297.363	76.7289	297.363	80.4969
307.617	83.0158	307.617	75.952	307.617	80.785
319.336	82.5299	319.336	75.1143	319.336	80.2432
329.59	82.8778	329.59	74.4443	329.59	80.4496
341.309	82.9685	341.309	75.6288	341.309	80.6936
353.027	82.8333	353.027	75.4396	353.027	80.55
366.211	81.9155	366.211	74.5907	366.211	79.6429
379.395	80.3474	379.395	73.7453	379.395	78.1959
392.578	79.77	392.578	73.8237	392.578	77.7438
405.762	77.9488	405.762	73.9807	405.762	76.403
420.41	78.3072	420.41	74.4583	420.41	76.7959
435.059	78.2008	435.059	74.1537	435.059	76.6325
451.172	77.2753	451.172	74.7316	451.172	76.1871
465.82	75.7852	465.82	73.4859	465.82	74.7859
483.398	78.3489	483.398	70.148	483.398	75.9506
499.512	77.3885	499.512	69.8592	499.512	75.0846
517.09	77.6286	517.09	68.1376	517.09	75.0811
536.133	77.4787	536.133	69.211	536.133	75.0717
555.176	76.2657	555.176	71.3962	555.176	74.4804
574.219	72.5929	574.219	72.2553	574.219	72.4274
594.727	73.5419	594.727	71.7329	594.727	72.7309
615.234	72.38	615.234	70.8811	615.234	71.6949
637.207	72.7049	637.207	69.4173	637.207	71.365
659.18	70.9438	659.18	68.8877	659.18	70.0363
682.617	70.4251	682.617	65.8551	682.617	68.7154
707.52	71.6233	707.52	67.8233	707.52	70.1263
732.422	71.9139	732.422	68.927	732.422	70.6723
757.324	70.7558	757.324	69.3538	757.324	70.1111
785.156	72.0643	785.156	67.982	785.156	70.4862
811.523	72.9614	811.523	70.352	811.523	71.8498
840.82	71.512	840.82	70.8706	840.82	71.2031
870.117	68.7651	870.117	69.6556	870.117	69.2331
900.879	71.1283	900.879	68.1908	900.879	69.9033
933.105	69.9571	933.105	69.9159	933.105	69.9365
965.332	70.3697	965.332	69.7188	965.332	70.0564
1,000.49	70.5693	1,000.49	67.8677	1,000.49	69.4252
1,035.64	71.9998	1,035.64	67.9213	1,035.64	70.4227
1,072.27	70.6924	1,072.27	67.0473	1,072.27	69.2415
1,108.89	70.3555	1,108.89	63.1514	1,108.89	68.102
1,148.44	70.4058	1,148.44	64.6476	1,148.44	68.4184
1,189.45	68.1466	1,189.45	64.5964	1,189.45	66.7246
1,230.47	71.5463	1,230.47	61.9805	1,230.47	68.9912
1,274.41	70.809	1,274.41	64.9259	1,274.41	68.7957
1,319.82	71.302	1,319.82	61.7063	1,319.82	68.744
1,366.7	70.6961	1,366.7	60.6043	1,366.7	68.0914
1,413.57	69.3702	1,413.57	59.869	1,413.57	66.8216
1,463.38	72.1775	1,463.38	66.6777	1,463.38	70.2456
1,516.11	71.7831	1,516.11	65.2535	1,516.11	69.6448
1,568.85	71.2087	1,568.85	60.3458	1,568.85	68.5406
1,624.51	70.2895	1,624.51	61.7486	1,624.51	67.848
1,681.64	71.7147	1,681.64	67.186	1,681.64	70.0157
1,741.7	71.6164	1,741.7	66.7088	1,741.7	69.8218
1,803.22	70.7927	1,803.22	61.7819	1,803.22	68.2962
1,866.21	70.2704	1,866.21	65.6638	1,866.21	68.5512
1,932.13	70.2074	1,932.13	65.2238	1,932.13	68.3943
1,999.51	69.5922	1,999.51	65.8272	1,999.51	68.1055
2,069.82	68.8732	2,069.82	65.9174	2,069.82	67.642
2,143.07	68.2371	2,143.07	65.3335	2,143.07	67.0236
2,219.24	69.3348	2,219.24	64.8945	2,219.24	67.659
2,296.88	68.4996	2,296.88	65.1059	2,296.88	67.1261
2,378.91	68.8766	2,378.91	62.4307	2,378.91	66.7536
2,462.4	69.3947	2,462.4	63.6527	2,462.4	67.4107
2,548.83	66.4224	2,548.83	61.6756	2,548.83	64.6676
2,639.65	66.0999	2,639.65	60.9886	2,639.65	64.2564
2,731.93	64.0279	2,731.93	59.2325	2,731.93	62.2609
2,828.61	64.7975	2,828.61	62.8898	2,828.61	63.9476
2,928.22	66.4174	2,928.22	62.6514	2,928.22	64.9305
3,030.76	65.4041	3,030.76	61.3138	3,030.76	63.8237
3,137.7	65.55	3,137.7	61.7274	3,137.7	64.0464
3,249.02	67.2431	3,249.02	60.9196	3,249.02	65.143
3,363.28	67.7832	3,363.28	59.9749	3,363.28	65.4386
3,481.93	67.5465	3,481.93	58.8787	3,481.93	65.0896
3,604.98	66.1857	3,604.98	63.3578	3,604.98	64.998
3,732.42	66.3656	3,732.42	66.2205	3,732.42	66.2936
3,864.26	63.4699	3,864.26	65.8792	3,864.26	64.8395
4,000.49	60.777	4,000.49	64.7671	4,000.49	63.2151
4,141.11	61.3987	4,141.11	63.1485	4,141.11	62.3612
4,287.6	63.4255	4,287.6	63.5606	4,287.6	63.4936
4,438.48	64.148	4,438.48	65.3252	4,438.48	64.7764
4,595.21	64.0693	4,595.21	67.1958	4,595.21	65.908
4,756.35	66.6817	4,756.35	68.9431	4,756.35	67.958
4,924.8	68.589	4,924.8	69.4396	4,924.8	69.0351
5,097.66	69.3156	5,097.66	69.7172	5,097.66	69.521
5,277.83	68.2475	5,277.83	70.8007	5,277.83	69.7091
5,463.87	68.5315	5,463.87	71.1355	5,463.87	70.0258
5,657.23	70.4526	5,657.23	71.7675	5,657.23	71.1596
5,856.45	72.5027	5,856.45	72.6322	5,856.45	72.5679
6,062.99	73.5336	6,062.99	72.1277	6,062.99	72.8873
6,276.86	71.1779	6,276.86	71.2217	6,276.86	71.1999
6,498.05	66.049	6,498.05	68.9202	6,498.05	67.7177
6,726.56	70.9861	6,726.56	69.5872	6,726.56	70.3427
6,963.87	72.6977	6,963.87	72.1305	6,963.87	72.4234
7,209.96	70.5439	7,209.96	71.1312	7,209.96	70.8475
7,464.84	68.378	7,464.84	70.6246	7,464.84	69.6449
7,727.05	67.5224	7,727.05	70.4985	7,727.05	69.2605
7,999.51	66.1334	7,999.51	70.5699	7,999.51	68.8951
8,282.23	65.8834	8,282.23	70.1816	8,282.23	68.5438
8,573.73	70.0374	8,573.73	70.1849	8,573.73	70.1117
8,876.95	71.7906	8,876.95	69.8224	8,876.95	70.9171
9,188.96	67.4023	9,188.96	68.8039	9,188.96	68.1594
9,514.16	63.0669	9,514.16	67.4201	9,514.16	65.7675
9,849.61	62.2174	9,849.61	68.2779	9,849.61	66.2287
10,196.8	66.215	10,196.8	71.3036	10,196.8	69.4655
10,555.7	67.8549	10,555.7	71.94	10,555.7	70.361
10,927.7	72.6638	10,927.7	70.5558	10,927.7	71.7365
11,313	74.7573	11,313	68.047	11,313	72.5866
11,712.9	74.9712	11,712.9	65.2887	11,712.9	72.4047
12,126	73.4389	12,126	66.8185	12,126	71.2842
12,553.7	72.7351	12,553.7	70.5812	12,553.7	71.7903
12,996.1	73.0857	12,996.1	72.3426	12,996.1	72.73
13,454.6	74.0853	13,454.6	72.118	13,454.6	73.2121
13,929.2	74.5051	13,929.2	71.1962	13,929.2	73.1585
14,419.9	72.3374	14,419.9	70.0931	14,419.9	71.3586
14,928.2	63.241	14,928.2	69.5723	14,928.2	67.4707
15,455.6	55.6306	15,455.6	73.2899	15,455.6	70.3534
16,000.5	51.4428	16,000.5	71.3148	16,000.5	68.349
16,564.5	55.7384	16,564.5	67.0175	16,564.5	64.3192
17,148.9	55.2668	17,148.9	63.3387	17,148.9	60.9576
17,752.4	55.0595	17,752.4	57.0099	17,752.4	56.1433
18,379.4	56.0509	18,379.4	55.8534	18,379.4	55.9533
19,026.9	57.3514	19,026.9	55.1594	19,026.9	56.3922
19,697.8	59.1285	19,697.8	55.1101	19,697.8	57.5684
19,999.5	58.9043	19,999.5	53.5505	19,999.5	57.0049
