"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.6265	20.5078	46.2039	20.5078	44.2702	20.5078	45.0324	20.5078	41.1509	20.5078	41.9131	20.5078	39.9794
21.9727	48.8499	21.9727	48.4814	21.9727	46.527	21.9727	46.1168	21.9727	42.344	21.9727	41.9338	21.9727	39.9794
23.4375	50.8861	23.4375	50.5462	23.4375	48.5202	23.4375	46.9843	23.4375	43.5413	23.4375	42.0053	23.4375	39.9794
24.9023	51.4173	24.9023	51.0409	24.9023	48.9966	24.9023	48.3651	24.9023	42.6552	24.9023	42.0237	24.9023	39.9794
26.3672	52.9514	26.3672	52.574	26.3672	50.5228	26.3672	49.8847	26.3672	42.6687	26.3672	42.0306	26.3672	39.9794
27.832	55.0795	27.832	54.7308	27.832	52.6924	27.832	51.3223	27.832	43.3879	27.832	42.0178	27.832	39.9794
29.2969	56.5241	29.2969	56.1733	29.2969	54.1304	29.2969	52.7692	29.2969	43.3835	29.2969	42.0223	29.2969	39.9794
30.7617	57.9258	30.7617	57.5739	30.7617	55.5275	30.7617	54.1758	30.7617	43.3775	30.7617	42.0258	30.7617	39.9794
32.2266	59.2468	32.2266	58.8906	32.2266	56.8362	32.2266	55.568	32.2266	43.302	32.2266	42.0338	32.2266	39.9794
33.6914	60.7083	33.6914	60.3525	33.6914	58.2941	33.6914	56.9874	33.6914	43.3445	33.6914	42.0378	33.6914	39.9794
35.1563	62.1745	35.1563	61.82	35.1563	59.7581	35.1563	58.3897	35.1563	43.4097	35.1563	42.0413	35.1563	39.9794
36.6211	63.5844	36.6211	63.2297	36.6211	61.1648	36.6211	59.7769	36.6211	43.4322	36.6211	42.0442	36.6211	39.9794
38.0859	64.8709	38.0859	64.5136	38.0859	62.4432	38.0859	61.1024	38.0859	43.3907	38.0859	42.0499	38.0859	39.9794
39.5508	66.1538	39.5508	65.7944	39.5508	63.7179	39.5508	62.4011	39.5508	43.3728	39.5508	42.0559	39.5508	39.9794
41.0156	67.5745	41.0156	67.2211	41.0156	65.1511	41.0156	63.6687	41.0156	43.5318	41.0156	42.0494	41.0156	39.9794
42.4805	68.588	42.4805	68.2248	42.4805	66.1383	42.4805	64.8814	42.4805	43.3228	42.4805	42.0659	42.4805	39.9794
43.9453	69.5768	43.9453	69.2173	43.9453	67.1353	43.9453	65.7696	43.9453	43.4271	43.9453	42.0614	43.9453	39.9794
45.4102	70.4004	45.4102	70.0334	45.4102	67.9355	45.4102	66.7197	45.4102	43.293	45.4102	42.0773	45.4102	39.9794
46.875	71.3873	46.875	71.0239	46.875	68.9252	46.875	67.6166	46.875	43.3867	46.875	42.0781	46.875	39.9794
48.3398	72.6009	48.3398	72.2349	48.3398	70.1265	48.3398	68.839	48.3398	43.3753	48.3398	42.0878	48.3398	39.9794
51.2695	73.9725	51.2695	73.6027	51.2695	71.4867	51.2695	70.252	51.2695	43.3301	51.2695	42.0954	51.2695	39.9794
52.7344	74.1962	52.7344	73.8252	52.7344	71.7054	52.7344	70.4762	52.7344	43.3284	52.7344	42.0992	52.7344	39.9794
54.1992	74.4041	54.1992	74.0321	54.1992	71.9073	54.1992	70.679	54.1992	43.3325	54.1992	42.1041	54.1992	39.9794
55.6641	74.5163	55.6641	74.1444	55.6641	72.016	55.6641	70.7721	55.6641	43.3517	55.6641	42.1078	55.6641	39.9794
58.5938	74.3483	58.5938	73.9748	58.5938	71.8398	58.5938	70.5981	58.5938	43.3561	58.5938	42.1144	58.5938	39.9794
60.0586	74.3241	60.0586	73.9509	60.0586	71.8141	60.0586	70.5617	60.0586	43.3686	60.0586	42.1162	60.0586	39.9794
62.9883	74.6806	62.9883	74.3084	62.9883	72.1656	62.9883	70.8402	62.9883	43.4477	62.9883	42.1222	62.9883	39.9794
64.4531	74.8483	64.4531	74.4731	64.4531	72.3276	64.4531	71.074	64.4531	43.3785	64.4531	42.1249	64.4531	39.9794
67.3828	75.7242	67.3828	75.3586	67.3828	73.2208	67.3828	71.7185	67.3828	43.6195	67.3828	42.1173	67.3828	39.9794
68.8477	75.9009	68.8477	75.5329	68.8477	73.3925	68.8477	71.9402	68.8477	43.5721	68.8477	42.1198	68.8477	39.9794
71.7773	76.511	71.7773	76.1431	71.7773	74.0038	71.7773	72.5545	71.7773	43.568	71.7773	42.1187	71.7773	39.9794
74.707	77.1007	74.707	76.7345	74.707	74.597	74.707	73.1037	74.707	43.6102	74.707	42.1169	74.707	39.9794
77.6367	77.4363	77.6367	77.0688	77.6367	74.9293	77.6367	73.4551	77.6367	43.5931	77.6367	42.1189	77.6367	39.9794
79.1016	77.4482	79.1016	77.08	79.1016	74.9391	79.1016	73.4781	79.1016	43.5813	79.1016	42.1203	79.1016	39.9794
82.0313	77.4972	82.0313	77.1272	82.0313	74.9821	82.0313	73.5474	82.0313	43.5593	82.0313	42.1245	82.0313	39.9794
84.9609	77.4743	84.9609	77.1042	84.9609	74.9547	84.9609	73.4918	84.9609	43.5918	84.9609	42.1289	84.9609	39.9794
87.8906	77.429	87.8906	77.0587	87.8906	74.9045	87.8906	73.4126	87.8906	43.6256	87.8906	42.1337	87.8906	39.9794
90.8203	77.3441	90.8203	76.9723	90.8203	74.8124	90.8203	73.3351	90.8203	43.6166	90.8203	42.1394	90.8203	39.9794
95.2148	77.1345	95.2148	76.7606	95.2148	74.5897	95.2148	73.1151	95.2148	43.6249	95.2148	42.1504	95.2148	39.9794
98.1445	76.9941	98.1445	76.6188	98.1445	74.4407	98.1445	72.9705	98.1445	43.6277	98.1445	42.1575	98.1445	39.9794
101.074	76.9301	101.074	76.5535	101.074	74.368	101.074	72.8927	101.074	43.6402	101.074	42.1649	101.074	39.9794
105.469	77.0013	105.469	76.6231	105.469	74.4292	105.469	72.9563	105.469	43.6462	105.469	42.1734	105.469	39.9794
108.398	76.9677	108.398	76.5876	108.398	74.3847	108.398	72.9175	108.398	43.6495	108.398	42.1823	108.398	39.9794
112.793	77.0882	112.793	76.7092	112.793	74.5013	112.793	72.9789	112.793	43.7097	112.793	42.1873	112.793	39.9794
117.188	77.2186	117.188	76.8378	117.188	74.6185	117.188	73.1036	117.188	43.7136	117.188	42.1987	117.188	39.9794
120.117	77.4321	120.117	77.0503	120.117	74.8201	120.117	73.2933	120.117	43.7363	120.117	42.2096	120.117	39.9794
124.512	77.9004	124.512	77.5182	124.512	75.2763	124.512	73.7083	124.512	43.7892	124.512	42.2213	124.512	39.9794
128.906	78.3639	128.906	77.9776	128.906	75.7149	128.906	74.1596	128.906	43.7974	128.906	42.2421	128.906	39.9794
133.301	78.5796	133.301	78.1908	133.301	75.917	133.301	74.3699	133.301	43.8003	133.301	42.2532	133.301	39.9794
139.16	78.6637	139.16	78.2725	139.16	75.9843	139.16	74.4253	139.16	43.8266	139.16	42.2676	139.16	39.9794
143.555	78.7655	143.555	78.3744	143.555	76.077	143.555	74.4709	143.555	43.8829	143.555	42.2768	143.555	39.9794
147.949	78.6988	147.949	78.3071	147.949	76.0021	147.949	74.3847	147.949	43.9018	147.949	42.2844	147.949	39.9794
153.809	78.8399	153.809	78.4459	153.809	76.121	153.809	74.5263	153.809	43.899	153.809	42.3042	153.809	39.9794
159.668	79.416	159.668	79.0203	159.668	76.6758	159.668	75.0576	159.668	43.9421	159.668	42.324	159.668	39.9794
165.527	80.0664	165.527	79.668	165.527	77.3109	165.527	75.6716	165.527	43.9758	165.527	42.3365	165.527	39.9794
171.387	80.2497	171.387	79.8495	171.387	77.4726	171.387	75.8148	171.387	44.0141	171.387	42.3563	171.387	39.9794
177.246	80.2842	177.246	79.8812	177.246	77.4919	177.246	75.8256	177.246	44.035	177.246	42.3687	177.246	39.9794
183.105	80.2146	183.105	79.8102	183.105	77.4018	183.105	75.7034	183.105	44.0862	183.105	42.3878	183.105	39.9794
188.965	80.212	188.965	79.8048	188.965	77.3745	188.965	75.6394	188.965	44.1448	188.965	42.4097	188.965	39.9794
196.289	80.2441	196.289	79.8307	196.289	77.3763	196.289	75.6427	196.289	44.1675	196.289	42.4338	196.289	39.9794
203.613	80.2095	203.613	79.7924	203.613	77.3146	203.613	75.5242	203.613	44.2477	203.613	42.4572	203.613	39.9794
210.938	80.1002	210.938	79.6801	210.938	77.2064	210.938	75.476	210.938	44.1835	210.938	42.4531	210.938	39.9794
218.262	80.2886	218.262	79.867	218.262	77.3707	218.262	75.6216	218.262	44.2248	218.262	42.4757	218.262	39.9794
225.586	80.6361	225.586	80.2082	225.586	77.6791	225.586	75.878	225.586	44.3096	225.586	42.5085	225.586	39.9794
232.91	80.9388	232.91	80.5032	232.91	77.9362	232.91	76.1531	232.91	44.3295	232.91	42.5464	232.91	39.9794
241.699	80.9507	241.699	80.5083	241.699	77.9092	241.699	76.053	241.699	44.4347	241.699	42.5785	241.699	39.9794
250.488	81.2986	250.488	80.8489	250.488	78.2292	250.488	76.3379	250.488	44.4904	250.488	42.5991	250.488	39.9794
259.277	82.2992	259.277	81.8358	259.277	79.1677	259.277	77.2574	259.277	44.5579	259.277	42.6475	259.277	39.9794
268.066	83.3307	268.066	82.8673	268.066	80.1778	268.066	78.1742	268.066	44.6725	268.066	42.6689	268.066	39.9794
276.855	84.3998	276.855	83.9224	276.855	81.2035	276.855	79.1623	276.855	44.7395	276.855	42.6983	276.855	39.9794
287.109	85.2787	287.109	84.795	287.109	82.0221	287.109	79.8747	287.109	44.8997	287.109	42.7522	287.109	39.9794
297.363	85.4232	297.363	84.9313	297.363	82.0838	297.363	79.8934	297.363	45.0172	297.363	42.8269	297.363	39.9794
307.617	85.716	307.617	85.2112	307.617	82.316	307.617	79.9823	307.617	45.2083	307.617	42.8747	307.617	39.9794
319.336	85.6445	319.336	85.1281	319.336	82.1672	319.336	79.8529	319.336	45.2546	319.336	42.9403	319.336	39.9794
329.59	86.0807	329.59	85.5586	329.59	82.5435	329.59	80.0523	329.59	45.4857	329.59	42.9945	329.59	39.9794
