"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.1094	20.5078	40.8519	20.5078	47.4341	20.5078	46.0799
21.9727	48.3995	21.9727	43.9499	21.9727	47.8034	21.9727	47.1746
23.4375	50.4705	23.4375	46.3261	23.4375	47.6807	23.4375	48.0976
24.9023	50.957	24.9023	46.3111	24.9023	50.0319	24.9023	49.5078
26.3672	52.4902	26.3672	47.8387	26.3672	51.5443	26.3672	51.0278
27.832	54.6528	27.832	50.3892	27.832	52.281	27.832	52.4646
29.2969	56.0948	29.2969	51.8082	29.2969	53.7546	29.2969	53.9187
30.7617	57.4952	30.7617	53.1975	30.7617	55.1857	30.7617	55.3328
32.2266	58.8112	32.2266	54.4591	32.2266	56.6645	32.2266	56.7236
33.6914	60.2733	33.6914	55.9326	33.6914	58.0444	33.6914	58.145
35.1563	61.7413	35.1563	57.4264	35.1563	59.3711	35.1563	59.5451
36.6211	63.1509	36.6211	58.8372	36.6211	60.74	36.6211	60.9344
38.0859	64.4345	38.0859	60.0903	38.0859	62.1143	38.0859	62.2588
39.5508	65.7149	39.5508	61.3483	39.5508	63.4355	39.5508	63.5563
41.0156	67.1427	41.0156	62.8666	41.0156	64.5063	41.0156	64.8205
42.4805	68.1447	42.4805	63.7325	42.4805	65.9958	42.4805	66.0461
43.9453	69.1377	43.9453	64.7797	43.9453	66.7693	43.9453	66.9351
45.4102	69.9525	45.4102	65.5066	45.4102	67.8178	45.4102	67.8559
46.875	70.9448	46.875	66.5585	46.875	68.637	46.875	68.7684
48.3398	72.1551	48.3398	67.729	48.3398	69.9099	48.3398	70.0043
51.2695	73.522	51.2695	69.05	51.2695	71.3671	51.2695	71.4106
52.7344	73.7441	52.7344	69.2612	52.7344	71.589	52.7344	71.6309
54.1992	73.951	54.1992	69.4601	54.1992	71.7909	54.1992	71.8338
55.6641	74.0635	55.6641	69.5794	55.6641	71.8547	55.6641	71.9221
58.5938	73.8938	58.5938	69.3952	58.5938	71.6886	58.5938	71.7519
60.0586	73.8705	60.0586	69.3834	60.0586	71.6458	60.0586	71.7203
62.9883	74.2288	62.9883	69.7632	62.9883	71.9018	62.9883	72.0294
64.4531	74.3931	64.4531	69.889	64.4531	72.2206	64.4531	72.2673
67.3828	75.2814	67.3828	70.9197	67.3828	72.6078	67.3828	72.9258
68.8477	75.4555	68.8477	71.0636	68.8477	72.924	68.8477	73.165
71.7773	76.0663	71.7773	71.6786	71.7773	73.5975	71.7773	73.808
74.707	76.6586	74.707	72.2971	74.707	74.1367	74.707	74.3781
