"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.5239
21.9727	56.7512
23.4375	56.8598
24.9023	57.739
26.3672	59.7822
27.832	60.3557
29.2969	61.9865
30.7617	62.7515
32.2266	63.9329
33.6914	64.9829
35.1563	65.8932
36.6211	66.6713
38.0859	67.4419
39.5508	68.4745
41.0156	69.1282
42.4805	69.923
43.9453	70.8806
45.4102	71.8577
46.875	72.2954
48.3398	72.8992
51.2695	74.5379
52.7344	75.2171
54.1992	75.9228
55.6641	76.5208
58.5938	77.8114
60.0586	78.3386
62.9883	79.458
64.4531	80.0228
67.3828	81.1711
68.8477	81.7166
71.7773	82.7425
74.707	83.6707
77.6367	84.6283
79.1016	85.0344
82.0313	85.7461
84.9609	86.3774
87.8906	86.88
90.8203	87.234
95.2148	87.5537
98.1445	87.6151
101.074	87.6539
105.469	87.5379
108.398	87.4808
112.793	87.3049
117.188	87.0681
120.117	86.9724
124.512	86.7719
128.906	86.4696
133.301	86.2183
139.16	85.9099
143.555	85.666
147.949	85.443
153.809	85.174
159.668	85.0977
165.527	85.0284
171.387	84.8094
177.246	84.6756
183.105	84.3109
188.965	83.9763
196.289	84.0783
203.613	84.0555
210.938	83.8996
218.262	83.8226
225.586	83.806
232.91	83.8593
241.699	83.6537
250.488	83.6408
259.277	84.1416
268.066	83.8453
276.855	83.9002
287.109	84.113
297.363	84.1181
307.617	84.3812
319.336	84.1061
329.59	84.2843
341.309	84.1139
353.027	83.9153
366.211	84.189
379.395	84.7753
392.578	84.6257
405.762	84.2201
420.41	84.745
435.059	84.7804
451.172	85.0094
465.82	84.9454
483.398	85.0102
499.512	85.2576
517.09	85.7827
536.133	84.9663
555.176	85.4464
574.219	85.7029
594.727	85.6066
615.234	85.4528
637.207	85.483
659.18	85.5115
682.617	85.3049
707.52	85.4162
732.422	85.5771
757.324	85.4809
785.156	85.9946
811.523	85.73
840.82	86.1776
870.117	85.8235
900.879	85.4366
933.105	85.2013
965.332	84.9047
1,000.49	85.5105
1,035.64	86.0993
1,072.27	86.5231
1,108.89	86.3613
1,148.44	85.2202
1,189.45	84.4127
1,230.47	84.5299
1,274.41	85.0182
1,319.82	85.3045
1,366.7	84.8764
1,413.57	84.4684
1,463.38	84.79
1,516.11	84.7343
1,568.85	84.3004
1,624.51	84.8526
1,681.64	85.4038
1,741.7	85.5405
1,803.22	85.6931
1,866.21	85.4157
1,932.13	84.881
1,999.51	85.1112
2,069.82	84.7009
2,143.07	83.9423
2,219.24	83.3608
2,296.88	81.9744
2,378.91	80.8468
2,462.4	81.0969
2,548.83	81.274
2,639.65	81.9477
2,731.93	82.5626
2,828.61	81.4577
2,928.22	81.2169
3,030.76	79.8472
3,137.7	79.496
3,249.02	80.2948
3,363.28	81.2768
3,481.93	82.2638
3,604.98	83.3538
3,732.42	84.3042
3,864.26	84.8947
4,000.49	84.1249
4,141.11	83.6424
4,287.6	83.3602
4,438.48	83.4635
4,595.21	83.5719
4,756.35	85.1062
4,924.8	85.5996
5,097.66	86.1603
5,277.83	86.4295
5,463.87	86.6143
5,657.23	87.0554
5,856.45	87.15
6,062.99	87.1375
6,276.86	87.2644
6,498.05	87.5343
6,726.56	87.6847
6,963.87	87.6859
7,209.96	87.5551
7,464.84	87.3485
7,727.05	87.3847
7,999.51	87.3461
8,282.23	87.2801
8,573.73	87.3298
8,876.95	87.4977
9,188.96	87.7387
9,514.16	88.0537
9,849.61	88.1607
10,196.8	88.0506
10,555.7	87.8083
10,927.7	87.7962
11,313	88.2159
11,712.9	88.8316
12,126	89.3808
12,553.7	89.6171
12,996.1	89.3916
13,454.6	89.021
13,929.2	88.7629
14,419.9	88.2429
14,928.2	87.0925
15,455.6	85.5821
16,000.5	84.108
16,564.5	82.2355
17,148.9	80.6577
17,752.4	79.8375
18,379.4	79.1603
19,026.9	77.4609
19,697.8	74.5018
19,999.5	72.9842
