"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.4375	76.4003	-180
29.2969	78.2508	-180
35.1562	79.809	-180
41.0156	81.155	-180
46.875	82.3406	-180
52.7344	83.4008	-180
58.5938	84.3599	-180
64.4531	85.2353	-180
70.3125	86.0399	-180
76.1719	86.7833	-180
82.0312	87.4728	-180
87.8906	88.1143	-180
93.75	88.7123	-180
99.6094	89.2706	-180
105.469	89.7921	-180
111.328	90.2795	-180
117.188	90.7348	-180
123.047	91.16	-180
128.906	91.5567	-180
134.766	91.9263	-180
140.625	92.2703	-180
146.484	92.5898	-180
152.344	92.8859	-180
158.203	93.1599	-180
164.062	93.4126	-180
169.922	93.6452	-180
175.781	93.8587	-180
181.641	94.0539	-180
187.5	94.232	-180
193.359	94.3938	-180
199.219	94.5404	-180
205.078	94.6728	-180
210.938	94.7918	-180
216.797	94.8987	-180
222.656	94.9943	-180
228.516	95.0797	-180
234.375	95.156	-180
240.234	95.224	-180
246.094	95.2849	-180
251.953	95.3396	-180
257.812	95.389	-180
263.672	95.434	-180
269.531	95.4755	-180
275.391	95.5143	-180
281.25	95.551	-180
287.109	95.5863	-180
292.969	95.6206	-180
298.828	95.6545	-180
304.688	95.6882	-180
310.547	95.722	-180
316.406	95.756	-180
322.266	95.7903	-180
328.125	95.8247	-180
333.984	95.8591	-180
339.844	95.8935	-180
345.703	95.9275	-180
351.562	95.9609	-180
357.422	95.9933	-180
363.281	96.0245	-180
369.141	96.0542	-180
375	96.082	-180
380.859	96.1077	-180
386.719	96.131	-180
392.578	96.1517	-180
398.438	96.1695	-180
404.297	96.1844	-180
410.156	96.1961	-180
416.016	96.2047	-180
421.875	96.2101	-180
427.734	96.2123	-180
433.594	96.2113	-180
439.453	96.2071	-180
445.312	96.2	-180
451.172	96.1901	-180
457.031	96.1774	-180
462.891	96.1621	-180
468.75	96.1444	-180
474.609	96.1246	-180
480.469	96.1027	-180
486.328	96.079	-180
492.188	96.0536	-180
498.047	96.0266	-180
503.906	95.9983	-180
509.766	95.9686	-180
515.625	95.9377	-180
521.484	95.9057	-180
527.344	95.8725	-180
533.203	95.8381	-180
539.062	95.8025	-180
544.922	95.7656	-180
550.781	95.7273	-180
556.641	95.6874	-180
562.5	95.6459	-180
568.359	95.6024	-180
574.219	95.5569	-180
580.078	95.509	-180
585.938	95.4588	-180
591.797	95.4058	-180
597.656	95.3499	-180
603.516	95.2911	-180
609.375	95.229	-180
615.234	95.1637	-180
621.094	95.0951	-180
626.953	95.0232	-180
632.812	94.9479	-180
638.672	94.8695	-180
644.531	94.7882	-180
650.391	94.7041	-180
656.25	94.6178	-180
662.109	94.5295	-180
667.969	94.44	-180
673.828	94.3498	-180
679.688	94.2598	-180
685.547	94.1708	-180
691.406	94.0837	-180
697.266	93.9998	-180
703.125	93.9202	-180
708.984	93.846	-180
714.844	93.7787	-180
720.703	93.7196	-180
726.562	93.6701	-180
732.422	93.6314	-180
738.281	93.6049	-180
744.141	93.5916	-180
750	93.5927	-180
755.859	93.6089	-180
761.719	93.6408	-180
767.578	93.6888	-180
773.438	93.753	-180
779.297	93.8332	-180
785.156	93.9289	-180
791.016	94.0395	-180
796.875	94.1641	-180
802.734	94.3016	-180
808.594	94.4506	-180
814.453	94.6098	-180
820.312	94.7778	-180
826.172	94.9531	-180
832.031	95.1341	-180
837.891	95.413	-180
843.75	95.507	-180
849.609	95.696	-180
855.469	95.8853	-180
861.328	96.0735	-180
867.188	96.2595	-180
873.047	96.4424	-180
878.906	96.6211	-180
884.766	96.7949	-180
890.625	96.9631	-180
896.484	97.1249	-180
902.344	97.2798	-180
908.203	97.4273	-180
914.062	97.5671	-180
919.922	97.6986	-180
925.781	97.8217	-180
931.641	97.9361	-180
937.5	98.0417	-180
943.359	98.1382	-180
949.219	98.2256	-180
955.078	98.3039	-180
960.938	98.3729	-180
966.797	98.4327	-180
972.656	98.4833	-180
978.516	98.5247	-180
984.375	98.557	-180
990.234	98.5801	-180
996.094	98.5941	-180
1,001.95	98.5991	-180
1,007.81	98.5952	-180
1,013.67	98.5822	-180
1,019.53	98.5603	-180
1,025.39	98.5295	-180
1,031.25	98.4898	-180
1,037.11	98.4411	-180
1,042.97	98.3834	-180
1,048.83	98.3166	-180
1,054.69	98.2408	-180
1,060.55	98.1557	-180
1,066.41	98.0613	-180
1,072.27	97.9575	-180
1,078.12	97.8441	-180
