"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.4375	80.8368	-180
29.2969	81.8261	-180
35.1562	82.8137	-180
41.0156	83.7733	-180
46.875	84.6926	-180
52.7344	85.567	-180
58.5938	86.3959	-180
64.4531	87.1804	-180
70.3125	87.9224	-180
76.1719	88.624	-180
82.0312	89.2873	-180
87.8906	89.914	-180
93.75	90.506	-180
99.6094	91.0648	-180
105.469	91.5917	-180
111.328	92.0879	-180
117.188	92.5547	-180
123.047	92.993	-180
128.906	93.4037	-180
134.766	93.7879	-180
140.625	94.1465	-180
146.484	94.4802	-180
152.344	94.79	-180
158.203	95.0768	-180
164.062	95.3413	-180
169.922	95.5845	-180
175.781	95.8072	-180
181.641	96.0105	-180
187.5	96.1951	-180
193.359	96.3621	-180
199.219	96.5125	-180
205.078	96.6473	-180
210.938	96.7675	-180
216.797	96.8742	-180
222.656	96.9685	-180
228.516	97.0513	-180
234.375	97.1239	-180
240.234	97.1873	-180
246.094	97.2426	-180
251.953	97.2907	-180
257.812	97.3328	-180
263.672	97.3696	-180
269.531	97.4022	-180
275.391	97.4313	-180
281.25	97.4576	-180
287.109	97.4819	-180
292.969	97.5047	-180
298.828	97.5265	-180
304.688	97.5476	-180
310.547	97.5684	-180
316.406	97.5891	-180
322.266	97.6097	-180
328.125	97.6305	-180
333.984	97.6514	-180
339.844	97.6724	-180
345.703	97.6933	-180
351.562	97.714	-180
357.422	97.7344	-180
363.281	97.7543	-180
369.141	97.7735	-180
375	97.7918	-180
380.859	97.8089	-180
386.719	97.8247	-180
392.578	97.8389	-180
398.438	97.8514	-180
404.297	97.862	-180
410.156	97.8704	-180
416.016	97.8767	-180
421.875	97.8805	-180
427.734	97.882	-180
433.594	97.8808	-180
439.453	97.8771	-180
445.312	97.8708	-180
451.172	97.862	-180
457.031	97.8505	-180
462.891	97.8366	-180
468.75	97.8202	-180
474.609	97.8016	-180
480.469	97.7807	-180
486.328	97.7578	-180
492.188	97.7329	-180
498.047	97.7063	-180
503.906	97.678	-180
509.766	97.6482	-180
515.625	97.6171	-180
521.484	97.5847	-180
527.344	97.5512	-180
533.203	97.5167	-180
539.062	97.4813	-180
544.922	97.4451	-180
550.781	97.408	-180
556.641	97.3703	-180
562.5	97.3318	-180
568.359	97.2927	-180
574.219	97.2528	-180
580.078	97.2123	-180
585.938	97.171	-180
591.797	97.1289	-180
597.656	97.086	-180
603.516	97.0422	-180
609.375	96.9974	-180
615.234	96.9514	-180
621.094	96.9043	-180
626.953	96.8558	-180
632.812	96.8058	-180
638.672	96.7541	-180
644.531	96.7006	-180
650.391	96.6452	-180
656.25	96.5876	-180
662.109	96.5276	-180
667.969	96.4652	-180
673.828	96.4002	-180
679.688	96.3325	-180
685.547	96.262	-180
691.406	96.1887	-180
697.266	96.1126	-180
703.125	96.0338	-180
708.984	95.9525	-180
714.844	95.8689	-180
720.703	95.7834	-180
726.562	95.6965	-180
732.422	95.6089	-180
738.281	95.5214	-180
744.141	95.4348	-180
750	95.3504	-180
755.859	95.2695	-180
761.719	95.1935	-180
767.578	95.1243	-180
773.438	95.0637	-180
779.297	95.0137	-180
785.156	94.9765	-180
791.016	94.954	-180
796.875	94.9485	-180
802.734	94.9618	-180
808.594	94.9956	-180
814.453	95.0511	-180
820.312	95.1291	-180
826.172	95.23	-180
832.031	95.3535	-180
837.891	95.5813	-180
843.75	95.67	-180
849.609	95.8537	-180
855.469	96.054	-180
861.328	96.2686	-180
867.188	96.4949	-180
873.047	96.7306	-180
878.906	96.973	-180
884.766	97.22	-180
890.625	97.4692	-180
896.484	97.7188	-180
902.344	97.9668	-180
908.203	98.2117	-180
914.062	98.4522	-180
919.922	98.6871	-180
925.781	98.9155	-180
931.641	99.1365	-180
937.5	99.3494	-180
943.359	99.5539	-180
949.219	99.7494	-180
955.078	99.9356	-180
960.938	100.112	-180
966.797	100.28	-180
972.656	100.437	-180
978.516	100.585	-180
984.375	100.722	-180
990.234	100.85	-180
996.094	100.968	-180
1,001.95	101.076	-180
1,007.81	101.174	-180
1,013.67	101.261	-180
1,019.53	101.339	-180
1,025.39	101.407	-180
1,031.25	101.464	-180
1,037.11	101.511	-180
1,042.97	101.548	-180
1,048.83	101.575	-180
1,054.69	101.591	-180
1,060.55	101.596	-180
1,066.41	101.591	-180
1,072.27	101.575	-180
1,078.12	101.548	-180
1,083.98	101.511	-180
1,089.84	101.462	-180
1,095.7	101.403	-180
1,101.56	101.334	-180
1,107.42	101.253	-180
1,113.28	101.162	-180
1,119.14	101.061	-180
1,125	100.949	-180
1,130.86	100.827	-180
1,136.72	100.695	-180
1,142.58	100.554	-180
1,148.44	100.403	-180
1,154.3	100.244	-180
1,160.16	100.076	-180
1,166.02	99.9002	-180
1,171.88	99.7166	-180
1,177.73	99.5259	-180
1,183.59	99.3285	-180
1,189.45	99.125	-180
1,195.31	98.9159	-180
1,201.17	98.7017	-180
1,207.03	98.483	-180
1,212.89	98.2602	-180
1,218.75	98.0339	-180
1,224.61	97.8045	-180
1,230.47	97.5724	-180
1,236.33	97.3381	-180
1,242.19	97.1017	-180
1,248.05	96.8637	-180
1,253.91	96.6243	-180
1,259.77	96.3834	-180
1,265.62	96.1413	-180
1,271.48	95.898	-180
1,277.34	95.6533	-180
1,283.2	95.4071	-180
1,289.06	95.1592	-180
1,294.92	94.9093	-180
1,300.78	94.6573	-180
1,306.64	94.4026	-180
1,312.5	94.145	-180
1,318.36	93.8842	-180
1,324.22	93.6196	-180
1,330.08	93.3511	-180
1,335.94	93.0783	-180
1,341.8	92.801	-180
1,347.66	92.5191	-180
1,353.52	92.2326	-180
1,359.38	91.9415	-180
1,365.23	91.646	-180
1,371.09	91.3467	-180
1,376.95	91.0441	-180
1,382.81	90.739	-180
1,388.67	90.4326	-180
1,394.53	90.1261	-180
1,400.39	89.8211	-180
1,406.25	89.5193	-180
1,412.11	89.2227	-180
1,417.97	88.9335	-180
1,423.83	88.654	-180
1,429.69	88.3865	-180
1,435.55	88.1333	-180
1,441.41	87.8967	-180
1,447.27	87.6784	-180
1,453.12	87.4802	-180
1,458.98	87.3032	-180
1,464.84	87.1481	-180
1,470.7	87.0151	-180
1,476.56	86.9036	-180
1,482.42	86.8129	-180
1,488.28	86.7415	-180
1,494.14	86.6878	-180
1,500	86.6497	-180
1,505.86	86.625	-180
1,511.72	86.6115	-180
1,517.58	86.6068	-180
1,523.44	86.6086	-180
1,529.3	86.6147	-180
1,535.16	86.6231	-180
1,541.02	86.6319	-180
1,546.88	86.6394	-180
1,552.73	86.644	-180
1,558.59	86.6443	-180
1,564.45	86.6391	-180
1,570.31	86.6274	-180
