"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"	"Frequency / Hz"	"Sound Pessure Level / dB  [0.3V at 1m]"
20.5078	48.123	20.5078	48.3147	20.5078	48.5818	20.5078	48.4223
21.9727	45.9199	21.9727	46.0488	21.9727	46.1909	21.9727	46.1001
23.4375	48.1116	23.4375	48.3478	23.4375	48.9409	23.4375	48.6292
24.9023	49.7573	24.9023	49.8426	24.9023	50.2588	24.9023	50.0516
26.3672	52.1744	26.3672	52.3179	26.3672	52.8456	26.3672	52.5786
27.832	55.7348	27.832	55.7746	27.832	56.1019	27.832	55.943
29.2969	57.8078	29.2969	57.598	29.2969	56.9939	29.2969	57.3343
30.7617	60.5164	30.7617	60.3354	30.7617	59.8652	30.7617	60.1314
32.2266	62.8277	32.2266	62.6646	32.2266	62.2581	32.2266	62.4886
33.6914	65.2997	33.6914	65.1324	33.6914	64.724	33.6914	64.9563
35.1563	67.6104	35.1563	67.4742	35.1563	67.149	35.1563	67.3335
36.6211	70.1184	36.6211	69.9133	36.6211	69.4048	36.6211	69.6955
38.0859	72.3143	38.0859	72.1034	38.0859	71.5503	38.0859	71.8649
39.5508	74.5979	39.5508	74.4201	39.5508	74.0011	39.5508	74.2409
41.0156	76.5547	41.0156	76.3561	41.0156	75.8785	41.0156	76.1522
42.4805	78.397	42.4805	78.1918	42.4805	77.707	42.4805	77.9857
43.9453	79.9348	43.9453	79.7073	43.9453	79.1706	43.9453	79.4805
45.4102	81.1324	45.4102	80.9099	45.4102	80.3786	45.4102	80.6846
46.875	81.9797	46.875	81.7381	46.875	81.145	46.875	81.4867
48.3398	82.4569	48.3398	82.2453	48.3398	81.7437	48.3398	82.0323
51.2695	82.8736	51.2695	82.6729	51.2695	82.2433	51.2695	82.4933
52.7344	83.0007	52.7344	82.7819	52.7344	82.324	52.7344	82.5921
54.1992	83.0468	54.1992	82.7991	54.1992	82.2643	54.1992	82.5775
55.6641	83.0026	55.6641	82.757	55.6641	82.2246	55.6641	82.5362
58.5938	82.9906	58.5938	82.7428	58.5938	82.2167	58.5938	82.5255
60.0586	82.9852	60.0586	82.7361	60.0586	82.2147	60.0586	82.5214
62.9883	82.9769	62.9883	82.7253	62.9883	82.2332	62.9883	82.5256
