"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	39.9382	20.5078	39.2086	20.5078	37.8753	20.5078	39.1625	20.5078	48.5242	20.5078	41.8
21.9727	45.4222	21.9727	44.8605	21.9727	44.5744	21.9727	45.5019	21.9727	50.6652	21.9727	46.2711
23.4375	46.7294	23.4375	44.1208	23.4375	45.6406	23.4375	44.1744	23.4375	50.6233	23.4375	46.1969
24.9023	50.8914	24.9023	47.3487	24.9023	50.045	24.9023	48.1682	24.9023	51.3878	24.9023	49.4815
26.3672	49.627	26.3672	46.5526	26.3672	48.5626	26.3672	46.8821	26.3672	52.952	26.3672	48.8464
27.832	50.7674	27.832	49.5208	27.832	49.9848	27.832	49.3904	27.832	55.1575	27.832	50.8704
29.2969	54.2438	29.2969	52.5688	29.2969	53.6429	29.2969	52.8358	29.2969	56.5672	29.2969	53.8027
30.7617	55.6606	30.7617	54.234	30.7617	55.0747	30.7617	54.4581	30.7617	58.016	30.7617	55.3163
32.2266	56.1617	32.2266	55.3821	32.2266	55.6541	32.2266	55.4586	32.2266	59.2226	32.2266	56.2133
33.6914	58.3907	33.6914	57.7827	33.6914	58.0155	33.6914	57.8811	33.6914	60.8705	33.6914	58.4292
35.1562	59.8814	35.1562	59.1868	35.1562	59.5186	35.1562	59.3388	35.1562	61.9843	35.1562	59.8293
36.6211	61.0499	36.6211	60.5845	36.6211	60.7306	36.6211	60.7149	36.6211	63.257	36.6211	61.1234
38.0859	62.2647	38.0859	61.7847	38.0859	61.9661	38.0859	61.9408	38.0859	64.2226	38.0859	62.2998
39.5508	63.5631	39.5508	63.1139	39.5508	63.2922	39.5508	63.2785	39.5508	65.2842	39.5508	63.5809
41.0156	64.6563	41.0156	64.2419	41.0156	64.4011	41.0156	64.421	41.0156	66.2996	41.0156	64.6863
42.4805	65.6745	42.4805	65.3766	42.4805	65.441	42.4805	65.5435	42.4805	67.3269	42.4805	65.7616
43.9453	66.7064	43.9453	66.4145	43.9453	66.4849	43.9453	66.6063	43.9453	68.2077	43.9453	66.7839
45.4102	67.6461	45.4102	67.4309	45.4102	67.4461	45.4102	67.5982	45.4102	69.1032	45.4102	67.7494
46.875	68.6553	46.875	68.3965	46.875	68.4628	46.875	68.5783	46.875	69.8662	46.875	68.7071
48.3398	69.183	48.3398	68.9229	48.3398	68.995	48.3398	69.1139	48.3398	70.3976	48.3398	69.2393
51.2695	70.6	51.2695	70.4573	51.2695	70.4388	51.2695	70.6318	51.2695	71.7578	51.2695	70.7053
52.7344	71.3317	52.7344	71.176	52.7344	71.1802	52.7344	71.3509	52.7344	72.347	52.7344	71.4126
54.1992	71.882	54.1992	71.6961	54.1992	71.7334	54.1992	71.8773	54.1992	72.7889	54.1992	71.9359
55.6641	72.2888	55.6641	72.0922	55.6641	72.1355	55.6641	72.2906	55.6641	73.1782	55.6641	72.3404
58.5938	73.1967	58.5938	73.0462	58.5938	73.0504	58.5938	73.2387	58.5938	74.0579	58.5938	73.2665
60.0586	73.606	60.0586	73.4506	60.0586	73.4635	60.0586	73.6467	60.0586	74.4056	60.0586	73.6672
62.9883	74.3543	62.9883	74.2088	62.9883	74.2092	62.9883	74.4193	62.9883	75.1255	62.9883	74.4214
64.4531	74.7489	64.4531	74.5935	64.4531	74.6054	64.4531	74.8034	64.4531	75.4463	64.4531	74.8013
67.3828	75.4343	67.3828	75.2607	67.3828	75.2927	67.3828	75.4744	67.3828	76.0251	67.3828	75.4655
68.8477	75.7382	68.8477	75.5738	68.8477	75.604	68.8477	75.7766	68.8477	76.2863	68.8477	75.7661
71.7773	76.3687	71.7773	76.1992	71.7773	76.2334	71.7773	76.4094	71.7773	76.8669	71.7773	76.3902
74.707	76.9925	74.707	76.8071	74.707	76.856	74.707	77.0243	74.707	77.416	74.707	76.999
77.6367	77.5428	77.6367	77.3448	77.6367	77.4089	77.6367	77.5622	77.6367	77.8924	77.6367	77.5345
79.1016	77.7924	79.1016	77.5959	79.1016	77.6604	79.1016	77.812	79.1016	78.1228	79.1016	77.7824
82.0312	78.3425	82.0312	78.1326	82.0312	78.2099	82.0312	78.3562	82.0312	78.6248	82.0312	78.3226
84.9609	78.7143	84.9609	78.5272	84.9609	78.5847	84.9609	78.7634	84.9609	79.0521	84.9609	78.7183
87.8906	79.2576	87.8906	79.0768	87.8906	79.1201	87.8906	79.2942	87.8906	79.5535	87.8906	79.2502
90.8203	80.006	90.8203	79.7667	90.8203	79.8856	90.8203	79.9601	90.8203	80.0193	90.8203	79.9305
95.2148	80.5011	95.2148	80.2049	95.2148	80.3568	95.2148	80.4654	95.2148	80.5765	95.2148	80.4243
98.1445	80.9297	98.1445	80.6461	98.1445	80.7737	98.1445	80.9143	98.1445	81.0435	98.1445	80.8637
101.074	81.3159	101.074	81.0586	101.074	81.1711	101.074	81.3271	101.074	81.4565	101.074	81.2693
105.469	82.0669	105.469	81.7852	105.469	81.9244	105.469	82.0415	105.469	82.0809	105.469	81.9888
108.398	82.4559	108.398	82.1794	108.398	82.3204	108.398	82.4246	108.398	82.4583	108.398	82.3766
112.793	83.1318	112.793	82.8732	112.793	83.005	112.793	83.091	112.793	83.0491	112.793	83.0432
117.188	83.7778	117.188	83.4295	117.188	83.6519	117.188	83.6755	117.188	83.501	117.188	83.6336
120.117	84.0398	120.117	83.7263	120.117	83.9277	120.117	83.9624	120.117	83.8201	120.117	83.9192
124.512	84.4156	124.512	84.1254	124.512	84.3002	124.512	84.3778	124.512	84.3378	124.512	84.3283
128.906	84.9547	128.906	84.63	128.906	84.8167	128.906	84.8927	128.906	84.8091	128.906	84.8403
133.301	85.3683	133.301	85.0326	133.301	85.2275	133.301	85.2985	133.301	85.2073	133.301	85.2471
139.16	85.8614	139.16	85.5036	139.16	85.7158	139.16	85.7807	139.16	85.6878	139.16	85.7309
143.555	86.1909	143.555	85.8136	143.555	86.0402	143.555	86.0945	143.555	85.9935	143.555	86.048
147.949	86.4945	147.949	86.0736	147.949	86.341	147.949	86.3739	147.949	86.229	147.949	86.329
153.809	86.7755	153.809	86.3303	153.809	86.6152	153.809	86.6409	153.809	86.4691	153.809	86.5955
159.668	86.9583	159.668	86.5077	159.668	86.7915	159.668	86.8135	159.668	86.6598	159.668	86.7729
165.527	87.2191	165.527	86.8225	165.527	87.0554	165.527	87.0942	165.527	86.9658	165.527	87.0533
171.387	87.314	171.387	86.8616	171.387	87.1588	171.387	87.1383	171.387	86.9404	171.387	87.1112
177.246	87.2925	177.246	86.7793	177.246	87.1342	177.246	87.0832	177.246	86.8587	177.246	87.0626
183.105	87.2131	183.105	86.6792	183.105	87.0495	183.105	86.9978	183.105	86.7668	183.105	86.9758
188.965	87.056	188.965	86.5348	188.965	86.9066	188.965	86.847	188.965	86.6117	188.965	86.8266
