"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-8.7697	20.5078	-3.74761
21.9727	-4.71023	21.9727	-1.66219
23.4375	-3.54883	23.4375	-0.462868
24.9023	-0.504188	24.9023	0.625077
26.3672	-3.02455	26.3672	-0.200524
27.832	-3.81674	27.832	-0.821391
29.2969	-1.91995	29.2969	-0.115322
30.7617	-1.97808	30.7617	-0.201701
32.2266	-2.54574	32.2266	-0.527797
33.6914	-1.99063	33.6914	-0.3908
35.1562	-1.6827	35.1562	-0.289676
36.6211	-1.76304	36.6211	-0.377023
38.0859	-1.55694	38.0859	-0.319948
39.5508	-1.36282	39.5508	-0.277168
41.0156	-1.30087	41.0156	-0.275529
42.4805	-1.31334	42.4805	-0.313825
43.9453	-1.19733	43.9453	-0.294054
45.4102	-1.16033	45.4102	-0.299919
46.875	-0.9705	46.875	-0.241178
48.3398	-0.970236	48.3398	-0.241284
51.2695	-0.931586	51.2695	-0.266509
52.7344	-0.819471	52.7344	-0.232548
54.1992	-0.7358	54.1992	-0.202418
55.6641	-0.729653	55.6641	-0.205264
58.5938	-0.717238	58.5938	-0.217678
60.0586	-0.670703	60.0586	-0.205543
62.9883	-0.661509	62.9883	-0.215205
64.4531	-0.608009	64.4531	-0.198857
67.3828	-0.531117	67.3828	-0.175757
68.8477	-0.496155	68.8477	-0.164986
71.7773	-0.46543	71.7773	-0.160037
74.707	-0.41412	74.707	-0.146284
77.6367	-0.359591	77.6367	-0.128672
79.1016	-0.345317	79.1016	-0.125109
82.0312	-0.31165	82.0312	-0.115906
84.9609	-0.352097	84.9609	-0.137886
87.8906	-0.33914	87.8906	-0.134051
90.8203	-0.112746	90.8203	-0.0467817
95.2148	-0.175124	95.2148	-0.0702703
98.1445	-0.218353	98.1445	-0.0935835
101.074	-0.22792	101.074	-0.102494
105.469	-0.135064	105.469	-0.0678018
108.398	-0.120764	108.398	-0.0592186
112.793	-0.0561195	112.793	-0.0408624
117.188	0.0957285	117.188	0.0167647
120.117	0.0648112	120.117	0.0066628
124.512	-0.0433318	124.512	-0.03083
128.906	-0.0202479	128.906	-0.0263439
133.301	-0.00947518	133.301	-0.0221662
139.16	-0.00204839	139.16	-0.0175283
143.555	0.0108542	143.555	-0.00992088
147.949	0.0631306	147.949	0.0103164
153.809	0.0865491	153.809	0.0181672
159.668	0.0732337	159.668	0.017486
165.527	0.0332294	165.527	0.000815345
171.387	0.143266	171.387	0.0477619
177.246	0.191734	177.246	0.0723992
183.105	0.190743	183.105	0.0744238
188.965	0.20579	188.965	0.0809751
196.289	0.280275	196.289	0.112653
203.613	0.33126	203.613	0.143431
210.938	0.394429	210.938	0.171598
218.262	0.3014	218.262	0.131666
225.586	0.340531	225.586	0.152016
232.91	0.45574	232.91	0.198524
241.699	0.511065	241.699	0.225081
250.488	0.528165	250.488	0.24154
259.277	0.640438	259.277	0.309538
268.066	0.627908	268.066	0.309433
276.855	0.729136	276.855	0.349165
287.109	0.698045	287.109	0.332567
