"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	39.9382	20.5078	39.2086	20.5078	39.5887
21.9727	45.4222	21.9727	44.8605	21.9727	45.1505
23.4375	46.7294	23.4375	44.1208	23.4375	45.6181
24.9023	50.8914	24.9023	47.3487	24.9023	49.4717
26.3672	49.627	26.3672	46.5526	26.3672	48.3563
27.832	50.7674	27.832	49.5208	27.832	50.1887
29.2969	54.2438	29.2969	52.5688	29.2969	53.4866
30.7617	55.6606	30.7617	54.234	30.7617	55.0056
32.2266	56.1617	32.2266	55.3821	32.2266	55.7894
33.6914	58.3907	33.6914	57.7827	33.6914	58.0973
35.1562	59.8814	35.1562	59.1868	35.1562	59.5479
36.6211	61.0499	36.6211	60.5845	36.6211	60.8235
38.0859	62.2647	38.0859	61.7847	38.0859	62.0313
39.5508	63.5631	39.5508	63.1139	39.5508	63.3443
41.0156	64.6563	41.0156	64.2419	41.0156	64.4541
42.4805	65.6745	42.4805	65.3766	42.4805	65.5281
43.9453	66.7064	43.9453	66.4145	43.9453	66.5629
45.4102	67.6461	45.4102	67.4309	45.4102	67.5398
46.875	68.6553	46.875	68.3965	46.875	68.5279
48.3398	69.183	48.3398	68.9229	48.3398	69.0549
51.2695	70.6	51.2695	70.4573	51.2695	70.5293
52.7344	71.3317	52.7344	71.176	52.7344	71.2545
54.1992	71.882	54.1992	71.6961	54.1992	71.79
55.6641	72.2888	55.6641	72.0922	55.6641	72.1916
58.5938	73.1967	58.5938	73.0462	58.5938	73.1221
60.0586	73.606	60.0586	73.4506	60.0586	73.529
62.9883	74.3543	62.9883	74.2088	62.9883	74.2822
64.4531	74.7489	64.4531	74.5935	64.4531	74.6719
67.3828	75.4343	67.3828	75.2607	67.3828	75.3483
68.8477	75.7382	68.8477	75.5738	68.8477	75.6568
71.7773	76.3687	71.7773	76.1992	71.7773	76.2848
74.707	76.9925	74.707	76.8071	74.707	76.9008
77.6367	77.5428	77.6367	77.3448	77.6367	77.4449
79.1016	77.7924	79.1016	77.5959	79.1016	77.6952
82.0312	78.3425	82.0312	78.1326	82.0312	78.2388
84.9609	78.7143	84.9609	78.5272	84.9609	78.6217
87.8906	79.2576	87.8906	79.0768	87.8906	79.1681
90.8203	80.006	90.8203	79.7667	90.8203	79.888
95.2148	80.5011	95.2148	80.2049	95.2148	80.3555
98.1445	80.9297	98.1445	80.6461	98.1445	80.7902
101.074	81.3159	101.074	81.0586	101.074	81.1891
105.469	82.0669	105.469	81.7852	105.469	81.9283
108.398	82.4559	108.398	82.1794	108.398	82.3198
112.793	83.1318	112.793	82.8732	112.793	83.0044
117.188	83.7778	117.188	83.4295	117.188	83.6071
120.117	84.0398	120.117	83.7263	120.117	83.8859
124.512	84.4156	124.512	84.1254	124.512	84.273
128.906	84.9547	128.906	84.63	128.906	84.7954
133.301	85.3683	133.301	85.0326	133.301	85.2037
139.16	85.8614	139.16	85.5036	139.16	85.6862
143.555	86.1909	143.555	85.8136	143.555	86.0063
147.949	86.4945	147.949	86.0736	147.949	86.2891
153.809	86.7755	153.809	86.3303	153.809	86.5586
159.668	86.9583	159.668	86.5077	159.668	86.7388
165.527	87.2191	165.527	86.8225	165.527	87.0253
171.387	87.314	171.387	86.8616	171.387	87.0937
177.246	87.2925	177.246	86.7793	177.246	87.0435
183.105	87.2131	183.105	86.6792	183.105	86.9543
188.965	87.056	188.965	86.5348	188.965	86.8032
196.289	86.9386	196.289	86.4266	196.289	86.6901
203.613	86.7238	203.613	86.1706	203.613	86.456
210.938	86.6046	210.938	86.0188	210.938	86.3216
218.262	86.2764	218.262	85.7328	218.262	86.0131
225.586	86.0158	225.586	85.4414	225.586	85.7381
232.91	85.7819	232.91	85.1963	232.91	85.499
241.699	85.4207	241.699	84.8192	241.699	85.1303
250.488	85.1393	250.488	84.316	250.488	84.7471
259.277	85.113	259.277	84.3653	259.277	84.7552
268.066	84.8017	268.066	83.9201	268.066	84.3832
276.855	84.5639	276.855	83.6758	276.855	84.1425
287.109	84.2628	287.109	83.4354	287.109	83.8688
297.363	83.9898	297.363	83.2279	297.363	83.6256
307.617	83.888	307.617	82.9306	307.617	83.4357
319.336	83.6159	319.336	82.5701	319.336	83.1244
329.59	83.2841	329.59	82.1169	329.59	82.7396
341.309	83.1119	341.309	81.9127	341.309	82.5536
353.027	83.0405	353.027	81.7649	353.027	82.4493
366.211	82.7909	366.211	81.506	366.211	82.1958
379.395	82.6617	379.395	81.2913	379.395	82.0303
392.578	82.6928	392.578	80.8455	392.578	81.8666
405.762	83.2256	405.762	81.0617	405.762	82.277
420.41	83.5533	420.41	81.3917	420.41	82.6057
435.059	83.1782	435.059	81.1485	435.059	82.2809
451.172	83.6142	451.172	81.2648	451.172	82.5965
465.82	83.4443	465.82	81.0884	465.82	82.4242
483.398	83.5604	483.398	81.4707	483.398	82.64
499.512	83.2034	499.512	81.3399	499.512	82.3708
517.09	83.5695	517.09	81.4003	517.09	82.6189
536.133	82.6507	536.133	80.4492	536.133	81.6879
555.176	82.9817	555.176	80.2826	555.176	81.8386
574.219	83.1825	574.219	79.9772	574.219	81.8691
594.727	83.4282	594.727	80.7947	594.727	82.3081
615.234	83.409	615.234	80.6235	615.234	82.2358
637.207	83.8744	637.207	80.7959	637.207	82.6024
659.18	83.4326	659.18	79.5982	659.18	81.9255
682.617	82.9088	682.617	80.5153	682.617	81.8749
707.52	83.1082	707.52	79.9362	707.52	81.8056
732.422	84.3894	732.422	81.0153	732.422	83.0221
757.324	85.3017	757.324	81.1781	757.324	83.712
785.156	85.0427	785.156	82.7488	785.156	84.0455
811.523	85.1623	811.523	83.8818	811.523	84.5691
840.82	85.4277	840.82	82.1091	840.82	84.0779
870.117	85.8482	870.117	84.5249	870.117	85.2368
900.879	85.8367	900.879	83.347	900.879	84.7679
933.105	85.575	933.105	82.1447	933.105	84.1901
965.332	84.8985	965.332	84.4168	965.332	84.6643
1,000.49	84.8038	1,000.49	82.9298	1,000.49	83.9671
1,035.64	86.5442	1,035.64	81.3276	1,035.64	84.6762
1,072.27	85.7817	1,072.27	81.645	1,072.27	84.1883
