"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	56.956
21.2402	58.4591
21.9727	57.1949
22.7051	58.0663
23.4375	59.9517
24.1699	61.0775
25.6348	62.8349
26.3672	63.6368
27.0996	64.8584
27.832	65.4078
29.2969	67.285
30.0293	68.1204
31.4941	69.5605
32.2266	70.2695
33.6914	71.5965
34.4238	72.1506
35.8887	73.1776
37.3535	74.1277
38.8184	74.8877
39.5508	75.2011
41.0156	75.8914
42.4805	76.1868
43.9453	76.6459
45.4102	76.9411
47.6074	77.3826
49.0723	77.6153
50.5371	77.8252
52.7344	78.1123
54.1992	78.3013
56.3965	78.5505
58.5938	78.8591
60.0586	78.9187
62.2559	79.1185
64.4531	79.3641
66.6504	79.5588
69.5801	79.88
71.7773	80.0719
73.9746	80.3284
76.9043	80.5852
79.834	80.8019
82.7637	81.1125
85.6934	81.3795
88.623	81.5935
91.5527	81.5153
94.4824	81.9886
98.1445	82.1838
101.807	82.4296
105.469	82.649
109.131	82.9138
112.793	83.1573
116.455	83.3523
120.85	83.5836
125.244	83.7553
129.639	83.9156
134.033	83.9898
138.428	84.1516
143.555	84.2803
148.682	84.4148
153.809	84.54
159.668	84.7759
164.795	84.8595
170.654	84.8558
176.514	84.9033
183.105	84.9049
189.697	84.9585
196.289	85.0514
202.881	85.0883
210.205	85.0378
217.529	85.0195
225.586	85.131
232.91	85.223
241.699	85.0768
249.756	85.1364
258.545	85.19
268.066	84.646
277.588	84.654
287.109	84.581
297.363	85.0979
307.617	85.2891
318.604	85.5287
329.59	85.7272
341.309	85.3182
353.76	85.3596
366.211	85.451
378.662	85.7428
392.578	85.2353
405.762	84.946
420.41	85.4086
435.059	85.1709
450.439	85.3037
466.553	85.4195
482.666	85.3891
500.244	85.4183
517.822	85.7678
536.133	85.5777
554.443	85.6918
574.219	85.6146
594.727	85.3911
615.234	85.2875
637.207	85.7549
659.912	85.8683
683.35	86.4546
706.787	87.6893
731.689	88.1228
758.057	88.1041
784.424	87.8311
812.256	87.4939
840.82	87.2091
870.85	87.4605
901.611	87.3897
933.105	87.2551
966.064	86.2948
999.756	85.4227
1,034.91	85.9133
1,071.53	86.2984
1,109.62	85.8323
1,148.44	85.1938
1,189.45	83.9843
1,231.2	82.9567
1,274.41	81.7136
1,319.82	79.8735
1,365.97	77.8966
1,414.31	75.9722
1,464.11	75.4874
1,515.38	75.7461
1,568.85	76.7095
1,624.51	77.5885
1,681.64	78.2797
1,740.97	79.3069
1,802.49	80.6612
1,866.21	81.0107
1,932.13	80.9706
2,000.24	81.5064
2,070.56	82.0658
2,143.8	81.3639
2,219.24	80.7521
2,297.61	80.863
2,378.17	81.1594
2,462.4	80.5284
2,548.83	80.1606
2,638.92	80.0338
2,731.93	79.8553
2,828.61	80.0439
2,928.22	80.0723
3,031.49	80.1303
3,138.43	80.8586
3,249.02	81.2621
3,363.28	81.538
3,481.93	81.8478
3,604.98	81.3381
3,732.42	81.1426
3,863.53	81.0761
3,999.76	81.0013
4,141.11	80.5832
4,286.87	80.7282
4,438.48	80.6314
4,594.48	81.1527
4,757.08	82.0063
4,924.8	81.9827
5,098.39	81.4186
5,277.83	80.8118
5,463.87	80.809
5,656.49	80.4225
5,856.45	80.7416
6,062.99	81.1037
6,276.86	81.614
6,498.05	81.7663
6,727.29	81.4212
6,964.6	81.2478
7,209.96	81.186
7,464.11	80.8522
7,727.78	80.45
8,000.24	80.5257
8,282.23	81.1247
8,574.46	81.271
8,876.22	80.8191
9,189.7	80.093
9,513.43	79.4459
9,848.88	79.313
10,196.8	79.212
10,556.4	80.2257
10,928.5	79.7815
11,313.7	78.351
11,712.9	77.1706
12,126	78.6796
12,553.7	78.3861
12,996.1	77.6491
13,454.6	76.4929
13,928.5	75.6269
14,419.9	74.667
14,928.2	73.7992
15,454.8	73.9796
15,999.8	73.2728
16,564.5	72.0168
17,148.2	71.8393
17,753.2	71.3202
18,379.4	69.9067
19,027.6	68.1882
19,698.5	67.7128
19,999.5	68.0922
