"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.3925	20.5078	50.9354	20.5078	50.6724
23.4375	54.6527	23.4375	54.6827	23.4375	54.6677
26.3672	58.7819	26.3672	59.0769	26.3672	58.9319
29.2969	62.4952	29.2969	62.5652	29.2969	62.5303
32.2266	66.2664	32.2266	66.3696	32.2266	66.3183
35.1563	69.9968	35.1563	69.8114	35.1563	69.9051
38.0859	73.153	38.0859	72.8561	38.0859	73.0071
41.0156	75.8498	41.0156	75.4192	41.0156	75.6398
43.9453	77.7493	43.9453	77.2067	43.9453	77.4865
46.875	79.0181	46.875	78.3925	46.875	78.7166
49.8047	79.833	49.8047	79.1375	49.8047	79.4992
52.7344	80.3466	52.7344	79.6021	52.7344	79.9903
55.6641	80.7498	55.6641	79.9517	55.6641	80.3691
58.5938	81.0321	58.5938	80.207	58.5938	80.6391
61.5234	81.2959	61.5234	80.4324	61.5234	80.8856
64.4531	81.4652	64.4531	80.5551	64.4531	81.034
67.3828	81.7066	67.3828	80.7526	67.3828	81.2557
70.3125	81.9167	70.3125	80.9301	70.3125	81.4513
73.2422	82.1148	73.2422	81.1201	73.2422	81.6459
76.1719	82.3706	76.1719	81.317	76.1719	81.8757
79.1016	82.4645	79.1016	81.4341	79.1016	81.9798
82.0313	82.8315	82.0313	81.7932	82.0313	82.3433
84.9609	83.093	84.9609	81.9658	84.9609	82.5659
87.8906	83.0588	87.8906	81.9989	87.8906	82.5611
90.8203	82.7793	90.8203	81.7464	90.8203	82.2935
93.75	83.3587	93.75	82.2109	93.75	82.8226
96.6797	83.611	96.6797	82.4203	96.6797	83.0563
102.539	83.8305	102.539	82.5959	102.539	83.257
105.469	83.8433	105.469	82.5913	105.469	83.2623
108.398	83.8535	108.398	82.5798	108.398	83.2632
111.328	84.0241	111.328	82.7079	111.328	83.4156
117.188	84.4497	117.188	83.0617	117.188	83.811
120.117	84.7053	120.117	83.3127	120.117	84.0646
