"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.7524
23.4375	57.0052
26.3672	60.8111
29.2969	64.0163
32.2266	67.505
35.1563	70.8118
38.0859	73.7443
41.0156	76.2224
43.9453	77.9597
46.875	79.1211
49.8047	79.8395
52.7344	80.2896
55.6641	80.6313
58.5938	80.8727
61.5234	81.0914
64.4531	81.2064
67.3828	81.4023
70.3125	81.5957
73.2422	81.7915
76.1719	82.0007
79.1016	82.1198
82.0313	82.4283
84.9609	82.5466
87.8906	82.6074
90.8203	82.4802
93.75	82.8932
96.6797	83.0252
102.539	83.2654
105.469	83.2797
108.398	83.28
111.328	83.4122
117.188	83.7702
120.117	83.9976
125.977	83.9527
128.906	83.8903
134.766	83.9944
137.695	84.0207
143.555	83.8077
149.414	83.8438
155.273	83.9502
158.203	83.9257
164.063	83.8369
169.922	83.6743
175.781	83.4606
181.641	83.3881
190.43	83.2763
196.289	83.1699
202.148	83.0847
210.938	82.9135
216.797	82.7485
225.586	82.6506
234.375	82.6782
240.234	82.4978
249.023	82.3613
257.813	82.4121
266.602	81.9553
278.32	81.7254
287.109	81.7267
295.898	81.742
307.617	81.6379
319.336	81.5043
331.055	81.3407
342.773	80.7878
354.492	81.1099
366.211	81.8821
377.93	82.6471
392.578	82.4836
407.227	81.9712
421.875	82.032
436.523	81.98
451.172	82.4239
465.82	82.2717
483.398	81.968
500.977	82.1117
518.555	81.9088
536.133	81.6884
553.711	81.9279
574.219	81.9943
594.727	81.8741
615.234	81.7668
638.672	82.1971
659.18	81.9877
682.617	82.1869
706.055	81.978
732.422	81.5997
758.789	81.9563
785.156	81.185
811.523	82.0346
840.82	82.1381
870.117	82.136
902.344	81.9441
931.641	82.1108
966.797	81.5524
999.023	81.4465
1,034.18	81.2784
1,072.27	81.1511
1,110.35	80.5356
1,148.44	80.2735
1,189.45	80.2152
1,230.47	80.5561
1,274.41	80.9804
1,318.36	81.553
1,365.23	82.099
1,415.04	81.7059
1,464.84	81.2009
1,514.65	81.0082
1,570.31	80.6068
1,623.05	79.8894
1,681.64	79.3774
1,740.23	79.7456
1,801.76	80.0152
1,866.21	80.0726
1,930.66	79.9165
2,000.98	80.7241
2,071.29	81.5957
2,144.53	81.6202
2,217.77	81.0867
2,296.88	81.483
2,378.91	81.5787
2,460.94	80.7243
2,548.83	80.3998
2,639.65	80.4055
2,733.4	80.2217
2,827.15	80.334
2,926.76	80.2879
3,032.23	80.1197
3,137.7	80.5102
3,249.02	80.7661
3,363.28	80.8664
3,483.4	81.1674
3,606.45	81.0448
3,732.42	80.675
3,864.26	80.7778
3,999.02	80.7542
4,139.65	80.2853
4,286.13	80.4976
4,438.48	80.0078
4,593.75	80.2699
4,757.81	80.3675
4,924.8	80.638
5,097.66	80.6879
5,279.3	80.356
5,463.87	80.6143
5,657.23	80.1792
5,856.45	80.1212
6,061.52	80.187
6,275.39	80.2008
6,498.05	79.9312
6,726.56	79.6679
6,963.87	79.3957
7,209.96	79.208
7,464.84	79.3287
7,728.52	79.6724
8,000.98	80.3202
8,282.23	80.9053
8,575.2	80.9292
8,876.95	80.6609
9,190.43	80.1265
9,512.7	79.606
9,849.61	77.6576
10,195.3	77.036
10,555.7	78.2161
10,927.7	78.7119
11,314.5	79.0196
11,712.9	78.8714
12,126	78.7618
12,553.7	78.4252
12,996.1	77.9762
13,453.1	77.6052
13,927.7	77.2165
14,419.9	77.2719
14,929.7	76.2273
15,454.1	73.9628
15,999	77.8373
16,564.5	75.4556
17,147.5	72.308
17,753.9	72.955
18,377.9	69.3291
19,028.3	68.5399
19,699.2	56.921
19,998	60.8921
