"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.6859	20.5078	53.8773	20.5078	53.7826
23.4375	57.7823	23.4375	58.3719	23.4375	58.0871
26.3672	62.3088	26.3672	62.582	26.3672	62.4475
29.2969	66.5265	29.2969	66.6653	29.2969	66.5965
32.2266	70.1718	32.2266	70.2342	32.2266	70.2031
35.1563	73.2744	35.1563	73.2357	35.1563	73.2551
38.0859	75.7627	38.0859	75.6909	38.0859	75.7269
41.0156	77.5912	41.0156	77.4772	41.0156	77.5346
43.9453	78.9993	43.9453	78.8452	43.9453	78.9229
46.875	79.9786	46.875	79.8038	46.875	79.8921
49.8047	80.7682	49.8047	80.5566	49.8047	80.6637
52.7344	81.4069	52.7344	81.1811	52.7344	81.2955
55.6641	81.9872	55.6641	81.7443	55.6641	81.8675
58.5938	82.5606	58.5938	82.2814	58.5938	82.4232
61.5234	82.994	61.5234	82.697	61.5234	82.848
64.4531	83.4196	64.4531	83.0925	64.4531	83.2591
67.3828	83.8956	67.3828	83.5366	67.3828	83.7198
70.3125	84.3155	70.3125	83.9316	70.3125	84.1278
73.2422	84.6713	73.2422	84.2948	73.2422	84.4871
76.1719	85.0741	76.1719	84.6465	76.1719	84.8655
79.1016	85.3372	79.1016	84.8973	79.1016	85.1228
82.0313	85.6992	82.0313	85.2592	82.0313	85.4847
84.9609	86.0162	84.9609	85.5173	84.9609	85.7739
87.8906	86.1158	87.8906	85.6267	87.8906	85.8781
90.8203	86.0696	90.8203	85.6289	90.8203	85.8548
93.75	86.4861	93.75	85.9469	93.75	86.2249
96.6797	86.7387	96.6797	86.177	96.6797	86.4669
102.539	86.8931	102.539	86.3218	102.539	86.6168
105.469	86.9393	105.469	86.3699	105.469	86.6639
108.398	87.0476	108.398	86.4542	108.398	86.7611
111.328	87.2131	111.328	86.5787	111.328	86.9075
117.188	87.3858	117.188	86.7304	117.188	87.0705
120.117	87.5302	120.117	86.8622	120.117	87.2091
125.977	87.5549	125.977	86.8378	125.977	87.2111
128.906	87.4757	128.906	86.7551	128.906	87.1303
134.766	87.4568	134.766	86.6952	134.766	87.0927
137.695	87.4287	137.695	86.6335	137.695	87.0493
143.555	87.3286	143.555	86.4303	143.555	86.9026
149.414	87.398	149.414	86.3961	149.414	86.9259
155.273	87.4471	155.273	86.4029	155.273	86.9563
158.203	87.4424	158.203	86.4053	158.203	86.9547
164.063	87.3851	164.063	86.3487	164.063	86.8978
169.922	87.1717	169.922	86.1803	169.922	86.7042
175.781	87.0432	175.781	85.9583	175.781	86.5345
181.641	87.0349	181.641	85.805	181.641	86.4633
190.43	86.9819	190.43	85.8087	190.43	86.4348
196.289	86.8619	196.289	85.7213	196.289	86.3289
202.148	86.8299	202.148	85.5644	202.148	86.2431
210.938	86.724	210.938	85.442	210.938	86.1301
216.797	86.5327	216.797	85.2888	216.797	85.9551
225.586	86.6664	225.586	85.2819	225.586	86.0291
234.375	86.6845	234.375	85.1793	234.375	85.9968
240.234	86.5078	240.234	84.9736	240.234	85.8081
249.023	86.5533	249.023	84.7006	249.023	85.725
257.813	86.4462	257.813	84.8044	257.813	85.7025
266.602	86.2452	266.602	84.1245	266.602	85.313
278.32	85.8005	278.32	84.0983	278.32	85.0322
287.109	85.8947	287.109	84.14	287.109	85.1053
295.898	86.0735	295.898	84.1565	295.898	85.2199
