* Freq[Hz]      Mag   Phase[Deg]
5.00000      2.491     0.000
5.07273      2.502     0.000
5.14651      2.513     0.000
5.22137      2.525     0.000
5.29732      2.536     0.000
5.37437      2.549     0.000
5.45254      2.562     0.000
5.53185      2.575     0.000
5.61231      2.588     0.000
5.69394      2.603     0.000
5.77676      2.618     0.000
5.86079      2.634     0.000
5.94604      2.650     0.000
6.03252      2.667     0.000
6.12027      2.685     0.000
6.20929      2.704     0.000
6.29961      2.723     0.000
6.39124      2.744     0.000
6.48420      2.766     0.000
6.57851      2.789     0.000
6.67420      2.812     0.000
6.77128      2.837     0.000
6.86977      2.864     0.000
6.96969      2.893     0.000
7.07107      2.922     0.000
7.17392      2.953     0.000
7.27827      2.987     0.000
7.38413      3.022     0.000
7.49154      3.058     0.000
7.60050      3.098     0.000
7.71105      3.140     0.000
7.82321      3.183     0.000
7.93701      3.230     0.000
8.05245      3.279     0.000
8.16958      3.332     0.000
8.28841      3.387     0.000
8.40896      3.446     0.000
8.53128      3.508     0.000
8.65537      3.574     0.000
8.78126      3.644     0.000
8.90899      3.718     0.000
9.03857      3.796     0.000
9.17004      3.879     0.000
9.30342      3.966     0.000
9.43874      4.059     0.000
9.57603      4.157     0.000
9.71532      4.261     0.000
9.85663      4.369     0.000
10.0000      4.484     0.000
10.1455      4.605     0.000
10.2930      4.733     0.000
10.4427      4.866     0.000
10.5946      5.007     0.000
10.7487      5.154     0.000
10.9051      5.309     0.000
11.0637      5.470     0.000
11.2246      5.639     0.000
11.3879      5.816     0.000
11.5535      6.000     0.000
11.7216      6.192     0.000
11.8921      6.392     0.000
12.0650      6.600     0.000
12.2405      6.815     0.000
12.4186      7.039     0.000
12.5992      7.270     0.000
12.7825      7.509     0.000
12.9684      7.756     0.000
13.1570      8.011     0.000
13.3484      8.273     0.000
13.5426      8.543     0.000
13.7395      8.820     0.000
13.9394      9.105     0.000
14.1421      9.398     0.000
14.3478      9.697     0.000
14.5565     10.003     0.000
14.7683     10.316     0.000
14.9831     10.636     0.000
15.2010     10.962     0.000
15.4221     11.294     0.000
15.6464     11.633     0.000
15.8740     11.978     0.000
16.1049     12.329     0.000
16.3392     12.686     0.000
16.5768     13.049     0.000
16.8179     13.417     0.000
17.0626     13.790     0.000
17.3107     14.169     0.000
17.5625     14.553     0.000
17.8180     14.943     0.000
18.0771     15.337     0.000
18.3401     15.736     0.000
18.6068     16.140     0.000
18.8775     16.549     0.000
19.1521     16.962     0.000
19.4306     17.381     0.000
19.7133     17.804     0.000
20.0000     18.231     0.000
20.2909     18.663     0.000
20.5860     17.372     0.000
20.8855     16.895     0.000
21.1893     18.764     0.000
21.4975     20.547     0.000
21.8102     21.256     0.000
22.1274     20.657     0.000
22.4492     19.421     0.000
22.7758     19.431     0.000
23.1071     21.544     0.000
23.4432     23.993     0.000
23.7841     25.462     0.000
24.1301     25.881     0.000
24.4811     25.066     0.000
24.8372     23.248     0.000
25.1984     20.950     0.000
25.5649     20.287     0.000
25.9368     21.719     0.000
26.3141     23.272     0.000
26.6968     23.869     0.000
27.0851     23.599     0.000
27.4791     23.120     0.000
27.8788     23.461     0.000
28.2843     25.263     0.000
28.6957     27.530     0.000
29.1131     29.596     0.000
29.5365     31.295     0.000
29.9661     32.758     0.000
30.4020     34.093     0.000
30.8442     35.301     0.000
31.2929     36.282     0.000
31.7480     37.003     0.000
32.2098     37.607     0.000
32.6783     38.353     0.000
33.1536     39.333     0.000
33.6359     40.315     0.000
34.1251     41.080     0.000
34.6215     41.734     0.000
35.1250     42.573     0.000
35.6359     43.662     0.000
36.1543     44.678     0.000
36.6802     45.363     0.000
37.2137     45.941     0.000
37.7550     47.010     0.000
38.3041     48.677     0.000
38.8613     50.292     0.000
39.4265     51.308     0.000
40.0000     51.732     0.000
40.5818     52.078     0.000
41.1721     52.904     0.000
41.7710     54.088     0.000
42.3785     55.160     0.000
42.9949     56.020     0.000
43.6203     56.846     0.000
44.2548     57.708     0.000
44.8985     58.545     0.000
45.5515     59.380     0.000
46.2141     60.269     0.000
46.8863     61.165     0.000
47.5683     61.994     0.000
48.2602     62.787     0.000
48.9621     63.603     0.000
49.6743     64.441     0.000
50.3968     65.262     0.000
