Freq Spl Phase
20.5078 37.972366 0.0
21.9727 42.460365 0.0
23.4375 45.727371 0.0
24.9023 48.103371 0.0
26.3672 51.274368 0.0
27.832 53.897369 0.0
29.2969 56.247368 0.0
30.7617 58.722366 0.0
32.2266 61.033367 0.0
33.6914 62.998363 0.0
35.1562 64.790367 0.0
36.6211 66.310371 0.0
38.0859 68.193367 0.0
39.5508 70.042366 0.0
41.0156 71.74337 0.0
42.4805 73.241371 0.0
43.9453 74.585365 0.0
45.4102 75.849365 0.0
46.875 76.84137 0.0
48.3398 77.891365 0.0
51.2695 79.333366 0.0
52.7344 79.746368 0.0
54.1992 80.014366 0.0
55.6641 80.213371 0.0
58.5938 80.503365 0.0
60.0586 80.64637 0.0
62.9883 80.888367 0.0
64.4531 80.985367 0.0
67.3828 81.135368 0.0
68.8477 81.211365 0.0
71.7773 81.361366 0.0
74.707 81.508369 0.0
77.6367 81.643372 0.0
79.1016 81.717369 0.0
82.0312 81.861366 0.0
84.9609 81.995369 0.0
87.8906 82.108368 0.0
90.8203 82.218369 0.0
95.2148 82.353371 0.0
98.1445 82.420364 0.0
101.074 82.48037 0.0
105.469 82.545364 0.0
108.398 82.575371 0.0
112.793 82.607368 0.0
117.188 82.617371 0.0
120.117 82.622368 0.0
124.512 82.639366 0.0
128.906 82.634369 0.0
133.301 82.561371 0.0
139.16 82.434372 0.0
143.555 82.389366 0.0
147.949 82.367371 0.0
300.0 81.6965 0.0
307.0 81.7516 0.0
315.0 81.8073 0.0
325.0 81.8662 0.0
335.0 81.9156 0.0
345.0 81.9561 0.0
355.0 81.98870000000001 0.0
365.0 82.0141 0.0
375.0 82.03320000000001 0.0
387.0 82.048 0.0
400.0 82.05630000000001 0.0
412.0 82.0585 0.0
425.0 82.0561 0.0
437.0 82.0508 0.0
450.0 82.0427 0.0
462.0 82.034 0.0
475.0 82.02420000000001 0.0
487.0 82.0153 0.0
500.0 82.0065 0.0
515.0 81.9978 0.0
530.0 81.9912 0.0
545.0 81.9866 0.0
560.0 81.9838 0.0
580.0 81.9821 0.0
600.0 81.9813 0.0
615.0 81.98010000000001 0.0
630.0 81.9776 0.0
650.0 81.9703 0.0
670.0 81.95700000000001 0.0
690.0 81.9354 0.0
710.0 81.9034 0.0
730.0 81.8599 0.0
750.0 81.8038 0.0
775.0 81.7126 0.0
800.0 81.5975 0.0
825.0 81.4578 0.0
850.0 81.2934 0.0
875.0 81.1052 0.0
900.0 80.8954 0.0
925.0 80.6674 0.0
950.0 80.4263 0.0
975.0 80.17960000000001 0.0
1000.0 79.9368 0.0
1030.0 79.6653 0.0
1060.0 79.4359 0.0
1090.0 79.2653 0.0
1120.0 79.1714 0.0
1150.0 79.1547 0.0
1180.0 79.21300000000001 0.0
1220.0 79.3788 0.0
1250.0 79.5442 0.0
1280.0 79.7205 0.0
1320.0 79.9421 0.0
1360.0 80.1196 0.0
1400.0 80.2329 0.0
1450.0 80.2765 0.0
1500.0 80.2185 0.0
1550.0 80.0841 0.0
1600.0 79.914 0.0
1650.0 79.7532 0.0
1700.0 79.6434 0.0
1750.0 79.60640000000001 0.0
1800.0 79.6451 0.0
1850.0 79.744 0.0
1900.0 79.8798 0.0
1950.0 80.029 0.0
2000.0 80.1729 0.0
2060.0 80.32000000000001 0.0
2120.0 80.4235 0.0
2180.0 80.4715 0.0
2240.0 80.4582 0.0
2300.0 80.3853 0.0
2360.0 80.2616 0.0
2430.0 80.071 0.0
2500.0 79.8536 0.0
2580.0 79.60170000000001 0.0
2650.0 79.401 0.0
2720.0 79.2318 0.0
2800.0 79.0776 0.0
2900.0 78.9223 0.0
3000.0 78.78490000000001 0.0
3070.0 78.699 0.0
3150.0 78.6223 0.0
3250.0 78.5852 0.0
3350.0 78.641 0.0
3450.0 78.78 0.0
3550.0 78.9533 0.0
3650.0 79.1191 0.0
3750.0 79.2566 0.0
3870.0 79.3662 0.0
4000.0 79.433 0.0
4120.0 79.4988 0.0
4250.0 79.5921 0.0
4370.0 79.65690000000001 0.0
4500.0 79.6606 0.0
4620.0 79.6361 0.0
4750.0 79.648 0.0
4870.0 79.68860000000001 0.0
5000.0 79.7101 0.0
5150.0 79.6553 0.0
5300.0 79.5523 0.0
5450.0 79.5461 0.0
5600.0 79.7431 0.0
5800.0 80.052 0.0
6000.0 80.0824 0.0
6150.0 80.0144 0.0
6300.0 80.0412 0.0
6500.0 80.224 0.0
6700.0 80.3028 0.0
6900.0 80.2788 0.0
7100.0 80.2813 0.0
7300.0 80.2047 0.0
7500.0 80.1232 0.0
7750.0 80.0728 0.0
8000.0 79.7548 0.0
8250.0 79.3374 0.0
8500.0 79.569 0.0
8750.0 79.8111 0.0
9000.0 79.6297 0.0
9250.0 79.57860000000001 0.0
9500.0 79.80420000000001 0.0
9750.0 79.5585 0.0
10000.0 79.3835 0.0
10300.0 79.71900000000001 0.0
10600.0 79.3814 0.0
10900.0 79.2812 0.0
11200.0 79.4441 0.0
11500.0 79.3151 0.0
11800.0 78.93430000000001 0.0
12200.0 78.9972 0.0
12500.0 79.1915 0.0
12800.0 79.03920000000001 0.0
13200.0 79.4645 0.0
13600.0 78.9541 0.0
14000.0 78.9304 0.0
14500.0 78.4427 0.0
15000.0 78.2838 0.0
15500.0 78.2276 0.0
16000.0 78.2548 0.0
16500.0 78.244 0.0
17000.0 78.3873 0.0
17500.0 77.9837 0.0
18000.0 77.9229 0.0
18500.0 78.0194 0.0
19000.0 78.1481 0.0
19500.0 78.3968 0.0
