Freq Spl Phase
20.5078 37.972366 0.0
21.9727 42.460365 0.0
23.4375 45.727371 0.0
24.9023 48.103371 0.0
26.3672 51.274368 0.0
27.832 53.897369 0.0
29.2969 56.247368 0.0
30.7617 58.722366 0.0
32.2266 61.033367 0.0
33.6914 62.998363 0.0
35.1562 64.790367 0.0
36.6211 66.310371 0.0
38.0859 68.193367 0.0
39.5508 70.042366 0.0
41.0156 71.74337 0.0
42.4805 73.241371 0.0
43.9453 74.585365 0.0
45.4102 75.849365 0.0
46.875 76.84137 0.0
48.3398 77.891365 0.0
51.2695 79.333366 0.0
52.7344 79.746368 0.0
54.1992 80.014366 0.0
55.6641 80.213371 0.0
58.5938 80.503365 0.0
60.0586 80.64637 0.0
62.9883 80.888367 0.0
64.4531 80.985367 0.0
67.3828 81.135368 0.0
68.8477 81.211365 0.0
71.7773 81.361366 0.0
74.707 81.508369 0.0
77.6367 81.643372 0.0
79.1016 81.717369 0.0
82.0312 81.861366 0.0
84.9609 81.995369 0.0
87.8906 82.108368 0.0
90.8203 82.218369 0.0
95.2148 82.353371 0.0
98.1445 82.420364 0.0
101.074 82.48037 0.0
105.469 82.545364 0.0
108.398 82.575371 0.0
112.793 82.607368 0.0
117.188 82.617371 0.0
120.117 82.622368 0.0
124.512 82.639366 0.0
128.906 82.634369 0.0
133.301 82.561371 0.0
139.16 82.434372 0.0
143.555 82.389366 0.0
147.949 82.367371 0.0
300.0 80.7538 0.0
307.0 80.7975 0.0
315.0 80.8392 0.0
325.0 80.879 0.0
335.0 80.9077 0.0
345.0 80.926 0.0
355.0 80.9347 0.0
365.0 80.9345 0.0
375.0 80.9261 0.0
387.0 80.90520000000001 0.0
400.0 80.8715 0.0
412.0 80.8321 0.0
425.0 80.7814 0.0
437.0 80.7287 0.0
450.0 80.6663 0.0
462.0 80.6049 0.0
475.0 80.5354 0.0
487.0 80.4695 0.0
500.0 80.397 0.0
515.0 80.3131 0.0
530.0 80.2298 0.0
545.0 80.1483 0.0
560.0 80.0691 0.0
580.0 79.968 0.0
600.0 79.8725 0.0
615.0 79.8048 0.0
630.0 79.7401 0.0
650.0 79.6583 0.0
670.0 79.5806 0.0
690.0 79.506 0.0
710.0 79.4328 0.0
730.0 79.3597 0.0
750.0 79.28490000000001 0.0
775.0 79.1857 0.0
800.0 79.0769 0.0
825.0 78.9552 0.0
850.0 78.8175 0.0
875.0 78.6618 0.0
900.0 78.4872 0.0
925.0 78.2946 0.0
950.0 78.08630000000001 0.0
975.0 77.8675 0.0
1000.0 77.64620000000001 0.0
1030.0 77.39020000000001 0.0
1060.0 77.1637 0.0
1090.0 76.9842 0.0
1120.0 76.8709 0.0
1150.0 76.8283 0.0
1180.0 76.8582 0.0
1220.0 76.9892 0.0
1250.0 77.1359 0.0
1280.0 77.3026 0.0
1320.0 77.5288 0.0
1360.0 77.7328 0.0
1400.0 77.895 0.0
1450.0 78.02680000000001 0.0
1500.0 78.0764 0.0
1550.0 78.0496 0.0
1600.0 77.96340000000001 0.0
1650.0 77.8402 0.0
1700.0 77.7082 0.0
1750.0 77.5956 0.0
1800.0 77.5248 0.0
1850.0 77.5072 0.0
1900.0 77.5415 0.0
1950.0 77.6148 0.0
2000.0 77.7076 0.0
2060.0 77.8152 0.0
2120.0 77.8874 0.0
2180.0 77.8998 0.0
2240.0 77.8399 0.0
2300.0 77.7092 0.0
2360.0 77.5203 0.0
2430.0 77.2525 0.0
2500.0 76.9627 0.0
2580.0 76.631 0.0
2650.0 76.3472 0.0
2720.0 76.0628 0.0
2800.0 75.7212 0.0
2900.0 75.2521 0.0
3000.0 74.755 0.0
3070.0 74.4231 0.0
3150.0 74.0991 0.0
3250.0 73.8283 0.0
3350.0 73.7325 0.0
3450.0 73.774 0.0
3550.0 73.8812 0.0
3650.0 74.0036 0.0
3750.0 74.1024 0.0
3870.0 74.1408 0.0
4000.0 74.0878 0.0
4120.0 74.0067 0.0
4250.0 73.919 0.0
4370.0 73.8503 0.0
4500.0 73.8275 0.0
4620.0 73.916 0.0
4750.0 74.1189 0.0
4870.0 74.2857 0.0
5000.0 74.3304 0.0
5150.0 74.1848 0.0
5300.0 73.9624 0.0
5450.0 73.8923 0.0
5600.0 74.0844 0.0
5800.0 74.333 0.0
6000.0 74.239 0.0
6150.0 74.153 0.0
6300.0 74.16890000000001 0.0
6500.0 74.23310000000001 0.0
6700.0 74.2584 0.0
6900.0 74.2131 0.0
7100.0 74.0294 0.0
7300.0 73.75 0.0
7500.0 73.6071 0.0
7750.0 73.5023 0.0
8000.0 73.0766 0.0
8250.0 72.485 0.0
8500.0 72.3692 0.0
8750.0 72.3807 0.0
9000.0 72.2449 0.0
9250.0 72.4173 0.0
9500.0 72.7099 0.0
9750.0 72.3583 0.0
10000.0 72.0419 0.0
10300.0 72.1266 0.0
10600.0 72.2861 0.0
10900.0 72.0046 0.0
11200.0 71.5646 0.0
11500.0 71.0434 0.0
11800.0 70.6772 0.0
12200.0 71.1623 0.0
12500.0 71.5806 0.0
12800.0 71.4179 0.0
13200.0 71.1878 0.0
13600.0 70.6243 0.0
14000.0 71.1958 0.0
14500.0 71.3764 0.0
15000.0 71.4379 0.0
15500.0 71.0481 0.0
16000.0 70.8695 0.0
16500.0 70.36410000000001 0.0
17000.0 70.8091 0.0
17500.0 70.4931 0.0
18000.0 70.54990000000001 0.0
18500.0 70.0951 0.0
19000.0 70.4541 0.0
19500.0 70.3711 0.0
