"SPL Horizontal"
"On-Axis"		"10°"		"20°"		"30°"		"40°"		"50°"		"60°"		"70°"		"80°"		"90°"		"100°"		"110°"		"120°"		"130°"		"140°"		"150°"		"160°"		"170°"		"180°"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	7.5683	20.5078	8.06781	20.5078	8.47245	20.5078	8.78441	20.5078	9.00679	20.5078	9.14325	20.5078	9.19778	20.5078	9.17431	20.5078	9.07639	20.5078	8.90666	20.5078	8.66631	20.5078	8.35471	20.5078	7.96923	20.5078	7.50565	20.5078	6.95912	20.5078	6.32562	20.5078	5.60404	20.5078	4.79849	20.5078	3.92104
21.2402	14.8026	21.2402	14.6266	21.2402	14.4543	21.2402	14.2845	21.2402	14.1163	21.2402	13.9504	21.2402	13.7896	21.2402	13.6396	21.2402	13.5092	21.2402	13.4106	21.2402	13.3578	21.2402	13.3653	21.2402	13.4447	21.2402	13.6017	21.2402	13.8337	21.2402	14.1291	21.2402	14.469	21.2402	14.8307	21.2402	15.1912
21.9727	16.4088	21.9727	16.4254	21.9727	16.4641	21.9727	16.5243	21.9727	16.6047	21.9727	16.7027	21.9727	16.8152	21.9727	16.9384	21.9727	17.0677	21.9727	17.1986	21.9727	17.3263	21.9727	17.4464	21.9727	17.5549	21.9727	17.6481	21.9727	17.7234	21.9727	17.7787	21.9727	17.8126	21.9727	17.8246	21.9727	17.8147
22.7051	16.888	22.7051	16.7835	22.7051	16.6908	22.7051	16.6123	22.7051	16.5492	22.7051	16.501	22.7051	16.4659	22.7051	16.4409	22.7051	16.4227	22.7051	16.4079	22.7051	16.3938	22.7051	16.3792	22.7051	16.3645	22.7051	16.3523	22.7051	16.3469	22.7051	16.3541	22.7051	16.3796	22.7051	16.4283	22.7051	16.5026
23.4375	16.9093	23.4375	16.878	23.4375	16.8604	23.4375	16.8557	23.4375	16.8634	23.4375	16.8828	23.4375	16.9136	23.4375	16.9556	23.4375	17.0087	23.4375	17.0729	23.4375	17.1481	23.4375	17.234	23.4375	17.3298	23.4375	17.4338	23.4375	17.5437	23.4375	17.6558	23.4375	17.7656	23.4375	17.8679	23.4375	17.9572
24.1699	-7.63556	24.1699	-8.88037	24.1699	-9.97737	24.1699	-10.8204	24.1699	-11.3681	24.1699	-11.6764	24.1699	-11.865	24.1699	-12.058	24.1699	-12.3483	24.1699	-12.7876	24.1699	-13.3711	24.1699	-13.9878	24.1699	-14.3306	24.1699	-13.9369	24.1699	-12.6267	24.1699	-10.7553	24.1699	-8.77118	24.1699	-6.91788	24.1699	-5.28183
25.6348	9.94847	25.6348	10.0848	25.6348	10.2316	25.6348	10.3858	25.6348	10.5453	25.6348	10.7079	25.6348	10.8713	25.6348	11.0327	25.6348	11.1886	25.6348	11.3347	25.6348	11.4658	25.6348	11.5765	25.6348	11.6611	25.6348	11.7147	25.6348	11.7336	25.6348	11.7152	25.6348	11.6591	25.6348	11.5664	25.6348	11.4403
26.3672	18.0708	26.3672	18.1947	26.3672	18.3086	26.3672	18.4101	26.3672	18.4973	26.3672	18.5685	26.3672	18.6221	26.3672	18.657	26.3672	18.672	26.3672	18.6663	26.3672	18.6393	26.3672	18.591	26.3672	18.5216	26.3672	18.4319	26.3672	18.3235	26.3672	18.1986	26.3672	18.0604	26.3672	17.9128	26.3672	17.7609
27.0996	18.5651	27.0996	18.639	27.0996	18.7083	27.0996	18.7705	27.0996	18.8239	27.0996	18.8667	27.0996	18.8974	27.0996	18.9152	27.0996	18.9195	27.0996	18.9104	27.0996	18.8883	27.0996	18.8542	27.0996	18.8095	27.0996	18.756	27.0996	18.6956	27.0996	18.6301	27.0996	18.5614	27.0996	18.4914	27.0996	18.4217
27.832	17.488	27.832	17.5535	27.832	17.6339	27.832	17.7267	27.832	17.8296	27.832	17.9408	27.832	18.0585	27.832	18.1813	27.832	18.3076	27.832	18.4356	27.832	18.5631	27.832	18.6875	27.832	18.8053	27.832	18.9125	27.832	19.0047	27.832	19.0773	27.832	19.1257	27.832	19.1462	27.832	19.1359
29.2969	9.97201	29.2969	10.0318	29.2969	10.034	29.2969	9.98461	29.2969	9.8903	29.2969	9.759	29.2969	9.60001	29.2969	9.42405	29.2969	9.24293	29.2969	9.06862	29.2969	8.91163	29.2969	8.77876	29.2969	8.67105	29.2969	8.58238	29.2969	8.49981	29.2969	8.40545	29.2969	8.27958	29.2969	8.10419	29.2969	7.86659
30.0293	19.9579	30.0293	19.9029	30.0293	19.8231	30.0293	19.7196	30.0293	19.5937	30.0293	19.4471	30.0293	19.2821	30.0293	19.1014	30.0293	18.9088	30.0293	18.709	30.0293	18.5078	30.0293	18.3121	30.0293	18.1296	30.0293	17.9688	30.0293	17.8379	30.0293	17.7444	30.0293	17.6942	30.0293	17.6904	30.0293	17.7335
