"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	6.82285
21.2402	14.938
21.9727	16.9138
22.7051	16.9051
23.4375	17.2585
24.1699	-2.57909
25.6348	10.4225
26.3672	17.979
27.0996	18.5356
27.832	17.9807
29.2969	8.96916
30.0293	19.3789
31.4941	23.3617
32.2266	28.049
33.6914	32.306
34.4238	32.1876
35.8887	33.7157
37.3535	35.8079
38.8184	38.7115
39.5508	39.8348
41.0156	42.4461
42.4805	44.9262
43.9453	45.8331
45.4102	48.1802
47.6074	51.217
49.0723	53.1066
50.5371	54.8003
52.7344	57.2692
54.1992	58.7889
56.3965	60.8666
58.5938	62.6172
60.0586	63.7189
62.2559	65.0473
64.4531	66.1054
66.6504	66.9286
69.5801	67.8237
71.7773	68.3372
73.9746	68.7907
76.9043	69.3298
79.834	69.8382
82.7637	70.3376
85.6934	70.7691
88.623	71.1987
91.5527	71.6564
94.4824	72.0876
98.1445	72.5413
101.807	72.9814
105.469	73.3968
109.131	73.705
112.793	73.9638
116.455	74.2241
120.85	74.4904
125.244	74.6441
129.639	74.7235
134.033	74.7551
138.428	74.7401
143.555	74.6779
148.682	74.5526
153.809	74.4045
159.668	74.2789
164.795	74.18
170.654	73.9351
176.514	73.7349
183.105	73.4488
189.697	73.2771
196.289	73.0956
202.881	72.8827
210.205	72.6267
217.529	72.4247
225.586	72.2118
232.91	72.0071
241.699	71.7094
249.756	71.5691
258.545	71.5589
268.066	71.1593
277.588	71.3102
287.109	71.0722
297.363	70.7776
307.617	70.7673
318.604	70.6465
329.59	70.5059
341.309	70.0176
353.76	70.1972
366.211	70.2654
378.662	70.1471
392.578	69.9666
405.762	69.967
420.41	69.9792
435.059	69.795
450.439	69.8238
466.553	69.8644
482.666	69.7704
500.244	69.862
517.822	69.5707
536.133	69.5991
554.443	69.8151
574.219	69.7024
594.727	70.404
615.234	71.3293
637.207	71.112
659.912	71.0759
683.35	71.1528
706.787	70.8269
731.689	70.8692
758.057	71.0004
784.424	70.6003
812.256	70.4909
840.82	70.029
870.85	69.7254
901.611	70.6244
933.105	72.8592
966.064	72.9231
999.756	72.8937
1,034.91	72.4452
1,071.53	72.4607
1,109.62	72.4153
1,148.44	72.4902
1,189.45	72.3801
1,231.2	72.1493
1,274.41	71.8397
1,319.82	71.7875
1,365.97	71.7101
1,414.31	71.5547
1,464.11	71.2112
1,515.38	70.8412
1,568.85	70.7729
1,624.51	71.1411
1,681.64	70.943
1,740.97	71.0208
1,802.49	71.176
1,866.21	71.186
1,932.13	70.8932
2,000.24	71.6145
2,070.56	71.7386
2,143.8	71.4967
2,219.24	71.9238
2,297.61	72.0517
2,378.17	71.9454
2,462.4	72.152
2,548.83	71.914
2,638.92	71.8681
2,731.93	72.0726
2,828.61	72.4707
2,928.22	72.3397
3,031.49	71.9879
3,138.43	71.5341
3,249.02	71.467
3,363.28	71.2602
3,481.93	70.9161
3,604.98	70.8787
3,732.42	70.7027
3,863.53	70.5984
3,999.76	70.39
4,141.11	70.5331
4,286.87	70.7371
4,438.48	71.1867
4,594.48	71.5039
4,757.08	71.5562
4,924.8	71.4601
5,098.39	71.5526
5,277.83	71.7318
5,463.87	71.9538
5,656.49	71.5195
5,856.45	70.9901
6,062.99	70.6347
6,276.86	70.2976
6,498.05	70.1294
6,727.29	70.2328
6,964.6	70.5483
7,209.96	71.0805
7,464.11	71.2787
7,727.78	71.2189
8,000.24	70.592
8,282.23	69.496
8,574.46	69.7663
8,876.22	70.9224
9,189.7	71.7659
9,513.43	71.8209
9,848.88	71.0197
10,196.8	70.3127
10,556.4	70.1315
10,928.5	70.3552
11,313.7	70.5459
11,712.9	70.6968
12,126	70.5536
12,553.7	70.0647
12,996.1	69.7837
13,454.6	69.7398
13,928.5	70.2367
14,419.9	70.8107
14,928.2	70.431
15,454.8	69.2454
15,999.8	68.9497
16,564.5	68.7523
17,148.2	67.8336
17,753.2	66.7453
18,379.4	65.9433
19,027.6	65.7222
19,698.5	65.459
19,999.5	64.9755
