"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]   /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   /  [	0.2	V at 	1	m]"	"Frequency [Hz]"	"Sound Pessure Level [dB]   /  [	0.2	V at 	1	m]"
20.5078	49.7908	20.5078	50.7215	20.5078	54.6572	20.5078	53.1294
21.2402	52.336	21.2402	52.8979	21.2402	55.257	21.2402	54.2243
21.9727	52.1957	21.9727	52.4731	21.9727	54.1098	21.9727	53.3705
22.7051	51.0297	22.7051	51.0732	22.7051	51.7271	22.7051	51.4228
23.4375	54.7147	23.4375	54.8797	23.4375	55.7335	23.4375	55.3228
24.1699	55.7528	24.1699	55.792	24.1699	55.8759	24.1699	55.829
25.6348	57.567	25.6348	57.5566	25.6348	57.5014	25.6348	57.5296
26.3672	60.1022	26.3672	60.1131	26.3672	60.02	26.3672	60.0621
27.0996	61.5774	27.0996	61.597	27.0996	61.4715	27.0996	61.5274
27.832	62.9847	27.832	62.9544	27.832	62.7005	27.832	62.8283
29.2969	66.1968	29.2969	66.1102	29.2969	65.6488	29.2969	65.8907
30.0293	67.9373	30.0293	67.871	30.0293	67.5063	30.0293	67.6959
31.4941	70.9699	31.4941	70.9029	31.4941	70.5312	31.4941	70.7244
32.2266	72.3689	32.2266	72.3058	32.2266	71.9572	32.2266	72.1382
33.6914	74.9784	33.6914	74.8966	33.6914	74.5232	33.6914	74.7203
34.4238	76.3769	34.4238	76.2853	34.4238	75.8589	34.4238	76.0844
35.8887	78.9535	35.8887	78.8467	35.8887	78.3837	35.8887	78.6306
37.3535	81.4429	37.3535	81.3329	37.3535	80.8802	37.3535	81.1227
38.8184	83.6548	38.8184	83.5328	38.8184	83.058	38.8184	83.3141
39.5508	84.6818	39.5508	84.5587	39.5508	84.0893	39.5508	84.3429
41.0156	86.4665	41.0156	86.3261	41.0156	85.821	41.0156	86.0962
42.4805	87.976	42.4805	87.8413	42.4805	87.3573	42.4805	87.6207
43.9453	88.9623	43.9453	88.816	43.9453	88.2957	43.9453	88.5799
45.4102	89.7266	45.4102	89.5778	45.4102	89.0591	45.4102	89.343
47.6074	90.3784	47.6074	90.2253	47.6074	89.7151	47.6074	89.9956
49.0723	90.593	49.0723	90.4319	49.0723	89.9062	49.0723	90.1962
50.5371	90.7098	50.5371	90.5421	50.5371	90.001	50.5371	90.3002
52.7344	90.8055	52.7344	90.6315	52.7344	90.0798	52.7344	90.3857
54.1992	90.8071	54.1992	90.6307	54.1992	90.0739	54.1992	90.383
56.3965	90.7784	56.3965	90.601	56.3965	90.0488	56.3965	90.3557
58.5938	90.8325	58.5938	90.645	58.5938	90.0773	58.5938	90.3943
60.0586	90.8151	60.0586	90.6223	60.0586	90.0479	60.0586	90.3695
62.2559	90.7543	62.2559	90.5577	62.2559	89.9717	62.2559	90.3
64.4531	90.7197	64.4531	90.5159	64.4531	89.917	64.4531	90.2534
66.6504	90.7426	66.6504	90.5244	66.6504	89.8781	66.6504	90.242
69.5801	90.7725	69.5801	90.5552	69.5801	89.9189	69.5801	90.2774
71.7773	90.7742	71.7773	90.5652	71.7773	89.9727	71.7773	90.307
73.9746	90.8315	73.9746	90.6177	73.9746	90.0205	73.9746	90.3582
76.9043	90.7516	76.9043	90.5361	76.9043	89.9583	76.9043	90.2865
79.834	90.8863	79.834	90.6581	79.834	90.1097	79.834	90.4257
82.7637	91.1421	82.7637	90.8651	82.7637	90.1057	82.7637	90.5412
85.6934	91.2615	85.6934	90.9567	85.6934	90.0348	85.6934	90.5623
88.623	90.9299	88.623	90.7653	88.623	90.2924	88.623	90.5565
91.5527	90.8967	91.5527	90.6961	91.5527	90.3749	91.5527	90.5708
94.4824	91.4448	94.4824	91.1374	94.4824	90.4477	94.4824	90.8537
98.1445	91.5092	98.1445	91.2201	98.1445	90.4467	98.1445	90.8923
101.807	91.5862	101.807	91.3047	101.807	90.6289	101.807	91.0219
105.469	91.6594	105.469	91.3733	105.469	90.7239	105.469	91.1043
109.131	91.8408	109.131	91.5464	109.131	90.8913	109.131	91.2765
112.793	91.9578	112.793	91.6552	112.793	90.9939	112.793	91.3841
116.455	92.0855	116.455	91.7695	116.455	91.0775	116.455	91.4866
120.85	92.2412	120.85	91.9218	120.85	91.2912	120.85	91.6693
125.244	92.2865	125.244	91.957	125.244	91.36	125.244	91.723
129.639	92.4616	129.639	92.0984	129.639	91.3603	129.639	91.804
134.033	92.541	134.033	92.1703	134.033	91.4389	134.033	91.8808
138.428	92.6187	138.428	92.2409	138.428	91.5347	138.428	91.9651
