"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	2.39793	20.5078	1.37292
21.9727	-3.388	21.9727	0.283877
23.4375	-2.19469	23.4375	0.127441
24.9023	-2.05022	24.9023	-0.0141721
26.3672	-1.03338	26.3672	0.378683
27.832	-1.6295	27.832	0.258883
29.2969	-2.40841	29.2969	-0.0620417
30.7617	-2.76998	30.7617	-0.347762
32.2266	-2.15473	32.2266	-0.219367
33.6914	-2.01757	33.6914	-0.159694
35.1562	-2.62971	35.1562	-0.509207
36.6211	-2.44428	36.6211	-0.523354
38.0859	-2.23835	38.0859	-0.466055
39.5508	-1.83405	39.5508	-0.347331
41.0156	-1.87374	41.0156	-0.383907
42.4805	-2.25854	42.4805	-0.610998
43.9453	-1.80144	43.9453	-0.446449
45.4102	-1.65332	45.4102	-0.416874
46.875	-1.70369	46.875	-0.473161
48.3398	-1.59201	48.3398	-0.450533
51.2695	-1.42377	51.2695	-0.426788
52.7344	-1.30471	52.7344	-0.385892
54.1992	-1.29813	54.1992	-0.402277
55.6641	-1.22902	55.6641	-0.392348
58.5938	-1.1457	58.5938	-0.38254
60.0586	-1.12201	60.0586	-0.382557
62.9883	-0.967547	62.9883	-0.339052
64.4531	-0.930621	64.4531	-0.332524
67.3828	-0.876236	67.3828	-0.321888
68.8477	-0.86415	68.8477	-0.322113
71.7773	-0.756469	71.7773	-0.290777
74.707	-0.656013	74.707	-0.256757
77.6367	-0.602079	77.6367	-0.245262
79.1016	-0.581372	79.1016	-0.239262
82.0312	-0.545228	82.0312	-0.226372
84.9609	-0.508413	84.9609	-0.216355
87.8906	-0.46573	87.8906	-0.203916
90.8203	-0.320412	90.8203	-0.147983
95.2148	-0.336921	95.2148	-0.154406
98.1445	-0.286341	98.1445	-0.13557
101.074	-0.266485	101.074	-0.128759
105.469	-0.196221	105.469	-0.101604
108.398	-0.0762512	108.398	-0.0520284
112.793	0.0950518	112.793	-0.000350317
117.188	0.0138619	117.188	-0.0214405
120.117	0.0591626	120.117	-0.000632096
124.512	0.0623088	124.512	0.012243
