"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	57.2084
21.9727	55.665
23.4375	58.9904
24.9023	61.0354
26.3672	62.0293
27.832	62.9462
29.2969	63.8967
30.7617	65.1565
32.2266	66.9196
33.6914	67.7616
35.1562	68.8613
36.6211	70.1767
38.0859	71.1213
39.5508	72.213
41.0156	72.9017
42.4805	73.4591
43.9453	74.7834
45.4102	75.7429
46.875	76.5622
48.3398	77.3744
51.2695	78.9787
52.7344	79.608
54.1992	80.2669
55.6641	80.8822
58.5938	82.0533
60.0586	82.5668
62.9883	83.6508
64.4531	84.1445
67.3828	85.0521
68.8477	85.4249
71.7773	86.2839
74.707	87.0454
77.6367	87.6976
79.1016	87.9807
82.0312	88.4798
84.9609	88.9374
87.8906	89.2882
90.8203	89.5116
95.2148	89.7036
98.1445	89.7637
101.074	89.6903
105.469	89.6707
108.398	89.6865
112.793	89.7618
117.188	89.629
120.117	89.5372
124.512	89.3856
128.906	89.1857
133.301	89.0325
139.16	88.7549
143.555	88.5451
147.949	88.3879
153.809	88.1601
159.668	88.0196
165.527	88.1946
171.387	87.9597
177.246	87.7438
183.105	87.4478
188.965	87.3295
196.289	87.2929
203.613	87.0907
210.938	87.0645
218.262	86.9719
225.586	86.7936
232.91	86.8519
241.699	86.6987
250.488	86.4154
259.277	86.9242
268.066	86.4988
276.855	86.4601
287.109	86.678
297.363	86.6481
307.617	86.945
319.336	86.3585
329.59	86.2576
341.309	85.9728
353.027	85.9405
366.211	85.9154
379.395	86.4898
392.578	86.2325
405.762	85.8827
420.41	85.7904
435.059	84.8808
451.172	86.9869
465.82	86.7534
483.398	86.9427
499.512	86.452
517.09	86.2598
536.133	85.2114
555.176	86.139
574.219	86.3508
594.727	85.8385
615.234	86.7274
637.207	86.9292
659.18	85.4155
682.617	85.4462
707.52	86.1456
732.422	85.2525
757.324	85.2169
785.156	85.0833
811.523	84.7413
840.82	87.2006
870.117	88.3127
900.879	89.0108
933.105	88.8073
965.332	87.7663
1,000.49	86.4872
1,035.64	85.7898
1,072.27	85.2462
1,108.89	84.1665
1,148.44	83.3822
1,189.45	82.8912
1,230.47	82.9383
1,274.41	83.0799
1,319.82	83.6221
1,366.7	83.5288
1,413.57	83.4312
1,463.38	82.864
1,516.11	82.4977
1,568.85	81.7812
1,624.51	82.2672
1,681.64	83.3326
1,741.7	82.9782
1,803.22	82.6327
1,866.21	82.3837
1,932.13	82.0864
1,999.51	82.3582
2,069.82	82.72
2,143.07	83.051
2,219.24	82.9334
2,296.88	82.7346
2,378.91	83.066
2,462.4	83.9276
2,548.83	84.6101
2,639.65	84.0686
2,731.93	83.129
2,828.61	83.2909
2,928.22	83.7747
3,030.76	84.0433
3,137.7	84.0605
3,249.02	84.1228
3,363.28	83.8697
3,481.93	83.9806
3,604.98	84.3032
3,732.42	84.4534
3,864.26	84.316
4,000.49	83.6206
4,141.11	84.1885
4,287.6	85.0779
4,438.48	85.5463
4,595.21	85.4306
4,756.35	85.4989
4,924.8	86.1657
5,097.66	85.9309
5,277.83	85.4655
5,463.87	85.1384
5,657.23	84.9143
5,856.45	84.9972
6,062.99	85.3872
6,276.86	85.0843
6,498.05	84.8417
6,726.56	85.3879
6,963.87	85.1847
7,209.96	85.5217
7,464.84	85.3936
7,727.05	85.1315
7,999.51	85.2915
8,282.23	84.9011
8,573.73	85.2043
8,876.95	84.6442
9,188.96	84.4937
9,514.16	84.1059
9,849.61	83.9543
10,196.8	83.9254
10,555.7	84.2948
10,927.7	84.4559
11,313	84.1555
11,712.9	84.2899
12,126	84.2358
12,553.7	84.356
12,996.1	84.49
13,454.6	84.4992
13,929.2	84.3879
14,419.9	84.0796
14,928.2	83.7135
15,455.6	83.2059
16,000.5	82.7823
16,564.5	82.246
17,148.9	81.6085
17,752.4	81.0126
18,379.4	80.1595
19,026.9	79.0818
19,697.8	77.3319
19,999.5	76.3319
