"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	44.7694	20.5078	45.554	20.5078	47.2369	20.5078	46.4092
21.9727	54.9685	21.9727	54.715	21.9727	54.0189	21.9727	54.4163
23.4375	58.4537	23.4375	58.3587	23.4375	57.9452	23.4375	58.1649
24.9023	60.6385	24.9023	60.6044	24.9023	60.359	24.9023	60.4835
26.3672	62.4549	26.3672	62.3364	26.3672	61.9944	26.3672	62.1835
27.832	64.3707	27.832	64.2254	27.832	63.8354	27.832	64.0539
29.2969	66.3567	29.2969	66.2567	29.2969	66.0031	29.2969	66.1449
30.7617	68.0505	30.7617	67.91	30.7617	67.4921	30.7617	67.7235
32.2266	69.6394	32.2266	69.5393	32.2266	69.2911	32.2266	69.4303
33.6914	71.1337	33.6914	71.0138	33.6914	70.7161	33.6914	70.8837
35.1562	72.6441	35.1562	72.5161	35.1562	72.1885	35.1562	72.3725
36.6211	73.8853	36.6211	73.7534	36.6211	73.4187	36.6211	73.607
38.0859	75.0236	38.0859	74.896	38.0859	74.5736	38.0859	74.7549
39.5508	76.217	39.5508	76.071	39.5508	75.7062	39.5508	75.9123
41.0156	77.4497	41.0156	77.3569	41.0156	77.1952	41.0156	77.2908
42.4805	78.3037	42.4805	78.1633	42.4805	77.827	42.4805	78.0178
43.9453	79.1337	43.9453	78.9805	43.9453	78.6075	43.9453	78.8192
45.4102	79.9537	45.4102	79.8	45.4102	79.4368	45.4102	79.6438
46.875	80.7439	46.875	80.5704	46.875	80.1588	46.875	80.3941
48.3398	81.4831	48.3398	81.3078	48.3398	80.9029	48.3398	81.1351
51.2695	82.7154	51.2695	82.5319	51.2695	82.1077	51.2695	82.3514
52.7344	83.2661	52.7344	83.0876	52.7344	82.6827	52.7344	82.9156
54.1992	83.7402	54.1992	83.56	54.1992	83.1651	54.1992	83.3934
55.6641	84.2476	55.6641	84.0572	55.6641	83.6519	55.6641	83.8875
58.5938	85.0227	58.5938	84.8093	58.5938	84.3456	58.5938	84.6155
60.0586	85.3759	60.0586	85.1565	60.0586	84.6808	60.0586	84.958
62.9883	86.0986	62.9883	85.8569	62.9883	85.3157	62.9883	85.6309
64.4531	86.3938	64.4531	86.1457	64.4531	85.5879	64.4531	85.913
67.3828	86.8057	67.3828	86.5693	67.3828	86.0658	67.3828	86.3607
68.8477	86.9644	68.8477	86.7462	68.8477	86.301	68.8477	86.5626
71.7773	87.3574	71.7773	87.1343	71.7773	86.7012	71.7773	86.9577
74.707	87.7804	74.707	87.5376	74.707	87.076	74.707	87.3511
77.6367	88.0891	77.6367	87.8355	77.6367	87.3673	77.6367	87.648
79.1016	88.1951	79.1016	87.9342	79.1016	87.4481	79.1016	87.7394
82.0312	88.342	82.0312	88.0776	82.0312	87.5947	82.0312	87.8852
84.9609	88.4493	84.9609	88.1884	84.9609	87.7274	84.9609	88.0061
87.8906	88.5187	87.8906	88.2683	87.8906	87.896	87.8906	88.1278
90.8203	88.6743	90.8203	88.3702	90.8203	87.9237	90.8203	88.2044
95.2148	88.7798	95.2148	88.4573	95.2148	87.9704	95.2148	88.2756
98.1445	88.847	98.1445	88.5143	98.1445	88.0056	98.1445	88.3241
101.074	88.8251	101.074	88.4795	101.074	87.9485	101.074	88.2812
105.469	88.8403	105.469	88.4941	105.469	88.0119	105.469	88.3198
108.398	88.9592	108.398	88.5633	108.398	88.0036	108.398	88.3622
112.793	88.9691	112.793	88.5338	112.793	87.87	112.793	88.2913
117.188	88.9548	117.188	88.4663	117.188	87.8078	117.188	88.2384
120.117	88.9774	120.117	88.4821	120.117	87.7326	120.117	88.2126
124.512	88.9095	124.512	88.4371	124.512	87.6655	124.512	88.1519
128.906	88.59	128.906	88.1851	128.906	87.6192	128.906	87.983
133.301	88.5088	133.301	88.0597	133.301	87.4994	133.301	87.8702
139.16	88.5315	139.16	87.9836	139.16	87.2859	139.16	87.7508
143.555	88.4676	143.555	87.895	143.555	87.1082	143.555	87.626
147.949	88.2006	147.949	87.6764	147.949	86.9747	147.949	87.4362
153.809	88.0395	153.809	87.4612	153.809	86.7894	153.809	87.2478
159.668	88.1231	159.668	87.506	159.668	86.8044	159.668	87.2876
165.527	88.1338	165.527	87.4686	165.527	86.7925	165.527	87.2736
171.387	88.0305	171.387	87.3025	171.387	86.5743	171.387	87.098
177.246	87.9879	177.246	87.2005	177.246	86.3098	177.246	86.9354
183.105	87.7629	183.105	87.0209	183.105	86.032	183.105	86.6999
188.965	87.5897	188.965	86.781	188.965	85.8952	188.965	86.5234
196.289	87.724	196.289	86.8257	196.289	85.8215	196.289	86.5372
203.613	87.8033	203.613	86.8021	203.613	85.4799	203.613	86.4015
210.938	87.5556	210.938	86.6093	210.938	85.2349	210.938	86.1717
218.262	87.182	218.262	86.3268	218.262	85.2711	218.262	86.0043
225.586	87.4913	225.586	86.4158	225.586	85.1404	225.586	86.0552
232.91	87.3905	232.91	86.3072	232.91	84.7559	232.91	85.833
241.699	87.1211	241.699	86.0738	241.699	84.3664	241.699	85.5258
250.488	87.1563	250.488	86.1019	250.488	84.177	250.488	85.4694
259.277	87.036	259.277	86.052	259.277	84.25	259.277	85.4482
268.066	86.4536	268.066	85.5531	268.066	83.9712	268.066	85.0161
276.855	86.0478	276.855	85.2951	276.855	84.0164	276.855	84.8481
287.109	86.3354	287.109	84.3505	287.109	84.8835	287.109	85.0751
297.363	87.7961	297.363	85.4903	297.363	83.974	297.363	85.4056
307.617	87.2414	307.617	85.6328	307.617	83.399	307.617	85.0526
319.336	86.8876	319.336	85.3158	319.336	83.086	319.336	84.7252
329.59	86.5722	329.59	85.3293	329.59	82.6568	329.59	84.4774
341.309	86.6395	341.309	84.8475	341.309	82.7282	341.309	84.3683
353.027	86.3991	353.027	84.9342	353.027	81.949	353.027	84.0492
366.211	86.443	366.211	84.8796	366.211	81.478	366.211	83.8976
379.395	86.4237	379.395	85.2445	379.395	81.7116	379.395	84.0916
392.578	86.1515	392.578	85.0539	392.578	81.6956	392.578	83.9284
405.762	86.6119	405.762	85.0889	405.762	81.9274	405.762	84.1671
420.41	87.0832	420.41	85.8351	420.41	81.8075	420.41	84.561
435.059	87.049	435.059	85.6058	435.059	81.8442	435.059	84.4754
451.172	86.8555	451.172	85.8444	451.172	81.6143	451.172	84.4326
465.82	86.763	465.82	85.6016	465.82	81.7083	465.82	84.3358
483.398	86.5286	483.398	85.2227	483.398	81.1277	483.398	83.9501
499.512	87.1561	499.512	85.512	499.512	80.9108	499.512	84.2316
517.09	86.4458	517.09	85.0681	517.09	81.3236	517.09	83.9198
536.133	87.1149	536.133	84.9692	536.133	80.4927	536.133	83.9165
555.176	86.7503	555.176	85.3525	555.176	79.9776	555.176	83.7982
574.219	87.1593	574.219	85.3586	574.219	80.4564	574.219	84.0675
594.727	87.436	594.727	85.0077	594.727	81.3714	594.727	84.2833
615.234	88.3831	615.234	86.1632	615.234	81.1363	615.234	85.0158
637.207	89.5476	637.207	86.903	637.207	82.6829	637.207	86.1198
659.18	89.2515	659.18	86.3976	659.18	82.2051	659.18	85.7118
682.617	89.2873	682.617	86.3298	682.617	81.8097	682.617	85.6157
707.52	89.4405	707.52	86.2598	707.52	81.4674	707.52	85.5911
732.422	88.9039	732.422	85.9665	732.422	81.5111	732.422	85.2576
757.324	89.164	757.324	85.8807	757.324	81.0169	757.324	85.2464
785.156	89.0942	785.156	85.8962	785.156	80.5996	785.156	85.1376
811.523	89.309	811.523	85.6212	811.523	81.2593	811.523	85.2856
840.82	89.3889	840.82	85.8929	840.82	80.0805	840.82	85.1928
870.117	89.2828	870.117	85.7153	870.117	79.882	870.117	85.0485
900.879	88.7774	900.879	85.858	900.879	78.335	900.879	84.62
