"Estimated In-Room Response"	
"Estimated In-Room Response"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.677
21.9727	56.9748
23.4375	57.9332
24.9023	57.8491
26.3672	59.7772
27.832	62.7006
29.2969	63.8499
30.7617	67.3705
32.2266	69.5852
33.6914	71.5883
35.1562	73.2965
36.6211	74.9634
38.0859	76.7408
39.5508	78.2457
41.0156	79.2544
42.4805	79.8339
43.9453	81.2282
45.4102	82.3585
46.875	83.4614
48.3398	84.5792
51.2695	86.4183
52.7344	87.3509
54.1992	88.241
55.6641	89.149
58.5938	90.6738
60.0586	91.3919
62.9883	92.7442
64.4531	93.3411
67.3828	94.3248
68.8477	94.7481
71.7773	95.3732
74.707	95.9279
77.6367	96.3914
79.1016	96.6027
82.0312	96.9211
84.9609	97.1979
87.8906	97.432
90.8203	97.6849
95.2148	98.0031
98.1445	98.0539
101.074	98.0041
105.469	97.9605
108.398	97.8648
112.793	97.8322
117.188	97.6036
120.117	97.469
124.512	97.301
128.906	96.9416
133.301	96.6984
139.16	96.4877
143.555	96.3288
147.949	96.1341
153.809	95.7297
159.668	95.5562
165.527	95.3445
171.387	95.1656
177.246	94.9619
183.105	94.7333
188.965	94.3851
196.289	94.2437
203.613	94.0076
210.938	93.7908
218.262	93.67
225.586	93.7499
232.91	93.6876
241.699	93.6479
250.488	93.698
259.277	93.5392
268.066	93.3468
276.855	93.4863
287.109	93.3364
297.363	93.4505
307.617	93.3816
319.336	93.2925
329.59	93.0407
341.309	93.0507
353.027	92.9367
366.211	92.9347
379.395	92.9814
392.578	92.4949
405.762	92.2406
420.41	92.2567
435.059	92.134
451.172	92.1878
465.82	92.6303
483.398	93.4015
499.512	93.5176
517.09	92.8844
536.133	92.3956
555.176	92.3063
574.219	92.5921
594.727	92.6924
615.234	93.1519
637.207	93.1495
659.18	92.9971
682.617	93.2176
707.52	92.8809
732.422	91.976
757.324	90.8062
785.156	89.3924
811.523	89.5049
840.82	91.6162
870.117	92.9228
900.879	93.52
933.105	92.5738
965.332	93.8839
1,000.49	93.7486
1,035.64	93.498
1,072.27	93.1396
1,108.89	93.0731
1,148.44	92.505
1,189.45	91.8962
1,230.47	90.1823
1,274.41	89.8391
1,319.82	90.819
1,366.7	92.1248
1,413.57	92.3809
1,463.38	91.7921
1,516.11	91.3686
1,568.85	92.1544
1,624.51	92.49
1,681.64	92.3318
1,741.7	91.8824
1,803.22	90.7561
1,866.21	89.2497
1,932.13	87.9245
1,999.51	88.2946
2,069.82	88.5389
2,143.07	88.0528
2,219.24	86.6963
2,296.88	85.8606
2,378.91	85.6224
2,462.4	85.9797
2,548.83	85.525
2,639.65	84.6758
2,731.93	84.7711
2,828.61	86.1756
2,928.22	87.7581
3,030.76	88.7793
3,137.7	89.2797
3,249.02	89.2144
3,363.28	89.097
3,481.93	89.141
3,604.98	89.5826
3,732.42	89.9375
3,864.26	89.7066
4,000.49	89.7523
4,141.11	89.9861
4,287.6	89.9262
4,438.48	89.3543
4,595.21	88.0622
4,756.35	88.2825
4,924.8	89.4658
5,097.66	88.7781
5,277.83	88.224
5,463.87	87.4322
5,657.23	86.9027
5,856.45	86.1738
6,062.99	86.509
6,276.86	86.5398
6,498.05	87.6205
6,726.56	88.2684
6,963.87	88.8763
7,209.96	89.451
7,464.84	89.1449
7,727.05	90.1449
7,999.51	89.9203
8,282.23	89.8595
8,573.73	89.068
8,876.95	88.5217
9,188.96	88.6052
9,514.16	89.3207
9,849.61	89.4906
10,196.8	89.0544
10,555.7	88.4409
10,927.7	88.1868
11,313	87.7361
11,712.9	87.5207
12,126	87.8228
12,553.7	88.7603
12,996.1	89.0686
13,454.6	88.8586
13,929.2	88.5067
14,419.9	88.1996
14,928.2	87.8214
15,455.6	87.5035
16,000.5	87.1339
16,564.5	86.9083
17,148.9	86.7723
17,752.4	86.959
18,379.4	86.8679
19,026.9	86.4917
19,697.8	85.9663
19,999.5	85.5157
