"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.1703	20.5078	52.0588	20.5078	51.765	20.5078	51.7413
21.9727	57.5622	21.9727	57.527	21.9727	55.0355	21.9727	56.3985
23.4375	57.8372	23.4375	57.9912	23.4375	57.8211	23.4375	57.8721
24.9023	57.8214	24.9023	57.712	24.9023	57.8094	24.9023	57.7849
26.3672	59.6443	26.3672	59.5751	26.3672	59.8937	26.3672	59.7591
27.832	62.6199	27.832	62.5454	27.832	62.8704	27.832	62.734
29.2969	64.1914	29.2969	63.824	29.2969	63.0924	29.2969	63.5337
30.7617	67.7247	30.7617	67.4008	30.7617	66.5715	30.7617	67.0543
32.2266	69.8405	32.2266	69.6078	32.2266	69.0084	32.2266	69.3514
33.6914	71.8172	33.6914	71.5932	33.6914	71.0997	33.6914	71.3869
35.1562	73.4735	35.1562	73.2933	35.1562	72.9189	35.1562	73.137
36.6211	75.1298	36.6211	74.9853	36.6211	74.5828	36.6211	74.8074
38.0859	76.8887	38.0859	76.7585	38.0859	76.423	38.0859	76.6114
39.5508	78.3867	39.5508	78.2672	39.5508	77.9516	39.5508	78.1279
41.0156	79.14	41.0156	79.1555	41.0156	79.5122	41.0156	79.3445
42.4805	80.0142	42.4805	79.8552	42.4805	79.4766	42.4805	79.6923
43.9453	81.3976	43.9453	81.2501	43.9453	80.9017	43.9453	81.1
45.4102	82.4956	45.4102	82.3648	45.4102	82.117	45.4102	82.2623
46.875	83.6191	46.875	83.4739	46.875	83.1767	46.875	83.3492
48.3398	84.7667	48.3398	84.5993	48.3398	84.2463	48.3398	84.451
51.2695	86.5981	51.2695	86.4458	51.2695	86.0966	51.2695	86.2963
52.7344	87.5289	52.7344	87.3773	52.7344	87.0428	52.7344	87.2351
54.1992	88.4111	54.1992	88.2615	54.1992	87.959	54.1992	88.135
55.6641	89.326	55.6641	89.1691	55.6641	88.8558	55.6641	89.0387
58.5938	90.8825	58.5938	90.7021	58.5938	90.3255	58.5938	90.5447
60.0586	91.6062	60.0586	91.4251	60.0586	91.0326	60.0586	91.2599
62.9883	92.9839	62.9883	92.7812	62.9883	92.3394	62.9883	92.596
64.4531	93.5841	64.4531	93.379	64.4531	92.9311	64.4531	93.1912
67.3828	94.5604	67.3828	94.3607	67.3828	93.936	67.3828	94.1833
68.8477	94.9782	68.8477	94.785	68.8477	94.3701	68.8477	94.6112
71.7773	95.5619	71.7773	95.3993	71.7773	95.0868	71.7773	95.2705
74.707	96.1164	74.707	95.949	74.707	95.6461	74.707	95.8261
77.6367	96.5922	77.6367	96.4137	77.6367	96.0918	77.6367	96.2835
79.1016	96.8162	79.1016	96.6264	79.1016	96.2817	79.1016	96.487
82.0312	97.1541	82.0312	96.9467	82.0312	96.5677	82.0312	96.7938
84.9609	97.4054	84.9609	97.2259	84.9609	96.8791	84.9609	97.0833
87.8906	97.5914	87.8906	97.4356	87.8906	97.2333	87.8906	97.3615
90.8203	97.8505	90.8203	97.6839	90.8203	97.4972	90.8203	97.62
95.2148	98.2959	95.2148	98.0353	95.2148	97.5764	95.2148	97.854
98.1445	98.285	98.1445	98.0708	98.1445	97.7437	98.1445	97.9454
101.074	98.2194	101.074	98.0187	101.074	97.7314	101.074	97.9106
105.469	98.1698	105.469	97.9472	105.469	97.7267	105.469	97.8776
108.398	98.1535	108.398	97.8606	108.398	97.5327	108.398	97.7515
112.793	98.162	112.793	97.856	112.793	97.3817	112.793	97.6769
117.188	97.9228	117.188	97.5997	117.188	97.2364	117.188	97.4793
120.117	97.8581	120.117	97.4676	120.117	96.953	120.117	97.2872
124.512	97.7229	124.512	97.3307	124.512	96.6724	124.512	97.0811
128.906	97.292	128.906	96.9743	128.906	96.451	128.906	96.7736
133.301	97.0363	133.301	96.7104	133.301	96.2435	133.301	96.5393
139.16	96.8463	139.16	96.4884	139.16	96.0172	139.16	96.3221
143.555	96.7301	143.555	96.3284	143.555	95.8031	143.555	96.1453
147.949	96.5621	147.949	96.1475	147.949	95.5671	147.949	95.9405
153.809	96.0933	153.809	95.7467	153.809	95.3443	153.809	95.612
159.668	95.9245	159.668	95.53	159.668	95.1361	159.668	95.4099
165.527	95.7393	165.527	95.3099	165.527	94.9353	165.527	95.207
171.387	95.6084	171.387	95.1358	171.387	94.6443	171.387	94.985
177.246	95.4471	177.246	94.925	177.246	94.4108	177.246	94.7743
183.105	95.2499	183.105	94.7138	183.105	94.0483	183.105	94.4936
188.965	94.863	188.965	94.359	188.965	93.9342	188.965	94.2479
196.289	94.7859	196.289	94.2012	196.289	93.6307	196.289	94.0377
203.613	94.651	203.613	93.9996	203.613	93.2471	203.613	93.7654
210.938	94.3807	210.938	93.7879	210.938	93.067	210.938	93.5547
218.262	94.1957	218.262	93.5969	218.262	93.1864	218.262	93.5142
225.586	94.3835	225.586	93.6809	225.586	93.1128	225.586	93.5461
232.91	94.4085	232.91	93.6212	232.91	92.932	232.91	93.4493
241.699	94.3713	241.699	93.6485	241.699	92.8072	241.699	93.3902
250.488	94.4941	250.488	93.6468	250.488	92.7495	250.488	93.3937
259.277	94.4185	259.277	93.4019	259.277	92.5665	259.277	93.2198
268.066	94.2743	268.066	93.2582	268.066	92.1933	268.066	92.9732
276.855	94.3325	276.855	93.3784	276.855	92.5235	276.855	93.1714
287.109	94.1512	287.109	93.323	287.109	92.4103	287.109	93.058
297.363	94.5618	297.363	93.2679	297.363	92.1864	297.363	93.0504
307.617	94.4104	307.617	93.344	307.617	91.9933	307.617	92.9489
319.336	94.466	319.336	93.0989	319.336	91.7856	319.336	92.8033
329.59	94.1741	329.59	93.102	329.59	91.2313	329.59	92.4959
341.309	94.2557	341.309	92.7987	341.309	91.6148	341.309	92.5832
353.027	94.1507	353.027	92.9958	353.027	90.9424	353.027	92.3428
366.211	94.2192	366.211	92.9145	366.211	90.8889	366.211	92.3167
379.395	94.2512	379.395	92.9477	379.395	90.9809	379.395	92.372
392.578	93.7356	392.578	92.5281	392.578	90.4624	392.578	91.886
405.762	93.7055	405.762	92.0604	405.762	90.1827	405.762	91.6235
420.41	93.7668	420.41	92.198	420.41	89.675	420.41	91.5027
435.059	93.6031	435.059	92.1286	435.059	89.7288	435.059	91.446
451.172	93.9176	451.172	92.2363	451.172	88.8704	451.172	91.3066
465.82	94.6006	465.82	92.3092	465.82	88.9014	465.82	91.5939
483.398	95.2023	483.398	93.341	483.398	89.475	483.398	92.3335
499.512	95.1346	499.512	93.54	499.512	90.4949	499.512	92.6795
517.09	94.3765	517.09	92.9003	517.09	90.0284	517.09	92.0563
536.133	94.2321	536.133	92.5418	536.133	88.9445	536.133	91.5469
555.176	93.974	555.176	92.9636	555.176	88.0978	555.176	91.3853
574.219	94.1153	574.219	93.1409	574.219	88.8312	574.219	91.6948
594.727	94.3539	594.727	93.1221	594.727	89.1742	594.727	91.8648
615.234	94.8708	615.234	93.6775	615.234	88.8853	615.234	92.1827
637.207	94.5183	637.207	93.8942	637.207	89.2746	637.207	92.2476
659.18	94.4466	659.18	93.4991	659.18	89.9884	659.18	92.2774
682.617	94.9105	682.617	93.54	682.617	89.6163	682.617	92.3379
707.52	94.4869	707.52	92.9719	707.52	88.9993	707.52	91.8075
