"Horizontal Reflections"							
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	7.5683	8.06781	8.47245	8.78441	9.00679	9.14325	9.19778	9.17431	9.07639	8.90666
21.2402	14.8026	14.6266	14.4543	14.2845	14.1163	13.9504	13.7896	13.6396	13.5092	13.4106
21.9727	16.4088	16.4254	16.4641	16.5243	16.6047	16.7027	16.8152	16.9384	17.0677	17.1986
22.7051	16.888	16.7835	16.6908	16.6123	16.5492	16.501	16.4659	16.4409	16.4227	16.4079
23.4375	16.9093	16.878	16.8604	16.8557	16.8634	16.8828	16.9136	16.9556	17.0087	17.0729
24.1699	-7.63556	-8.88037	-9.97737	-10.8204	-11.3681	-11.6764	-11.865	-12.058	-12.3483	-12.7876
25.6348	9.94847	10.0848	10.2316	10.3858	10.5453	10.7079	10.8713	11.0327	11.1886	11.3347
26.3672	18.0708	18.1947	18.3086	18.4101	18.4973	18.5685	18.6221	18.657	18.672	18.6663
27.0996	18.5651	18.639	18.7083	18.7705	18.8239	18.8667	18.8974	18.9152	18.9195	18.9104
27.832	17.488	17.5535	17.6339	17.7267	17.8296	17.9408	18.0585	18.1813	18.3076	18.4356
29.2969	9.97201	10.0318	10.034	9.98461	9.8903	9.759	9.60001	9.42405	9.24293	9.06862
30.0293	19.9579	19.9029	19.8231	19.7196	19.5937	19.4471	19.2821	19.1014	18.9088	18.709
31.4941	23.7717	23.7584	23.7271	23.6779	23.6109	23.5269	23.4268	23.3122	23.1856	23.05
32.2266	28.2025	28.213	28.2171	28.2148	28.206	28.1907	28.1688	28.1404	28.1058	28.0653
33.6914	32.2354	32.2219	32.212	32.2062	32.2049	32.2082	32.2162	32.2287	32.2454	32.2659
34.4238	32.1457	32.14	32.1366	32.1358	32.1377	32.1424	32.1498	32.1595	32.1712	32.1843
35.8887	33.796	33.7769	33.7549	33.7306	33.7042	33.6763	33.6473	33.6176	33.588	33.5589
37.3535	35.9303	35.9112	35.8873	35.8593	35.8277	35.7931	35.7561	35.7177	35.6785	35.6396
38.8184	38.7948	38.7771	38.7566	38.7335	38.7084	38.6817	38.6539	38.6255	38.597	38.569
39.5508	39.9487	39.9297	39.9064	39.8792	39.8488	39.8154	39.7799	39.7426	39.7046	39.6665
41.0156	42.5757	42.5545	42.5284	42.4978	42.4634	42.4259	42.386	42.3444	42.3023	42.2606
42.4805	44.8441	44.8447	44.8489	44.8565	44.8675	44.8816	44.8986	44.9179	44.9391	44.9615
43.9453	45.8603	45.8428	45.8243	45.8052	45.7861	45.7675	45.7499	45.7338	45.7199	45.7087
45.4102	48.2087	48.1944	48.179	48.163	48.1467	48.1307	48.1153	48.1011	48.0885	48.078
47.6074	51.2574	51.2452	51.2313	51.2161	51.2002	51.184	51.1678	51.1522	51.1375	51.1242
49.0723	53.1444	53.1326	53.1192	53.1047	53.0894	53.0738	53.0584	53.0435	53.0295	53.017
