"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	70.8059	20.5078	70.9035	20.5078	70.6223	20.5078	71.2023	20.5078	73.239	20.5078	71.2783
23.4375	71.101	23.4375	70.276	23.4375	70.7413	23.4375	70.7638	23.4375	71.6016	23.4375	70.8507
26.3672	61.1026	26.3672	57.1396	26.3672	60.1017	26.3672	58.3056	26.3672	60.6825	26.3672	59.4421
29.2969	68.6471	29.2969	69.4361	29.2969	68.6048	29.2969	69.5422	29.2969	72.6637	29.2969	69.7327
32.2266	73.4221	32.2266	73.5037	32.2266	73.2429	32.2266	73.7872	32.2266	75.9156	32.2266	73.893
35.1563	73.6996	35.1563	73.4249	35.1563	73.4388	35.1563	73.7995	35.1563	75.4987	35.1563	73.8925
38.0859	73.938	38.0859	73.7795	38.0859	73.7211	38.0859	74.1025	38.0859	75.7107	38.0859	74.1736
41.0156	76.8791	41.0156	76.8625	41.0156	76.711	41.0156	77.1445	41.0156	78.617	41.0156	77.1744
43.9453	78.9967	43.9453	78.8448	43.9453	78.7968	43.9453	79.1815	43.9453	80.3947	43.9453	79.1856
46.875	79.6605	46.875	79.4447	46.875	79.444	46.875	79.8035	46.875	80.8274	46.875	79.7878
49.8047	80.0594	49.8047	79.7799	49.8047	79.8401	49.8047	80.1431	49.8047	80.9329	49.8047	80.1144
52.7344	80.8979	52.7344	80.5808	52.7344	80.6836	52.7344	80.9357	52.7344	81.5271	52.7344	80.8991
55.6641	81.8436	55.6641	81.5291	55.6641	81.6311	55.6641	81.8857	55.6641	82.4218	55.6641	81.8404
58.5938	82.3196	58.5938	81.9925	58.5938	82.0944	58.5938	82.3726	58.5938	82.8929	58.5938	82.3154
61.5234	82.4198	61.5234	82.0983	61.5234	82.1986	61.5234	82.4699	61.5234	82.9266	61.5234	82.4074
64.4531	82.4903	64.4531	82.0959	64.4531	82.26	64.4531	82.478	64.4531	82.7815	64.4531	82.4158
67.3828	82.7762	67.3828	82.3135	67.3828	82.5443	67.3828	82.6932	67.3828	82.8194	67.3828	82.6359
70.3125	83.0816	70.3125	82.6108	70.3125	82.8396	70.3125	83.0003	70.3125	83.1157	70.3125	82.9374
73.2422	83.2261	73.2422	82.8006	73.2422	82.9891	73.2422	83.1964	73.2422	83.3667	73.2422	83.1211
76.1719	83.4018	76.1719	83.0246	76.1719	83.1765	76.1719	83.4032	76.1719	83.5945	76.1719	83.3236
79.1016	83.3414	79.1016	83.0116	79.1016	83.1187	79.1016	83.3897	79.1016	83.6722	79.1016	83.3045
82.0313	83.2872	82.0313	82.9526	82.0313	83.0731	82.0313	83.313	82.0313	83.5515	82.0313	83.2349
84.9609	83.3106	84.9609	82.8997	84.9609	83.0936	84.9609	83.2555	84.9609	83.3389	84.9609	83.1889
87.8906	83.1013	87.8906	82.6994	87.8906	82.8825	87.8906	83.0588	87.8906	83.1609	87.8906	82.9888
90.8203	82.7712	90.8203	82.3377	90.8203	82.5079	90.8203	82.7675	90.8203	83.0441	90.8203	82.685
93.75	83.3813	93.75	82.8104	93.75	83.1548	93.75	83.1738	93.75	82.9852	93.75	83.1315
96.6797	83.5769	96.6797	82.9837	96.6797	83.3442	96.6797	83.3602	96.6797	83.0508	96.6797	83.3051
102.539	83.5509	102.539	83.1142	102.539	83.3295	102.539	83.4728	102.539	83.3907	102.539	83.3942
105.469	83.4611	105.469	83.0744	105.469	83.2483	105.469	83.4252	105.469	83.4267	105.469	83.3432
108.398	83.3523	108.398	82.9839	108.398	83.1423	108.398	83.3222	108.398	83.3819	108.398	83.247
111.328	83.2737	111.328	82.8589	111.328	83.0534	111.328	83.2079	111.328	83.2602	111.328	83.1415
117.188	83.3455	117.188	82.8188	117.188	83.1051	117.188	83.1735	117.188	83.1264	117.188	83.1306
120.117	83.3683	120.117	82.7849	120.117	83.1162	120.117	83.1545	120.117	83.0742	120.117	83.1193
125.977	83.5606	125.977	82.895	125.977	83.3212	125.977	83.2629	125.977	82.9671	125.977	83.2405
128.906	83.592	128.906	82.9319	128.906	83.3767	128.906	83.276	128.906	82.8142	128.906	83.2525
134.766	83.2234	134.766	82.6048	134.766	82.9807	134.766	82.9653	134.766	82.6611	134.766	82.9261
137.695	83.2631	137.695	82.5549	137.695	82.9738	137.695	82.9646	137.695	82.7552	137.695	82.9339
143.555	83.3315	143.555	82.5157	143.555	83.0374	143.555	82.9195	143.555	82.5537	143.555	82.9166
149.414	83.2987	149.414	82.4116	149.414	82.9917	149.414	82.8632	149.414	82.5009	149.414	82.8616
155.273	83.3594	155.273	82.3868	155.273	83.065	155.273	82.8404	155.273	82.3235	155.273	82.8601
158.203	83.4769	158.203	82.4708	158.203	83.1738	158.203	82.9287	158.203	82.371	158.203	82.9534
164.063	83.7788	164.063	82.7586	164.063	83.4855	164.063	83.1826	164.063	82.5267	164.063	83.2237
169.922	83.1734	169.922	82.3831	169.922	82.9299	169.922	82.755	169.922	82.2971	169.922	82.7625
175.781	83.1741	175.781	82.2687	175.781	82.8953	175.781	82.6412	175.781	82.2171	175.781	82.689
181.641	83.265	181.641	82.18	181.641	82.9623	181.641	82.5955	181.641	82.0097	181.641	82.6724
190.43	83.2361	190.43	82.2096	190.43	82.9626	190.43	82.6089	190.43	81.923	190.43	82.6683
196.289	83.1573	196.289	82.1022	196.289	82.8651	196.289	82.4883	196.289	81.9479	196.289	82.5756
202.148	83.1947	202.148	82.1138	202.148	82.9523	202.148	82.4471	202.148	81.7726	202.148	82.5745
210.938	83.2126	210.938	82.1678	210.938	82.9899	210.938	82.458	210.938	81.6459	210.938	82.5857
216.797	83.1039	216.797	82.1159	216.797	82.8711	216.797	82.3692	216.797	81.6643	216.797	82.4994
225.586	83.3005	225.586	82.0857	225.586	83.0587	225.586	82.385	225.586	81.5064	225.586	82.5697
