"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	71.8003
23.4375	71.0412
26.3672	59.7971
29.2969	70.5732
32.2266	74.4345
35.1563	74.3135
38.0859	74.5723
41.0156	77.5432
43.9453	79.4913
46.875	80.0497
49.8047	80.3181
52.7344	81.0535
55.6641	81.9832
58.5938	82.4588
61.5234	82.537
64.4531	82.5086
67.3828	82.6855
70.3125	82.9862
73.2422	83.1852
76.1719	83.3933
79.1016	83.3984
82.0313	83.3165
84.9609	83.2309
87.8906	83.0365
90.8203	82.7805
93.75	83.1096
96.6797	83.2566
102.539	83.402
105.469	83.3706
108.398	83.2874
111.328	83.179
117.188	83.1416
120.117	83.1222
125.977	83.1918
128.906	83.1641
134.766	82.8798
137.695	82.91
143.555	82.8533
149.414	82.7985
155.273	82.7591
158.203	82.8431
164.063	83.0889
169.922	82.6706
175.781	82.6038
181.641	82.5522
190.43	82.5187
196.289	82.4591
202.148	82.4244
210.938	82.4054
216.797	82.3383
225.586	82.3662
234.375	82.4195
240.234	82.2929
249.023	82.1624
257.813	82.502
266.602	82.0962
278.32	82.089
287.109	82.2347
295.898	82.1633
307.617	82.3705
319.336	82.2599
331.055	82.1724
342.773	82.0031
354.492	82.2049
366.211	82.3521
377.93	82.5644
392.578	82.1258
407.227	81.9707
421.875	82.6543
436.523	82.9414
451.172	83.718
465.82	83.9084
483.398	83.7261
500.977	83.8813
518.555	83.9791
536.133	84.2169
553.711	84.2282
574.219	84.6123
594.727	84.3504
615.234	84.3914
638.672	84.8547
659.18	84.659
682.617	84.8305
706.055	84.8352
732.422	84.4798
758.789	84.5919
785.156	84.3131
811.523	84.1357
840.82	84.2363
870.117	84.1438
902.344	84.4337
931.641	84.5001
966.797	84.8444
999.023	84.7573
1,034.18	84.6876
1,072.27	84.4989
1,110.35	84.1261
1,148.44	83.9736
1,189.45	84.0227
1,230.47	83.9479
1,274.41	83.6823
1,318.36	83.0377
1,365.23	82.4473
1,415.04	82.041
1,464.84	81.9016
1,514.65	81.9462
1,570.31	81.9638
1,623.05	81.2498
1,681.64	81.2532
1,740.23	81.9028
1,801.76	82.5408
1,866.21	82.5854
1,930.66	81.7929
2,000.98	82.1985
2,071.29	82.8102
2,144.53	82.3324
2,217.77	81.6341
2,296.88	81.8855
2,378.91	82.4508
2,460.94	81.9504
2,548.83	81.6381
2,639.65	81.7716
2,733.4	81.5244
2,827.15	81.4928
2,926.76	81.2354
3,032.23	80.8476
3,137.7	80.9182
3,249.02	80.767
3,363.28	80.5737
3,483.4	80.6234
3,606.45	80.6089
3,732.42	80.4457
3,864.26	80.7301
3,999.02	80.7624
4,139.65	81.0553
4,286.13	81.4946
4,438.48	81.3069
4,593.75	81.5027
4,757.81	81.1907
4,924.8	81.2031
5,097.66	81.046
5,279.3	80.8627
5,463.87	80.8412
5,657.23	80.3758
5,856.45	80.3623
6,061.52	80.3263
6,275.39	80.3436
6,498.05	80.3294
6,726.56	80.436
6,963.87	80.5757
7,209.96	80.4794
7,464.84	80.2882
7,728.52	80.2534
8,000.98	80.6635
8,282.23	80.9877
8,575.2	80.9526
8,876.95	80.646
9,190.43	80.3697
9,512.7	80.3415
9,849.61	80.4438
10,195.3	80.5707
10,555.7	80.619
10,927.7	80.4361
11,314.5	80.1865
11,712.9	79.7922
12,126	79.653
12,553.7	79.6393
12,996.1	79.2865
13,453.1	78.8217
13,927.7	78.447
14,419.9	78.1088
14,929.7	77.8267
15,454.1	77.7975
15,999	77.3463
16,564.5	76.8016
17,147.5	78.9826
17,753.9	77.9592
18,377.9	76.9324
19,028.3	76.0263
19,699.2	75.2578
19,998	74.7344
