"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.3846	20.5078	57.5149	20.5078	57.9715
21.9727	53.9792	21.9727	51.9701	21.9727	53.0898
23.4375	45.0984	23.4375	46.5841	23.4375	45.9045
24.9023	56.2315	24.9023	54.834	24.9023	55.5887
26.3672	42.0596	26.3672	38.0706	26.3672	40.5078
27.832	52.0616	27.832	52.081	27.832	52.0713
29.2969	47.1948	29.2969	45.2341	29.2969	46.3242
30.7617	58.0467	30.7617	55.8404	30.7617	57.0822
32.2266	61.8404	32.2266	59.61	32.2266	60.8669
33.6914	64.9814	33.6914	63.2554	33.6914	64.2035
35.1562	68.6854	35.1562	66.808	35.1562	67.8474
36.6211	71.265	36.6211	69.4527	36.6211	70.4527
38.0859	74.4651	38.0859	72.8291	38.0859	73.7237
39.5508	77.0402	39.5508	75.2468	39.5508	76.2354
41.0156	80.2508	41.0156	78.7951	41.0156	79.5836
42.4805	81.9488	42.4805	80.6466	42.4805	81.3463
43.9453	83.9377	43.9453	82.6678	43.9453	83.349
45.4102	85.9435	45.4102	84.6361	45.4102	85.3388
46.875	87.7983	46.875	86.5311	46.875	87.2107
48.3398	89.5065	48.3398	88.2695	48.3398	88.9319
51.2695	92.353	51.2695	91.1702	51.2695	91.8017
52.7344	93.4899	52.7344	92.3479	52.7344	92.9563
54.1992	94.4654	54.1992	93.3509	54.1992	93.9438
55.6641	95.2953	55.6641	94.1846	55.6641	94.7754
58.5938	96.5468	58.5938	95.4503	58.5938	96.0331
60.0586	97.0846	60.0586	96.004	60.0586	96.5779
62.9883	97.9174	62.9883	96.8805	62.9883	97.4298
64.4531	98.2358	64.4531	97.2203	64.4531	97.7576
67.3828	98.7778	67.3828	97.7696	67.3828	98.3029
68.8477	99.0147	68.8477	98.0199	68.8477	98.5457
71.7773	99.4542	71.7773	98.4857	71.7773	98.9969
74.707	99.8183	74.707	98.8684	74.707	99.3693
77.6367	100.132	77.6367	99.1845	77.6367	99.684
79.1016	100.272	79.1016	99.3187	79.1016	99.8214
82.0312	100.447	82.0312	99.4892	82.0312	99.9942
84.9609	100.55	84.9609	99.6482	84.9609	100.122
87.8906	100.703	87.8906	99.7952	87.8906	100.273
90.8203	100.91	90.8203	99.9409	90.8203	100.452
95.2148	100.818	95.2148	99.8591	95.2148	100.365
98.1445	100.949	98.1445	99.9604	98.1445	100.483
101.074	100.854	101.074	99.8751	101.074	100.392
105.469	100.824	105.469	99.8426	105.469	100.361
108.398	100.794	108.398	99.8216	108.398	100.335
112.793	100.711	112.793	99.7385	112.793	100.252
117.188	100.71	117.188	99.6948	117.188	100.232
120.117	100.694	120.117	99.6971	120.117	100.224
124.512	100.499	124.512	99.5161	124.512	100.035
128.906	100.183	128.906	99.1803	128.906	99.7103
133.301	100.102	133.301	99.0637	133.301	99.6139
139.16	99.8873	139.16	98.8518	139.16	99.4003
143.555	99.7801	143.555	98.7125	143.555	99.279
147.949	99.7264	147.949	98.6203	147.949	99.2085
153.809	99.4371	153.809	98.3923	153.809	98.9461
159.668	99.3187	159.668	98.2892	159.668	98.8344
165.527	99.2318	165.527	98.2153	165.527	98.7532
171.387	99.1349	171.387	98.0123	171.387	98.6098
177.246	99.0119	177.246	97.858	177.246	98.4732
183.105	98.8282	183.105	97.7033	183.105	98.3021
188.965	98.6308	188.965	97.5553	188.965	98.1263
196.289	98.6388	196.289	97.5492	196.289	98.1281
203.613	98.589	203.613	97.421	203.613	98.0442
210.938	98.4418	210.938	97.406	210.938	97.9547
218.262	98.2483	218.262	97.2001	218.262	97.7558
225.586	98.2231	225.586	97.1307	225.586	97.7112
232.91	98.2664	232.91	97.1558	232.91	97.7465
241.699	98.0495	241.699	96.7959	241.699	97.4678
250.488	98.3144	250.488	96.7696	250.488	97.6103
259.277	98.3638	259.277	96.996	259.277	97.7335
268.066	98.273	268.066	96.599	268.066	97.5161
276.855	98.298	276.855	96.8645	276.855	97.6401
287.109	97.9372	287.109	96.8125	287.109	97.4111
297.363	98.1241	297.363	97.1115	297.363	97.6472
307.617	98.1074	307.617	96.7447	307.617	97.4793
319.336	98.0977	319.336	96.645	319.336	97.4318
329.59	97.5837	329.59	96.2954	329.59	96.9871
341.309	97.7805	341.309	96.1965	341.309	97.0603
353.027	97.8878	353.027	96.2806	353.027	97.1581
366.211	97.8925	366.211	96.3169	366.211	97.1758
379.395	98.3626	379.395	96.8145	379.395	97.6572
392.578	98.0159	392.578	96.3873	392.578	97.2775
405.762	97.738	405.762	96.2395	405.762	97.0531
420.41	98.0658	420.41	96.7616	420.41	97.4625
435.059	97.6683	435.059	96.0092	435.059	96.9175
451.172	98.8039	451.172	96.1227	451.172	97.667
465.82	98.4879	465.82	96.3978	465.82	97.5674
483.398	98.0664	483.398	96.6136	483.398	97.4005
499.512	98.2891	499.512	96.5799	499.512	97.518
517.09	98.1269	517.09	96.2647	517.09	97.2948
536.133	97.7858	536.133	95.3883	536.133	96.7505
555.176	98.3425	555.176	96.2034	555.176	97.4033
574.219	99.0324	574.219	96.6331	574.219	97.9964
594.727	98.996	594.727	96.4144	594.727	97.8943
615.234	99.5596	615.234	96.6176	615.234	98.3331
637.207	99.1124	637.207	96.5898	637.207	98.0317
659.18	98.2611	659.18	95.7159	659.18	97.1724
682.617	97.7096	682.617	94.8405	682.617	96.5078
707.52	97.6558	707.52	93.529	707.52	96.0652
732.422	97.6207	732.422	93.621	732.422	96.0659
757.324	98.6695	757.324	93.8197	757.324	96.8891
785.156	98.9337	785.156	94.6204	785.156	97.2919
811.523	98.6664	811.523	94.911	811.523	97.1825
840.82	98.9481	840.82	95.5825	840.82	97.5835
870.117	98.8252	870.117	95.3788	870.117	97.4353
900.879	99.8324	900.879	95.358	900.879	98.1476
933.105	100.114	933.105	95.265	933.105	98.3339
965.332	100.32	965.332	92.7019	965.332	98.0028
1,000.49	98.6915	1,000.49	89.9669	1,000.49	96.2279
1,035.64	97.3553	1,035.64	91.4283	1,035.64	95.333
1,072.27	94.7459	1,072.27	93.8335	1,072.27	94.3136
1,108.89	89.3785	1,108.89	98.4188	1,108.89	95.919
1,148.44	91.4642	1,148.44	99.5044	1,148.44	97.1275
1,189.45	94.2409	1,189.45	99.4781	1,189.45	97.6053
1,230.47	97.3593	1,230.47	98.2243	1,230.47	97.8133
1,274.41	97.5296	1,274.41	95.1404	1,274.41	96.4973
1,319.82	97.801	1,319.82	93.163	1,319.82	96.0738
1,366.7	98.8031	1,366.7	95.2854	1,366.7	97.3911
1,413.57	98.0139	1,413.57	97.0887	1,413.57	97.5759
1,463.38	98.0776	1,463.38	95.6994	1,463.38	97.0493
1,516.11	97.2399	1,516.11	95.3088	1,516.11	96.3808
1,568.85	96.808	1,568.85	95.0765	1,568.85	96.028
1,624.51	96.2533	1,624.51	94.0655	1,624.51	95.2957
1,681.64	95.8585	1,681.64	94.603	1,681.64	95.2759
1,741.7	95.787	1,741.7	92.6943	1,741.7	94.5103
1,803.22	95.4629	1,803.22	90.8583	1,803.22	93.7443
1,866.21	95.7174	1,866.21	89.5991	1,866.21	93.6568
1,932.13	95.0515	1,932.13	93.037	1,932.13	94.16
1,999.51	94.2881	1,999.51	93.4421	1,999.51	93.8856
2,069.82	92.863	2,069.82	93.8131	2,069.82	93.364
2,143.07	91.2353	2,143.07	93.3243	2,143.07	92.4042
2,219.24	89.9532	2,219.24	93.0121	2,219.24	91.7466
2,296.88	88.1178	2,296.88	89.4626	2,296.88	88.842
2,378.91	89.7633	2,378.91	83.3622	2,378.91	87.6486
2,462.4	91.2647	2,462.4	82.0603	2,462.4	88.747
2,548.83	91.031	2,548.83	79.6948	2,548.83	88.3288
2,639.65	91.2692	2,639.65	83.4126	2,639.65	88.9177
2,731.93	92.1322	2,731.93	85.8674	2,731.93	90.0433
2,828.61	92.5336	2,828.61	88.7831	2,828.61	91.0513
2,928.22	93.204	2,928.22	90.2741	2,928.22	91.9816
3,030.76	93.2677	3,030.76	90.6628	3,030.76	92.1577
3,137.7	93.5264	3,137.7	91.695	3,137.7	92.7065
3,249.02	94.5838	3,249.02	92.4132	3,249.02	93.6327
3,363.28	94.6016	3,363.28	93.1346	3,363.28	93.9298
3,481.93	95.1452	3,481.93	93.9415	3,481.93	94.5849
3,604.98	94.9863	3,604.98	94.0992	3,604.98	94.5654
3,732.42	94.3071	3,732.42	95.2956	3,732.42	94.8294
3,864.26	94.7484	3,864.26	95.8784	3,864.26	95.3501
4,000.49	94.5667	4,000.49	95.6889	4,000.49	95.164
4,141.11	95.3236	4,141.11	96.3992	4,141.11	95.8947
4,287.6	95.8897	4,287.6	96.0462	4,287.6	95.9687
4,438.48	96.2246	4,438.48	96.0103	4,438.48	96.1188
4,595.21	96.7258	4,595.21	95.2936	4,595.21	96.0685
4,756.35	97.3284	4,756.35	95.5632	4,756.35	96.5349
4,924.8	96.6491	4,924.8	95.6591	4,924.8	96.1823
5,097.66	97.3568	5,097.66	95.5659	5,097.66	96.553
5,277.83	97.6564	5,277.83	95.5105	5,277.83	96.7147
5,463.87	97.641	5,463.87	95.5486	5,463.87	96.7196
5,657.23	97.5464	5,657.23	95.2123	5,657.23	96.5343
5,856.45	97.3637	5,856.45	95.0679	5,856.45	96.3658
6,062.99	97.6871	6,062.99	94.3934	6,062.99	96.3452
6,276.86	97.5367	6,276.86	94.1717	6,276.86	96.1722
6,498.05	97.0094	6,498.05	93.7307	6,498.05	95.6724
6,726.56	96.8229	6,726.56	93.4514	6,726.56	95.4564
6,963.87	96.5962	6,963.87	93.2218	6,963.87	95.2288
7,209.96	96.4232	7,209.96	93.0507	7,209.96	95.0564
7,464.84	95.8093	7,464.84	92.8222	7,464.84	94.5676
7,727.05	95.4194	7,727.05	92.216	7,727.05	94.1066
7,999.51	95.5642	7,999.51	91.9625	7,999.51	94.1265
8,282.23	95.8911	8,282.23	91.3114	8,282.23	94.1789
8,573.73	96.1184	8,573.73	90.6649	8,573.73	94.1967
8,876.95	95.8836	8,876.95	90.0039	8,876.95	93.8709
9,188.96	95.5662	9,188.96	89.2799	9,188.96	93.4731
9,514.16	95.1354	9,514.16	88.6075	9,514.16	92.9974
9,849.61	94.8041	9,849.61	87.9786	9,849.61	92.6134
10,196.8	94.3479	10,196.8	86.8914	10,196.8	92.055
10,555.7	93.8458	10,555.7	85.4038	10,555.7	91.4165
10,927.7	93.2546	10,927.7	85.1252	10,927.7	90.8658
11,313	92.5705	11,313	85.4237	11,313	90.3262
11,712.9	92.6788	11,712.9	85.6663	11,712.9	90.4566
12,126	92.8568	12,126	86.9224	12,126	90.833
12,553.7	93.4832	12,553.7	87.341	12,553.7	91.4179
12,996.1	94.0988	12,996.1	87.5476	12,996.1	91.9566
13,454.6	94.0848	13,454.6	87.4401	13,454.6	91.9258
13,929.2	93.6917	13,929.2	87.0996	13,929.2	91.542
14,419.9	92.8617	14,419.9	86.9848	14,419.9	90.8497
14,928.2	92.1153	14,928.2	86.5238	14,928.2	90.1634
15,455.6	91.3993	15,455.6	86.0643	15,455.6	89.5041
16,000.5	91.3816	16,000.5	85.139	16,000.5	89.2969
16,564.5	90.9117	16,564.5	83.7652	16,564.5	88.6674
17,148.9	90.4087	17,148.9	82.0111	17,148.9	87.985
17,752.4	89.6088	17,752.4	79.8014	17,752.4	87.0303
18,379.4	88.9054	18,379.4	77.0126	18,379.4	86.1672
19,026.9	88.1234	19,026.9	74.4509	19,026.9	85.2956
19,697.8	86.8913	19,697.8	74.3835	19,697.8	84.1182
19,999.5	86.0981	19,999.5	74.5405	19,999.5	83.3811
