"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	58.4884
21.9727	53.3526
23.4375	47.0871
24.9023	55.8071
26.3672	41.1782
27.832	52.4882
29.2969	46.8587
30.7617	57.2248
32.2266	60.8801
33.6914	64.3094
35.1562	67.9167
36.6211	70.411
38.0859	73.7147
39.5508	76.1858
41.0156	79.5709
42.4805	81.3325
43.9453	83.323
45.4102	85.2964
46.875	87.1654
48.3398	88.8853
51.2695	91.7494
52.7344	92.903
54.1992	93.8882
55.6641	94.7086
58.5938	95.952
60.0586	96.4987
62.9883	97.3406
64.4531	97.6752
67.3828	98.2254
68.8477	98.4706
71.7773	98.9275
74.707	99.2964
77.6367	99.5997
79.1016	99.7338
82.0312	99.9028
84.9609	100.043
87.8906	100.222
90.8203	100.34
95.2148	100.325
98.1445	100.393
101.074	100.324
105.469	100.268
108.398	100.23
112.793	100.165
117.188	100.076
120.117	100.023
124.512	99.8637
128.906	99.6106
133.301	99.4901
139.16	99.2849
143.555	99.1718
147.949	99.0518
153.809	98.7854
159.668	98.6787
165.527	98.603
171.387	98.4283
177.246	98.2833
183.105	98.1032
188.965	97.929
196.289	97.884
203.613	97.7623
210.938	97.6769
218.262	97.497
225.586	97.4402
232.91	97.3723
241.699	97.1199
250.488	97.2051
259.277	97.2837
268.066	97.0738
276.855	97.1389
287.109	96.9361
297.363	97.0659
307.617	96.9064
319.336	96.7948
329.59	96.4773
341.309	96.4854
353.027	96.57
366.211	96.5439
379.395	96.958
392.578	96.6259
405.762	96.3871
420.41	96.7295
435.059	96.3044
451.172	96.79
465.82	96.8397
483.398	96.7856
499.512	96.7468
517.09	96.5869
536.133	96.2076
555.176	96.9429
574.219	97.2776
594.727	97.1992
615.234	97.4974
637.207	97.361
659.18	96.6548
682.617	96.5136
707.52	96.5227
732.422	96.1339
757.324	96.3306
785.156	96.2133
811.523	96.1745
840.82	96.5058
870.117	96.8417
900.879	97.5983
933.105	97.621
965.332	96.8883
1,000.49	94.4023
1,035.64	93.1084
1,072.27	91.4908
1,108.89	92.9355
1,148.44	95.1607
1,189.45	95.8472
1,230.47	97.2531
1,274.41	96.6343
1,319.82	96.246
1,366.7	96.6583
1,413.57	96.5818
1,463.38	95.9202
1,516.11	95.0173
1,568.85	94.5945
1,624.51	94.7098
1,681.64	94.8211
1,741.7	94.5362
1,803.22	93.8511
1,866.21	93.0051
1,932.13	92.6672
1,999.51	93.3737
2,069.82	93.8603
2,143.07	94.2068
2,219.24	93.4707
2,296.88	93.4542
2,378.91	94.3266
2,462.4	95.4937
2,548.83	95.6259
2,639.65	94.6714
2,731.93	94.1762
2,828.61	94.689
2,928.22	95.4611
3,030.76	95.8653
3,137.7	95.6707
3,249.02	95.2987
3,363.28	95.1182
3,481.93	95.2507
3,604.98	95.4888
3,732.42	95.9058
3,864.26	95.0339
4,000.49	94.754
4,141.11	95.3522
4,287.6	95.2956
4,438.48	95.4687
4,595.21	95.2138
4,756.35	95.5173
4,924.8	95.6627
5,097.66	95.2508
5,277.83	95.0906
5,463.87	95.2999
5,657.23	95.0705
5,856.45	94.5473
6,062.99	95.2892
6,276.86	94.7005
6,498.05	94.9431
6,726.56	95.0943
6,963.87	94.5889
7,209.96	94.9574
7,464.84	94.5032
7,727.05	94.6793
7,999.51	94.4728
8,282.23	94.6597
8,573.73	94.8369
8,876.95	94.7654
9,188.96	94.6463
9,514.16	94.7117
9,849.61	94.7239
10,196.8	94.9654
10,555.7	94.9124
10,927.7	94.8035
11,313	94.3872
11,712.9	93.8941
12,126	93.6924
12,553.7	93.5564
12,996.1	93.5319
13,454.6	93.6286
13,929.2	93.6694
14,419.9	93.5948
14,928.2	93.3368
15,455.6	93.0875
16,000.5	92.7728
16,564.5	92.2367
17,148.9	91.7604
17,752.4	91.4184
18,379.4	91.1863
19,026.9	91.1156
19,697.8	90.9291
19,999.5	90.7779
