"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	52.6413
21.9727	54.4672
23.4375	56.0646
24.9023	58.2941
26.3672	60.0987
27.832	61.9249
29.2969	63.6775
30.7617	65.4192
32.2266	67.2562
33.6914	68.8255
35.1563	70.4912
36.6211	72.0472
38.0859	73.4556
39.5508	74.8306
41.0156	75.8858
42.4805	76.7968
43.9453	77.7192
45.4102	78.372
46.875	78.8398
48.3398	79.2328
51.2695	80.0372
52.7344	80.3054
54.1992	80.5701
55.6641	80.8258
58.5938	81.3007
60.0586	81.513
62.9883	82.0223
64.4531	82.1926
67.3828	82.3915
68.8477	82.4001
71.7773	82.6552
74.707	82.9526
77.6367	82.8206
79.1016	82.7854
82.0313	82.9822
84.9609	83.1397
87.8906	82.9559
90.8203	82.5029
95.2148	83.526
98.1445	82.9471
101.074	83.1172
105.469	83.1487
108.398	83.2017
112.793	83.398
117.188	83.3907
120.117	83.4253
124.512	83.0655
128.906	82.6768
133.301	82.6413
139.16	82.5852
143.555	82.463
147.949	82.3489
153.809	82.2734
159.668	82.3264
165.527	82.307
171.387	82.2675
177.246	82.2013
183.105	82.1025
188.965	82.1732
196.289	82.3975
203.613	82.3036
210.938	82.3383
218.262	82.4956
225.586	82.6482
232.91	82.9289
241.699	83.0667
250.488	83.3125
259.277	83.5928
268.066	83.3622
276.855	83.4708
287.109	83.3845
297.363	83.1746
307.617	83.4343
319.336	83.0639
329.59	83.0773
341.309	82.5467
353.027	82.4071
366.211	82.5469
379.395	82.7385
392.578	82.2374
405.762	82.1084
420.41	82.4757
435.059	82.2527
451.172	82.4003
465.82	82.1182
483.398	81.918
499.512	82.1601
517.09	81.8167
536.133	81.8926
555.176	82.2228
574.219	82.3459
594.727	82.0104
615.234	82.2414
637.207	82.4858
659.18	82.8186
682.617	82.6218
707.52	82.8472
732.422	82.682
757.324	82.2903
785.156	82.3294
811.523	82.4135
840.82	82.3449
870.117	82.3571
900.879	82.4048
933.105	82.5629
965.332	82.3391
1,000.49	82.3323
1,035.64	81.9904
1,072.27	81.6164
1,108.89	81.3999
1,148.44	81.2768
1,189.45	81.2455
1,230.47	81.856
1,274.41	82.1385
1,319.82	82.2351
1,366.7	82.2552
1,413.57	82.1476
1,463.38	82.5216
1,516.11	82.3779
1,568.85	82.3677
1,624.51	82.1442
1,681.64	81.1511
1,741.7	81.239
1,803.22	81.6414
1,866.21	81.8068
1,932.13	81.4905
1,999.51	81.3934
2,069.82	82.1208
2,143.07	81.7049
2,219.24	80.946
2,296.88	80.9441
2,378.91	81.7691
2,462.4	81.2282
2,548.83	80.8194
2,639.65	80.8898
2,731.93	80.6092
2,828.61	79.9553
2,928.22	79.5745
3,030.76	79.3761
3,137.7	79.4545
3,249.02	79.358
3,363.28	79.2982
3,481.93	79.1232
3,604.98	79.1488
3,732.42	78.8464
3,864.26	78.9996
4,000.49	78.8727
4,141.11	79.0399
4,287.6	79.0796
4,438.48	78.9271
4,595.21	77.9481
4,756.35	77.6358
4,924.8	77.4148
5,097.66	77.9365
5,277.83	78.4492
5,463.87	78.5195
5,657.23	78.6486
5,856.45	78.9816
6,062.99	79.0261
6,276.86	79.2149
6,498.05	78.9232
6,726.56	78.8085
6,963.87	78.4496
7,209.96	78.0338
7,464.84	77.3538
7,727.05	76.9129
7,999.51	76.4865
8,282.23	76.9273
8,573.73	77.6189
8,876.95	77.9187
9,188.96	78.3228
9,514.16	78.3288
9,849.61	78.2304
10,196.8	77.9866
10,555.7	78.0719
10,927.7	78.7405
11,313	78.682
11,712.9	78.5443
12,126	78.1741
12,553.7	77.8141
12,996.1	77.2299
13,454.6	76.9009
13,929.2	76.4543
14,419.9	75.9391
14,928.2	75.8434
15,455.6	75.8213
16,000.5	75.3085
16,564.5	75.2843
17,148.9	76.4935
17,752.4	76.555
18,379.4	76.2068
19,026.9	75.2646
19,697.8	74.1263
19,999.5	73.8983
