"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-5.39898	20.5078	-1.4925
21.9727	-4.406	21.9727	-0.979913
23.4375	-4.06096	23.4375	-0.813252
24.9023	-4.15409	24.9023	-1.06281
26.3672	-3.37069	26.3672	-0.754114
27.832	-3.05928	27.832	-0.696299
29.2969	-2.82949	29.2969	-0.664999
30.7617	-2.45614	30.7617	-0.568636
32.2266	-2.48621	32.2266	-0.654233
33.6914	-2.25006	33.6914	-0.594287
35.1563	-2.14208	35.1563	-0.593441
36.6211	-2.00434	36.6211	-0.568996
38.0859	-1.98557	38.0859	-0.592849
39.5508	-1.79609	39.5508	-0.549268
41.0156	-1.59858	41.0156	-0.485312
42.4805	-1.56358	42.4805	-0.486843
43.9453	-1.46681	43.9453	-0.464845
45.4102	-1.38317	45.4102	-0.44486
46.875	-1.26812	46.875	-0.407729
48.3398	-1.35608	48.3398	-0.458095
51.2695	-1.18276	51.2695	-0.409029
52.7344	-1.13049	52.7344	-0.397443
54.1992	-1.06438	54.1992	-0.378367
55.6641	-1.03574	55.6641	-0.373987
58.5938	-0.916723	58.5938	-0.338275
60.0586	-0.848696	60.0586	-0.316176
62.9883	-0.794801	62.9883	-0.303414
64.4531	-0.767667	64.4531	-0.296748
67.3828	-0.699049	67.3828	-0.276447
68.8477	-0.646846	68.8477	-0.258138
71.7773	-0.54314	71.7773	-0.223302
74.707	-0.511663	74.707	-0.215807
77.6367	-0.472399	77.6367	-0.204972
79.1016	-0.40465	79.1016	-0.180193
82.0313	-0.29954	82.0313	-0.142589
84.9609	-0.252502	84.9609	-0.130954
87.8906	-0.395325	87.8906	-0.18615
90.8203	-1.08319	90.8203	-0.455371
95.2148	0.132449	95.2148	0.00843835
98.1445	-0.20539	98.1445	-0.119331
101.074	-0.13916	101.074	-0.0841467
105.469	-0.156854	105.469	-0.0910638
108.398	-0.0556904	108.398	-0.0508187
112.793	0.0105327	112.793	-0.0198075
117.188	0.0684773	117.188	0.00230694
120.117	0.0273354	120.117	-0.0159877
124.512	0.0953507	124.512	-0.00495847
128.906	0.144243	128.906	0.0112356
133.301	-0.0109886	133.301	-0.0300877
139.16	-6.36452e-05	139.16	-0.00228585
143.555	0.160012	143.555	0.0571309
147.949	0.260004	147.949	0.101289
153.809	0.436556	153.809	0.161971
159.668	0.485694	159.668	0.179388
165.527	0.439408	165.527	0.164957
171.387	0.422067	171.387	0.166092
177.246	0.517321	177.246	0.215139
183.105	0.603764	183.105	0.257416
188.965	0.744889	188.965	0.311023
196.289	0.822624	196.289	0.327947
203.613	0.872078	203.613	0.362944
210.938	1.04771	210.938	0.437189
218.262	1.06659	218.262	0.440831
225.586	1.18835	225.586	0.502777
232.91	1.3963	232.91	0.545192
241.699	1.41691	241.699	0.560375
250.488	1.56233	250.488	0.61287
259.277	1.53689	259.277	0.586218
268.066	1.55055	268.066	0.603307
276.855	1.70783	276.855	0.640235
287.109	1.69906	287.109	0.632922
297.363	1.75626	297.363	0.689437
307.617	1.73796	307.617	0.599004
319.336	1.90744	319.336	0.712714
329.59	1.90953	329.59	0.662026
341.309	1.64503	341.309	0.625221
353.027	2.12298	353.027	0.803201
366.211	2.35577	366.211	0.815621
379.395	2.03751	379.395	0.627881
392.578	1.79511	392.578	0.569588
405.762	2.28779	405.762	0.891519
420.41	2.28728	420.41	0.690883
435.059	2.0303	435.059	0.66575
451.172	2.2748	451.172	0.682992
465.82	2.11831	465.82	0.69412
483.398	2.5685	483.398	1.21913
499.512	3.2999	499.512	1.59521
517.09	2.98538	517.09	1.36672
536.133	3.10957	536.133	1.37353
555.176	3.13006	555.176	1.10318
574.219	2.97842	574.219	1.01167
594.727	2.80562	594.727	1.1349
615.234	3.41072	615.234	1.47144
637.207	3.66011	637.207	1.55345
659.18	3.8113	659.18	1.49987
682.617	3.80862	682.617	1.64637
707.52	4.23096	707.52	1.82019
732.422	4.11745	732.422	1.71024
757.324	4.15751	757.324	1.78588
785.156	4.15006	785.156	1.68391
811.523	4.53021	811.523	2.01065
840.82	4.39147	840.82	1.78435
870.117	4.16041	870.117	1.65287
900.879	4.2547	900.879	1.73275
933.105	4.17516	933.105	1.63728
965.332	3.94225	965.332	1.37947
1,000.49	3.96993	1,000.49	1.41862
1,035.64	4.03157	1,035.64	1.40851
1,072.27	4.01839	1,072.27	1.50019
1,108.89	3.82824	1,108.89	1.30278
1,148.44	3.71918	1,148.44	1.37038
1,189.45	3.99122	1,189.45	1.55297
1,230.47	4.58678	1,230.47	1.91179
1,274.41	4.67331	1,274.41	1.87408
1,319.82	4.48349	1,319.82	1.79235
1,366.7	4.4097	1,366.7	1.71825
1,413.57	4.17482	1,413.57	1.64311
1,463.38	4.64568	1,463.38	1.99738
1,516.11	5.05617	1,516.11	2.1731
1,568.85	5.55064	1,568.85	2.48413
1,624.51	6.00386	1,624.51	2.71841
1,681.64	5.60719	1,681.64	2.44914
1,741.7	6.11151	1,741.7	2.76254
1,803.22	6.54598	1,803.22	2.92211
1,866.21	6.80132	1,866.21	3.13297
1,932.13	6.39202	1,932.13	2.88884
1,999.51	6.39042	1,999.51	2.90616
2,069.82	7.22371	2,069.82	3.35498
2,143.07	7.04149	2,143.07	3.24271
2,219.24	6.58279	2,219.24	3.03578
2,296.88	6.55816	2,296.88	2.98197
2,378.91	6.4059	2,378.91	2.73701
2,462.4	6.22738	2,462.4	2.68165
2,548.83	5.83027	2,548.83	2.41709
2,639.65	5.96823	2,639.65	2.38143
2,731.93	5.91255	2,731.93	2.40153
2,828.61	5.57903	2,828.61	2.19096
2,928.22	5.49611	2,928.22	2.06668
3,030.76	5.11213	3,030.76	1.89407
3,137.7	4.78229	3,137.7	1.73926
3,249.02	4.46392	3,249.02	1.51073
3,363.28	4.54891	3,363.28	1.50935
3,481.93	4.58432	3,481.93	1.47172
3,604.98	5.21496	3,604.98	1.85275
3,732.42	5.51724	3,732.42	1.9786
3,864.26	5.95503	3,864.26	2.18188
4,000.49	6.46637	4,000.49	2.55628
4,141.11	7.11797	4,141.11	2.94144
4,287.6	7.42	4,287.6	3.0876
4,438.48	7.75509	4,438.48	3.20993
4,595.21	7.44138	4,595.21	3.02223
4,756.35	7.49401	4,756.35	3.02399
4,924.8	7.23477	4,924.8	3.07023
5,097.66	6.58286	5,097.66	2.69155
5,277.83	6.74335	5,277.83	2.76876
5,463.87	6.59439	5,463.87	2.6763
5,657.23	6.7296	5,657.23	2.72177
5,856.45	7.30377	5,856.45	3.03164
6,062.99	7.26803	6,062.99	2.97585
6,276.86	7.16512	6,276.86	2.86305
6,498.05	7.23207	6,498.05	2.94906
6,726.56	7.35811	6,726.56	2.93767
6,963.87	7.15372	6,963.87	2.72051
7,209.96	7.07983	7,209.96	2.67334
7,464.84	6.93593	7,464.84	2.61949
7,727.05	6.68004	7,727.05	2.47012
7,999.51	6.06159	7,999.51	2.08395
8,282.23	5.99454	8,282.23	2.07477
8,573.73	6.40485	8,573.73	2.43039
8,876.95	6.62645	8,876.95	2.57259
9,188.96	7.49865	9,188.96	3.112
9,514.16	7.98552	9,514.16	3.37171
9,849.61	8.23464	9,849.61	3.50645
10,196.8	8.17443	10,196.8	3.44354
10,555.7	8.05861	10,555.7	3.35559
10,927.7	9.04945	10,927.7	3.99095
11,313	9.63626	11,313	4.32593
11,712.9	9.90379	11,712.9	4.47987
12,126	9.93705	12,126	4.48137
12,553.7	9.4842	12,553.7	4.17406
12,996.1	9.07991	12,996.1	3.96981
13,454.6	8.85375	13,454.6	3.81001
13,929.2	9.02834	13,929.2	3.90193
14,419.9	8.99276	14,419.9	3.84825
14,928.2	8.89112	14,928.2	3.778
15,455.6	8.76711	15,455.6	3.70977
16,000.5	8.51032	16,000.5	3.57634
16,564.5	8.88804	16,564.5	3.83036
17,148.9	10.4503	17,148.9	4.72568
17,752.4	10.7643	17,752.4	4.92049
18,379.4	10.866	18,379.4	4.97676
19,026.9	11.0434	19,026.9	5.11892
19,697.8	11.2777	19,697.8	5.19746
19,999.5	11.3757	19,999.5	5.21233
