"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	49.6404	20.5078	46.7078	20.5078	48.4171
21.9727	51.1548	21.9727	51.0998	21.9727	51.1273
23.4375	56.2594	23.4375	55.4662	23.4375	55.8809
24.9023	58.6103	24.9023	58.0601	24.9023	58.3439
26.3672	61.5143	26.3672	61.1687	26.3672	61.3449
27.832	64.2522	27.832	63.6277	27.832	63.9511
29.2969	66.2144	29.2969	65.6148	29.2969	65.9249
30.7617	68.2176	30.7617	67.6423	30.7617	67.9395
32.2266	69.9621	32.2266	69.4388	32.2266	69.7084
33.6914	71.6536	33.6914	71.1044	33.6914	71.3877
35.1562	73.2946	35.1562	72.7718	35.1562	73.041
36.6211	74.6761	36.6211	74.1671	36.6211	74.4291
38.0859	75.9128	38.0859	75.4288	38.0859	75.6775
39.5508	77.0489	39.5508	76.5734	39.5508	76.8177
41.0156	78.0667	41.0156	77.6221	41.0156	77.8501
42.4805	79.0282	42.4805	78.6032	42.4805	78.8209
43.9453	79.7774	43.9453	79.3639	43.9453	79.5756
45.4102	80.5717	45.4102	80.1863	45.4102	80.3833
46.875	81.225	46.875	80.8639	46.875	81.0482
48.3398	81.8147	48.3398	81.4618	48.3398	81.6418
51.2695	82.8851	51.2695	82.5479	51.2695	82.7198
52.7344	83.3653	52.7344	83.0496	52.7344	83.2103
54.1992	83.8324	54.1992	83.5347	54.1992	83.6861
55.6641	84.2896	55.6641	84.0043	55.6641	84.1493
58.5938	84.9879	58.5938	84.6523	58.5938	84.8234
60.0586	85.3001	60.0586	84.9751	60.0586	85.1406
62.9883	85.858	62.9883	85.5459	62.9883	85.7047
64.4531	86.0988	64.4531	85.7906	64.4531	85.9474
67.3828	86.4856	67.3828	86.1736	67.3828	86.3324
68.8477	86.7047	68.8477	86.3855	68.8477	86.548
71.7773	87.1088	71.7773	86.794	71.7773	86.9543
74.707	87.4496	74.707	87.13	74.707	87.2927
77.6367	87.6443	77.6367	87.3205	77.6367	87.4854
79.1016	87.71	79.1016	87.362	79.1016	87.5395
82.0312	87.8076	82.0312	87.4551	82.0312	87.6349
84.9609	87.9493	84.9609	87.6124	84.9609	87.7841
87.8906	87.9301	87.8906	87.5686	87.8906	87.7531
90.8203	88.1341	90.8203	87.7312	90.8203	87.9373
95.2148	88.0052	95.2148	87.6246	95.2148	87.8191
98.1445	87.7805	98.1445	87.3638	98.1445	87.5772
101.074	87.6512	101.074	87.206	101.074	87.4343
105.469	87.895	105.469	87.486	105.469	87.6953
108.398	87.9144	108.398	87.6043	108.398	87.7621
112.793	87.9388	112.793	87.5503	112.793	87.7489
117.188	87.8328	117.188	87.3722	117.188	87.6086
120.117	87.912	120.117	87.4803	120.117	87.7015
124.512	87.6897	124.512	87.286	124.512	87.4926
128.906	87.2303	128.906	86.7623	128.906	87.0026
133.301	87.2328	133.301	86.7262	133.301	86.9868
139.16	87.0972	139.16	86.678	139.16	86.8927
143.555	86.8818	143.555	86.4527	143.555	86.6726
147.949	86.8839	147.949	86.3626	147.949	86.6311
153.809	86.9164	153.809	86.3161	153.809	86.6266
159.668	86.8599	159.668	86.3356	159.668	86.6056
165.527	86.7493	165.527	86.3128	165.527	86.5365
171.387	86.5722	171.387	86.1053	171.387	86.3451
177.246	86.6065	177.246	86.0858	177.246	86.354
183.105	86.3111	183.105	85.8171	183.105	86.0712
188.965	86.1121	188.965	85.6282	188.965	85.8769
196.289	86.2811	196.289	85.8025	196.289	86.0484
203.613	86.1265	203.613	85.7447	203.613	85.9398
210.938	86.3086	210.938	85.7222	210.938	86.0253
218.262	86.0383	218.262	85.5415	218.262	85.797
225.586	86.0667	225.586	85.4823	225.586	85.7843
232.91	86.1412	232.91	85.6768	232.91	85.9152
241.699	85.9747	241.699	85.4017	241.699	85.6976
250.488	86.119	250.488	85.3221	250.488	85.7388
259.277	86.3644	259.277	85.6938	259.277	86.042
268.066	85.9677	268.066	85.1936	268.066	85.5979
276.855	85.9753	276.855	85.4833	276.855	85.7363
287.109	86.0318	287.109	85.4031	287.109	85.7288
297.363	86.0044	297.363	85.1802	297.363	85.6118
307.617	86.2225	307.617	85.5642	307.617	85.9058
319.336	86.1222	319.336	85.6149	319.336	85.876
329.59	85.688	329.59	85.1506	329.59	85.4276
341.309	85.647	341.309	85.0066	341.309	85.3386
353.027	85.7229	353.027	84.9922	353.027	85.3729
366.211	85.5387	366.211	84.9293	366.211	85.2447
379.395	86.204	379.395	85.6698	379.395	85.9451
392.578	85.749	392.578	85.2611	392.578	85.5119
405.762	85.8549	405.762	85.0797	405.762	85.4846
420.41	85.8794	420.41	85	420.41	85.4619
435.059	85.2673	435.059	84.8007	435.059	85.0403
451.172	86.1242	451.172	84.8009	451.172	85.5127
465.82	85.9586	465.82	84.7988	465.82	85.4173
483.398	85.4984	483.398	85.0601	483.398	85.2848
499.512	85.1879	499.512	84.6016	499.512	84.9046
517.09	85.6299	517.09	84.6476	517.09	85.1665
536.133	85.6346	536.133	83.5743	536.133	84.7255
555.176	87.3214	555.176	84.1157	555.176	86.0078
574.219	87.7741	574.219	85.187	574.219	86.6704
594.727	86.3271	594.727	85.0589	594.727	85.7391
615.234	85.2691	615.234	84.7082	615.234	84.9977
637.207	85.0402	637.207	84.0967	637.207	84.594
659.18	84.1508	659.18	83.5463	659.18	83.8591
682.617	82.5708	682.617	83.6458	682.617	83.1414
