"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	46.7962	20.5078	46.7361	20.5078	46.8892	20.5078	47.6095	20.5078	49.1059	20.5078	49.8263	20.5078	49.9794
21.9727	54.6215	21.9727	54.665	21.9727	54.8577	21.9727	55.01	21.9727	49.6344	21.9727	49.7867	21.9727	49.9794
23.4375	49.1867	23.4375	49.2531	23.4375	50.0719	23.4375	51.5196	23.4375	47.713	23.4375	49.1607	23.4375	49.9794
24.9023	47.2734	24.9023	47.445	24.9023	48.7115	24.9023	50.189	24.9023	47.2355	24.9023	48.7129	24.9023	49.9794
26.3672	40.019	26.3672	40.312	26.3672	43.0837	26.3672	45.8882	26.3672	44.4032	26.3672	47.2077	26.3672	49.9794
27.832	39.2028	27.832	39.1977	27.832	41.8813	27.832	45.1333	27.832	44.0438	27.832	47.2958	27.832	49.9794
29.2969	40.3874	29.2969	41.0966	29.2969	45.9872	29.2969	49.5934	29.2969	41.4826	29.2969	45.0888	29.2969	49.9794
30.7617	54.6905	30.7617	54.6801	30.7617	55.1872	30.7617	56.3772	30.7617	48.2822	30.7617	49.4722	30.7617	49.9794
32.2266	59.6776	32.2266	59.6932	32.2266	60.2793	32.2266	61.4944	32.2266	48.1782	32.2266	49.3933	32.2266	49.9794
33.6914	64.6948	33.6914	64.7092	33.6914	65.1481	33.6914	66.0854	33.6914	48.6031	33.6914	49.5405	33.6914	49.9794
35.1562	68.0917	35.1562	68.1011	35.1562	68.4138	35.1562	69.1357	35.1562	48.9448	35.1562	49.6666	35.1562	49.9794
36.6211	71.0073	36.6211	71.019	36.6211	71.3085	36.6211	71.9599	36.6211	49.0385	36.6211	49.69	36.6211	49.9794
38.0859	73.4952	38.0859	73.4984	38.0859	73.7026	38.0859	74.2443	38.0859	49.2335	38.0859	49.7753	38.0859	49.9794
39.5508	75.9453	39.5508	75.9478	39.5508	76.1298	39.5508	76.6278	39.5508	49.2993	39.5508	49.7974	39.5508	49.9794
41.0156	77.897	41.0156	77.904	41.0156	78.1187	41.0156	78.6513	41.0156	49.232	41.0156	49.7647	41.0156	49.9794
42.4805	80.0933	42.4805	80.099	42.4805	80.2917	42.4805	80.7752	42.4805	49.3033	42.4805	49.7868	42.4805	49.9794
43.9453	82.3421	43.9453	82.3501	43.9453	82.5523	43.9453	83.0398	43.9453	49.2897	43.9453	49.7772	43.9453	49.9794
45.4102	84.253	45.4102	84.2617	45.4102	84.4573	45.4102	84.9162	45.4102	49.325	45.4102	49.7839	45.4102	49.9794
46.875	85.8355	46.875	85.8453	46.875	86.0358	46.875	86.4694	46.875	49.3552	46.875	49.7888	46.875	49.9794
48.3398	87.1878	48.3398	87.1963	48.3398	87.3657	48.3398	87.7562	48.3398	49.4195	48.3398	49.81	48.3398	49.9794
51.2695	89.1366	51.2695	89.1456	51.2695	89.2966	51.2695	89.632	51.2695	49.493	51.2695	49.8285	51.2695	49.9794
52.7344	89.827	52.7344	89.8357	52.7344	89.9719	52.7344	90.2735	52.7344	49.5416	52.7344	49.8431	52.7344	49.9794
54.1992	90.3435	54.1992	90.3521	54.1992	90.4772	54.1992	90.749	54.1992	49.5825	54.1992	49.8543	54.1992	49.9794
55.6641	90.7516	55.6641	90.7594	55.6641	90.8704	55.6641	91.1101	55.6641	49.6287	55.6641	49.8684	55.6641	49.9794
58.5938	91.3179	58.5938	91.3246	58.5938	91.4113	58.5938	91.5958	58.5938	49.7082	58.5938	49.8927	58.5938	49.9794
60.0586	91.4639	60.0586	91.4699	60.0586	91.5442	60.0586	91.7018	60.0586	49.7475	60.0586	49.9051	60.0586	49.9794
62.9883	91.7171	62.9883	91.7232	62.9883	91.7855	62.9883	91.909	62.9883	49.7935	62.9883	49.917	62.9883	49.9794
64.4531	91.798	64.4531	91.8039	64.4531	91.8587	64.4531	91.964	64.4531	49.8193	64.4531	49.9246	64.4531	49.9794
67.3828	91.8675	67.3828	91.8734	67.3828	91.9224	67.3828	92.0107	67.3828	49.8421	67.3828	49.9305	67.3828	49.9794
68.8477	91.8781	68.8477	91.8849	68.8477	91.938	68.8477	92.0268	68.8477	49.8375	68.8477	49.9263	68.8477	49.9794
71.7773	91.9455	71.7773	91.9525	71.7773	92.0009	71.7773	92.0697	71.7773	49.8622	71.7773	49.9309	71.7773	49.9794
74.707	91.9573	74.707	91.9641	74.707	92.0067	74.707	92.0548	74.707	49.8887	74.707	49.9368	74.707	49.9794
77.6367	91.974	77.6367	91.9824	77.6367	92.0313	77.6367	92.0801	77.6367	49.8817	77.6367	49.9305	77.6367	49.9794
79.1016	91.9948	79.1016	92.0031	79.1016	92.0493	79.1016	92.0901	79.1016	49.8924	79.1016	49.9331	79.1016	49.9794
82.0312	92.0433	82.0312	92.0507	82.0312	92.0854	82.0312	92.0998	82.0312	49.9302	82.0312	49.9446	82.0312	49.9794
84.9609	92.1074	84.9609	92.1136	84.9609	92.1369	84.9609	92.1314	84.9609	49.9616	84.9609	49.956	84.9609	49.9794
