"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.3031	20.5078	44.8963	20.5078	46.7253	20.5078	46.8267	20.5078	48.3568	20.5078	46.8892
21.9727	54.707	21.9727	54.5191	21.9727	54.6771	21.9727	54.9884	21.9727	55.2808	21.9727	54.8577
23.4375	49.584	23.4375	49.7474	23.4375	49.2635	23.4375	50.0197	23.4375	52.1517	23.4375	50.0719
24.9023	46.7321	24.9023	49.3157	24.9023	47.4813	24.9023	48.8418	24.9023	50.9926	24.9023	48.7115
26.3672	41.234	26.3672	41.3836	26.3672	40.3809	26.3672	43.3589	26.3672	47.1214	26.3672	43.0837
27.832	37.5843	27.832	44.1026	27.832	39.1722	27.832	41.2545	27.832	45.8457	27.832	41.8813
29.2969	37.7094	29.2969	48.1236	29.2969	41.1999	29.2969	45.872	29.2969	50.5533	29.2969	45.9872
30.7617	54.4056	30.7617	55.4941	30.7617	54.6775	30.7617	54.9912	30.7617	56.9394	30.7617	55.1872
32.2266	59.606	32.2266	60.4629	32.2266	59.6947	32.2266	60.1248	32.2266	62.0716	32.2266	60.2793
33.6914	64.6476	33.6914	65.2362	33.6914	64.7111	33.6914	65.0453	33.6914	66.5772	33.6914	65.1481
35.1562	68.118	35.1562	68.3706	35.1562	68.1024	35.1562	68.3381	35.1562	69.5359	35.1562	68.4138
36.6211	71.0641	36.6211	71.2333	36.6211	71.021	36.6211	71.2513	36.6211	72.3291	36.6211	71.3085
38.0859	73.5905	38.0859	73.5424	38.0859	73.4989	38.0859	73.6391	38.0859	74.5552	38.0859	73.7026
39.5508	76.057	39.5508	75.9445	39.5508	75.9481	39.5508	76.0711	39.5508	76.9167	39.5508	76.1298
41.0156	78.0597	41.0156	77.8839	41.0156	77.9051	41.0156	78.0756	41.0156	78.95	41.0156	78.1187
42.4805	80.2104	42.4805	80.1495	42.4805	80.0998	42.4805	80.2462	42.4805	81.0337	42.4805	80.2917
