"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.4375	86.6785	-180
29.2969	86.8761	-180
35.1562	87.1054	-180
41.0156	87.3601	-180
46.875	87.6343	-180
52.7344	87.9221	-180
58.5938	88.2179	-180
64.4531	88.5167	-180
70.3125	88.814	-180
76.1719	89.1057	-180
82.0312	89.3884	-180
87.8906	89.6591	-180
93.75	89.9153	-180
99.6094	90.1551	-180
105.469	90.3766	-180
111.328	90.5785	-180
117.188	90.7598	-180
123.047	90.9196	-180
128.906	91.0575	-180
134.766	91.173	-180
140.625	91.266	-180
146.484	91.3366	-180
152.344	91.3849	-180
158.203	91.4112	-180
164.062	91.4161	-180
169.922	91.4003	-180
175.781	91.3644	-180
181.641	91.3095	-180
187.5	91.2367	-180
193.359	91.1471	-180
199.219	91.0422	-180
205.078	90.9232	-180
210.938	90.7918	-180
216.797	90.6495	-180
222.656	90.498	-180
228.516	90.3387	-180
234.375	90.1731	-180
240.234	90.0026	-180
246.094	89.8284	-180
251.953	89.6513	-180
257.812	89.472	-180
263.672	89.2907	-180
269.531	89.1075	-180
275.391	88.922	-180
281.25	88.7335	-180
287.109	88.541	-180
292.969	88.3434	-180
298.828	88.1392	-180
304.688	87.9271	-180
310.547	87.7055	-180
316.406	87.473	-180
322.266	87.2282	-180
328.125	86.9701	-180
333.984	86.6976	-180
339.844	86.4103	-180
345.703	86.1079	-180
351.562	85.7909	-180
357.422	85.4601	-180
363.281	85.1172	-180
369.141	84.7645	-180
375	84.4055	-180
380.859	84.0443	-180
386.719	83.6864	-180
392.578	83.3382	-180
398.438	83.0069	-180
404.297	82.7006	-180
410.156	82.4274	-180
416.016	82.1949	-180
421.875	82.0097	-180
427.734	81.8764	-180
433.594	81.7975	-180
439.453	81.7727	-180
445.312	81.7996	-180
451.172	81.8736	-180
457.031	81.9888	-180
462.891	82.1389	-180
468.75	82.3173	-180
474.609	82.518	-180
480.469	82.7355	-180
486.328	82.9652	-180
492.188	83.2031	-180
498.047	83.4459	-180
503.906	83.6909	-180
509.766	83.9359	-180
515.625	84.1789	-180
521.484	84.4184	-180
527.344	84.6529	-180
533.203	84.8812	-180
539.062	85.1021	-180
544.922	85.3145	-180
550.781	85.5176	-180
556.641	85.7105	-180
562.5	85.8924	-180
568.359	86.0627	-180
574.219	86.2208	-180
580.078	86.3664	-180
585.938	86.499	-180
591.797	86.6186	-180
597.656	86.725	-180
603.516	86.8183	-180
609.375	86.8988	-180
615.234	86.9666	-180
621.094	87.0222	-180
626.953	87.0662	-180
632.812	87.0992	-180
638.672	87.1219	-180
644.531	87.1351	-180
650.391	87.1397	-180
656.25	87.1367	-180
662.109	87.127	-180
667.969	87.1118	-180
673.828	87.0919	-180
679.688	87.0684	-180
685.547	87.0422	-180
691.406	87.0142	-180
697.266	86.9852	-180
703.125	86.9557	-180
708.984	86.9263	-180
714.844	86.8973	-180
720.703	86.8689	-180
726.562	86.8412	-180
732.422	86.8139	-180
738.281	86.7869	-180
744.141	86.7597	-180
750	86.7318	-180
755.859	86.7025	-180
761.719	86.6714	-180
767.578	86.6376	-180
773.438	86.6005	-180
779.297	86.5594	-180
785.156	86.5138	-180
791.016	86.463	-180
796.875	86.4066	-180
802.734	86.3444	-180
808.594	86.276	-180
814.453	86.2013	-180
820.312	86.1203	-180
826.172	86.0333	-180
832.031	85.9404	-180
837.891	85.7908	-180
843.75	85.7383	-180
849.609	85.6314	-180
855.469	85.5212	-180
861.328	85.4086	-180
867.188	85.2945	-180
873.047	85.18	-180
878.906	85.066	-180
884.766	84.9534	-180
890.625	84.8433	-180
896.484	84.7364	-180
902.344	84.6334	-180
908.203	84.5349	-180
914.062	84.4412	-180
919.922	84.3525	-180
925.781	84.2687	-180
931.641	84.1897	-180
937.5	84.115	-180
943.359	84.0441	-180
949.219	83.9763	-180
955.078	83.9108	-180
960.938	83.847	-180
966.797	83.7839	-180
972.656	83.721	-180
978.516	83.6574	-180
984.375	83.5925	-180
990.234	83.5261	-180
996.094	83.4577	-180
1,001.95	83.3872	-180
1,007.81	83.3147	-180
1,013.67	83.2403	-180
1,019.53	83.1646	-180
1,025.39	83.0879	-180
1,031.25	83.0111	-180
1,037.11	82.935	-180
1,042.97	82.8605	-180
1,048.83	82.7887	-180
1,054.69	82.7207	-180
1,060.55	82.6576	-180
1,066.41	82.6003	-180
1,072.27	82.5499	-180
1,078.12	82.5071	-180
1,083.98	82.4726	-180
1,089.84	82.4467	-180
1,095.7	82.4296	-180
1,101.56	82.4214	-180
1,107.42	82.4216	-180
1,113.28	82.4298	-180
1,119.14	82.4453	-180
1,125	82.4672	-180
1,130.86	82.4945	-180
1,136.72	82.5262	-180
1,142.58	82.5611	-180
1,148.44	82.5982	-180
1,154.3	82.6364	-180
1,160.16	82.6747	-180
1,166.02	82.7124	-180
1,171.88	82.7486	-180
1,177.73	82.7829	-180
1,183.59	82.8147	-180
1,189.45	82.8437	-180
1,195.31	82.8698	-180
1,201.17	82.8931	-180
1,207.03	82.9137	-180
1,212.89	82.9318	-180
1,218.75	82.9479	-180
1,224.61	82.9623	-180
1,230.47	82.9757	-180
1,236.33	82.9886	-180
1,242.19	83.0016	-180
1,248.05	83.0152	-180
1,253.91	83.03	-180
1,259.77	83.0464	-180
1,265.62	83.0647	-180
1,271.48	83.0852	-180
1,277.34	83.1079	-180
1,283.2	83.1328	-180
1,289.06	83.1598	-180
1,294.92	83.1883	-180
1,300.78	83.218	-180
1,306.64	83.2483	-180
1,312.5	83.2786	-180
