* Freq[Hz]      Mag   Phase[Deg]
5.00000      5.364     0.000
5.07273      5.299     0.000
5.14651      5.233     0.000
5.22137      5.166     0.000
5.29732      5.098     0.000
5.37437      5.029     0.000
5.45254      4.960     0.000
5.53185      4.891     0.000
5.61231      4.821     0.000
5.69394      4.750     0.000
5.77676      4.678     0.000
5.86079      4.605     0.000
5.94604      4.532     0.000
6.03252      4.458     0.000
6.12027      4.384     0.000
6.20929      4.309     0.000
6.29961      4.233     0.000
6.39124      4.156     0.000
6.48420      4.079     0.000
6.57851      4.002     0.000
6.67420      3.924     0.000
6.77128      3.845     0.000
6.86977      3.766     0.000
6.96969      3.687     0.000
7.07107      3.606     0.000
7.17392      3.526     0.000
7.27827      3.446     0.000
7.38413      3.365     0.000
7.49154      3.283     0.000
7.60050      3.201     0.000
7.71105      3.119     0.000
7.82321      3.036     0.000
7.93701      2.954     0.000
8.05245      2.872     0.000
8.16958      2.790     0.000
8.28841      2.707     0.000
8.40896      2.624     0.000
8.53128      2.542     0.000
8.65537      2.459     0.000
8.78126      2.378     0.000
8.90899      2.296     0.000
9.03857      2.215     0.000
9.17004      2.133     0.000
9.30342      2.053     0.000
9.43874      1.973     0.000
9.57603      1.894     0.000
9.71532      1.816     0.000
9.85663      1.738     0.000
10.0000      1.661     0.000
10.1455      1.585     0.000
10.2930      1.510     0.000
10.4427      1.436     0.000
10.5946      1.365     0.000
10.7487      1.293     0.000
10.9051      1.224     0.000
11.0637      1.155     0.000
11.2246      1.089     0.000
11.3879      1.024     0.000
11.5535      0.961     0.000
11.7216      0.900     0.000
11.8921      0.840     0.000
12.0650      0.783     0.000
12.2405      0.728     0.000
12.4186      0.675     0.000
12.5992      0.624     0.000
12.7825      0.576     0.000
12.9684      0.530     0.000
13.1570      0.486     0.000
13.3484      0.445     0.000
13.5426      0.406     0.000
13.7395      0.370     0.000
13.9394      0.337     0.000
14.1421      0.307     0.000
14.3478      0.279     0.000
14.5565      0.254     0.000
14.7683      0.231     0.000
14.9831      0.211     0.000
15.2010      0.195     0.000
15.4221      0.181     0.000
15.6464      0.169     0.000
15.8740      0.160     0.000
16.1049      0.154     0.000
16.3392      0.151     0.000
16.5768      0.150     0.000
16.8179      0.151     0.000
17.0626      0.156     0.000
17.3107      0.162     0.000
17.5625      0.170     0.000
17.8180      0.181     0.000
18.0771      0.194     0.000
18.3401      0.209     0.000
18.6068      0.226     0.000
18.8775      0.245     0.000
19.1521      0.266     0.000
19.4306      0.288     0.000
19.7133      0.311     0.000
20.0000      0.336     0.000
20.2909      0.362     0.000
20.5860      0.325     0.000
20.8855      0.298     0.000
21.1893      0.285     0.000
21.4975      0.283     0.000
21.8102      0.292     0.000
22.1274      0.312     0.000
22.4492      0.342     0.000
22.7758      0.381     0.000
23.1071      0.428     0.000
23.4432      0.480     0.000
23.7841      0.536     0.000
24.1301      0.594     0.000
24.4811      0.651     0.000
24.8372      0.705     0.000
25.1984      0.754     0.000
25.5649      0.797     0.000
25.9368      0.832     0.000
26.3141      0.856     0.000
26.6968      0.869     0.000
27.0851      0.870     0.000
27.4791      0.855     0.000
27.8788      0.826     0.000
28.2843      0.783     0.000
28.6957      0.726     0.000
29.1131      0.657     0.000
29.5365      0.579     0.000
29.9661      0.493     0.000
30.4020      0.406     0.000
30.8442      0.321     0.000
31.2929      0.243     0.000
31.7480      0.177     0.000
32.2098      0.128     0.000
32.6783      0.098     0.000
33.1536      0.090     0.000
33.6359      0.101     0.000
34.1251      0.133     0.000
34.6215      0.181     0.000
35.1250      0.242     0.000
35.6359      0.312     0.000
36.1543      0.388     0.000
36.6802      0.464     0.000
37.2137      0.537     0.000
37.7550      0.604     0.000
38.3041      0.659     0.000
38.8613      0.704     0.000
39.4265      0.736     0.000
40.0000      0.756     0.000
40.5818      0.765     0.000
41.1721      0.767     0.000
41.7710      0.766     0.000
42.3785      0.762     0.000
42.9949      0.758     0.000
43.6203      0.753     0.000
44.2548      0.746     0.000
