* Freq[Hz]      Mag   Phase[Deg]
5.00000    -11.742     0.000
5.07273    -11.501     0.000
5.14651    -11.260     0.000
5.22137    -11.020     0.000
5.29732    -10.779     0.000
5.37437    -10.537     0.000
5.45254    -10.295     0.000
5.53185    -10.052     0.000
5.61231     -9.810     0.000
5.69394     -9.567     0.000
5.77676     -9.324     0.000
5.86079     -9.080     0.000
5.94604     -8.836     0.000
6.03252     -8.590     0.000
6.12027     -8.345     0.000
6.20929     -8.099     0.000
6.29961     -7.853     0.000
6.39124     -7.606     0.000
6.48420     -7.359     0.000
6.57851     -7.111     0.000
6.67420     -6.861     0.000
6.77128     -6.612     0.000
6.86977     -6.362     0.000
6.96969     -6.111     0.000
7.07107     -5.859     0.000
7.17392     -5.606     0.000
7.27827     -5.352     0.000
7.38413     -5.097     0.000
7.49154     -4.842     0.000
7.60050     -4.585     0.000
7.71105     -4.327     0.000
7.82321     -4.069     0.000
7.93701     -3.809     0.000
8.05245     -3.546     0.000
8.16958     -3.284     0.000
8.28841     -3.020     0.000
8.40896     -2.754     0.000
8.53128     -2.487     0.000
8.65537     -2.219     0.000
8.78126     -1.948     0.000
8.90899     -1.676     0.000
9.03857     -1.402     0.000
9.17004     -1.127     0.000
9.30342     -0.849     0.000
9.43874     -0.569     0.000
9.57603     -0.287     0.000
9.71532     -0.003     0.000
9.85663      0.283     0.000
10.0000      0.572     0.000
10.1455      0.863     0.000
10.2930      1.157     0.000
10.4427      1.453     0.000
10.5946      1.753     0.000
10.7487      2.055     0.000
10.9051      2.360     0.000
11.0637      2.668     0.000
11.2246      2.979     0.000
11.3879      3.294     0.000
11.5535      3.612     0.000
11.7216      3.934     0.000
11.8921      4.258     0.000
12.0650      4.587     0.000
12.2405      4.919     0.000
12.4186      5.255     0.000
12.5992      5.595     0.000
12.7825      5.940     0.000
12.9684      6.288     0.000
13.1570      6.640     0.000
13.3484      6.996     0.000
13.5426      7.357     0.000
13.7395      7.722     0.000
13.9394      8.092     0.000
14.1421      8.466     0.000
14.3478      8.845     0.000
14.5565      9.227     0.000
14.7683      9.615     0.000
14.9831     10.007     0.000
15.2010     10.404     0.000
15.4221     10.806     0.000
15.6464     11.212     0.000
15.8740     11.622     0.000
16.1049     12.038     0.000
16.3392     12.457     0.000
16.5768     12.882     0.000
16.8179     13.312     0.000
17.0626     13.745     0.000
17.3107     14.184     0.000
17.5625     14.626     0.000
17.8180     15.073     0.000
18.0771     15.525     0.000
18.3401     15.981     0.000
18.6068     16.441     0.000
18.8775     16.905     0.000
19.1521     17.374     0.000
19.4306     17.847     0.000
19.7133     18.323     0.000
20.0000     18.803     0.000
20.2909     19.288     0.000
20.5860     17.981     0.000
20.8855     17.498     0.000
21.1893     19.376     0.000
21.4975     21.181     0.000
21.8102     21.922     0.000
22.1274     21.365     0.000
22.4492     20.182     0.000
22.7758     20.251     0.000
23.1071     22.429     0.000
23.4432     24.947     0.000
23.7841     26.486     0.000
24.1301     26.972     0.000
24.4811     26.219     0.000
24.8372     24.457     0.000
25.1984     22.205     0.000
25.5649     21.577     0.000
25.9368     23.030     0.000
26.3141     24.590     0.000
26.6968     25.177     0.000
27.0851     24.883     0.000
27.4791     24.361     0.000
27.8788     24.644     0.000
28.2843     26.376     0.000
28.6957     28.561     0.000
29.1131     30.538     0.000
29.5365     32.144     0.000
29.9661     33.514     0.000
30.4020     34.765     0.000
30.8442     35.899     0.000
31.2929     36.825     0.000
31.7480     37.510     0.000
32.2098     38.101     0.000
32.6783     38.860     0.000
33.1536     39.875     0.000
33.6359     40.910     0.000
34.1251     41.744     0.000
34.6215     42.475     0.000
