"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	0.488775	20.5078	-0.350548
21.9727	0.587526	21.9727	0.0107178
23.4375	0.47765	23.4375	-0.0394485
24.9023	0.504878	24.9023	0.155729
26.3672	0.680704	26.3672	0.299311
27.832	-0.450192	27.832	-0.219033
29.2969	0.148702	29.2969	0.0511875
30.7617	0.252949	30.7617	0.0852734
32.2266	0.278083	32.2266	0.109617
33.6914	0.147042	33.6914	0.0616139
35.1562	0.232615	35.1562	0.104304
36.6211	0.205797	36.6211	0.09478
38.0859	0.0513995	38.0859	0.0452298
39.5508	0.239724	39.5508	0.120985
41.0156	0.308237	41.0156	0.131508
42.4805	0.195329	42.4805	0.0889305
43.9453	0.232191	43.9453	0.113544
45.4102	0.241754	45.4102	0.116793
46.875	0.0983526	46.875	0.0526956
48.3398	0.268383	48.3398	0.119045
51.2695	0.225292	51.2695	0.107377
52.7344	0.245774	52.7344	0.117879
54.1992	0.216047	54.1992	0.100867
55.6641	0.224052	55.6641	0.103649
58.5938	0.260805	58.5938	0.115642
60.0586	0.204815	60.0586	0.0966996
62.9883	0.16981	62.9883	0.0820074
64.4531	0.187737	64.4531	0.0883906
67.3828	0.33332	67.3828	0.146523
68.8477	0.338781	68.8477	0.149731
71.7773	0.292621	71.7773	0.126768
74.707	0.2315	74.707	0.104541
77.6367	0.218098	77.6367	0.104311
79.1016	0.272843	79.1016	0.124582
82.0312	0.381308	82.0312	0.162099
84.9609	0.300499	84.9609	0.127091
87.8906	-0.0210498	87.8906	0.0106157
90.8203	-0.102545	90.8203	-0.0130225
95.2148	0.521398	95.2148	0.223115
98.1445	0.282242	98.1445	0.13015
101.074	0.265708	101.074	0.122276
105.469	0.113798	105.469	0.0663896
108.398	0.333336	108.398	0.1496
112.793	0.420097	112.793	0.209134
117.188	0.498168	117.188	0.228212
120.117	0.772886	120.117	0.305593
124.512	0.754066	124.512	0.286089
128.906	0.116787	128.906	0.0692887
133.301	0.235416	133.301	0.123466
139.16	0.310701	139.16	0.14035
143.555	0.264566	143.555	0.132029
147.949	0.229971	147.949	0.137474
153.809	0.4223	153.809	0.198314
159.668	0.352036	159.668	0.177776
165.527	0.379578	165.527	0.189262
171.387	0.3531	171.387	0.181374
177.246	0.476233	177.246	0.235693
183.105	0.461402	183.105	0.231968
188.965	0.321546	188.965	0.162453
196.289	0.513386	196.289	0.248204
203.613	0.542306	203.613	0.301447
210.938	0.518942	210.938	0.267622
218.262	0.46641	218.262	0.222571
225.586	0.538508	225.586	0.284449
232.91	0.720001	232.91	0.357418
241.699	0.562576	241.699	0.28044
250.488	0.638345	250.488	0.35879
259.277	0.693282	259.277	0.384557
268.066	0.823986	268.066	0.445403
276.855	0.80795	276.855	0.405189
287.109	0.686577	287.109	0.371914
297.363	0.826141	297.363	0.415765
307.617	0.877664	307.617	0.434381
319.336	1.03447	319.336	0.588403
329.59	1.12838	329.59	0.522537
341.309	1.01623	341.309	0.572729
353.027	1.22077	353.027	0.645139
366.211	1.1436	366.211	0.6115
379.395	1.37087	379.395	0.694663
392.578	1.49684	392.578	0.715551
405.762	1.36817	405.762	0.648396
420.41	1.78115	420.41	0.895822
435.059	1.52825	435.059	0.76574
451.172	1.94428	451.172	0.875002
465.82	1.32872	465.82	0.674326
483.398	1.43056	483.398	0.885604
499.512	1.92971	499.512	1.10806
517.09	2.6721	517.09	1.30386
536.133	2.53455	536.133	1.28831
555.176	2.69974	555.176	1.2176
574.219	2.80254	574.219	1.23336
594.727	3.08831	594.727	1.40087
615.234	3.15816	615.234	1.41679
637.207	3.10469	637.207	1.27106
659.18	3.14636	659.18	1.30376
682.617	3.40444	682.617	1.4157
707.52	3.32974	707.52	1.30237
732.422	3.3263	732.422	1.32463
757.324	3.29724	757.324	1.32017
785.156	3.38309	785.156	1.23673
811.523	3.31072	811.523	1.12368
840.82	3.52996	840.82	1.22354
870.117	3.45685	870.117	1.13567
900.879	3.48941	900.879	1.28785
933.105	3.57312	933.105	1.26216
965.332	3.89443	965.332	1.42193
1,000.49	3.65048	1,000.49	1.24321
1,035.64	4.18457	1,035.64	1.62823
1,072.27	4.06355	1,072.27	1.5654
1,108.89	4.47533	1,108.89	1.84354
1,148.44	4.08731	1,148.44	1.53758
1,189.45	4.14605	1,189.45	1.55398
1,230.47	4.3294	1,230.47	1.52801
1,274.41	4.56383	1,274.41	1.66075
1,319.82	5.36145	1,319.82	2.0674
1,366.7	5.48699	1,366.7	2.19185
1,413.57	5.65718	1,413.57	2.30987
1,463.38	5.66737	1,463.38	2.2833
1,516.11	5.75725	1,516.11	2.23827
1,568.85	5.96568	1,568.85	2.2946
1,624.51	6.38527	1,624.51	2.47462
1,681.64	6.58449	1,681.64	2.55625
1,741.7	6.48604	1,741.7	2.61475
1,803.22	6.46204	1,803.22	2.57866
1,866.21	6.47737	1,866.21	2.6395
1,932.13	6.6077	1,932.13	2.68848
1,999.51	6.82733	1,999.51	2.8002
2,069.82	6.93249	2,069.82	2.91035
2,143.07	6.67558	2,143.07	2.92323
2,219.24	5.95057	2,219.24	2.58891
2,296.88	5.52556	2,296.88	2.51756
2,378.91	5.83822	2,378.91	2.61305
2,462.4	6.51446	2,462.4	3.04351
2,548.83	6.66012	2,548.83	3.17346
2,639.65	6.35606	2,639.65	3.10433
2,731.93	6.00931	2,731.93	2.86485
2,828.61	6.27903	2,828.61	2.9226
2,928.22	6.49359	2,928.22	3.03466
3,030.76	6.46039	3,030.76	3.04762
3,137.7	6.40279	3,137.7	3.06739
3,249.02	6.01422	3,249.02	3.07175
3,363.28	6.20647	3,363.28	3.26293
3,481.93	5.88663	3,481.93	3.05165
3,604.98	5.95534	3,604.98	2.94797
3,732.42	6.64395	3,732.42	3.34985
3,864.26	6.27373	3,864.26	3.13381
4,000.49	5.94141	4,000.49	2.69873
4,141.11	6.37143	4,141.11	2.85918
4,287.6	5.91813	4,287.6	2.45252
4,438.48	6.2339	4,438.48	2.52565
4,595.21	6.26031	4,595.21	2.73759
4,756.35	6.49382	4,756.35	2.62503
4,924.8	6.83909	4,924.8	2.99089
5,097.66	7.42259	5,097.66	3.56739
5,277.83	7.7621	5,277.83	3.66492
5,463.87	7.20477	5,463.87	3.39813
5,657.23	6.98998	5,657.23	3.24876
5,856.45	6.7831	5,856.45	2.88716
6,062.99	6.95194	6,062.99	2.85265
6,276.86	7.26562	6,276.86	2.97109
6,498.05	7.21314	6,498.05	2.84785
6,726.56	7.78076	6,726.56	3.18001
6,963.87	8.0194	6,963.87	3.35796
7,209.96	8.24212	7,209.96	3.46488
7,464.84	8.41141	7,464.84	3.61402
7,727.05	8.24442	7,727.05	3.60362
7,999.51	8.25812	7,999.51	3.62925
8,282.23	8.44968	8,282.23	3.81188
8,573.73	8.64405	8,573.73	3.878
8,876.95	8.68706	8,876.95	3.96245
9,188.96	9.06512	9,188.96	4.03934
9,514.16	9.24504	9,514.16	4.25224
9,849.61	9.50042	9,849.61	4.48446
10,196.8	9.7177	10,196.8	4.52918
10,555.7	9.61453	10,555.7	4.46629
10,927.7	9.63732	10,927.7	4.35555
11,313	9.59947	11,313	4.35713
11,712.9	9.6107	11,712.9	4.34959
12,126	9.47078	12,126	4.21812
12,553.7	9.19915	12,553.7	4.05934
12,996.1	8.86561	12,996.1	3.80441
13,454.6	8.29435	13,454.6	3.4428
13,929.2	7.73275	13,929.2	3.13547
14,419.9	7.13622	14,419.9	2.67355
14,928.2	6.9938	14,928.2	2.55416
15,455.6	7.3218	15,455.6	2.861
16,000.5	7.65722	16,000.5	3.08162
16,564.5	8.82876	16,564.5	3.83497
17,148.9	9.51349	17,148.9	4.3092
17,752.4	9.99773	17,752.4	4.58159
18,379.4	10.4614	18,379.4	4.75488
19,026.9	10.5801	19,026.9	4.61662
19,697.8	10.472	19,697.8	4.48213
19,999.5	10.2645	19,999.5	4.52105
