"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.38467	20.5078	-0.00539141
21.9727	-3.19488	21.9727	0.0457323
23.4375	-3.56121	23.4375	-0.248956
24.9023	-3.31757	24.9023	-0.351403
26.3672	-2.70475	26.3672	-0.211393
27.832	-2.64491	27.832	-0.298849
29.2969	-2.43864	29.2969	-0.307314
30.7617	-2.27487	30.7617	-0.340751
32.2266	-2.1272	32.2266	-0.371997
33.6914	-1.8725	33.6914	-0.334532
35.1563	-1.81774	35.1563	-0.368185
36.6211	-1.69607	36.6211	-0.367106
38.0859	-1.66827	38.0859	-0.39691
39.5508	-1.56707	39.5508	-0.39041
41.0156	-1.35944	41.0156	-0.331462
42.4805	-1.47326	42.4805	-0.406443
43.9453	-1.40169	43.9453	-0.401224
45.4102	-1.2868	45.4102	-0.376959
46.875	-1.22968	46.875	-0.367792
48.3398	-1.2469	48.3398	-0.393258
51.2695	-1.10612	51.2695	-0.364664
52.7344	-1.06005	52.7344	-0.356876
54.1992	-1.01758	54.1992	-0.351548
55.6641	-0.95802	55.6641	-0.335296
58.5938	-0.93494	58.5938	-0.34176
60.0586	-0.889904	60.0586	-0.331443
62.9883	-0.831845	62.9883	-0.320616
64.4531	-0.806513	64.4531	-0.316232
67.3828	-0.755581	67.3828	-0.306005
68.8477	-0.733007	68.8477	-0.301345
71.7773	-0.674977	71.7773	-0.285967
74.707	-0.621046	74.707	-0.271512
77.6367	-0.585787	77.6367	-0.264057
79.1016	-0.567515	79.1016	-0.259291
82.0313	-0.533449	82.0313	-0.250529
84.9609	-0.503261	84.9609	-0.242889
87.8906	-0.46137	87.8906	-0.229921
90.8203	-0.423089	90.8203	-0.218064
95.2148	-0.378749	95.2148	-0.203994
98.1445	-0.335373	98.1445	-0.188566
101.074	-0.317163	101.074	-0.182912
105.469	-0.276726	105.469	-0.168035
108.398	-0.262722	108.398	-0.162769
112.793	-0.19415	112.793	-0.137042
117.188	-0.179089	117.188	-0.130618
120.117	-0.175242	120.117	-0.127079
124.512	-0.155393	124.512	-0.118153
128.906	-0.112376	128.906	-0.0994692
133.301	-0.10053	133.301	-0.0935175
139.16	-0.0667631	139.16	-0.0759332
143.555	-0.0226474	143.555	-0.0558578
147.949	0.0529433	147.949	-0.0233257
153.809	0.117422	153.809	-5.06432e-05
159.668	0.124848	159.668	0.00545556
165.527	0.156354	165.527	0.0229561
171.387	0.143029	171.387	0.0239665
177.246	0.191947	177.246	0.0477568
183.105	0.261885	183.105	0.0898367
188.965	0.450332	188.965	0.167108
196.289	0.46598	196.289	0.165056
203.613	0.534288	203.613	0.202546
210.938	0.711538	210.938	0.272126
218.262	0.695145	218.262	0.253681
