"CEA2034"
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	50.2286	20.5078	49.8088	20.5078	49.8142	20.5078	53.1934	20.5078	36.5947	20.5078	39.974	20.5078	39.9794
21.9727	52.1991	21.9727	51.7952	21.9727	51.7494	21.9727	54.9901	21.9727	36.7845	21.9727	40.0251	21.9727	39.9794
23.4375	53.4593	23.4375	53.0884	23.4375	53.3374	23.4375	56.6496	23.4375	36.4182	23.4375	39.7304	23.4375	39.9794
24.9023	55.4811	24.9023	55.1894	24.9023	55.5408	24.9023	58.507	24.9023	36.6618	24.9023	39.628	24.9023	39.9794
26.3672	57.5315	26.3672	57.2889	26.3672	57.5003	26.3672	59.9936	26.3672	37.2747	26.3672	39.768	26.3672	39.9794
27.832	59.101	27.832	58.8989	27.832	59.1977	27.832	61.5438	27.832	37.3345	27.832	39.6806	27.832	39.9794
29.2969	60.734	29.2969	60.5655	29.2969	60.8728	29.2969	63.0041	29.2969	37.5408	29.2969	39.6721	29.2969	39.9794
30.7617	62.3609	30.7617	62.2278	30.7617	62.5685	30.7617	64.5026	30.7617	37.7045	30.7617	39.6386	30.7617	39.9794
32.2266	63.9403	32.2266	63.8391	32.2266	64.2111	32.2266	65.9663	32.2266	37.8522	32.2266	39.6074	32.2266	39.9794
33.6914	65.5418	33.6914	65.4606	33.6914	65.7952	33.6914	67.3331	33.6914	38.1069	33.6914	39.6449	33.6914	39.9794
35.1563	66.854	35.1563	66.7926	35.1563	67.1608	35.1563	68.6104	35.1563	38.1617	35.1563	39.6112	35.1563	39.9794
36.6211	68.1955	36.6211	68.1492	36.6211	68.5164	36.6211	69.8453	36.6211	38.2833	36.6211	39.6123	36.6211	39.9794
38.0859	69.3551	38.0859	69.3236	38.0859	69.7205	38.0859	70.9919	38.0859	38.3111	38.0859	39.5825	38.0859	39.9794
39.5508	70.6145	39.5508	70.5932	39.5508	70.9836	39.5508	72.1603	39.5508	38.4123	39.5508	39.589	39.5508	39.9794
41.0156	71.7911	41.0156	71.7718	41.0156	72.1032	41.0156	73.1312	41.0156	38.62	41.0156	39.6479	41.0156	39.9794
42.4805	72.674	42.4805	72.6705	42.4805	73.0769	42.4805	74.1437	42.4805	38.5061	42.4805	39.573	42.4805	39.9794
43.9453	73.837	43.9453	73.8399	43.9453	74.2412	43.9453	75.2416	43.9453	38.5777	43.9453	39.5782	43.9453	39.9794
45.4102	75.0404	45.4102	75.0471	45.4102	75.424	45.4102	76.3339	45.4102	38.6926	45.4102	39.6024	45.4102	39.9794
46.875	75.8702	46.875	75.8802	46.875	76.248	46.875	77.1099	46.875	38.7497	46.875	39.6116	46.875	39.9794
48.3398	76.6382	48.3398	76.6556	48.3398	77.0488	48.3398	77.9025	48.3398	38.7325	48.3398	39.5861	48.3398	39.9794
51.2695	78.3058	51.2695	78.3282	51.2695	78.6928	51.2695	79.4343	51.2695	38.8733	51.2695	39.6147	51.2695	39.9794
52.7344	79.0101	52.7344	79.0345	52.7344	79.3914	52.7344	80.0946	52.7344	38.9193	52.7344	39.6225	52.7344	39.9794
54.1992	79.7184	54.1992	79.7452	54.1992	80.0968	54.1992	80.7628	54.1992	38.9618	54.1992	39.6279	54.1992	39.9794
55.6641	80.2743	55.6641	80.3014	55.6641	80.6367	55.6641	81.2594	55.6641	39.0214	55.6641	39.6441	55.6641	39.9794
58.5938	81.3001	58.5938	81.332	58.5938	81.6738	58.5938	82.267	58.5938	39.0445	58.5938	39.6376	58.5938	39.9794
60.0586	81.7191	60.0586	81.7518	60.0586	82.0832	60.0586	82.6417	60.0586	39.0895	60.0586	39.648	60.0586	39.9794
62.9883	82.5571	62.9883	82.5917	62.9883	82.9124	62.9883	83.4236	62.9883	39.1476	62.9883	39.6588	62.9883	39.9794
64.4531	82.9137	64.4531	82.9493	64.4531	83.2656	64.4531	83.7559	64.4531	39.1729	64.4531	39.6632	64.4531	39.9794
67.3828	83.4329	67.3828	83.4699	67.3828	83.7759	67.3828	84.2255	67.3828	39.2238	67.3828	39.6734	67.3828	39.9794
68.8477	83.5769	68.8477	83.6144	68.8477	83.9158	68.8477	84.3474	68.8477	39.2464	68.8477	39.6781	68.8477	39.9794
71.7773	84.0975	71.7773	84.1351	71.7773	84.4211	71.7773	84.8101	71.7773	39.3044	71.7773	39.6934	71.7773	39.9794
74.707	84.6158	74.707	84.6532	74.707	84.9248	74.707	85.2743	74.707	39.3584	74.707	39.7079	74.707	39.9794
77.6367	84.7439	77.6367	84.7818	77.6367	85.0459	77.6367	85.3676	77.6367	39.3936	77.6367	39.7153	77.6367	39.9794
79.1016	84.7146	79.1016	84.7524	79.1016	85.0117	79.1016	85.32	79.1016	39.4119	79.1016	39.7201	79.1016	39.9794
82.0313	85.0083	82.0313	85.0461	82.0313	85.2966	82.0313	85.5795	82.0313	39.4459	82.0313	39.7289	82.0313	39.9794
