"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	47.5201	20.5078	49.2665	20.5078	48.4805
21.9727	49.636	21.9727	51.2789	21.9727	50.5347
23.4375	51.2005	23.4375	52.6664	23.4375	51.995
24.9023	53.8061	24.9023	54.877	24.9023	54.3745
26.3672	56.1261	26.3672	57.0811	26.3672	56.6298
27.832	57.9529	27.832	58.758	27.832	58.3741
29.2969	59.7837	29.2969	60.4736	29.2969	60.1423
30.7617	61.5984	30.7617	62.2247	30.7617	61.9228
32.2266	63.3212	32.2266	63.9317	32.2266	63.6371
33.6914	65.037	33.6914	65.5591	33.6914	65.3059
35.1563	66.4505	35.1563	66.932	35.1563	66.6979
36.6211	67.8641	36.6211	68.3158	36.6211	68.0958
38.0859	69.0854	38.0859	69.5415	38.0859	69.3194
39.5508	70.3954	39.5508	70.8271	39.5508	70.6166
41.0156	71.5619	41.0156	72.0232	41.0156	71.7986
42.4805	72.5394	42.4805	72.9423	42.4805	72.7455
43.9453	73.7327	43.9453	74.1193	43.9453	73.9303
45.4102	74.9324	45.4102	75.3589	45.4102	75.1509
46.875	75.7873	46.875	76.1839	46.875	75.9901
48.3398	76.5703	48.3398	77.0097	48.3398	76.7956
51.2695	78.2616	51.2695	78.6844	51.2695	78.4782
52.7344	78.9697	52.7344	79.4016	52.7344	79.191
54.1992	79.6823	54.1992	80.1258	54.1992	79.9097
55.6641	80.2369	55.6641	80.6832	55.6641	80.4658
58.5938	81.2817	58.5938	81.7328	58.5938	81.5131
60.0586	81.7004	60.0586	82.157	60.0586	81.9347
62.9883	82.5458	62.9883	82.9999	62.9883	82.7788
64.4531	82.9049	64.4531	83.3615	64.4531	83.1392
67.3828	83.4284	67.3828	83.8871	67.3828	83.6638
68.8477	83.5763	68.8477	84.0302	68.8477	83.8092
71.7773	84.0968	71.7773	84.5497	71.7773	84.3291
74.707	84.6121	74.707	85.0672	74.707	84.8456
77.6367	84.7331	77.6367	85.212	77.6367	84.9792
79.1016	84.7018	79.1016	85.1871	79.1016	84.9512
82.0313	84.9921	82.0313	85.4861	82.0313	85.2461
84.9609	85.2062	84.9609	85.704	84.9609	85.4622
87.8906	85.1391	87.8906	85.6304	87.8906	85.3917
90.8203	85.2782	90.8203	85.778	90.8203	85.5353
95.2148	85.3011	95.2148	85.8149	95.2148	85.5656
98.1445	85.2702	98.1445	85.7849	98.1445	85.5352
101.074	85.2014	101.074	85.7355	101.074	85.4767
105.469	85.1911	105.469	85.7688	105.469	85.4896
