* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\9-On Axis.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 3:12:55 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\9-On Axis.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced 
* Measurement: 9-On Axis
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	57.998844	-165.2387
20.144928	58.161850	-165.5621
20.290907	58.324856	-165.8947
20.437943	58.493313	-166.2736
20.586044	58.649899	-166.6048
20.735220	58.755215	-166.7660
20.885475	58.880821	-166.8789
21.036821	59.113945	-167.0054
21.189262	59.368690	-167.2027
21.342808	59.570255	-167.5625
21.497467	59.771740	-168.0423
21.653246	60.017429	-168.6177
21.810154	60.259693	-169.3250
21.968201	60.465267	-170.2456
22.127390	60.634838	-171.2209
22.287735	60.745789	-172.1208
22.449242	60.834930	-172.9404
22.611917	60.938839	-173.6337
22.775772	61.035889	-174.1954
22.940815	61.099472	-174.5733
23.107054	61.180870	-174.8616
23.274498	61.344006	-175.1219
23.443153	61.524757	-175.4006
23.613033	61.672283	-175.8134
23.784142	61.809887	-176.2147
23.956491	61.928253	-176.4397
24.130091	62.074810	-176.6607
24.304947	62.319801	-176.9761
24.481071	62.585655	-177.4443
24.658470	62.811577	-178.2099
24.837156	63.016727	-179.1127
25.017136	63.190918	179.9849
25.198421	63.361824	179.0081
25.381020	63.562679	177.9694
25.564941	63.766804	176.7433
25.750195	63.982975	175.1240
25.936790	64.137871	173.3633
26.124741	64.129074	171.5931
26.314051	64.052139	169.9682
26.504732	63.976368	168.7089
26.696796	63.879131	167.7510
26.890253	63.746780	167.1266
27.085112	63.621128	166.7653
27.281382	63.559566	166.5823
27.479073	63.502087	166.6527
27.678198	63.365364	167.0868
27.878765	63.276058	167.6960
28.080786	63.385483	168.3539
28.284271	63.537792	168.9832
28.489231	63.593807	169.4249
28.695675	63.652897	169.7985
28.903616	63.796036	170.1599
29.113064	63.940815	170.5424
29.324028	63.997803	170.9973
29.536524	64.067886	171.5273
29.750557	64.243645	172.1959
29.966141	64.461739	172.8733
30.183289	64.675163	173.4548
30.402010	64.926659	173.9285
30.622314	65.242256	174.3554
30.844217	65.625488	174.4133
31.067726	66.135971	173.7613
31.292856	66.631310	172.5143
31.519617	66.966415	170.5905
31.748020	67.207764	168.2401
31.978081	67.406700	165.5617
32.209808	67.465034	162.9303
32.443211	67.236519	160.7182
32.678310	66.915443	159.0318
32.915108	66.681549	158.1121
33.153625	66.434334	157.9277
33.393871	66.060364	158.6413
33.635857	65.776306	159.9107
33.879597	65.832932	161.5644
34.125103	66.016716	163.2518
34.372387	66.166313	164.5513
34.621464	66.372627	165.5029
34.872345	66.725426	165.9549
35.125042	67.068619	166.0620
35.379574	67.229294	165.8641
35.635948	67.345856	165.5564
35.894180	67.520576	165.3870
36.154285	67.690758	165.2372
36.416275	67.819382	165.0322
36.680161	67.930840	164.8861
36.945961	68.030533	164.9057
37.213688	68.138824	165.0397
37.483353	68.279327	165.3005
37.754974	68.447716	165.6035
38.028561	68.658005	165.8094
38.304131	68.878708	166.0935
38.581699	69.007622	166.8479
38.861279	69.270432	167.2868
39.142883	70.026657	166.7087
39.426529	70.775131	165.2466
39.712231	71.057785	162.3957
40.000000	71.099091	159.3732
40.289856	70.917961	157.3286
40.581814	70.676331	155.9694
40.875885	70.562370	155.5150
41.172089	70.517021	155.5706
41.470440	70.529587	155.9164
41.770950	70.641724	156.2446
42.073643	70.943115	156.1687
42.378525	71.279541	155.7040
42.685616	71.504280	154.6510
42.994934	71.682777	153.2701
43.306492	71.829803	151.8307
43.620308	71.951828	150.1089
43.936401	72.128120	147.7523
44.254780	72.155144	145.4115
44.575470	71.740227	143.5601
44.898483	71.227791	142.3832
45.223835	70.911232	142.3799
45.551544	70.655342	143.0816
45.881630	70.388657	144.2504
46.214108	70.210175	145.6877
46.548996	70.248428	147.1246
46.886307	70.344849	148.5349
47.226067	70.348061	149.7549
47.568283	70.362938	150.9280
47.912983	70.468735	152.1458
48.260181	70.592796	153.4028
48.609894	70.656258	154.7479
48.962143	70.755791	156.1099
49.316940	70.991142	157.4825
49.674313	71.275528	158.7202
50.034271	71.550507	159.6385
50.396843	71.829575	160.3461
50.762039	72.118858	160.8153
51.129883	72.382584	161.2711
51.500389	72.531166	162.0326
51.873581	72.731544	162.7917
52.249481	73.188400	163.4176
52.628101	73.701157	163.6939
53.009464	74.120827	163.2496
53.393593	74.494400	162.4177
53.780506	74.818810	161.4002
54.170223	75.096581	160.2230
54.562763	75.332092	158.9518
54.958145	75.516754	157.6680
55.356396	75.636589	156.4515
55.757530	75.711906	155.3736
56.161572	75.758644	154.5046
56.568542	75.775993	153.9277
56.978462	75.742493	153.7994
57.391350	75.735954	153.9705
57.807232	75.845688	154.4250
58.226128	76.016663	154.9172
58.648056	76.248291	155.0832
59.073048	76.465683	155.2586
59.501114	76.525955	155.7351
59.932281	76.631706	156.2860
60.366577	77.006454	156.8639
60.804020	77.447250	157.2197
61.244629	77.806534	156.9705
61.688435	78.138443	156.4690
62.135452	78.428558	156.0252
62.585712	78.736435	155.3903
63.039234	79.168457	154.3669
63.496040	79.570412	153.1062
63.956161	79.776787	151.6233
64.419617	79.925751	150.1316
64.886421	80.112724	148.9159
65.356621	80.302666	147.7790
65.830215	80.492325	146.6238
66.307251	80.680641	145.4313
66.787743	80.877281	144.1105
67.271713	81.046730	142.7813
67.759193	81.136681	141.5201
68.250206	81.206871	140.3679
68.744774	81.304565	139.4317
69.242928	81.415802	138.5894
69.744690	81.546074	137.7540
70.250084	81.683731	136.9256
70.759148	81.817688	136.0693
71.271896	81.951752	135.2036
71.788361	82.086250	134.3366
72.308571	82.220749	133.4647
72.832550	82.354752	132.5887
73.360321	82.488747	131.7036
73.891922	82.624748	130.8026
74.427376	82.757751	129.8918
74.966705	82.883965	128.9593
75.509949	83.001793	128.0516
76.057121	83.101929	127.2100
76.608261	83.203796	126.4384
77.163399	83.316002	125.8165
77.722557	83.461662	125.1584
78.285767	83.696510	124.2851
78.853058	83.931564	123.2542
79.424461	84.075066	122.0213
80.000000	84.189796	120.7155
80.579712	84.317764	119.4558
81.163628	84.430801	118.2293
81.751770	84.503242	117.0602
82.344177	84.568855	115.9542
82.940880	84.658302	114.9459
83.541901	84.755798	113.9729
84.147285	84.855919	112.9798
84.757050	84.957802	111.9799
85.371231	85.058365	110.9678
85.989868	85.158791	109.9451
86.612984	85.259293	108.9128
87.240616	85.359810	107.8671
87.872803	85.460236	106.8081
88.509560	85.560791	105.7252
89.150940	85.663979	104.6045
89.796967	85.762810	103.4554
90.447670	85.850266	102.2739
91.103088	85.928856	101.0874
91.763260	85.996559	99.9233
92.428215	86.059883	98.7773
93.097992	86.125366	97.6585
93.772614	86.190872	96.5532
94.452133	86.256302	95.4512
95.136566	86.321869	94.3502
95.825966	86.387863	93.2461
96.520363	86.453865	92.1353
97.219788	86.519424	91.0148
97.924286	86.584869	89.8803
98.633881	86.650314	88.7289
99.348625	86.715874	87.5543
100.068542	86.781860	86.3548
100.793686	86.847832	85.1151
101.524078	86.913391	83.8360
102.259766	86.978828	82.4675
103.000778	87.060471	80.9103
103.747162	87.109962	79.3130
104.498962	87.054817	77.8015
105.256203	86.983124	76.3476
106.018929	86.988678	74.9636
106.787186	86.983047	73.6535
107.561012	86.879700	72.4096
108.340446	86.765175	71.2787
109.125526	86.712936	70.3453
109.916290	86.677055	69.4875
110.712791	86.633087	68.5943
111.515060	86.589088	67.7158
112.323143	86.545090	66.8661
113.137085	86.501091	66.0427
113.956924	86.457100	65.2468
114.782700	86.413109	64.4799
115.614464	86.369095	63.7398
116.452255	86.325081	63.0382
117.296112	86.277458	62.3960
118.146095	86.237068	61.7842
119.002228	86.216530	61.1965
119.864563	86.207008	60.5857
120.733154	86.209747	59.8858
121.608040	86.207016	59.1456
122.489258	86.174911	58.3811
123.376869	86.133110	57.6258
124.270905	86.094833	56.9277
125.171425	86.056068	56.2602
126.078468	86.017075	55.6122
126.992081	85.978081	54.9843
127.912323	85.939514	54.3735
128.839233	85.901077	53.7792
129.772842	85.862640	53.1995
130.713242	85.824074	52.6341
131.660431	85.785095	52.0822
132.614502	85.746109	51.5435
133.575485	85.707588	51.0170
134.543427	85.669067	50.5030
135.518387	85.630074	50.0006
136.500412	85.591072	49.5109
137.489548	85.552521	49.0349
138.485855	85.514099	48.5711
139.489380	85.475647	48.1185
140.500168	85.437080	47.6779
141.518295	85.398087	47.2498
142.543793	85.359100	46.8341
143.576721	85.320587	46.4303
144.617142	85.282082	46.0398
145.665100	85.243088	45.6633
146.720642	85.204102	45.3019
147.783844	85.165604	44.9562
148.854752	85.127098	44.6288
149.933411	85.088104	44.3193
151.019897	85.049103	44.0376
152.114243	85.008736	43.7930
153.216522	84.972092	43.5865
154.326797	84.940750	43.4419
155.445114	84.924019	43.3013
156.571533	84.938705	43.1219
157.706116	84.963936	42.8817
158.848923	84.984459	42.5281
160.000000	84.999969	42.1090
161.159424	85.002251	41.6554
162.327255	85.000000	41.1661
163.503540	85.000000	40.6653
164.688354	85.000008	40.1093
165.881760	85.008560	39.4431
167.083801	85.000061	38.7249
168.294571	84.944229	37.9702
169.514099	84.863220	37.2526
170.742462	84.766823	36.6613
171.979736	84.662285	36.1652
173.225967	84.561249	35.7693
174.481232	84.460228	35.4526
175.745605	84.359657	35.1951
177.019119	84.259239	34.9994
178.301880	84.158806	34.8603
179.593933	84.058250	34.7811
180.895340	83.957245	34.7607
182.206177	83.856239	34.8078
183.526520	83.755676	34.9184
184.856430	83.655228	35.1304
186.195984	83.542557	35.5170
187.545227	83.454163	35.9689
188.904266	83.441673	36.4134
190.273132	83.447983	36.8121
191.651932	83.428879	37.0551
193.040726	83.396118	37.2843
194.439575	83.338921	37.6013
195.848572	83.281143	38.0206
197.267761	83.231956	38.6648
198.697250	83.224945	39.3105
200.137085	83.332718	39.7534
201.587372	83.447769	40.0565
203.048157	83.461952	40.1524
204.519531	83.448051	40.2307
206.001556	83.442001	40.5005
207.494324	83.447960	40.8372
208.997925	83.487251	41.1994
210.512405	83.543854	41.5422
212.037857	83.610153	41.7995
213.574371	83.681824	41.9936
215.122025	83.751320	42.1207
216.680893	83.820816	42.1949
218.251053	83.889801	42.2293
219.832581	83.958801	42.2220
221.425583	84.028305	42.1771
223.030121	84.097824	42.0893
224.646286	84.166885	41.9623
226.274170	84.235817	41.7736
227.913849	84.312004	41.4822
229.565399	84.373878	41.1458
231.228928	84.394096	40.7911
232.904510	84.397011	40.4719
234.592224	84.398445	40.2502
236.292191	84.397011	40.1282
238.004456	84.380890	40.1923
239.729126	84.396889	40.2510
241.466309	84.525635	40.1224
243.216080	84.654716	39.8609
244.978516	84.671143	39.4053
246.753738	84.655060	38.9223
248.541809	84.654999	38.5994
250.342850	84.654999	38.3158
252.156937	84.665367	37.9673
253.984161	84.655067	37.6876
255.824646	84.569046	37.5970
257.678467	84.489159	37.6338
259.545685	84.500923	37.8177
261.426483	84.539894	38.0235
263.320862	84.564995	38.1054
265.229004	84.589928	38.1429
267.150970	84.617111	38.1591
269.086853	84.639938	38.1799
271.036774	84.650604	38.2101
273.000824	84.654991	38.3354
274.979095	84.630959	38.7303
276.971710	84.654808	39.1340
278.978760	84.841667	39.3594
281.000336	85.054466	39.3554
283.036591	85.176277	38.9285
285.087585	85.258804	38.3200
287.153442	85.317314	37.7002
289.234283	85.345955	37.0926
291.330200	85.336060	36.5734
293.441284	85.311081	36.1530
295.567688	85.290924	35.8872
297.709503	85.278023	35.7153
299.866821	85.281105	35.6187
302.039795	85.300911	35.5263
304.228485	85.350960	35.3513
306.433044	85.401871	35.1217
308.653595	85.422768	34.8159
310.890228	85.430992	34.4969
313.143066	85.432816	34.2266
315.412231	85.431007	33.9886
317.697845	85.431000	33.7868
320.000000	85.431000	33.6214
322.318848	85.427376	33.5034
324.654510	85.430969	33.4053
327.007080	85.452789	33.3336
329.376709	85.488861	33.1976
331.763519	85.556679	32.8652
334.167603	85.602928	32.4652
336.589142	85.561180	32.0352
339.028198	85.487236	31.7196
341.484924	85.403587	31.7456
343.959473	85.345100	31.9055
346.451935	85.378990	32.0702
348.962463	85.430862	32.2266
351.491211	85.432755	32.2883
354.038239	85.430992	32.3468
356.603760	85.452789	32.4878
359.187866	85.488869	32.6445
361.790680	85.534966	32.8086
364.412354	85.602768	32.8890
367.053040	85.724083	32.7551
369.712860	85.834724	32.5168
372.391968	85.852234	32.2438
375.090454	85.861938	31.9290
377.808533	85.949425	31.5984
380.546265	86.033798	31.2202
383.303864	86.044754	30.7375
386.081451	86.034035	30.2494
388.879150	86.036804	29.8503
391.697144	86.034027	29.4990
394.535522	86.014320	29.1793
397.394501	85.989075	28.9087
400.274170	85.967064	28.7032
403.174744	85.945076	28.5514
