"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-9.16687	20.5078	-4.73117
21.9727	-3.08695	21.9727	-0.566368
23.4375	-4.73564	23.4375	-1.25524
24.9023	-5.24359	24.9023	-1.75262
26.3672	-3.0812	26.3672	-0.83539
27.832	-2.53588	27.832	-0.322689
29.2969	-3.43951	29.2969	-0.875416
30.7617	-3.01687	30.7617	-0.788571
32.2266	-3.05937	32.2266	-0.847733
33.6914	-2.51062	33.6914	-0.691397
35.1562	-2.66113	35.1562	-0.786126
36.6211	-2.31023	36.6211	-0.684453
38.0859	-2.11376	38.0859	-0.639042
39.5508	-1.7793	39.5508	-0.505475
41.0156	-1.84816	41.0156	-0.557261
42.4805	-1.66082	42.4805	-0.502019
43.9453	-1.5382	43.9453	-0.476637
45.4102	-1.40427	45.4102	-0.438056
46.875	-1.3013	46.875	-0.40778
48.3398	-1.22427	48.3398	-0.388757
51.2695	-1.09046	51.2695	-0.358899
52.7344	-0.989787	52.7344	-0.324593
54.1992	-0.963314	54.1992	-0.323413
55.6641	-0.947147	55.6641	-0.326022
58.5938	-0.824715	58.5938	-0.29199
60.0586	-0.767975	60.0586	-0.274245
62.9883	-0.676495	62.9883	-0.249053
64.4531	-0.624514	64.4531	-0.233383
67.3828	-0.545665	67.3828	-0.210895
68.8477	-0.517954	68.8477	-0.204504
71.7773	-0.446039	71.7773	-0.182872
74.707	-0.389713	74.707	-0.165576
77.6367	-0.36628	77.6367	-0.163409
79.1016	-0.353555	79.1016	-0.161146
82.0312	-0.279869	82.0312	-0.135175
84.9609	-0.156995	84.9609	-0.0895171
87.8906	-0.260199	87.8906	-0.131821
90.8203	-0.274493	90.8203	-0.141144
95.2148	-0.147294	95.2148	-0.0966311
98.1445	-0.0704076	98.1445	-0.0640018
101.074	0.124378	101.074	0.00788195
105.469	-0.0411168	105.469	-0.0725099
108.398	-0.0585655	108.398	-0.0808921
112.793	-0.102743	112.793	-0.0986136
117.188	-0.0638264	117.188	-0.0668302
120.117	0.0533916	120.117	-0.0118901
124.512	0.154157	124.512	0.0240283
128.906	0.203516	128.906	0.0394387
133.301	0.161591	133.301	0.0264533
139.16	0.149117	139.16	0.0257465
143.555	0.243155	143.555	0.0669319
147.949	0.316792	147.949	0.0996912
153.809	0.44072	153.809	0.152698
159.668	0.401791	159.668	0.110464
165.527	0.318353	165.527	0.102487
171.387	0.485113	171.387	0.178032
177.246	0.412494	177.246	0.138209
183.105	0.66014	183.105	0.27769
188.965	0.821636	188.965	0.299938
196.289	0.829817	196.289	0.379569
203.613	0.982192	203.613	0.446915
210.938	0.890651	210.938	0.433772
218.262	0.758082	218.262	0.37745
225.586	0.765761	225.586	0.372577
232.91	0.715498	232.91	0.345523
241.699	0.97355	241.699	0.348631
250.488	1.1854	250.488	0.459116
259.277	1.28596	259.277	0.535155
268.066	1.43691	268.066	0.54304
276.855	1.24727	276.855	0.545571
287.109	0.837499	287.109	0.371695
297.363	1.64096	297.363	0.835314
307.617	1.88476	307.617	0.897889
319.336	2.03729	319.336	0.940291
329.59	1.98097	329.59	0.772952
341.309	2.25274	341.309	1.03407
353.027	2.33044	353.027	0.866142
366.211	2.67866	366.211	1.10252
379.395	2.27502	379.395	0.874967
392.578	2.33762	392.578	0.924848
405.762	2.4705	405.762	1.02719
420.41	2.67561	420.41	1.06031
435.059	2.55747	435.059	1.0028
451.172	3.1096	451.172	1.07741
465.82	2.96935	465.82	1.04572
483.398	2.84211	483.398	0.935332
499.512	2.84861	499.512	1.01749
517.09	2.63759	517.09	0.908041
536.133	3.09324	536.133	1.16646
555.176	3.32976	555.176	0.972408
574.219	3.19741	574.219	0.903711
594.727	3.7086	594.727	1.32515
615.234	3.9653	615.234	1.35597
637.207	3.48823	637.207	1.01697
659.18	3.60012	659.18	1.1795
682.617	3.71915	682.617	1.26603
707.52	4.11187	707.52	1.5548
732.422	3.87496	732.422	1.46115
757.324	4.12169	757.324	1.64628
785.156	4.65131	785.156	2.19738
811.523	4.68851	811.523	2.36992
840.82	4.82581	840.82	2.54933
870.117	4.80432	870.117	2.41037
900.879	4.53378	900.879	1.98795
933.105	4.62112	933.105	2.03993
965.332	4.75725	965.332	1.94588
1,000.49	4.82378	1,000.49	2.07677
1,035.64	5.02783	1,035.64	2.10396
1,072.27	5.10321	1,072.27	2.17665
1,108.89	5.45874	1,108.89	2.44167
1,148.44	5.10208	1,148.44	2.21041
1,189.45	5.35002	1,189.45	2.28007
1,230.47	6.06278	1,230.47	2.74905
1,274.41	6.46218	1,274.41	2.94389
1,319.82	6.7431	1,319.82	2.9776
1,366.7	6.74173	1,366.7	3.0599
1,413.57	6.91155	1,413.57	3.08967
1,463.38	6.82831	1,463.38	3.08417
1,516.11	6.38081	1,516.11	2.83642
1,568.85	6.56252	1,568.85	2.91485
1,624.51	7.1247	1,624.51	3.24475
1,681.64	7.05127	1,681.64	3.28891
1,741.7	7.18337	1,741.7	3.41745
1,803.22	6.85683	1,803.22	3.31307
1,866.21	6.98416	1,866.21	3.66334
1,932.13	6.70484	1,932.13	3.34611
1,999.51	6.80151	1,999.51	3.26087
2,069.82	6.91241	2,069.82	3.50641
2,143.07	6.97482	2,143.07	3.6001
2,219.24	6.47527	2,219.24	3.20284
2,296.88	5.96261	2,296.88	3.07617
2,378.91	5.87024	2,378.91	2.60493
2,462.4	6.83916	2,462.4	3.03201
2,548.83	6.88255	2,548.83	3.16514
2,639.65	6.11465	2,639.65	2.75582
2,731.93	6.31066	2,731.93	2.75659
2,828.61	6.64975	2,828.61	2.86585
2,928.22	6.85565	2,928.22	3.0063
3,030.76	6.79662	3,030.76	2.91068
3,137.7	6.67221	3,137.7	2.70084
3,249.02	6.41227	3,249.02	2.51946
3,363.28	6.46147	3,363.28	2.4733
3,481.93	6.21264	3,481.93	2.28179
3,604.98	6.29338	3,604.98	2.24258
3,732.42	6.67539	3,732.42	2.41323
3,864.26	6.42918	3,864.26	2.24687
4,000.49	6.62795	4,000.49	2.34119
4,141.11	6.71778	4,141.11	2.46357
4,287.6	6.68134	4,287.6	2.51964
4,438.48	7.02659	4,438.48	2.78318
4,595.21	6.72996	4,595.21	2.64157
4,756.35	7.22785	4,756.35	2.74893
4,924.8	7.53117	4,924.8	2.96736
5,097.66	7.50978	5,097.66	2.9507
5,277.83	7.25948	5,277.83	2.87089
5,463.87	7.48332	5,463.87	2.85619
5,657.23	8.01069	5,657.23	3.14239
5,856.45	7.604	5,856.45	3.14239
6,062.99	7.50155	6,062.99	3.56652
6,276.86	7.90474	6,276.86	3.65529
6,498.05	8.11464	6,498.05	3.5888
6,726.56	8.23535	6,726.56	3.58959
6,963.87	8.17058	6,963.87	3.48374
7,209.96	8.16221	7,209.96	3.53851
7,464.84	8.00892	7,464.84	3.3911
7,727.05	8.17324	7,727.05	3.43141
7,999.51	8.17214	7,999.51	3.52866
8,282.23	7.93106	8,282.23	3.27841
8,573.73	8.23557	8,573.73	3.4597
8,876.95	8.29414	8,876.95	3.64738
9,188.96	8.61958	9,188.96	3.93855
9,514.16	8.67469	9,514.16	3.92751
9,849.61	8.60893	9,849.61	3.90567
10,196.8	8.68986	10,196.8	3.94377
10,555.7	8.74475	10,555.7	4.01381
10,927.7	8.88667	10,927.7	4.12445
11,313	9.11397	11,313	4.24999
11,712.9	9.20714	11,712.9	4.23858
12,126	9.25981	12,126	4.13603
12,553.7	9.34441	12,553.7	4.17846
12,996.1	9.24843	12,996.1	4.15079
13,454.6	8.86802	13,454.6	3.88259
13,929.2	8.62038	13,929.2	3.74169
14,419.9	8.91018	14,419.9	3.92396
14,928.2	9.49437	14,928.2	4.32721
15,455.6	9.65495	15,455.6	4.46034
16,000.5	9.46534	16,000.5	4.39075
16,564.5	9.34065	16,564.5	4.27346
17,148.9	9.0451	17,148.9	3.98705
17,752.4	8.66775	17,752.4	3.72248
18,379.4	8.43506	18,379.4	3.56382
19,026.9	7.77891	19,026.9	3.13057
19,697.8	7.00829	19,697.8	2.61962
19,999.5	6.77588	19,999.5	2.48957
