"Vertical Reflections"					
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	55.519	20.5078	56.0792	20.5078	55.8081
23.4375	59.2829	23.4375	59.8008	23.4375	59.5496
26.3672	62.615	26.3672	63.2975	26.3672	62.9696
29.2969	66.4762	29.2969	67.1168	29.2969	66.8083
32.2266	70.0038	32.2266	70.5671	32.2266	70.2945
35.1563	73.461	35.1563	73.9156	35.1563	73.6943
38.0859	76.5519	38.0859	76.8885	38.0859	76.7234
41.0156	79.1596	41.0156	79.4244	41.0156	79.294
43.9453	80.9792	43.9453	81.1701	43.9453	81.0757
46.875	82.1742	46.875	82.3086	46.875	82.2419
49.8047	82.7694	49.8047	82.8457	49.8047	82.8077
52.7344	83.0197	52.7344	83.0588	52.7344	83.0393
55.6641	83.1177	55.6641	83.1264	55.6641	83.1221
58.5938	83.2147	58.5938	83.1713	58.5938	83.1931
61.5234	83.1842	61.5234	83.1109	61.5234	83.1477
64.4531	83.2305	64.4531	83.1105	64.4531	83.1709
67.3828	83.3115	67.3828	83.159	67.3828	83.2359
70.3125	83.3938	70.3125	83.2006	70.3125	83.2983
73.2422	83.485	73.2422	83.3029	73.2422	83.3949
76.1719	83.6593	76.1719	83.4492	76.1719	83.5555
79.1016	83.6948	79.1016	83.498	79.1016	83.5975
82.0313	83.9636	82.0313	83.7288	82.0313	83.8478
84.9609	84.2573	84.9609	83.9601	84.9609	84.1112
87.8906	84.1224	87.8906	83.8763	87.8906	84.0011
90.8203	84.0621	90.8203	83.8383	90.8203	83.9516
93.75	84.5114	93.75	84.2229	93.75	84.3696
96.6797	84.6465	96.6797	84.3088	96.6797	84.481
102.539	84.8872	102.539	84.561	102.539	84.7272
105.469	85.018	105.469	84.6861	105.469	84.8552
108.398	85.1881	108.398	84.8125	108.398	85.0043
111.328	85.3445	111.328	84.9302	111.328	85.1423
117.188	85.6157	117.188	85.1649	117.188	85.3962
120.117	85.838	120.117	85.357	120.117	85.6042
125.977	86.0257	125.977	85.5279	125.977	85.7839
128.906	85.9704	128.906	85.4771	128.906	85.7308
134.766	85.9485	134.766	85.4082	134.766	85.6868
137.695	86.0342	137.695	85.4379	137.695	85.7463
143.555	86.2446	143.555	85.516	143.555	85.8956
149.414	86.4616	149.414	85.6444	149.414	86.0722
