* Freq[Hz]      Mag   Phase[Deg]
5.00000   -643.079     0.000
5.07273   -632.650     0.000
5.14651   -622.219     0.000
5.22137   -611.790     0.000
5.29732   -601.361     0.000
5.37437   -590.931     0.000
5.45254   -580.500     0.000
5.53185   -570.070     0.000
5.61231   -559.640     0.000
5.69394   -549.210     0.000
5.77676   -538.780     0.000
5.86079   -528.350     0.000
5.94604   -517.921     0.000
6.03252   -507.490     0.000
6.12027   -497.060     0.000
6.20929   -486.630     0.000
6.29961   -476.202     0.000
6.39124   -465.772     0.000
6.48420   -455.341     0.000
6.57851   -444.911     0.000
6.67420   -434.481     0.000
6.77128   -424.051     0.000
6.86977   -413.621     0.000
6.96969   -403.191     0.000
7.07107   -392.761     0.000
7.17392   -382.331     0.000
7.27827   -371.901     0.000
7.38413   -361.471     0.000
7.49154   -351.043     0.000
7.60050   -340.612     0.000
7.71105   -330.182     0.000
7.82321   -319.752     0.000
7.93701   -309.323     0.000
8.05245   -298.892     0.000
8.16958   -288.462     0.000
8.28841   -278.032     0.000
8.40896   -267.602     0.000
8.53128   -257.172     0.000
8.65537   -246.742     0.000
8.78126   -236.312     0.000
8.90899   -225.882     0.000
9.03857   -215.453     0.000
9.17004   -205.023     0.000
9.30342   -194.593     0.000
9.43874   -184.163     0.000
9.57603   -173.733     0.000
9.71532   -163.303     0.000
9.85663   -152.873     0.000
10.0000   -142.443     0.000
10.1455   -142.443     0.000
10.2930   -114.392     0.000
10.4427    -17.735     0.000
10.5946     16.748     0.000
10.7487     13.348     0.000
10.9051      7.581     0.000
11.0637      6.943     0.000
11.2246     14.039     0.000
11.3879     18.571     0.000
11.5535     22.347     0.000
11.7216     25.529     0.000
11.8921     28.374     0.000
12.0650     30.875     0.000
12.2405     32.913     0.000
12.4186     34.425     0.000
12.5992     35.629     0.000
12.7825     36.499     0.000
12.9684     36.880     0.000
13.1570     36.869     0.000
13.3484     36.374     0.000
13.5426     35.247     0.000
13.7395     33.235     0.000
13.9394     29.743     0.000
14.1421     28.357     0.000
14.3478     30.323     0.000
14.5565     34.558     0.000
14.7683     37.606     0.000
14.9831     39.737     0.000
15.2010     41.079     0.000
15.4221     42.048     0.000
15.6464     42.754     0.000
15.8740     43.390     0.000
16.1049     44.123     0.000
16.3392     44.995     0.000
16.5768     45.951     0.000
16.8179     46.859     0.000
17.0626     47.549     0.000
17.3107     47.981     0.000
17.5625     48.090     0.000
17.8180     47.951     0.000
18.0771     47.664     0.000
18.3401     47.481     0.000
18.6068     47.713     0.000
18.8775     48.408     0.000
19.1521     49.344     0.000
19.4306     50.227     0.000
19.7133     50.923     0.000
20.0000     51.400     0.000
20.2909     51.759     0.000
20.5860     52.123     0.000
20.8855     52.586     0.000
21.1893     53.125     0.000
21.4975     53.665     0.000
21.8102     54.119     0.000
22.1274     54.501     0.000
22.4492     54.872     0.000
22.7758     55.299     0.000
23.1071     55.808     0.000
23.4432     56.336     0.000
23.7841     56.841     0.000
24.1301     57.340     0.000
24.4811     57.892     0.000
24.8372     58.550     0.000
25.1984     59.232     0.000
25.5649     59.820     0.000
25.9368     60.228     0.000
26.3141     60.491     0.000
26.6968     60.753     0.000
27.0851     61.191     0.000
27.4791     61.823     0.000
27.8788     62.514     0.000
28.2843     63.118     0.000
28.6957     63.615     0.000
29.1131     64.108     0.000
29.5365     64.675     0.000
29.9661     65.315     0.000
30.4020     65.954     0.000
30.8442     66.548     0.000
31.2929     67.092     0.000
31.7480     67.595     0.000
32.2098     68.073     0.000
32.6783     68.577     0.000
33.1536     69.165     0.000
33.6359     69.811     0.000
34.1251     70.393     0.000
34.6215     70.815     0.000
35.1250     71.125     0.000
35.6359     71.481     0.000
36.1543     71.978     0.000
36.6802     72.533     0.000
37.2137     73.026     0.000
37.7550     73.456     0.000
38.3041     73.883     0.000
38.8613     74.299     0.000
39.4265     74.645     0.000
40.0000     74.909     0.000
40.5818     75.129     0.000
41.1721     75.338     0.000
41.7710     75.563     0.000
42.3785     75.838     0.000
42.9949     76.123     0.000
43.6203     76.342     0.000
44.2548     76.476     0.000
44.8985     76.581     0.000
45.5515     76.718     0.000
46.2141     76.838     0.000
46.8863     76.888     0.000
47.5683     76.935     0.000
48.2602     77.028     0.000
48.9621     77.103     0.000
49.6743     77.118     0.000
50.3968     77.128     0.000
51.1299     77.188     0.000
51.8736     77.287     0.000
52.6281     77.387     0.000
53.3936     77.460     0.000
54.1702     77.516     0.000
54.9581     77.580     0.000
55.7575     77.656     0.000
56.5685     77.736     0.000
57.3914     77.817     0.000
58.2261     77.896     0.000
59.0730     77.985     0.000
59.9323     78.090     0.000
60.8040     78.195     0.000
61.6884     78.295     0.000
62.5857     78.403     0.000
63.4960     78.519     0.000
64.4196     78.641     0.000
65.3566     78.768     0.000
66.3073     78.890     0.000
67.2717     79.005     0.000
68.2502     79.121     0.000
69.2429     79.245     0.000
70.2501     79.359     0.000
71.2719     79.450     0.000
72.3086     79.543     0.000
73.3603     79.654     0.000
74.4274     79.767     0.000
75.5099     79.854     0.000
76.6083     79.926     0.000
77.7226     80.027     0.000
78.8531     80.155     0.000
80.0000     80.290     0.000
81.1636     80.423     0.000
82.3442     80.556     0.000
83.5419     80.670     0.000
84.7570     80.768     0.000
85.9899     80.877     0.000
87.2406     81.001     0.000
88.5096     81.134     0.000
89.7970     81.272     0.000
91.1031     81.408     0.000
92.4282     81.536     0.000
93.7726     81.634     0.000
95.1366     81.719     0.000
96.5204     81.792     0.000
97.9243     81.846     0.000
99.3486     81.894     0.000
100.794     81.950     0.000
102.260     82.013     0.000
103.747     82.069     0.000
