"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	29.5649
21.9727	30.4869
23.4375	27.1851
24.9023	36.2738
26.3672	37.227
27.832	40.544
29.2969	43.3332
30.7617	46.5796
32.2266	49.1001
33.6914	52.2466
35.1562	54.8926
36.6211	57.7349
38.0859	60.0853
39.5508	62.2822
41.0156	64.4662
42.4805	66.3419
43.9453	68.2967
45.4102	69.9832
46.875	71.5808
48.3398	73.1576
51.2695	75.9277
52.7344	77.1362
54.1992	78.2731
55.6641	79.2528
58.5938	80.8486
60.0586	81.5059
62.9883	82.5438
64.4531	82.9394
67.3828	83.5673
68.8477	83.8102
71.7773	84.1845
74.707	84.3998
77.6367	84.5938
79.1016	84.6658
82.0312	84.7667
84.9609	84.7743
87.8906	84.9275
90.8203	84.8939
95.2148	84.9773
98.1445	84.9719
101.074	84.9258
105.469	85.047
108.398	85.0155
112.793	85.1048
117.188	85.0989
120.117	85.0222
124.512	85.0243
128.906	84.98
133.301	85.0163
139.16	85.0495
143.555	85.0578
147.949	85.0666
153.809	84.995
159.668	85.0414
165.527	85.1604
171.387	85.1055
177.246	85.1111
183.105	85.0385
188.965	85.0531
196.289	85.0782
203.613	85.0424
210.938	85.1033
218.262	85.0751
225.586	85.0789
232.91	85.0379
241.699	84.913
250.488	84.839
259.277	85.0943
268.066	85.0253
276.855	85.0938
287.109	85.1481
297.363	85.2294
307.617	85.1303
319.336	85.0875
329.59	84.9505
341.309	85.0206
353.027	85.0361
366.211	84.8755
379.395	85.2643
392.578	85.1487
405.762	84.9475
420.41	85.044
435.059	84.8417
451.172	85.0508
465.82	84.9805
483.398	85.0198
499.512	84.8271
517.09	84.9704
536.133	84.4382
555.176	84.5455
574.219	84.6004
594.727	84.2851
615.234	84.0519
637.207	84.049
659.18	83.7739
682.617	83.9645
707.52	84.1862
732.422	84.1222
757.324	83.9778
785.156	83.539
811.523	83.6095
840.82	84.0132
870.117	84.205
900.879	84.1996
933.105	83.971
965.332	83.8003
1,000.49	83.2399
1,035.64	83.2354
1,072.27	82.7548
1,108.89	82.4967
1,148.44	82.278
1,189.45	82.2206
1,230.47	82.5455
1,274.41	82.7704
1,319.82	82.851
1,366.7	83.1399
1,413.57	83.3008
1,463.38	83.0871
1,516.11	82.1611
1,568.85	81.6067
1,624.51	81.558
1,681.64	82.0547
1,741.7	82.6478
1,803.22	82.4999
1,866.21	81.8929
1,932.13	81.6769
1,999.51	82.0723
2,069.82	82.324
2,143.07	82.3746
2,219.24	81.6076
2,296.88	80.9228
2,378.91	81.0265
2,462.4	82.2809
2,548.83	82.5258
2,639.65	81.8546
2,731.93	80.8169
2,828.61	80.724
2,928.22	80.967
3,030.76	81.0238
3,137.7	80.5801
3,249.02	80.1354
3,363.28	80.2062
3,481.93	80.484
3,604.98	80.7145
3,732.42	81.3905
3,864.26	80.9436
4,000.49	80.7975
4,141.11	81.8529
4,287.6	81.7791
4,438.48	81.9018
4,595.21	81.6998
4,756.35	82.2293
4,924.8	82.3606
5,097.66	81.6727
5,277.83	81.5016
5,463.87	81.4542
5,657.23	81.3047
5,856.45	80.8877
6,062.99	81.7494
6,276.86	81.3709
6,498.05	81.0961
6,726.56	81.6558
6,963.87	80.9975
7,209.96	81.0631
7,464.84	81.0036
7,727.05	80.9171
7,999.51	81.1033
8,282.23	81.2646
8,573.73	81.3878
8,876.95	80.8515
9,188.96	80.8839
9,514.16	80.7057
9,849.61	80.8428
10,196.8	81.0619
10,555.7	81.1616
10,927.7	81.2068
11,313	81.3184
11,712.9	81.1
12,126	81.1397
12,553.7	81.2085
12,996.1	81.4
13,454.6	81.4677
13,929.2	81.3519
14,419.9	81.1892
14,928.2	80.9196
15,455.6	80.7544
16,000.5	80.6934
16,564.5	80.6674
17,148.9	80.9159
17,752.4	81.1682
18,379.4	82.2408
19,026.9	83.0789
19,697.8	82.822
19,999.5	81.8879
