"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	1.67603	20.5078	0.883666
21.9727	-4.28229	21.9727	-1.65004
23.4375	-9.71983	23.4375	-4.86237
24.9023	-2.45545	24.9023	-0.66289
26.3672	-2.10205	26.3672	-0.367826
27.832	-2.33803	27.832	-0.529646
29.2969	-3.23318	29.2969	-1.14997
30.7617	-2.70551	30.7617	-0.914305
32.2266	-2.23981	32.2266	-0.698381
33.6914	-2.38098	33.6914	-0.824872
35.1562	-2.45304	35.1562	-0.910717
36.6211	-1.83776	36.6211	-0.641622
38.0859	-1.68469	38.0859	-0.592964
39.5508	-1.50204	39.5508	-0.52085
41.0156	-1.31015	41.0156	-0.450139
42.4805	-1.20013	42.4805	-0.410276
43.9453	-1.08565	43.9453	-0.372151
45.4102	-0.990872	45.4102	-0.337712
46.875	-0.908229	46.875	-0.309803
48.3398	-0.822752	48.3398	-0.280903
51.2695	-0.698003	51.2695	-0.240735
52.7344	-0.649281	52.7344	-0.224902
54.1992	-0.607283	54.1992	-0.212879
55.6641	-0.562135	55.6641	-0.198243
58.5938	-0.471612	58.5938	-0.168494
60.0586	-0.430079	60.0586	-0.154907
62.9883	-0.358596	62.9883	-0.131441
64.4531	-0.343898	64.4531	-0.127544
67.3828	-0.309583	67.3828	-0.118157
68.8477	-0.28492	68.8477	-0.110037
71.7773	-0.251456	71.7773	-0.100367
74.707	-0.213206	74.707	-0.0876394
77.6367	-0.192586	77.6367	-0.082951
79.1016	-0.171452	79.1016	-0.0758258
82.0312	-0.15521	82.0312	-0.0704215
84.9609	-0.188322	84.9609	-0.0832074
87.8906	-0.196231	87.8906	-0.0945077
90.8203	-0.00251904	90.8203	-0.0152734
95.2148	-0.0557217	95.2148	-0.0369498
98.1445	-0.037134	98.1445	-0.0310075
101.074	-0.136844	101.074	-0.069895
105.469	-0.00275235	105.469	-0.0152437
108.398	-0.0472286	108.398	-0.0329115
112.793	0.0806879	112.793	0.0148352
117.188	0.164606	117.188	0.0527028
120.117	0.139979	120.117	0.0442444
124.512	0.105373	124.512	0.0305759
128.906	0.0797843	128.906	0.0170458
133.301	0.079635	133.301	0.0159756
139.16	0.0694046	139.16	0.0130669
143.555	0.100103	143.555	0.0303191
147.949	0.178421	147.949	0.0650729
153.809	0.167709	153.809	0.0655292
159.668	0.204567	159.668	0.0773704
165.527	0.183184	165.527	0.0691048
171.387	0.179255	171.387	0.0725991
177.246	0.232335	177.246	0.09395
183.105	0.213477	183.105	0.0988758
188.965	0.305994	188.965	0.140623
196.289	0.389502	196.289	0.169881
203.613	0.436	203.613	0.191005
210.938	0.456537	210.938	0.20466
218.262	0.491186	218.262	0.208871
225.586	0.40722	225.586	0.170086
232.91	0.497356	232.91	0.205686
241.699	0.438471	241.699	0.207087
250.488	0.57105	250.488	0.275521
259.277	0.71383	259.277	0.363105
268.066	0.715539	268.066	0.389459
276.855	0.782964	276.855	0.349544
287.109	0.739555	287.109	0.376846
297.363	0.959905	297.363	0.496192
307.617	0.808899	307.617	0.304889
319.336	1.06219	319.336	0.565827
329.59	1.10054	329.59	0.515066
341.309	1.15895	341.309	0.616542
353.027	1.43205	353.027	0.685448
366.211	1.29167	366.211	0.646036
379.395	1.65198	379.395	0.785065
392.578	1.71075	392.578	0.793968
405.762	1.71377	405.762	0.828249
420.41	2.03161	420.41	0.958029
435.059	1.80072	435.059	0.817388
451.172	2.47313	451.172	1.09501
465.82	2.40324	465.82	1.04136
483.398	2.61301	483.398	1.13418
499.512	2.72473	499.512	1.14281
517.09	2.88581	517.09	1.15635
536.133	2.8428	536.133	1.14463
555.176	3.13849	555.176	1.21795
574.219	3.33524	574.219	1.24731
594.727	3.33492	594.727	1.23877
615.234	3.42201	615.234	1.15565
637.207	3.28632	637.207	1.03041
659.18	3.0933	659.18	0.943052
682.617	3.14779	682.617	1.01066
707.52	2.90085	707.52	0.742832
732.422	2.69626	732.422	0.706192
757.324	2.35028	757.324	0.449514
785.156	1.81017	785.156	0.24263
811.523	2.13566	811.523	0.824162
840.82	2.86134	840.82	1.54395
870.117	3.62953	870.117	1.7751
900.879	3.93249	900.879	1.62621
