"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	57.8562	20.5078	57.3453	20.5078	57.4493	20.5078	58.3862	20.5078	61.2753	20.5078	58.4677
21.9727	53.2497	21.9727	55.1309	21.9727	53.719	21.9727	55.7215	21.9727	60.4339	21.9727	55.9824
23.4375	57.7571	23.4375	56.7997	23.4375	57.1814	23.4375	58.0308	23.4375	61.7055	23.4375	58.3254
24.9023	60.8211	24.9023	59.39	24.9023	60.0673	24.9023	60.5992	24.9023	63.6328	24.9023	60.867
26.3672	60.196	26.3672	59.0402	26.3672	59.6053	26.3672	60.0051	26.3672	64.0722	26.3672	60.5646
27.832	63.3806	27.832	62.135	27.832	62.7161	27.832	63.2325	27.832	66.6874	27.832	63.6001
29.2969	64.6051	29.2969	63.4689	29.2969	64.0001	29.2969	64.3599	29.2969	67.7687	29.2969	64.7796
30.7617	66.8427	30.7617	65.9571	30.7617	66.3217	30.7617	66.9822	30.7617	70.2688	30.7617	67.2543
32.2266	68.846	32.2266	67.7719	32.2266	68.2441	32.2266	68.769	32.2266	71.7392	32.2266	69.0262
33.6914	71.3267	33.6914	70.2246	33.6914	70.6992	33.6914	71.2601	33.6914	73.9677	33.6914	71.4493
35.1562	73.697	35.1562	72.5149	35.1562	73.0502	35.1562	73.5546	35.1562	75.956	35.1562	73.7038
36.6211	75.9196	36.6211	74.6944	36.6211	75.2568	36.6211	75.731	36.6211	77.9166	36.6211	75.8519
38.0859	78.0801	38.0859	76.8007	38.0859	77.3928	38.0859	77.8531	38.0859	79.8197	38.0859	77.9407
39.5508	79.9563	39.5508	78.6232	39.5508	79.2451	39.5508	79.6915	39.5508	81.4819	39.5508	79.7547
41.0156	81.6716	41.0156	80.1945	41.0156	80.8984	41.0156	81.296	41.0156	82.8975	41.0156	81.3498
42.4805	82.6975	42.4805	81.189	42.4805	81.9186	42.4805	82.2915	42.4805	83.7695	42.4805	82.335
43.9453	83.3773	43.9453	81.7905	43.9453	82.5633	43.9453	82.9115	43.9453	84.2639	43.9453	82.9471
45.4102	83.6546	45.4102	82.0777	45.4102	82.8335	45.4102	83.1974	45.4102	84.4799	45.4102	83.2173
46.875	83.9692	46.875	82.3732	46.875	83.139	46.875	83.4988	46.875	84.6608	46.875	83.5024
48.3398	83.9945	48.3398	82.3149	48.3398	83.1278	48.3398	83.4661	48.3398	84.4997	48.3398	83.4613
51.2695	83.8243	51.2695	82.1388	51.2695	82.961	51.2695	83.2743	51.2695	84.1421	51.2695	83.2561
52.7344	83.829	52.7344	82.1368	52.7344	82.9654	52.7344	83.2735	52.7344	84.061	52.7344	83.2459
54.1992	83.8443	54.1992	82.121	54.1992	82.9657	54.1992	83.2613	54.1992	83.9746	54.1992	83.23
55.6641	83.8539	55.6641	82.0885	55.6641	82.947	55.6641	83.2433	55.6641	83.9038	55.6641	83.207
58.5938	84.098	58.5938	82.2894	58.5938	83.1762	58.5938	83.4454	58.5938	83.97	58.5938	83.4034
60.0586	84.1853	60.0586	82.3774	60.0586	83.2684	60.0586	83.5271	60.0586	83.9938	60.0586	83.4816
62.9883	84.4298	62.9883	82.5269	62.9883	83.4722	62.9883	83.7043	62.9883	84.0618	62.9883	83.6583
64.4531	84.5432	64.4531	82.6429	64.4531	83.5916	64.4531	83.8093	64.4531	84.1023	64.4531	83.7611
67.3828	84.8185	67.3828	82.8455	67.3828	83.8436	67.3828	84.0217	67.3828	84.1861	67.3828	83.9758
68.8477	84.9915	68.8477	82.9805	68.8477	84.0003	68.8477	84.1792	68.8477	84.3209	68.8477	84.1306
71.7773	85.3242	71.7773	83.2994	71.7773	84.3326	71.7773	84.4859	71.7773	84.5519	71.7773	84.4397
74.707	85.5808	74.707	83.613	74.707	84.6014	74.707	84.7648	74.707	84.8195	74.707	84.7145
77.6367	85.8179	77.6367	83.8056	77.6367	84.8172	77.6367	84.9672	77.6367	84.9775	77.6367	84.9193
79.1016	85.9592	79.1016	83.9222	79.1016	84.9505	79.1016	85.084	79.1016	85.0624	79.1016	85.0402
82.0312	86.335	82.0312	84.2016	82.0312	85.2923	82.0312	85.38	82.0312	85.2628	82.0312	85.3473
84.9609	86.621	84.9609	84.4042	84.9609	85.5464	84.9609	85.6018	84.9609	85.4099	84.9609	85.577
87.8906	86.6213	87.8906	84.5654	87.8906	85.6087	87.8906	85.6828	87.8906	85.4993	87.8906	85.6494
90.8203	86.8513	90.8203	84.6171	90.8203	85.7609	90.8203	85.8258	90.8203	85.6559	90.8203	85.8009
95.2148	86.9841	95.2148	84.6775	95.2148	85.8869	95.2148	85.8913	95.2148	85.6343	95.2148	85.8825
98.1445	87.2285	98.1445	84.9697	98.1445	86.1651	98.1445	86.1019	98.1445	85.6851	98.1445	86.1066
