"Directivity Index"			
"Sound Power DI"		"Early Reflections DI"	
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-3.16721	20.5078	-1.03208
21.9727	-5.73562	21.9727	-2.29831
23.4375	-3.79028	23.4375	-1.14723
24.9023	-2.91903	24.9023	-0.798207
26.3672	-3.51487	26.3672	-0.946029
27.832	-3.15652	27.832	-0.879393
29.2969	-2.91389	29.2969	-0.770841
30.7617	-3.14168	30.7617	-0.934836
32.2266	-2.7721	32.2266	-0.78196
33.6914	-2.62031	33.6914	-0.752964
35.1562	-2.32158	35.1562	-0.656331
36.6211	-2.14178	36.6211	-0.598139
38.0859	-1.98172	38.0859	-0.551466
39.5508	-1.83725	39.5508	-0.513575
41.0156	-1.68211	41.0156	-0.454397
42.4805	-1.56922	42.4805	-0.419142
43.9453	-1.46581	43.9453	-0.386131
45.4102	-1.43487	45.4102	-0.386751
46.875	-1.35195	46.875	-0.366775
48.3398	-1.25712	48.3398	-0.336397
51.2695	-1.10938	51.2695	-0.297852
52.7344	-1.05101	52.7344	-0.283582
54.1992	-1.0003	54.1992	-0.2671
55.6641	-0.9802	55.6641	-0.262749
58.5938	-0.865	58.5938	-0.229369
60.0586	-0.810579	60.0586	-0.215253
62.9883	-0.728506	62.9883	-0.187508
64.4531	-0.668357	64.4531	-0.170636
67.3828	-0.548558	67.3828	-0.132482
68.8477	-0.539592	68.8477	-0.130461
71.7773	-0.47556	71.7773	-0.106712
74.707	-0.479122	74.707	-0.113017
77.6367	-0.441838	77.6367	-0.1014
79.1016	-0.407837	79.1016	-0.088501
82.0312	-0.314832	82.0312	-0.0525254
84.9609	-0.244704	84.9609	-0.0271466
87.8906	-0.265067	87.8906	-0.0379366
90.8203	-0.280556	90.8203	-0.0363414
95.2148	-0.160161	95.2148	0.00949979
98.1445	0.00266045	98.1445	0.0649094
101.074	0.118186	101.074	0.105253
105.469	-0.0760932	105.469	0.0264625
108.398	0.0975006	108.398	0.0928823
112.793	0.232237	112.793	0.158955
117.188	0.0999411	117.188	0.115444
120.117	0.178925	120.117	0.150746
124.512	0.366481	124.512	0.21718
128.906	0.394183	128.906	0.216235
133.301	0.408746	133.301	0.235345
139.16	0.346803	139.16	0.236611
143.555	0.432118	143.555	0.273584
147.949	0.791928	147.949	0.410997
153.809	0.965631	153.809	0.45539
159.668	0.918471	159.668	0.428803
165.527	0.874562	165.527	0.430149
171.387	0.784429	171.387	0.417449
177.246	0.905887	177.246	0.475191
183.105	1.18986	183.105	0.599428
188.965	1.46424	188.965	0.657421
196.289	1.54215	196.289	0.67386
203.613	1.5544	203.613	0.688591
210.938	1.86488	210.938	0.734073
218.262	1.70872	218.262	0.685551
225.586	2.00094	225.586	0.810933
232.91	2.3884	232.91	0.91702
241.699	2.40782	241.699	0.858057
250.488	2.34847	250.488	0.772986
259.277	2.98831	259.277	1.06188
268.066	2.91178	268.066	0.939469
276.855	2.72441	276.855	0.826241
287.109	3.05591	287.109	0.943861
297.363	3.02324	297.363	0.763413
307.617	2.98618	307.617	0.63825
319.336	2.15897	319.336	0.3427
329.59	2.52194	329.59	0.534284
341.309	2.75368	341.309	0.721967
353.027	2.95911	353.027	0.639318
366.211	3.12199	366.211	0.789908
379.395	3.38637	379.395	0.886879
392.578	2.86685	392.578	0.616518
405.762	2.64994	405.762	0.507279
420.41	3.44573	420.41	0.819422
435.059	4.29606	435.059	1.54526
451.172	3.45139	451.172	0.887186
465.82	3.75183	465.82	1.11606
483.398	4.48163	483.398	1.3617
499.512	3.94094	499.512	1.0939
517.09	4.17262	517.09	1.2777
536.133	4.88329	536.133	1.61165
555.176	4.69221	555.176	1.5488
574.219	5.08405	574.219	1.67727
594.727	5.37147	594.727	1.88554
615.234	5.57889	615.234	1.97139
637.207	5.67978	637.207	2.09471
659.18	5.1141	659.18	1.6739
682.617	5.57055	682.617	2.08133
707.52	5.5192	707.52	2.03467
732.422	5.99198	732.422	2.36862
757.324	5.64367	757.324	2.16183
785.156	5.6239	785.156	2.31649
811.523	5.48403	811.523	2.16872
840.82	5.61357	840.82	2.27186
870.117	5.28779	870.117	2.24753
900.879	5.45656	900.879	2.12427
933.105	5.67043	933.105	2.49455
965.332	5.79495	965.332	2.4586
1,000.49	5.27417	1,000.49	2.07308
1,035.64	5.17851	1,035.64	2.25502
1,072.27	4.86175	1,072.27	2.11473
1,108.89	5.47182	1,108.89	2.53657
1,148.44	5.31575	1,148.44	2.41317
1,189.45	5.96014	1,189.45	2.65521
1,230.47	5.86781	1,230.47	2.53783
1,274.41	6.13289	1,274.41	2.72525
1,319.82	6.34808	1,319.82	2.60403
1,366.7	6.10174	1,366.7	2.56035
1,413.57	6.3401	1,413.57	2.67089
