"CEA2034"													
"On Axis"		"Listening Window"		"Early Reflections"		"Sound Power"		"Sound Power DI"		"Early Reflections DI"		"DI offset"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.1211	20.5078	51.1384	20.5078	51.2882	20.5078	51.7821	20.5078	49.3357	20.5078	49.8296	20.5078	49.9794
21.2402	49.8188	21.2402	49.8589	21.2402	50.1547	21.2402	51.0695	21.2402	48.7688	21.2402	49.6836	21.2402	49.9794
21.9727	52.1471	21.9727	52.1832	21.9727	52.4277	21.9727	53.2151	21.9727	48.9476	21.9727	49.7349	21.9727	49.9794
22.7051	54.3943	22.7051	54.4317	22.7051	54.6694	22.7051	55.4722	22.7051	48.9389	22.7051	49.7416	22.7051	49.9794
23.4375	58.7388	23.4375	58.7717	23.4375	58.9881	23.4375	59.6509	23.4375	49.1001	23.4375	49.7629	23.4375	49.9794
24.1699	59.9042	24.1699	59.9344	24.1699	60.1305	24.1699	60.754	24.1699	49.1598	24.1699	49.7833	24.1699	49.9794
25.6348	63.9288	25.6348	63.9529	25.6348	64.099	25.6348	64.6195	25.6348	49.3129	25.6348	49.8333	25.6348	49.9794
26.3672	65.5324	26.3672	65.5529	26.3672	65.6697	26.3672	66.1377	26.3672	49.3945	26.3672	49.8625	26.3672	49.9794
27.0996	67.5552	27.0996	67.5731	27.0996	67.6698	27.0996	68.0903	27.0996	49.4622	27.0996	49.8827	27.0996	49.9794
27.832	69.2866	27.832	69.3023	27.832	69.3824	27.832	69.7653	27.832	49.5164	27.832	49.8992	27.832	49.9794
29.2969	72.6842	29.2969	72.6963	29.2969	72.7497	29.2969	73.0667	29.2969	49.609	29.2969	49.926	29.2969	49.9794
30.0293	74.289	30.0293	74.299	30.0293	74.3374	30.0293	74.6191	30.0293	49.6593	30.0293	49.941	30.0293	49.9794
31.4941	77.3044	31.4941	77.3116	31.4941	77.3299	31.4941	77.5644	31.4941	49.7266	31.4941	49.9611	31.4941	49.9794
32.2266	78.7326	32.2266	78.7379	32.2266	78.742	32.2266	78.9514	32.2266	49.7659	32.2266	49.9753	32.2266	49.9794
33.6914	81.2917	33.6914	81.2945	33.6914	81.2801	33.6914	81.4503	33.6914	49.8235	33.6914	49.9938	33.6914	49.9794
34.4238	82.477	34.4238	82.4789	34.4238	82.4593	34.4238	82.6149	34.4238	49.8434	34.4238	49.999	34.4238	49.9794
35.8887	84.655	35.8887	84.6548	35.8887	84.6195	35.8887	84.7399	35.8887	49.8943	35.8887	50.0147	35.8887	49.9794
37.3535	86.5132	37.3535	86.5114	37.3535	86.4649	37.3535	86.5604	37.3535	49.9305	37.3535	50.0259	37.3535	49.9794
38.8184	87.996	38.8184	87.993	38.8184	87.9394	38.8184	88.0169	38.8184	49.9555	38.8184	50.033	38.8184	49.9794
39.5508	88.5722	39.5508	88.5686	39.5508	88.5104	39.5508	88.5783	39.5508	49.9697	39.5508	50.0375	39.5508	49.9794
41.0156	89.6223	41.0156	89.6168	41.0156	89.5464	41.0156	89.5943	41.0156	50.0019	41.0156	50.0498	41.0156	49.9794
42.4805	90.4531	42.4805	90.4459	42.4805	90.3624	42.4805	90.3857	42.4805	50.0395	42.4805	50.0629	42.4805	49.9794
43.9453	91.0456	43.9453	91.0371	43.9453	90.945	43.9453	90.9536	43.9453	50.0629	43.9453	50.0715	43.9453	49.9794
45.4102	91.4531	45.4102	91.4431	45.4102	91.3395	45.4102	91.3259	45.4102	50.0966	45.4102	50.083	45.4102	49.9794
47.6074	91.8919	47.6074	91.8806	47.6074	91.7707	47.6074	91.7346	47.6074	50.1254	47.6074	50.0894	47.6074	49.9794
49.0723	92.0777	49.0723	92.0654	49.0723	91.9489	49.0723	91.9012	49.0723	50.1436	49.0723	50.0959	49.0723	49.9794
50.5371	92.2086	50.5371	92.1957	50.5371	92.0746	50.5371	92.0198	50.5371	50.1553	50.5371	50.1005	50.5371	49.9794
52.7344	92.3682	52.7344	92.3543	52.7344	92.2281	52.7344	92.1635	52.7344	50.1702	52.7344	50.1056	52.7344	49.9794
54.1992	92.4347	54.1992	92.4202	54.1992	92.2917	54.1992	92.2231	54.1992	50.1765	54.1992	50.108	54.1992	49.9794
56.3965	92.4904	56.3965	92.4753	56.3965	92.3455	56.3965	92.275	56.3965	50.1797	56.3965	50.1093	56.3965	49.9794
58.5938	92.5622	58.5938	92.546	58.5938	92.4094	58.5938	92.3275	58.5938	50.1979	58.5938	50.1159	58.5938	49.9794
60.0586	92.6144	60.0586	92.5973	60.0586	92.4564	60.0586	92.3685	60.0586	50.2082	60.0586	50.1203	60.0586	49.9794
62.2559	92.641	62.2559	92.6225	62.2559	92.4728	62.2559	92.3743	62.2559	50.2276	62.2559	50.1291	62.2559	49.9794
64.4531	92.6854	64.4531	92.6653	64.4531	92.5061	64.4531	92.3943	64.4531	50.2504	64.4531	50.1386	64.4531	49.9794
66.6504	92.7216	66.6504	92.6994	66.6504	92.5253	66.6504	92.3907	66.6504	50.2881	66.6504	50.1535	66.6504	49.9794
69.5801	92.7937	69.5801	92.7689	69.5801	92.5762	69.5801	92.4124	69.5801	50.3358	69.5801	50.1721	69.5801	49.9794
71.7773	92.8209	71.7773	92.7961	71.7773	92.6032	71.7773	92.4347	71.7773	50.3408	71.7773	50.1723	71.7773	49.9794
73.9746	92.8616	73.9746	92.8369	73.9746	92.6481	73.9746	92.4819	73.9746	50.3343	73.9746	50.1682	73.9746	49.9794
76.9043	92.8715	76.9043	92.8478	76.9043	92.6718	76.9043	92.5328	76.9043	50.2944	76.9043	50.1553	76.9043	49.9794
79.834	92.9618	79.834	92.9346	79.834	92.7408	79.834	92.5856	79.834	50.3284	79.834	50.1732	79.834	49.9794
82.7637	93.1189	82.7637	93.0867	82.7637	92.856	82.7637	92.6413	82.7637	50.4248	82.7637	50.2101	82.7637	49.9794
85.6934	93.0318	85.6934	93.0043	85.6934	92.7977	85.6934	92.6088	85.6934	50.3749	85.6934	50.186	85.6934	49.9794
88.623	92.9221	88.623	92.8963	88.623	92.7252	88.623	92.6224	88.623	50.2533	88.623	50.1505	88.623	49.9794
91.5527	92.9274	91.5527	92.8957	91.5527	92.6911	91.5527	92.5529	91.5527	50.3222	91.5527	50.184	91.5527	49.9794
94.4824	93.0518	94.4824	93.0135	94.4824	92.7657	94.4824	92.5756	94.4824	50.4173	94.4824	50.2273	94.4824	49.9794
98.1445	93.186	98.1445	93.1471	98.1445	92.8794	98.1445	92.624	98.1445	50.5026	98.1445	50.2471	98.1445	49.9794
101.807	93.1324	101.807	93.0913	101.807	92.8222	101.807	92.5854	101.807	50.4853	101.807	50.2485	101.807	49.9794
105.469	93.1078	105.469	93.0656	105.469	92.7915	105.469	92.5532	105.469	50.4918	105.469	50.2535	105.469	49.9794
109.131	93.1669	109.131	93.1225	109.131	92.8403	109.131	92.6191	109.131	50.4828	109.131	50.2616	109.131	49.9794
112.793	93.0527	112.793	93.0027	112.793	92.6977	112.793	92.4646	112.793	50.5175	112.793	50.2844	112.793	49.9794
116.455	93.056	116.455	93.001	116.455	92.6546	116.455	92.3437	116.455	50.6367	116.455	50.3258	116.455	49.9794
120.85	93.2835	120.85	93.2272	120.85	92.8637	120.85	92.5063	120.85	50.7004	120.85	50.343	120.85	49.9794
125.244	93.1733	125.244	93.121	125.244	92.7831	125.244	92.4746	125.244	50.6258	125.244	50.3172	125.244	49.9794
129.639	93.0615	129.639	93.0052	129.639	92.6565	129.639	92.3525	129.639	50.6321	129.639	50.3281	129.639	49.9794
134.033	92.9605	134.033	92.9016	134.033	92.5395	134.033	92.2312	134.033	50.6498	134.033	50.3415	134.033	49.9794
138.428	92.8007	138.428	92.7386	138.428	92.3753	138.428	92.1104	138.428	50.6075	138.428	50.3426	138.428	49.9794
143.555	92.7045	143.555	92.6319	143.555	92.1972	143.555	91.8504	143.555	50.761	143.555	50.4141	143.555	49.9794
148.682	92.7082	148.682	92.6307	148.682	92.1426	148.682	91.6915	148.682	50.9185	148.682	50.4675	148.682	49.9794
153.809	92.6353	153.809	92.5565	153.809	92.0458	153.809	91.5404	153.809	50.9955	153.809	50.4901	153.809	49.9794
159.668	92.4762	159.668	92.4026	159.668	91.9371	159.668	91.5004	159.668	50.8816	159.668	50.4449	159.668	49.9794
164.795	92.0543	164.795	91.9727	164.795	91.5164	164.795	91.187	164.795	50.7651	164.795	50.4357	164.795	49.9794
170.654	92.2958	170.654	92.1912	170.654	91.5758	170.654	91.0233	170.654	51.1473	170.654	50.5949	170.654	49.9794
176.514	92.5532	176.514	92.447	176.514	91.8305	176.514	91.3189	176.514	51.1075	176.514	50.596	176.514	49.9794
183.105	92.7821	183.105	92.6749	183.105	91.998	183.105	91.3552	183.105	51.2991	183.105	50.6563	183.105	49.9794
189.697	93.1047	189.697	92.9924	189.697	92.2712	189.697	91.5392	189.697	51.4326	189.697	50.7006	189.697	49.9794
196.289	93.1123	196.289	92.9962	196.289	92.2465	196.289	91.4777	196.289	51.498	196.289	50.7291	196.289	49.9794
202.881	93.1612	202.881	93.0488	202.881	92.2821	202.881	91.3723	202.881	51.6558	202.881	50.746	202.881	49.9794
210.205	93.1122	210.205	93	210.205	92.231	210.205	91.3101	210.205	51.6693	210.205	50.7484	210.205	49.9794
217.529	93.0485	217.529	92.9327	217.529	92.1832	217.529	91.3378	217.529	51.5743	217.529	50.7289	217.529	49.9794
225.586	93.2863	225.586	93.1441	225.586	92.2355	225.586	91.2202	225.586	51.9033	225.586	50.888	225.586	49.9794
232.91	93.5039	232.91	93.3664	232.91	92.4216	232.91	91.1591	232.91	52.1867	232.91	50.9242	232.91	49.9794
241.699	93.4626	241.699	93.3272	241.699	92.3822	241.699	91.1078	241.699	52.1988	241.699	50.9245	241.699	49.9794
249.756	93.7851	249.756	93.6474	249.756	92.6655	249.756	91.2416	249.756	52.3852	249.756	50.9613	249.756	49.9794
