"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.1365	20.5078	51.2778	20.5078	51.7486	20.5078	51.5071
21.2402	49.8542	21.2402	50.1426	21.2402	50.8902	21.2402	50.5035
21.9727	52.1794	21.9727	52.4304	21.9727	52.9851	21.9727	52.6875
22.7051	54.4275	22.7051	54.6833	22.7051	55.2645	22.7051	54.9545
23.4375	58.7703	23.4375	59.0147	23.4375	59.6012	23.4375	59.2909
24.1699	59.9326	24.1699	60.1531	24.1699	60.6816	24.1699	60.4007
25.6348	63.9507	25.6348	64.1185	25.6348	64.5081	25.6348	64.2979
26.3672	65.5501	26.3672	65.685	26.3672	65.9902	26.3672	65.8238
27.0996	67.5704	27.0996	67.6851	27.0996	67.9379	27.0996	67.7989
27.832	69.2994	27.832	69.3957	27.832	69.6065	27.832	69.4901
29.2969	72.6934	29.2969	72.7608	29.2969	72.8979	29.2969	72.8209
30.0293	74.296	30.0293	74.3469	30.0293	74.4415	30.0293	74.3873
31.4941	77.3083	31.4941	77.3352	31.4941	77.3735	31.4941	77.3503
32.2266	78.7344	32.2266	78.7449	32.2266	78.7425	32.2266	78.7416
33.6914	81.2908	33.6914	81.2805	33.6914	81.2281	33.6914	81.2549
34.4238	82.4752	34.4238	82.4589	34.4238	82.394	34.4238	82.428
35.8887	84.6509	35.8887	84.6163	35.8887	84.5057	35.8887	84.5651
37.3535	86.5074	37.3535	86.4594	37.3535	86.3189	37.3535	86.3953
38.8184	87.9889	38.8184	87.9324	38.8184	87.7759	38.8184	87.8618
39.5508	88.5644	39.5508	88.502	39.5508	88.3351	39.5508	88.4272
41.0156	89.6124	41.0156	89.5349	41.0156	89.3375	41.0156	89.4474
42.4805	90.4412	42.4805	90.3483	42.4805	90.1138	42.4805	90.2449
43.9453	91.0323	43.9453	90.9287	43.9453	90.6748	43.9453	90.8175
45.4102	91.438	45.4102	91.3212	45.4102	91.0366	45.4102	91.1971
47.6074	91.8756	47.6074	91.7502	47.6074	91.4479	47.6074	91.6189
49.0723	92.0602	49.0723	91.9259	49.0723	91.6076	49.0723	91.7883
50.5371	92.1904	50.5371	92.0504	50.5371	91.7225	50.5371	91.9091
52.7344	92.3489	52.7344	92.2023	52.7344	91.8665	52.7344	92.0584
54.1992	92.4148	54.1992	92.2644	54.1992	91.9287	54.1992	92.1213
56.3965	92.4698	56.3965	92.3163	56.3965	91.9909	56.3965	92.1791
58.5938	92.5402	58.5938	92.3773	58.5938	92.0413	58.5938	92.2367
60.0586	92.5915	60.0586	92.4222	60.0586	92.0802	60.0586	92.2799
62.2559	92.6163	62.2559	92.4346	62.2559	92.0782	62.2559	92.2876
64.4531	92.6588	64.4531	92.4641	64.4531	92.0907	64.4531	92.3113
66.6504	92.6925	66.6504	92.4789	66.6504	92.0649	66.6504	92.3098
69.5801	92.7616	69.5801	92.525	69.5801	92.0605	69.5801	92.3357
71.7773	92.7888	71.7773	92.5525	71.7773	92.0877	71.7773	92.363
73.9746	92.8297	73.9746	92.5963	73.9746	92.1526	73.9746	92.4166
76.9043	92.8407	76.9043	92.62	76.9043	92.2372	76.9043	92.468
79.834	92.9269	79.834	92.6792	79.834	92.2825	79.834	92.526
82.7637	93.078	82.7637	92.7826	82.7637	92.2749	82.7637	92.5847
85.6934	92.9965	85.6934	92.7387	85.6934	92.2539	85.6934	92.5439
88.623	92.8888	88.623	92.6638	88.623	92.3941	88.623	92.5697
91.5527	92.8869	91.5527	92.613	91.5527	92.3021	91.5527	92.5083
94.4824	93.0034	94.4824	92.6714	94.4824	92.2757	94.4824	92.5368
98.1445	93.1371	98.1445	92.7887	98.1445	92.2437	98.1445	92.5841
101.807	93.0807	101.807	92.7213	101.807	92.246	101.807	92.5533
105.469	93.0546	105.469	92.685	105.469	92.2089	105.469	92.5189
109.131	93.111	109.131	92.7294	109.131	92.2935	109.131	92.5857
112.793	92.9903	112.793	92.5689	112.793	92.1728	112.793	92.4536
116.455	92.9876	116.455	92.5118	116.455	91.9826	116.455	92.3434
120.85	93.2136	120.85	92.7169	120.85	92.088	120.85	92.5051
125.244	93.108	125.244	92.6503	125.244	92.0934	125.244	92.4644
129.639	92.9914	129.639	92.5101	129.639	92.0095	129.639	92.3568
134.033	92.8871	134.033	92.383	134.033	91.8796	134.033	92.2335
138.428	92.7233	138.428	92.2045	138.428	91.8374	138.428	92.1251
143.555	92.6142	143.555	91.9931	143.555	91.4875	143.555	91.8693
148.682	92.6122	148.682	91.9317	148.682	91.2067	148.682	91.7173
153.809	92.5381	153.809	91.8414	153.809	90.9991	153.809	91.5763
159.668	92.3853	159.668	91.7499	159.668	91.0652	159.668	91.5438
164.795	91.9534	164.795	91.2964	164.795	90.9638	164.795	91.2652
170.654	92.167	170.654	91.2652	170.654	90.6153	170.654	91.1397
176.514	92.4223	176.514	91.5062	176.514	90.9486	176.514	91.4276
183.105	92.6503	183.105	91.6769	183.105	90.8012	183.105	91.4654
189.697	92.9674	189.697	91.9492	189.697	90.8904	189.697	91.6674
196.289	92.9711	196.289	91.9086	196.289	90.8653	196.289	91.6454
202.881	93.0251	202.881	91.9704	202.881	90.6503	202.881	91.5852
210.205	92.9766	210.205	91.9321	210.205	90.5682	210.205	91.5255
217.529	92.9087	217.529	91.8671	217.529	90.8242	217.529	91.5986
225.586	93.115	225.586	91.8059	225.586	90.621	225.586	91.5481
232.91	93.3392	232.91	92.0212	232.91	90.2468	232.91	91.5245
241.699	93.3007	241.699	91.9942	241.699	90.1824	241.699	91.4794
249.756	93.6214	249.756	92.28	249.756	90.1975	249.756	91.6718
258.545	93.5535	258.545	92.274	258.545	90.2256	258.545	91.66
268.066	93.124	268.066	91.7734	268.066	89.868	268.066	91.2354
277.588	92.9083	277.588	91.5561	277.588	89.5439	277.588	90.9778
287.109	92.4451	287.109	91.0502	287.109	89.2197	287.109	90.5545
297.363	92.3608	297.363	90.858	297.363	88.4448	297.363	90.1797
307.617	91.5625	307.617	90.241	307.617	88.2249	307.617	89.6519
318.604	91.3703	318.604	89.7796	318.604	87.1885	318.604	89.068
329.59	91.6992	329.59	90.2337	329.59	86.8757	329.59	89.2311
341.309	91.3485	341.309	89.7997	341.309	87.3299	341.309	89.1163
353.76	91.634	353.76	90.1207	353.76	86.8247	353.76	89.1536
366.211	91.9499	366.211	90.3654	366.211	86.681	366.211	89.3073
378.662	92.4136	378.662	90.8794	378.662	87.4666	378.662	89.8838
392.578	92.4816	392.578	91.2551	392.578	87.0352	392.578	89.9204
405.762	92.5749	405.762	91.2774	405.762	87.8918	405.762	90.2093
420.41	93.2373	420.41	91.93	420.41	86.9325	420.41	90.4273
435.059	92.6634	435.059	91.4607	435.059	87.9053	435.059	90.3088
450.439	92.8461	450.439	91.7768	450.439	87.6851	450.439	90.4233
466.553	92.8892	466.553	91.6918	466.553	87.598	466.553	90.3816
482.666	92.8813	482.666	91.3803	482.666	87.2881	482.666	90.1781
500.244	93.0609	500.244	91.5611	500.244	87.0488	500.244	90.2485
517.822	92.8399	517.822	91.7793	517.822	87.3051	517.822	90.3186
536.133	93.2673	536.133	91.4289	536.133	86.8588	536.133	90.2311
554.443	92.7601	554.443	90.9579	554.443	86.8111	554.443	89.8529
574.219	93.0043	574.219	90.7765	574.219	86.2923	574.219	89.7555
594.727	92.8023	594.727	90.3262	594.727	85.9949	594.727	89.4449
615.234	93.0253	615.234	90.8285	615.234	85.6894	615.234	89.6473
637.207	93.6007	637.207	90.2897	637.207	86.7112	637.207	89.9561
659.912	92.8236	659.912	90.2806	659.912	84.9692	659.912	89.2146
683.35	93.1863	683.35	89.8496	683.35	85.7316	683.35	89.3993
706.787	93.1437	706.787	89.8542	706.787	84.9148	706.787	89.2079
731.689	92.2807	731.689	89.6211	731.689	84.3129	731.689	88.6081
758.057	92.3132	758.057	88.8608	758.057	83.9359	758.057	88.2965
784.424	92.191	784.424	89.4305	784.424	83.1171	784.424	88.2857
812.256	93.1177	812.256	89.7163	812.256	84.3873	812.256	89.0513
840.82	93.0353	840.82	90.1486	840.82	83.9289	840.82	89.0795
870.85	92.5636	870.85	89.7278	870.85	83.9669	870.85	88.7119
901.611	92.5528	901.611	89.6772	901.611	83.4654	901.611	88.604
933.105	92.5103	933.105	89.2919	933.105	83.6373	933.105	88.479
966.064	91.8299	966.064	88.6472	966.064	82.9144	966.064	87.8033
999.756	91.8421	999.756	88.3052	999.756	83.0773	999.756	87.7261
1,034.91	91.844	1,034.91	88.2549	1,034.91	82.6385	1,034.91	87.6347
1,071.53	92.1395	1,071.53	88.4083	1,071.53	82.343	1,071.53	87.7909
1,109.62	92.4283	1,109.62	88.7344	1,109.62	81.668	1,109.62	87.9599
1,148.44	92.9818	1,148.44	88.8148	1,148.44	81.9306	1,148.44	88.3258
1,189.45	93.5747	1,189.45	89.2872	1,189.45	82.2724	1,189.45	88.8516
1,231.2	93.4971	1,231.2	89.1926	1,231.2	81.6419	1,231.2	88.7081
1,274.41	93.6257	1,274.41	89.6985	1,274.41	81.5272	1,274.41	88.9335
1,319.82	93.348	1,319.82	89.2032	1,319.82	82.0308	1,319.82	88.6675
1,365.97	92.811	1,365.97	88.6153	1,365.97	81.4291	1,365.97	88.1073
1,414.31	92.205	1,414.31	87.9663	1,414.31	80.8232	1,414.31	87.4879
1,464.11	91.9018	1,464.11	88.0989	1,464.11	80.1761	1,464.11	87.288
