"Directivity Index"
"Sound Power DI"		"Early Reflections DI"
"Frequency [Hz]"	"[dB] Directivity Index "	"Frequency [Hz]"	"[dB] Directivity Index "
20.5078	-0.643708	20.5078	-0.149783
21.2402	-1.21059	21.2402	-0.295843
21.9727	-1.03184	21.9727	-0.244454
22.7051	-1.04048	22.7051	-0.237749
23.4375	-0.879263	23.4375	-0.21649
24.1699	-0.819594	24.1699	-0.196136
25.6348	-0.666545	25.6348	-0.146123
26.3672	-0.584857	26.3672	-0.116858
27.0996	-0.517197	27.0996	-0.0966653
27.832	-0.463028	27.832	-0.0801818
29.2969	-0.370375	29.2969	-0.0534443
30.0293	-0.32007	30.0293	-0.0384209
31.4941	-0.252799	31.4941	-0.0182948
32.2266	-0.213455	32.2266	-0.00408747
33.6914	-0.155853	33.6914	0.0143638
34.4238	-0.135972	34.4238	0.0196387
35.8887	-0.0851374	35.8887	0.0353258
37.3535	-0.0489486	37.3535	0.0465017
38.8184	-0.0239061	38.8184	0.0536294
39.5508	-0.0097417	39.5508	0.058137
41.0156	0.0224952	41.0156	0.0704435
42.4805	0.0601204	42.4805	0.0834863
43.9453	0.0835303	43.9453	0.092114
45.4102	0.117156	45.4102	0.103574
47.6074	0.145996	47.6074	0.109951
49.0723	0.164171	49.0723	0.116516
50.5371	0.175862	50.5371	0.121083
52.7344	0.190797	52.7344	0.126184
54.1992	0.197123	54.1992	0.128557
56.3965	0.200349	56.3965	0.129878
58.5938	0.218456	58.5938	0.136547
60.0586	0.228843	60.0586	0.140939
62.2559	0.248199	62.2559	0.149671
64.4531	0.270973	64.4531	0.159229
66.6504	0.308704	66.6504	0.174125
69.5801	0.356451	69.5801	0.192663
71.7773	0.36142	71.7773	0.192914
73.9746	0.35492	73.9746	0.188795
76.9043	0.314971	76.9043	0.175929
79.834	0.348989	79.834	0.193815
82.7637	0.445389	82.7637	0.230663
85.6934	0.395487	85.6934	0.206607
88.623	0.273937	88.623	0.171111
91.5527	0.342784	91.5527	0.204601
94.4824	0.437908	94.4824	0.247863
98.1445	0.523163	98.1445	0.267726
101.807	0.505858	101.807	0.2691
105.469	0.512393	105.469	0.27407
109.131	0.503414	109.131	0.282192
112.793	0.538084	112.793	0.304985
116.455	0.657291	116.455	0.346396
120.85	0.720981	120.85	0.363586
125.244	0.6464	125.244	0.337846
129.639	0.652678	129.639	0.348735
134.033	0.670427	134.033	0.362091
138.428	0.628141	138.428	0.363246
143.555	0.781556	143.555	0.434682
148.682	0.939115	148.682	0.488063
153.809	1.01612	153.809	0.510669
159.668	0.90221	159.668	0.465494
164.795	0.785707	164.795	0.456306
170.654	1.1679	170.654	0.615463
176.514	1.12815	176.514	0.616568
183.105	1.31966	183.105	0.67693
189.697	1.45315	189.697	0.721237
196.289	1.51856	196.289	0.749748
202.881	1.67644	202.881	0.766643
210.205	1.68989	210.205	0.768976
217.529	1.59491	217.529	0.749491
225.586	1.92393	225.586	0.908598
232.91	2.20734	232.91	0.944831
241.699	2.21939	241.699	0.945077
249.756	2.40584	249.756	0.981934
258.545	2.33742	258.545	0.940829
268.066	2.34503	268.066	0.977105
277.588	2.42459	277.588	0.988038
287.109	2.44444	287.109	1.00469
297.363	2.76067	297.363	1.08621
307.617	2.4751	307.617	0.9794
