"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.4956
21.2402	50.5499
21.9727	52.7655
22.7051	55.0155
23.4375	59.2686
24.1699	60.3943
25.6348	64.3194
26.3672	65.8687
27.0996	67.8488
27.832	69.5459
29.2969	72.8858
30.0293	74.4591
31.4941	77.4325
32.2266	78.8349
33.6914	81.3575
34.4238	82.5308
35.8887	84.6771
37.3535	86.5127
38.8184	87.9801
39.5508	88.5474
41.0156	89.576
42.4805	90.3827
43.9453	90.9599
45.4102	91.3461
47.6074	91.7683
49.0723	91.9422
50.5371	92.0654
52.7344	92.2153
54.1992	92.2774
56.3965	92.3305
58.5938	92.3903
60.0586	92.4352
62.2559	92.4481
64.4531	92.4769
66.6504	92.4882
69.5801	92.5289
71.7773	92.5538
73.9746	92.5992
76.9043	92.633
79.834	92.6973
82.7637	92.7918
85.6934	92.7414
88.623	92.7014
91.5527	92.6562
94.4824	92.7141
98.1445	92.8027
101.807	92.7535
105.469	92.7229
109.131	92.78
112.793	92.6353
116.455	92.5649
120.85	92.7569
125.244	92.6933
129.639	92.57
134.033	92.453
138.428	92.3072
143.555	92.1044
148.682	92.0142
153.809	91.8984
159.668	91.8115
164.795	91.4338
170.654	91.4242
176.514	91.6955
183.105	91.8194
189.697	92.0641
196.289	92.0293
202.881	92.0134
210.205	91.9585
217.529	91.9365
225.586	91.9492
232.91	92.0508
241.699	92.0072
249.756	92.2437
258.545	92.2187
268.066	91.7706
277.588	91.5202
287.109	91.042
297.363	90.8111
307.617	90.1574
318.604	89.6683
329.59	90.0205
341.309	89.7061
353.76	89.9126
366.211	90.1421
378.662	90.6532
392.578	90.7576
405.762	90.8482
420.41	91.3812
435.059	90.9861
450.439	91.1613
466.553	91.1605
482.666	90.9792
500.244	91.0416
517.822	91.0446
536.133	91.1121
554.443	90.6745
574.219	90.8321
594.727	90.5791
615.234	90.8227
637.207	91.0276
659.912	90.4921
683.35	90.6833
706.787	90.5839
731.689	90.1605
758.057	89.9924
784.424	89.971
812.256	90.4087
840.82	90.3626
870.85	90.2188
901.611	90.2323
933.105	90.2229
966.064	89.9847
999.756	89.8332
1,034.91	89.8528
1,071.53	89.9774
1,109.62	90.0429
1,148.44	90.2483
1,189.45	90.6232
1,231.2	90.488
1,274.41	90.4983
1,319.82	90.2631
1,365.97	89.7221
1,414.31	89.1715
1,464.11	88.8772
1,515.38	88.8084
1,568.85	89.1902
1,624.51	88.5637
1,681.64	88.4294
1,740.97	88.1075
1,802.49	87.8566
1,866.21	87.6761
1,932.13	87.168
2,000.24	87.3062
2,070.56	88.4029
2,143.8	88.3928
2,219.24	88.0356
2,297.61	88.927
2,378.17	89.5928
2,462.4	88.9999
2,548.83	88.7369
2,638.92	88.6354
2,731.93	88.1582
2,828.61	87.9469
2,928.22	87.6572
3,031.49	87.1414
3,138.43	87.117
3,249.02	87.0004
3,363.28	86.6327
3,481.93	86.7379
3,604.98	87.0061
3,732.42	86.8547
3,863.53	86.9799
3,999.76	87.1344
4,141.11	86.7469
4,286.87	87.0719
4,438.48	87.1742
4,594.48	87.3885
4,757.08	87.1144
4,924.8	86.1339
5,098.39	85.5424
5,277.83	85.311
5,463.87	86.5469
5,656.49	87.0368
5,856.45	87.0014
6,062.99	87.4912
6,276.86	88.2391
6,498.05	88.12
6,727.29	88.2999
6,964.6	88.4803
7,209.96	88.3947
7,464.11	87.8499
7,727.78	86.5127
8,000.24	85.6759
8,282.23	86.0494
8,574.46	86.7154
8,876.22	86.6839
9,189.7	85.7358
9,513.43	84.3668
9,848.88	84.0969
10,196.8	84.5747
10,556.4	85.2117
10,928.5	85.8521
11,313.7	86.1156
11,712.9	85.4278
12,126	84.9587
12,553.7	85.4831
12,996.1	86.6251
13,454.6	87.287
13,928.5	87.1915
14,419.9	87.1386
14,928.2	87.2343
15,454.8	87.2963
15,999.8	86.8011
16,564.5	85.5618
17,148.2	84.3883
17,753.2	84.0043
18,379.4	83.1843
19,027.6	81.6798
19,698.5	81.5851
19,999.5	81.513
