"Vertical Reflections"
"Floor Reflection"		"Ceiling Reflection"		"Total Vertical Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	51.7996	20.5078	50.7409	20.5078	51.3024
21.2402	51.3592	21.2402	48.6642	21.2402	50.2175
21.9727	53.5704	21.9727	51.0244	21.9727	52.4814
22.7051	56.0567	22.7051	52.6538	22.7051	54.6803
23.4375	60.0396	23.4375	57.4699	23.4375	58.9421
24.1699	61.1771	24.1699	58.653	24.1699	60.0959
25.6348	65.1245	25.6348	62.6831	25.6348	64.0732
26.3672	66.708	26.3672	64.2614	26.3672	65.6548
27.0996	68.6799	27.0996	66.3045	27.0996	67.6526
27.832	70.3685	27.832	68.0653	27.832	69.3679
29.2969	73.6881	29.2969	71.5199	29.2969	72.7379
30.0293	75.2524	30.0293	73.1527	30.0293	74.3282
31.4941	78.2116	31.4941	76.2178	31.4941	77.3281
32.2266	79.6261	32.2266	77.6378	32.2266	78.7448
33.6914	82.1486	33.6914	80.2079	33.6914	81.2858
34.4238	83.3132	34.4238	81.4098	34.4238	82.465
35.8887	85.4562	35.8887	83.6085	35.8887	84.6298
37.3535	87.2864	37.3535	85.4848	37.3535	86.4783
38.8184	88.7442	38.8184	86.9864	38.8184	87.9536
39.5508	89.309	39.5508	87.5711	39.5508	88.5264
41.0156	90.3515	41.0156	88.6058	41.0156	89.5658
42.4805	91.165	42.4805	89.4348	42.4805	90.3855
43.9453	91.7468	43.9453	90.0229	43.9453	90.9698
45.4102	92.1371	45.4102	90.428	45.4102	91.3661
47.6074	92.5327	47.6074	90.9194	47.6074	91.8006
49.0723	92.7097	49.0723	91.1079	49.0723	91.9822
50.5371	92.8386	50.5371	91.2307	50.5371	92.1086
52.7344	92.9856	52.7344	91.3951	52.7344	92.2627
54.1992	93.0436	54.1992	91.4678	54.1992	92.3268
56.3965	93.0883	56.3965	91.5328	56.3965	92.3798
58.5938	93.1485	58.5938	91.6083	58.5938	92.4463
60.0586	93.197	60.0586	91.6573	60.0586	92.495
62.2559	93.2231	62.2559	91.6689	62.2559	92.5151
64.4531	93.2619	64.4531	91.7014	64.4531	92.5514
66.6504	93.2941	66.6504	91.7163	66.6504	92.5765
69.5801	93.3586	69.5801	91.7609	69.5801	92.6328
71.7773	93.3724	71.7773	91.803	71.7773	92.6582
73.9746	93.3923	73.9746	91.8846	73.9746	92.7036
76.9043	93.4099	76.9043	91.9072	76.9043	92.7232
79.834	93.5008	79.834	91.9587	79.834	92.7978
82.7637	93.646	82.7637	92.0756	82.7637	92.9314
85.6934	93.5766	85.6934	92.0061	85.6934	92.8619
88.623	93.4834	88.623	91.9096	88.623	92.7674
91.5527	93.4843	91.5527	91.8549	91.5527	92.7456
94.4824	93.6166	94.4824	91.8759	94.4824	92.8329
98.1445	93.7138	98.1445	92.0511	98.1445	92.9615
101.807	93.6587	101.807	91.9899	101.807	92.9039
105.469	93.6533	105.469	91.9384	105.469	92.8799
109.131	93.7563	109.131	91.8763	109.131	92.9173
112.793	93.6088	112.793	91.7424	112.793	92.7751
116.455	93.588	116.455	91.7193	116.455	92.7534
120.85	93.8068	120.85	91.9567	120.85	92.9795
125.244	93.7551	125.244	91.7798	125.244	92.8788
129.639	93.6342	129.639	91.6444	129.639	92.7523
134.033	93.5681	134.033	91.4647	134.033	92.6425
138.428	93.4364	138.428	91.2166	138.428	92.4668
143.555	93.3815	143.555	90.9031	143.555	92.3167
148.682	93.3821	148.682	90.7844	148.682	92.2747
153.809	93.3026	153.809	90.6327	153.809	92.1696
159.668	93.1678	159.668	90.5023	159.668	92.0364
164.795	92.7811	164.795	89.9594	164.795	91.5955
170.654	92.9552	170.654	90.0474	170.654	91.7402
176.514	93.2536	176.514	90.2141	176.514	91.9945
183.105	93.5501	183.105	90.1175	183.105	92.1644
189.697	93.8141	189.697	90.3918	189.697	92.4316
196.289	93.7708	196.289	90.377	196.289	92.3973
202.881	93.7923	202.881	90.414	202.881	92.4237
210.205	93.7418	210.205	90.3074	210.205	92.3556
217.529	93.6226	217.529	90.3588	217.529	92.2903
225.586	93.763	225.586	90.392	225.586	92.3967
232.91	93.8855	232.91	90.7797	232.91	92.6045
241.699	93.8857	241.699	90.6021	241.699	92.5471
249.756	94.083	249.756	91.0569	249.756	92.8283
258.545	93.9921	258.545	91.1718	258.545	92.807
268.066	93.6091	268.066	90.5307	268.066	92.3371
277.588	93.1581	277.588	90.676	277.588	92.092
287.109	92.6275	287.109	90.2607	287.109	91.6034
297.363	92.6253	297.363	89.9325	297.363	91.4844
307.617	91.7925	307.617	89.2354	307.617	90.6995
318.604	91.3358	318.604	89.0213	318.604	90.3309
329.59	91.8087	329.59	89.5069	329.59	90.8085
341.309	91.3712	341.309	89.0613	341.309	90.3681
353.76	91.6741	353.76	89.4212	353.76	90.6922
366.211	91.9171	366.211	89.6729	366.211	90.9384
378.662	92.4723	378.662	90.0335	378.662	91.4219
392.578	92.5314	392.578	89.9458	392.578	91.4282
405.762	92.5014	405.762	89.8582	405.762	91.3779
420.41	93.1788	420.41	90.8034	420.41	92.1515
435.059	92.7174	435.059	90.0104	435.059	91.5715
450.439	93.0445	450.439	89.8822	450.439	91.7451
466.553	93.2969	466.553	89.4142	466.553	91.7757
482.666	93.1393	482.666	89.0239	482.666	91.5519
500.244	93.2837	500.244	88.5163	500.244	91.5238
517.822	93.2264	517.822	88.4673	517.822	91.4685
536.133	93.4511	536.133	88.6476	536.133	91.6822
554.443	93.1944	554.443	87.7296	554.443	91.2702
574.219	93.8219	574.219	88.0414	574.219	91.8298
594.727	93.5114	594.727	88.5636	594.727	91.707
615.234	93.4211	615.234	89.0946	615.234	91.7757
637.207	93.8422	637.207	88.4898	637.207	91.9431
659.912	93.778	659.912	87.2379	659.912	91.6378
683.35	94.0986	683.35	87.7688	683.35	91.9973
706.787	94.0548	706.787	87.8541	706.787	91.9781
731.689	94.1974	731.689	87.3457	731.689	92.0022
758.057	93.9432	758.057	88.1797	758.057	91.9547
784.424	93.4446	784.424	88.6606	784.424	91.6805
812.256	92.881	812.256	88.5048	812.256	91.2223
840.82	93.4064	840.82	85.8986	840.82	91.1058
870.85	93.9476	870.85	87.7778	870.85	91.877
901.611	93.7725	901.611	88.9395	901.611	91.9962
933.105	94.319	933.105	88.8911	933.105	92.403
966.064	94.4369	966.064	90.6597	966.064	92.9466
999.756	94.0722	999.756	90.8165	999.756	92.7425
1,034.91	93.8547	1,034.91	91.224	1,034.91	92.7356
1,071.53	93.6862	1,071.53	91.0427	1,071.53	92.5626
1,109.62	93.5936	1,109.62	90.4717	1,109.62	92.3074
1,148.44	93.4512	1,148.44	89.8395	1,148.44	92.0104
1,189.45	93.0257	1,189.45	90.6209	1,189.45	91.9877
1,231.2	92.8727	1,231.2	90.2951	1,231.2	91.7724
1,274.41	92.6401	1,274.41	88.8543	1,274.41	91.1473
1,319.82	92.4593	1,319.82	89.294	1,319.82	91.1588
1,365.97	91.9903	1,365.97	88.4449	1,365.97	90.5698
1,414.31	91.7131	1,414.31	88.5522	1,414.31	90.4141
