"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce"		"Total Early Reflection"	
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	45.1056	20.5078	45.1941	20.5078	44.5881	20.5078	45.9661	20.5078	53.9105	20.5078	47.6999
21.9727	49.3977	21.9727	45.8985	21.9727	48.6309	21.9727	46.9846	21.9727	54.5203	21.9727	49.3478
23.4375	49.1378	23.4375	44.5976	23.4375	48.2508	23.4375	45.5852	23.4375	55.4106	23.4375	49.2843
24.9023	50.7557	24.9023	48.8413	24.9023	50.113	24.9023	49.483	24.9023	57.5675	24.9023	51.7681
26.3672	52.8933	26.3672	50.0949	26.3672	52.2526	26.3672	50.8569	26.3672	58.4833	26.3672	53.1745
27.832	54.5219	27.832	52.531	27.832	53.9864	27.832	53.0987	27.832	60.0229	27.832	54.9867
29.2969	56.3847	29.2969	54.4298	29.2969	55.9253	29.2969	54.9461	29.2969	61.1074	29.2969	56.595
30.7617	58.6685	30.7617	56.3828	30.7617	58.2404	30.7617	56.9285	30.7617	62.1498	30.7617	58.4107
32.2266	59.3785	32.2266	57.1543	32.2266	58.9157	32.2266	57.6928	32.2266	63.0988	32.2266	59.1975
33.6914	61.1316	33.6914	59.6387	33.6914	60.7153	33.6914	59.988	33.6914	64.5862	33.6914	61.1012
35.1562	63.0706	35.1562	61.6822	35.1562	62.6947	35.1562	62.0346	35.1562	66.0302	35.1562	62.9704
36.6211	64.6667	36.6211	63.2128	36.6211	64.3032	36.6211	63.5636	36.6211	67.1286	36.6211	64.4316
38.0859	66.1884	38.0859	64.8124	38.0859	65.84	38.0859	65.1618	38.0859	68.4066	38.0859	65.9374
39.5508	67.558	39.5508	66.2181	39.5508	67.2234	39.5508	66.5569	39.5508	69.5417	39.5508	67.2755
41.0156	68.8645	41.0156	67.6551	41.0156	68.5423	41.0156	68.0149	41.0156	70.8817	41.0156	68.6535
42.4805	70.3674	42.4805	69.2815	42.4805	70.0626	42.4805	69.615	42.4805	72.0854	42.4805	70.1494
43.9453	71.5664	43.9453	70.5504	43.9453	71.267	43.9453	70.8847	43.9453	73.2523	43.9453	71.3748
45.4102	72.8938	45.4102	71.9955	45.4102	72.6155	45.4102	72.3122	45.4102	74.4388	45.4102	72.7292
46.875	74.1	46.875	73.278	46.875	73.8371	46.875	73.5839	46.875	75.5039	46.875	73.9463
48.3398	75.1609	48.3398	74.3003	48.3398	74.896	48.3398	74.6114	48.3398	76.3562	48.3398	74.9572
51.2695	76.9887	51.2695	76.2829	51.2695	76.7531	51.2695	76.5727	51.2695	78.0682	51.2695	76.838
52.7344	77.8424	52.7344	77.1661	52.7344	77.612	52.7344	77.4527	52.7344	78.8162	52.7344	77.6897
54.1992	78.6368	54.1992	78.0098	54.1992	78.4158	54.1992	78.2871	54.1992	79.5609	54.1992	78.4989
55.6641	79.4179	55.6641	78.7937	55.6641	79.2039	55.6641	79.0672	55.6641	80.2333	55.6641	79.2659
58.5938	80.7555	58.5938	80.2199	58.5938	80.5481	58.5938	80.4922	58.5938	81.5623	58.5938	80.6455
60.0586	81.3844	60.0586	80.9011	60.0586	81.1986	60.0586	81.1615	60.0586	82.1214	60.0586	81.2907
62.9883	82.5227	62.9883	82.0893	62.9883	82.3465	62.9883	82.3477	62.9883	83.1912	62.9883	82.4454
