"Horizontal Reflections"
"Front"		"Side"		"Rear"		"Total Horizontal Reflection"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "	"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	54.2096	20.5078	51.4716	20.5078	52.6833	20.5078	52.7448
21.9727	55.0777	21.9727	52.2434	21.9727	54.3748	21.9727	54.0429
23.4375	55.9687	23.4375	53.5082	23.4375	56.7321	23.4375	55.8866
24.9023	56.714	24.9023	54.4994	24.9023	58.1914	24.9023	57.1394
26.3672	58.2812	26.3672	56.5487	26.3672	59.8828	26.3672	58.8655
27.832	58.7999	27.832	57.5142	27.832	61.6682	27.832	60.3309
29.2969	60.3762	29.2969	59.4191	29.2969	63.1934	29.2969	61.9202
30.7617	61.6429	30.7617	61.2197	30.7617	64.7808	30.7617	63.4996
32.2266	61.9552	32.2266	61.8615	32.2266	65.9441	32.2266	64.4804
33.6914	64.7774	33.6914	65.2014	33.6914	68.6002	33.6914	67.2655
35.1563	67.0207	35.1563	67.2897	35.1563	69.9348	35.1563	68.846
36.6211	68.3735	36.6211	68.6762	36.6211	71.0379	36.6211	70.0379
38.0859	69.3918	38.0859	69.6714	38.0859	71.8392	38.0859	70.9083
39.5508	70.236	39.5508	70.6409	39.5508	72.9129	39.5508	71.9296
41.0156	73.5392	41.0156	73.8884	41.0156	75.5585	41.0156	74.7962
42.4805	74.5685	42.4805	74.7116	42.4805	75.9607	42.4805	75.3919
43.9453	74.7072	43.9453	74.871	43.9453	76.1558	43.9453	75.5695
45.4102	75.0115	45.4102	75.2714	45.4102	76.753	45.4102	76.0751
46.875	77.073	46.875	77.5978	46.875	79.4342	46.875	78.5864
48.3398	78.3646	48.3398	78.743	48.3398	80.0736	48.3398	79.4359
51.2695	79.8537	51.2695	80.1676	51.2695	81.236	51.2695	80.7124
52.7344	80.6931	52.7344	80.8602	52.7344	81.5142	52.7344	81.1881
54.1992	81.425	54.1992	81.5484	54.1992	82.0667	54.1992	81.8074
55.6641	82.2158	55.6641	82.4367	55.6641	83.2036	55.6641	82.8201
58.5938	82.7431	58.5938	83.0211	58.5938	83.7943	58.5938	83.3985
60.0586	83.6401	60.0586	83.8575	60.0586	84.4798	60.0586	84.1587
62.9883	84.7584	62.9883	84.9215	62.9883	85.3838	62.9883	85.1421
64.4531	84.9218	64.4531	85.0708	64.4531	85.4603	64.4531	85.2535
67.3828	85.2027	67.3828	85.3259	67.3828	85.5939	67.3828	85.4465
68.8477	85.4758	68.8477	85.5927	68.8477	85.8209	68.8477	85.6928
71.7773	85.9902	71.7773	86.1058	71.7773	86.3118	71.7773	86.1941
74.707	86.6324	74.707	86.7632	74.707	86.9807	74.707	86.8549
77.6367	87.1444	77.6367	87.2488	77.6367	87.3906	77.6367	87.3045
