"Estimated In-Room Response"
"Estimated In-Room Response"
"Frequency [Hz]"	"Sound Pessure Level [dB]  / [2.83V 1m] "
20.5078	53.7988
21.9727	54.9973
23.4375	56.3846
24.9023	57.4886
26.3672	59.0953
27.832	60.2404
29.2969	61.7014
30.7617	63.2087
32.2266	64.0686
33.6914	66.6601
35.1563	68.3813
36.6211	69.6462
38.0859	70.5591
39.5508	71.4671
41.0156	74.4129
42.4805	75.1272
43.9453	75.3309
45.4102	75.7884
46.875	78.0688
48.3398	79.077
51.2695	80.4282
52.7344	81.039
54.1992	81.694
55.6641	82.6035
58.5938	83.1719
60.0586	83.9792
62.9883	85.0003
64.4531	85.1305
67.3828	85.3561
68.8477	85.6097
71.7773	86.1095
74.707	86.7635
77.6367	87.2355
79.1016	87.2423
82.0313	87.3809
84.9609	87.6834
87.8906	87.7465
90.8203	87.7885
95.2148	87.8257
98.1445	87.84
101.074	87.8189
105.469	87.7896
108.398	87.8196
112.793	87.8707
117.188	87.881
120.117	87.9087
124.512	87.8881
128.906	87.7778
133.301	87.6688
139.16	87.4897
143.555	87.3451
147.949	87.2121
153.809	87.0433
159.668	87.0163
165.527	87.1339
171.387	86.9988
177.246	86.7841
183.105	86.4847
188.965	86.3322
196.289	86.2578
203.613	86.0928
210.938	85.913
218.262	85.6885
225.586	85.5628
232.91	85.7828
241.699	85.5581
250.488	85.3235
259.277	85.62
268.066	85.1346
276.855	85.1174
287.109	85.1296
297.363	84.9053
307.617	85.0442
319.336	84.6511
329.59	84.5589
341.309	84.3257
353.027	83.9384
366.211	83.9535
379.395	84.1234
392.578	83.7586
405.762	83.8147
420.41	83.7562
435.059	84.3302
451.172	84.6068
465.82	84.1101
483.398	83.6256
499.512	83.2971
517.09	82.8165
536.133	81.8374
555.176	83.0792
574.219	82.7719
594.727	85.4233
615.234	87.4569
637.207	86.6824
659.18	85.976
682.617	85.2067
707.52	84.3682
732.422	83.1622
757.324	83.1532
785.156	83.9266
811.523	83.17
840.82	83.0323
870.117	82.4441
900.879	82.4874
933.105	82.3608
965.332	82.3467
1,000.49	82.4815
1,035.64	82.1595
1,072.27	82.0184
1,108.89	82.0204
1,148.44	82.7948
1,189.45	83.3622
1,230.47	83.3696
1,274.41	83.1907
1,319.82	82.9714
1,366.7	82.3324
1,413.57	81.9089
1,463.38	81.8882
1,516.11	81.8643
1,568.85	81.6285
1,624.51	81.1604
1,681.64	81.3211
1,741.7	82.2367
1,803.22	82.0048
1,866.21	81.4121
1,932.13	81.3197
1,999.51	81.1943
2,069.82	80.9526
2,143.07	81.0812
2,219.24	81.618
2,296.88	81.1084
2,378.91	81.0914
2,462.4	80.9827
2,548.83	79.9259
2,639.65	80.374
2,731.93	80.421
2,828.61	80.1803
2,928.22	80.8015
3,030.76	81.1014
3,137.7	81.3964
3,249.02	81.8361
3,363.28	82.0932
3,481.93	82.1341
3,604.98	82.2742
3,732.42	81.9924
3,864.26	82.5133
4,000.49	82.4056
4,141.11	82.5418
4,287.6	82.31
4,438.48	82.571
4,595.21	82.551
4,756.35	82.8697
4,924.8	82.6255
5,097.66	82.8279
5,277.83	82.8684
5,463.87	82.827
5,657.23	83.0441
5,856.45	83.2701
6,062.99	83.3379
6,276.86	83.3783
6,498.05	83.286
6,726.56	83.0625
6,963.87	82.7965
7,209.96	82.7246
7,464.84	82.5345
7,727.05	82.2625
7,999.51	82.1189
8,282.23	81.9614
8,573.73	81.9071
8,876.95	81.8399
9,188.96	81.8955
9,514.16	81.8654
9,849.61	81.7464
10,196.8	81.4591
10,555.7	80.9396
10,927.7	80.4086
11,313	79.9287
11,712.9	80.2241
12,126	80.7648
12,553.7	81.1025
12,996.1	81.3306
13,454.6	81.1259
13,929.2	80.677
14,419.9	80.3244
14,928.2	79.9199
15,455.6	79.793
16,000.5	79.5384
16,564.5	80.1634
17,148.9	79.792
17,752.4	79.411
18,379.4	79.0188
19,026.9	78.9277
19,697.8	78.6188
19,999.5	78.0094
