Frequency Spectrum for Input Signal

Data Shown:    ESR212 (KV2)
Display Parameters:   Frequency: 1000Hz (1/24th Octave)   Mer: 90°  Par: 10°

Freq [Hz]	Signal Level [dBSPL]
22.4	-171.2
23	-171.2
23.6	-171.2
24	-171.2
25	79.5
25.8	81.4
26.5	82.9
27.2	84.2
28	85.4
29	86.4
30	87.4
30.7	88.3
31.5	89.2
32.5	90.1
33.5	90.9
34.5	91.7
35.5	92.5
36.5	93.2
37.5	93.9
38.7	94.5
40	95.1
41.2	95.5
42.5	95.9
43.7	96.2
45	96.4
46.2	96.6
47.5	96.7
48.7	96.7
50	96.9
51.5	97.1
53	97.2
54.5	97.3
56	97.4
58	97.4
60	97.4
61.5	97.5
63	97.5
65	97.6
67	97.6
69	97.7
71	97.8
73	97.9
75	97.9
77.5	97.9
80	97.8
82.5	97.8
85	97.8
87.5	97.8
90	97.8
92.5	97.8
95	97.8
97.5	97.9
100	97.9
103	97.9
106	97.9
109	97.9
112	97.9
115	97.9
118	97.9
122	98
125	98
128	98
132	98
136	98
140	98.1
145	98.1
150	98
155	98
160	97.9
165	97.8
170	97.6
175	97.5
180	97.4
185	97.4
190	97.2
195	97.1
200	97
206	96.8
212	96.6
218	96.4
224	96.3
230	96.2
236	96.1
240	96
250	96.4
258	96.8
265	97.3
272	97.5
280	97.7
290	97.8
300	97.9
307	97.9
315	97.9
325	98
335	98
345	98
355	98.1
365	98.2
375	98.3
387	98.4
400	98.4
412	98.3
425	98.2
437	97.9
450	97.6
462	97.3
475	97
487	96.8
500	96.6
515	96.5
530	96.8
545	97.2
560	97.5
580	97.5
600	97.6
615	97.7
630	97.8
650	97.7
670	97.3
690	96.5
710	95.8
730	95.8
750	95.6
775	95.5
800	95.6
825	95.5
850	95
875	95.7
900	95.4
925	94.3
950	94.5
975	94.6
1000	94.4
1030	94.8
1060	95.5
1090	94.8
1120	94.7
1150	95.3
1180	94.5
1220	94
1250	93.2
1280	93.1
1320	92.3
1360	91.5
1400	91.8
1450	92
1500	92.1
1550	92.4
1600	93
1650	92.2
1700	91.1
1750	88.9
1800	84.1
1850	79.5
1900	79.4
1950	81.3
2000	84.8
2060	87.1
2120	89
2180	90.2
2240	90.4
2300	89.4
2360	87.7
2400	87.3
2500	87
2580	85.8
2650	81.6
2720	79
2800	81.3
2900	81.3
3000	84.9
3070	88.6
3150	90.7
3250	90.9
3350	90
3450	89.9
3550	91.2
3650	92
3750	92
3870	92.4
4000	93.9
4120	94.6
4250	95.3
4370	96.3
4500	96.1
4620	94.9
4750	94.2
4870	94
5000	94.3
5150	95.3
5300	95.9
5450	96.4
5600	97
5800	97.3
6000	96.6
6150	96.1
6300	97.4
6500	97.8
6700	97.4
6900	96.9
7100	95.7
7300	95.2
7500	96.2
7750	96.3
8000	96.4
8250	95.9
8500	95.3
8750	95.9
9000	96
9250	94.9
9500	95.1
9750	96
10000	97.1
10300	97.9
10600	97.7
10900	98
11200	98
11500	97.9
11800	98.2
12200	98.5
12500	98.4
12800	98.2
13200	97.5
13600	96.5
14000	96.9
14500	97.9
15000	96.7
15500	95.7
16000	93.6
16500	92.5
17000	92.7
17500	92.6
18000	91.5
18500	86.7
19000	84.9
19500	86.7
20000	87.7
20600	87.9
21200	88.2
21800	90
22400	87
