* Measurement data measured by REW V5.20 Beta 53
* Source: C:\Users\Napie\Music\REW\Top Speakers\New Folder\4-ER.txt
* Format: Comma/Tab/Space delimited data
* Dated: May 26, 2020 2:52:51 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Measurement imported from C:\Users\Napie\Music\REW\Top Speakers\New Folder\4-ER.txt Format: Comma/Tab/Space delimited data 623 values loaded, 5 Hz to 39,792 Hz log spaced
* Measurement: 4-ER
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
20.000000	60.472916	135.3360
20.144928	60.565540	135.3437
20.290907	60.653923	135.3580
20.437943	60.722759	135.4364
20.586044	60.800938	135.4820
20.735220	60.941818	135.3581
20.885475	61.056900	135.2411
21.036821	61.028053	135.2711
21.189262	60.997013	135.4207
21.342808	61.099159	135.7815
21.497467	61.236824	136.1356
21.653246	61.355164	136.2389
21.810154	61.459869	136.2610
21.968201	61.531231	136.2849
22.127390	61.590935	136.3279
22.287735	61.656002	136.4461
22.449242	61.720951	136.6069
22.611917	61.785873	136.7939
22.775772	61.850922	137.0137
22.940815	61.916412	137.2657
23.107054	61.981911	137.5556
23.274498	62.046970	137.8834
23.443153	62.111912	138.2654
23.613033	62.176174	138.7021
23.784142	62.241943	139.2415
23.956491	62.297619	139.9643
24.130091	62.383873	140.7730
24.304947	62.546078	141.6525
24.481071	62.758686	142.4361
24.658470	63.020618	142.9584
24.837156	63.303604	143.1999
25.017136	63.591286	143.0275
25.198421	63.846767	142.6165
25.381020	64.008125	142.0781
25.564941	64.133896	141.4736
25.750195	64.271667	140.9212
25.936790	64.392860	140.3607
26.124741	64.486076	139.7357
26.314051	64.546936	139.1518
26.504732	64.556625	138.6923
26.696796	64.547012	138.3683
26.890253	64.546997	138.2339
27.085112	64.546997	138.2429
27.281382	64.546997	138.3545
27.479073	64.546989	138.6065
27.678198	64.536125	139.0524
27.878765	64.546959	139.6052
28.080786	64.625122	140.1901
28.284271	64.720863	140.8241
28.489231	64.772415	141.5516
28.695675	64.860832	142.2162
28.903616	65.093521	142.6631
29.113064	65.330696	142.9297
29.324028	65.437775	142.9255
29.536524	65.504929	142.8800
29.750557	65.579475	143.0410
29.966141	65.656906	143.2657
30.183289	65.757500	143.4821
30.402010	65.853882	143.7247
30.622314	65.916306	143.9909
30.844217	65.971931	144.3215
31.067726	66.039894	144.7691
31.292856	66.114876	145.2961
31.519617	66.196693	145.8849
31.748020	66.288895	146.5292
31.978081	66.394173	147.2251
32.209808	66.514824	147.9481
32.443211	66.655670	148.6763
32.678310	66.811790	149.3981
32.915108	66.976158	150.1134
33.153625	67.159752	150.7643
33.393871	67.386116	151.2655
33.635857	67.610664	151.6974
33.879597	67.774330	152.1190
34.125103	67.943748	152.5085
34.372387	68.182823	152.9027
34.621464	68.441597	153.1837
34.872345	68.697845	153.1845
35.125042	68.931740	153.0882
35.379574	69.089264	153.0587
35.635948	69.250786	152.9891
35.894180	69.510330	152.8518
36.154285	69.773636	152.5715
36.416275	69.972672	151.9780
36.680161	70.121811	151.3280
36.945961	70.193108	150.8423
37.213688	70.245926	150.4615
37.483353	70.347214	150.2189
37.754974	70.446854	150.0542
38.028561	70.510612	149.8849
38.304131	70.556946	149.8110
38.581699	70.587769	149.9152
38.861279	70.618950	150.1675
39.142883	70.670418	150.5687
39.426529	70.731911	151.1092
39.712231	70.790031	151.8056
40.000000	70.873856	152.5798
40.289856	71.025131	153.3509
40.581814	71.192757	154.1439
40.875885	71.320175	154.9572
41.172089	71.464752	155.7897
41.470440	71.678619	156.6612
41.770950	71.921577	157.5076
42.073643	72.155182	158.3154
42.378525	72.425575	158.9533
42.685616	72.804779	159.2522
42.994934	73.177505	159.3111
43.306492	73.418930	159.1328
