"Contour Plot"
""
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	49.3238	-180
24.3	49.2089	-180
25	49.0972	-180
25.8	48.9733	-180
26.5	48.868	-180
27.2	48.7655	-180
28	48.6515	-180
29	48.6738	-180
30	49.2018	-180
30.7	49.7772	-180
31.5	50.4899	-180
32.5	51.359	-180
33.5	52.2018	-180
34.5	53.0245	-180
35.5	53.8417	-180
36.5	54.6574	-180
37.5	55.4597	-180
38.7	56.3947	-180
40	57.3714	-180
41.2	58.2136	-180
42.5	59.0434	-180
43.7	59.7667	-180
45	60.5282	-180
46.2	61.2029	-180
47.5	61.888	-180
48.7	62.48	-180
50	63.095	-180
51.5	63.7826	-180
53	64.4353	-180
54.5	65.0473	-180
56	65.6325	-180
58	66.3822	-180
60	67.0861	-180
61.5	67.5892	-180
63	68.0758	-180
65	68.6977	-180
67	69.2874	-180
69	69.8528	-180
71	70.3945	-180
73	70.9121	-180
75	71.4097	-180
77.5	72.0051	-180
80	72.5728	-180
82.5	73.1157	-180
85	73.6343	-180
87.5	74.1313	-180
90	74.6077	-180
92.5	75.0651	-180
95	75.5051	-180
97.5	75.9287	-180
100	76.3364	-180
103	76.8062	-180
106	77.2563	-180
109	77.688	-180
112	78.1023	-180
115	78.5006	-180
118	78.8834	-180
122	79.3719	-180
125	79.7228	-180
128	80.0609	-180
132	80.4936	-180
136	80.9074	-180
140	81.3031	-180
145	81.7739	-180
150	82.2212	-180
155	82.6471	-180
160	83.0535	-180
165	83.4421	-180
170	83.8143	-180
175	84.1713	-180
180	84.5147	-180
185	84.846	-180
190	85.1661	-180
195	85.4759	-180
200	85.7763	-180
206	86.1252	-180
212	86.4627	-180
218	86.7896	-180
224	87.1065	-180
230	87.414	-180
236	87.7123	-180
243	88.0491	-180
250	88.374	-180
258	88.7306	-180
265	89.0295	-180
272	89.3158	-180
280	89.6273	-180
290	89.9928	-180
300	90.3317	-180
307	90.5525	-180
315	90.7872	-180
325	91.0558	-180
335	91.2972	-180
345	91.5117	-180
355	91.7001	-180
365	91.8644	-180
375	92.0056	-180
387	92.1471	-180
400	92.2713	-180
412	92.363	-180
425	92.442	-180
437	92.5008	-180
450	92.5533	-180
462	92.5956	-180
475	92.6383	-180
487	92.6779	-180
500	92.7238	-180
515	92.7834	-180
530	92.852	-180
545	92.9309	-180
560	93.0206	-180
580	93.154	-180
600	93.2978	-180
615	93.4085	-180
630	93.5178	-180
650	93.6546	-180
670	93.7734	-180
690	93.8662	-180
710	93.9258	-180
730	93.9464	-180
750	93.9221	-180
775	93.8281	-180
800	93.6696	-180
825	93.4611	-180
850	93.2319	-180
875	93.022	-180
900	92.8745	-180
925	92.8237	-180
950	92.8837	-180
975	93.0432	-180
1,000	93.2709	-180
1,030	93.5767	-180
1,060	93.8577	-180
1,090	94.0711	-180
1,120	94.1963	-180
1,150	94.2335	-180
1,180	94.1944	-180
1,220	94.0611	-180
1,250	93.9213	-180
1,280	93.7519	-180
1,320	93.4818	-180
1,360	93.1423	-180
1,400	92.6953	-180
1,450	91.9466	-180
1,500	90.9662	-180
1,550	89.8218	-180
1,600	88.7482	-180
1,650	88.0452	-180
1,700	87.8018	-180
1,750	87.7942	-180
1,800	87.7074	-180
1,850	87.3862	-180
1,900	86.903	-180
1,950	86.4576	-180
2,000	86.1858	-180
2,060	86.0032	-180
2,120	85.721	-180
2,180	85.2543	-180
2,240	84.8167	-180
2,300	84.7006	-180
2,360	84.9408	-180
2,430	85.3136	-180
2,500	85.3037	-180
2,580	84.6478	-180
2,650	83.895	-180
2,720	83.4921	-180
2,800	83.4307	-180
2,900	83.1982	-180
3,000	82.9	-180
3,070	82.9021	-180
3,150	82.7486	-180
3,250	81.8146	-180
3,350	80.5934	-180
3,450	79.6669	-180
3,550	78.6109	-180
3,650	76.9794	-180
3,750	75.1479	-180
3,870	73.3027	-180
4,000	72.2833	-180
4,120	73.1047	-180
4,250	74.8881	-180
4,370	75.69	-180
4,500	75.9138	-180
4,620	75.607	-180
4,750	74.8956	-180
4,870	74.5334	-180
5,000	74.0091	-180
5,150	72.2151	-180
5,300	68.9917	-180
5,450	62.7391	-180
5,600	58.0111	-180
5,800	61.891	-180
6,000	68.3769	-180
6,150	71.389	-180
6,300	72.6512	-180
6,500	73.1938	-180
6,700	73.7025	-180
6,900	72.6994	-180
7,100	69.4161	-180
7,300	64.9907	-180
7,500	60.8369	-180
7,750	57.5615	-180
8,000	55.9981	-180
8,250	54.2336	-180
8,500	55.2994	-180
8,750	58.0408	-180
9,000	59.8134	-180
9,250	61.7249	-180
9,500	63.5789	-180
9,750	63.9441	-180
10,000	62.7691	-180
10,300	56.6224	-180
10,600	49.1688	-180
10,900	50.3369	-180
11,200	52.8717	-180
11,500	49.4022	-180
11,800	46.5203	-180
12,200	48.618	-180
12,500	49.904	-180
12,800	50.0037	-180
13,200	49.8591	-180
13,600	49.3799	-180
14,000	47.3372	-180
14,500	42.5594	-180
15,000	38.0294	-180
15,500	40.3142	-180
16,000	43.3715	-180
16,500	42.586	-180
17,000	39.3597	-180
17,500	38.1057	-180
18,000	39.4215	-180
18,500	42.2246	-180
19,000	44.3893	-180
19,500	44.1816	-180
23.6	66.4153	-165
24.3	66.5081	-165
25	66.5981	-165
25.8	66.698	-165
26.5	66.783	-165
27.2	66.8656	-165
28	66.9576	-165
29	67.074	-165
30	67.2024	-165
30.7	67.2967	-165
31.5	67.4041	-165
32.5	67.5346	-165
33.5	67.6612	-165
34.5	67.7864	-165
35.5	67.9172	-165
36.5	68.0552	-165
37.5	68.1939	-165
38.7	68.3555	-165
40	68.526	-165
41.2	68.6861	-165
42.5	68.8677	-165
43.7	69.0353	-165
45	69.2118	-165
46.2	69.3731	-165
47.5	69.5513	-165
48.7	69.719	-165
50	69.8993	-165
51.5	70.1026	-165
53	70.3066	-165
54.5	70.5145	-165
56	70.7212	-165
58	70.992	-165
60	71.265	-165
61.5	71.4693	-165
63	71.6713	-165
65	71.9396	-165
67	72.2089	-165
69	72.4754	-165
71	72.7403	-165
73	73.0051	-165
75	73.2679	-165
77.5	73.5939	-165
80	73.9175	-165
82.5	74.2381	-165
85	74.5568	-165
87.5	74.8726	-165
90	75.1861	-165
92.5	75.4969	-165
95	75.8045	-165
97.5	76.1091	-165
100	76.4109	-165
103	76.7693	-165
106	77.1233	-165
109	77.4727	-165
112	77.8177	-165
115	78.1578	-165
118	78.4935	-165
122	78.9334	-165
125	79.2577	-165
128	79.5772	-165
132	79.9955	-165
136	80.4046	-165
140	80.8048	-165
145	81.2925	-165
150	81.766	-165
155	82.2252	-165
160	82.6704	-165
165	83.1015	-165
170	83.5188	-165
175	83.9221	-165
180	84.3118	-165
185	84.688	-165
190	85.0511	-165
195	85.4014	-165
200	85.7389	-165
206	86.1274	-165
212	86.4985	-165
218	86.8527	-165
224	87.1905	-165
230	87.5124	-165
236	87.8189	-165
243	88.1579	-165
250	88.4778	-165
258	88.8213	-165
265	89.1029	-165
272	89.3676	-165
280	89.6507	-165
290	89.9776	-165
300	90.277	-165
307	90.4708	-165
315	90.6765	-165
325	90.9126	-165
335	91.1269	-165
345	91.3203	-165
355	91.4939	-165
365	91.6492	-165
375	91.7866	-165
387	91.9292	-165
400	92.0584	-165
412	92.1558	-165
425	92.2393	-165
437	92.2979	-165
450	92.3435	-165
462	92.3716	-165
475	92.3896	-165
487	92.3979	-165
500	92.4011	-165
515	92.4027	-165
530	92.4074	-165
545	92.4201	-165
560	92.4458	-165
580	92.503	-165
600	92.5864	-165
615	92.6647	-165
630	92.7538	-165
650	92.8797	-165
670	93.0026	-165
690	93.111	-165
710	93.1949	-165
730	93.247	-165
750	93.2629	-165
775	93.2345	-165
800	93.1627	-165
825	93.0632	-165
850	92.9569	-165
875	92.8641	-165
900	92.7984	-165
925	92.763	-165
950	92.7482	-165
975	92.734	-165
1,000	92.6934	-165
1,030	92.5768	-165
1,060	92.3569	-165
1,090	92.0192	-165
1,120	91.5793	-165
1,150	91.0921	-165
1,180	90.664	-165
1,220	90.3483	-165
1,250	90.3929	-165
1,280	90.6698	-165
1,320	91.1977	-165
1,360	91.6601	-165
1,400	91.8652	-165
1,450	91.6341	-165
1,500	90.809	-165
1,550	89.4033	-165
1,600	87.5772	-165
1,650	85.706	-165
1,700	84.2962	-165
1,750	83.6137	-165
1,800	83.4943	-165
1,850	83.618	-165
1,900	83.7673	-165
1,950	83.8137	-165
2,000	83.6489	-165
2,060	83.132	-165
2,120	82.4274	-165
2,180	81.8478	-165
2,240	81.5267	-165
2,300	81.1927	-165
2,360	80.3487	-165
2,430	78.23	-165
2,500	75.3573	-165
2,580	73.7277	-165
2,650	74.9227	-165
2,720	76.4825	-165
2,800	75.9308	-165
2,900	72.7967	-165
3,000	72.1782	-165
3,070	73.794	-165
3,150	75.6885	-165
3,250	76.3865	-165
3,350	76.3331	-165
3,450	75.9471	-165
3,550	75.4817	-165
3,650	74.4175	-165
3,750	70.8091	-165
3,870	65.5536	-165
4,000	66.5727	-165
4,120	70.2808	-165
4,250	71.9703	-165
4,370	72.405	-165
4,500	72.6705	-165
4,620	72.1458	-165
4,750	71.5125	-165
4,870	71.1652	-165
5,000	69.9159	-165
5,150	66.5548	-165
5,300	62.1529	-165
5,450	56.0756	-165
5,600	54.0081	-165
5,800	63.0674	-165
6,000	69.0082	-165
6,150	71.6605	-165
6,300	72.9633	-165
6,500	71.2265	-165
6,700	70.2758	-165
6,900	70.5007	-165
7,100	63.9734	-165
7,300	56.3844	-165
7,500	55.6891	-165
7,750	54.7462	-165
8,000	53.2049	-165
8,250	59.2846	-165
8,500	63.0522	-165
8,750	62.2346	-165
9,000	61.7595	-165
9,250	60.3217	-165
9,500	59.9954	-165
9,750	62.679	-165
10,000	64.3554	-165
10,300	63.8261	-165
10,600	63.9797	-165
10,900	64.4361	-165
11,200	63.4813	-165
11,500	60.3635	-165
11,800	57.2412	-165
12,200	55.849	-165
12,500	55.1505	-165
12,800	55.5636	-165
13,200	57.586	-165
13,600	57.5342	-165
14,000	55.1225	-165
14,500	50.9497	-165
15,000	45.761	-165
15,500	41.5996	-165
16,000	42.5129	-165
16,500	47.0855	-165
17,000	49.6648	-165
17,500	48.1112	-165
18,000	46.7961	-165
18,500	47.6896	-165
19,000	48.4025	-165
19,500	48.0558	-165
23.6	70.1074	-150
24.3	70.1656	-150
25	70.222	-150
25.8	70.2847	-150
26.5	70.338	-150
27.2	70.3898	-150
28	70.4475	-150
29	70.5205	-150
30	70.6013	-150
30.7	70.6607	-150
31.5	70.7283	-150
32.5	70.8105	-150
33.5	70.8903	-150
34.5	70.9692	-150
35.5	71.0516	-150
36.5	71.1386	-150
37.5	71.2261	-150
38.7	71.328	-150
40	71.4355	-150
41.2	71.5365	-150
42.5	71.6509	-150
43.7	71.7565	-150
45	71.8677	-150
46.2	71.9693	-150
47.5	72.0816	-150
48.7	72.1872	-150
50	72.3007	-150
51.5	72.4287	-150
53	72.5573	-150
54.5	72.6885	-150
56	72.8189	-150
58	72.99	-150
60	73.1632	-150
61.5	73.293	-150
63	73.4216	-150
65	73.5931	-150
67	73.7665	-150
69	73.9386	-150
71	74.1112	-150
73	74.2851	-150
75	74.4591	-150
77.5	74.6775	-150
80	74.897	-150
82.5	75.1175	-150
85	75.3404	-150
87.5	75.5648	-150
90	75.7919	-150
92.5	76.0209	-150
95	76.2518	-150
97.5	76.4845	-150
100	76.7196	-150
103	77.0051	-150
106	77.2932	-150
109	77.5839	-150
112	77.8773	-150
115	78.1725	-150
118	78.4697	-150
122	78.8678	-150
125	79.1671	-150
128	79.4672	-150
132	79.8669	-150
136	80.2644	-150
140	80.6598	-150
145	81.1498	-150
150	81.6323	-150
155	82.1059	-150
160	82.5694	-150
165	83.0218	-150
170	83.4624	-150
175	83.8901	-150
180	84.3044	-150
185	84.7048	-150
190	85.0913	-150
195	85.4637	-150
200	85.8218	-150
206	86.2326	-150
212	86.6233	-150
218	86.994	-150
224	87.3454	-150
230	87.6778	-150
236	87.9917	-150
243	88.3357	-150
250	88.6571	-150
258	88.9982	-150
265	89.2744	-150
272	89.531	-150
280	89.802	-150
290	90.1106	-150
300	90.3894	-150
307	90.5679	-150
315	90.7555	-150
325	90.9691	-150
335	91.1617	-150
345	91.3348	-150
355	91.4898	-150
365	91.6284	-150
375	91.751	-150
387	91.8778	-150
400	91.9916	-150
412	92.0752	-150
425	92.1431	-150
437	92.1854	-150
450	92.2101	-150
462	92.2148	-150
475	92.2022	-150
487	92.1768	-150
500	92.1373	-150
515	92.082	-150
530	92.022	-150
545	91.9634	-150
560	91.9123	-150
580	91.8616	-150
600	91.8341	-150
615	91.8286	-150
630	91.8337	-150
650	91.8483	-150
670	91.8597	-150
690	91.8554	-150
710	91.8242	-150
730	91.7588	-150
750	91.6556	-150
775	91.4807	-150
800	91.2721	-150
825	91.0544	-150
850	90.856	-150
875	90.6999	-150
900	90.5972	-150
925	90.5443	-150
950	90.5243	-150
975	90.5142	-150
1,000	90.4926	-150
1,030	90.4367	-150
1,060	90.3504	-150
1,090	90.2519	-150
1,120	90.165	-150
1,150	90.1022	-150
1,180	90.0513	-150
1,220	89.9492	-150
1,250	89.7861	-150
1,280	89.4948	-150
1,320	88.8891	-150
1,360	88.0679	-150
1,400	87.1579	-150
1,450	86.1947	-150
1,500	85.687	-150
1,550	85.5343	-150
1,600	85.4057	-150
1,650	85.1057	-150
1,700	84.6855	-150
1,750	84.3217	-150
1,800	84.1484	-150
1,850	84.1696	-150
1,900	84.2852	-150
1,950	84.3628	-150
2,000	84.2953	-150
2,060	84.0254	-150
2,120	83.7803	-150
2,180	83.8733	-150
2,240	84.3431	-150
2,300	84.895	-150
2,360	85.2245	-150
2,430	85.2415	-150
2,500	84.9871	-150
2,580	84.5367	-150
2,650	84.1014	-150
2,720	83.6616	-150
2,800	83.1751	-150
2,900	82.6922	-150
3,000	82.4425	-150
3,070	82.2036	-150
3,150	81.6491	-150
3,250	80.5165	-150
3,350	79.0584	-150
3,450	77.6127	-150
3,550	76.4505	-150
3,650	75.204	-150
3,750	73.3781	-150
3,870	69.2062	-150
4,000	62.4758	-150
4,120	60.9113	-150
4,250	65.8107	-150
4,370	69.8448	-150
4,500	71.6603	-150
4,620	72.3942	-150
4,750	72.2883	-150
4,870	71.0084	-150
5,000	68.346	-150
5,150	63.9145	-150
5,300	58.2088	-150
5,450	55.6763	-150
5,600	59.1157	-150
5,800	65.6782	-150
6,000	68.8039	-150
6,150	69.1582	-150
6,300	67.9711	-150
6,500	65.4604	-150
6,700	62.6213	-150
6,900	60.5089	-150
7,100	60.9426	-150
7,300	60.4428	-150
7,500	57.9074	-150
7,750	56.5184	-150
8,000	58.5076	-150
8,250	62.7995	-150
8,500	66.4083	-150
8,750	67.4828	-150
9,000	65.9605	-150
9,250	63.9413	-150
9,500	64.2654	-150
9,750	66.4718	-150
10,000	68.1225	-150
10,300	68.2563	-150
10,600	66.7785	-150
10,900	65.7306	-150
11,200	65.0688	-150
11,500	62.5295	-150
11,800	58.9441	-150
12,200	55.8926	-150
12,500	56.1887	-150
12,800	58.3944	-150
13,200	61.433	-150
13,600	61.8749	-150
14,000	60.081	-150
14,500	53.7159	-150
15,000	46.4537	-150
15,500	43.5105	-150
16,000	43.8846	-150
16,500	44.7682	-150
17,000	43.8576	-150
17,500	43.3778	-150
18,000	46.1665	-150
18,500	47.394	-150
19,000	46.5424	-150
19,500	48.9468	-150
23.6	63.1809	-135
24.3	63.3343	-135
25	63.4833	-135
25.8	63.6486	-135
26.5	63.7891	-135
27.2	63.9259	-135
28	64.078	-135
29	64.2686	-135
30	64.4732	-135
30.7	64.6211	-135
31.5	64.7889	-135
32.5	64.9929	-135
33.5	65.1907	-135
34.5	65.3855	-135
35.5	65.5854	-135
36.5	65.7924	-135
37.5	65.999	-135
38.7	66.2397	-135
40	66.4933	-135
41.2	66.7284	-135
42.5	66.99	-135
43.7	67.2298	-135
45	67.4822	-135
46.2	67.7117	-135
47.5	67.9621	-135
48.7	68.1947	-135
50	68.4437	-135
51.5	68.724	-135
53	69.0025	-135
54.5	69.2824	-135
56	69.5589	-135
58	69.9196	-135
60	70.2782	-135
61.5	70.5442	-135
63	70.8061	-135
65	71.151	-135
67	71.493	-135
69	71.829	-135
71	72.1601	-135
73	72.4875	-135
75	72.8099	-135
77.5	73.2062	-135
80	73.5954	-135
82.5	73.9773	-135
85	74.3529	-135
87.5	74.7215	-135
90	75.0837	-135
92.5	75.4395	-135
95	75.7886	-135
97.5	76.1314	-135
100	76.4681	-135
103	76.8643	-135
106	77.252	-135
109	77.6313	-135
112	78.0025	-135
115	78.3658	-135
118	78.7213	-135
122	79.1834	-135
125	79.5214	-135
128	79.8523	-135
132	80.2824	-135
136	80.7004	-135
140	81.1065	-135
145	81.598	-135
150	82.0722	-135
155	82.5297	-135
160	82.9711	-135
165	83.397	-135
170	83.8079	-135
175	84.2039	-135
180	84.5857	-135
185	84.954	-135
190	85.3091	-135
195	85.6515	-135
200	85.9815	-135
206	86.3615	-135
212	86.7249	-135
218	87.0722	-135
224	87.404	-135
230	87.721	-135
236	88.0234	-135
243	88.3588	-135
250	88.6764	-135
258	89.0183	-135
265	89.2997	-135
272	89.5649	-135
280	89.8493	-135
290	90.1786	-135
300	90.4808	-135
307	90.6765	-135
315	90.8841	-135
325	91.122	-135
335	91.3372	-135
345	91.5303	-135
355	91.7021	-135
365	91.854	-135
375	91.9864	-135
387	92.1205	-135
400	92.2377	-135
412	92.3211	-135
425	92.386	-135
437	92.4239	-135
450	92.4429	-135
462	92.4417	-135
475	92.422	-135
487	92.3888	-135
500	92.339	-135
515	92.2675	-135
530	92.1851	-135
545	92.0959	-135
560	92.0038	-135
580	91.8822	-135
600	91.7673	-135
615	91.6871	-135
630	91.6122	-135
650	91.5184	-135
670	91.4269	-135
690	91.3322	-135
710	91.229	-135
730	91.1137	-135
750	90.9854	-135
775	90.8129	-135
800	90.641	-135
825	90.4904	-135
850	90.384	-135
875	90.3398	-135
900	90.3664	-135
925	90.4614	-135
950	90.6134	-135
975	90.8066	-135
1,000	91.0261	-135
1,030	91.3071	-135
1,060	91.5931	-135
1,090	91.8706	-135
1,120	92.1216	-135
1,150	92.3228	-135
1,180	92.4436	-135
1,220	92.4552	-135
1,250	92.3386	-135
1,280	92.1163	-135
1,320	91.736	-135
1,360	91.3931	-135
1,400	91.2197	-135
1,450	91.2578	-135
1,500	91.3717	-135
1,550	91.2923	-135
1,600	90.8672	-135
1,650	90.1214	-135
1,700	89.2182	-135
1,750	88.3602	-135
1,800	87.683	-135
1,850	87.2202	-135
1,900	86.9343	-135
1,950	86.7447	-135
2,000	86.547	-135
2,060	86.206	-135
2,120	85.757	-135
2,180	85.2333	-135
2,240	84.5659	-135
2,300	83.6696	-135
2,360	82.7484	-135
2,430	82.1625	-135
2,500	82.2216	-135
2,580	82.4792	-135
2,650	82.5713	-135
2,720	82.5971	-135
2,800	82.503	-135
2,900	82.1492	-135
3,000	81.9043	-135
3,070	81.7818	-135
3,150	81.4436	-135
3,250	80.5272	-135
3,350	79.3013	-135
3,450	78.1227	-135
3,550	76.8424	-135
3,650	75.1131	-135
3,750	72.7966	-135
3,870	67.7171	-135
4,000	61.0492	-135
4,120	61.7193	-135
4,250	67.1217	-135
