"Contour Plot"		
""		
"Frequency / Hz"	"Sound Pressure Level / dB (re 20 µPa)"	"Theta / deg"
23.6	55.9943	-180
24.3	56.0169	-180
25	56.0389	-180
25.8	56.0633	-180
26.5	56.084	-180
27.2	56.1041	-180
28	56.1265	-180
29	56.1537	-180
30	56.1871	-180
30.7	56.212	-180
31.5	56.2398	-180
32.5	56.2735	-180
33.5	56.3062	-180
34.5	56.338	-180
35.5	56.3719	-180
36.5	56.4106	-180
37.5	56.4482	-180
38.7	56.4921	-180
40	56.5382	-180
41.2	56.5807	-180
42.5	56.6335	-180
43.7	56.6809	-180
45	56.7307	-180
46.2	56.7754	-180
47.5	56.8264	-180
48.7	56.8759	-180
50	56.9282	-180
51.5	56.9869	-180
53	57.0451	-180
54.5	57.1077	-180
56	57.1685	-180
58	57.2472	-180
60	57.3284	-180
61.5	57.3892	-180
63	57.4485	-180
65	57.527	-180
67	57.6071	-180
69	57.6849	-180
71	57.7619	-180
73	57.8393	-180
75	57.9147	-180
77.5	58.008	-180
80	58.1	-180
82.5	58.1896	-180
85	58.2783	-180
87.5	58.3644	-180
90	58.4492	-180
92.5	58.5318	-180
95	58.6125	-180
97.5	58.6913	-180
100	58.7681	-180
103	58.8576	-180
106	58.9446	-180
109	59.0286	-180
112	59.1102	-180
115	59.1889	-180
118	59.2654	-180
122	59.3635	-180
125	59.4344	-180
128	59.5033	-180
132	59.5917	-180
136	59.677	-180
140	59.7591	-180
145	59.8579	-180
150	59.953	-180
155	60.0448	-180
160	60.134	-180
165	60.2209	-180
170	60.306	-180
175	60.3899	-180
180	60.4728	-180
185	60.5548	-180
190	60.6361	-180
195	60.7168	-180
200	60.797	-180
206	60.8926	-180
212	60.9873	-180
218	61.0808	-180
224	61.1727	-180
230	61.2626	-180
236	61.3499	-180
243	61.4479	-180
250	61.541	-180
258	61.6404	-180
265	61.72	-180
272	61.7923	-180
280	61.8658	-180
290	61.9423	-180
300	62.002	-180
307	62.0332	-180
315	62.0594	-180
325	62.0776	-180
335	62.0819	-180
345	62.0737	-180
355	62.0549	-180
365	62.0285	-180
375	61.9966	-180
387	61.9538	-180
400	61.906	-180
412	61.8635	-180
425	61.8217	-180
437	61.7886	-180
450	61.7599	-180
462	61.7412	-180
475	61.7306	-180
487	61.7315	-180
500	61.7462	-180
515	61.7838	-180
530	61.849	-180
545	61.9441	-180
560	62.0735	-180
580	62.2962	-180
600	62.572	-180
615	62.8039	-180
630	63.0496	-180
650	63.3816	-180
670	63.6982	-180
690	63.9778	-180
710	64.2004	-180
730	64.3488	-180
750	64.4115	-180
775	64.3519	-180
800	64.1333	-180
825	63.7549	-180
850	63.2204	-180
875	62.5453	-180
900	61.748	-180
925	60.8555	-180
950	59.9068	-180
975	58.9576	-180
1,000	58.0722	-180
1,030	57.1709	-180
1,060	56.4743	-180
1,090	55.9376	-180
1,120	55.4854	-180
1,150	55.0734	-180
1,180	54.7134	-180
1,220	54.4086	-180
1,250	54.3761	-180
1,280	54.5062	-180
1,320	54.8165	-180
1,360	55.1179	-180
1,400	55.3169	-180
1,450	55.4492	-180
1,500	55.5616	-180
1,550	55.6912	-180
1,600	55.7684	-180
1,650	55.7583	-180
1,700	55.7735	-180
1,750	55.9757	-180
1,800	56.3329	-180
1,850	56.5994	-180
1,900	56.5543	-180
1,950	56.2355	-180
2,000	56.0991	-180
2,060	56.9066	-180
2,120	58.3757	-180
2,180	59.6314	-180
2,240	60.4254	-180
2,300	60.9076	-180
2,360	61.2697	-180
2,430	61.5447	-180
2,500	61.4866	-180
2,580	60.9838	-180
2,650	60.3221	-180
2,720	59.4215	-180
2,800	57.9983	-180
2,900	57.1872	-180
3,000	58.4928	-180
3,070	59.2921	-180
3,150	59.8236	-180
3,250	60.2316	-180
3,350	60.0714	-180
3,450	59.2661	-180
3,550	58.3992	-180
3,650	58.296	-180
3,750	59.3751	-180
3,870	61.0799	-180
4,000	61.8842	-180
4,120	61.5642	-180
4,250	61.0523	-180
4,370	59.9843	-180
4,500	57.7581	-180
4,620	56.2478	-180
4,750	54.4802	-180
4,870	52.4405	-180
5,000	50.6875	-180
5,150	48.6556	-180
5,300	50.674	-180
5,450	51.5845	-180
5,600	53.1087	-180
5,800	53.8827	-180
6,000	53.4401	-180
6,150	53.3606	-180
6,300	54.9828	-180
6,500	54.8712	-180
6,700	55.4213	-180
6,900	55.1617	-180
7,100	53.7792	-180
7,300	53.3884	-180
7,500	52.0399	-180
7,750	48.7813	-180
8,000	46.6251	-180
8,250	44.2832	-180
8,500	44.3275	-180
8,750	40.5399	-180
9,000	33.5883	-180
9,250	20.183	-180
9,500	36.9661	-180
9,750	42.5883	-180
10,000	44.1043	-180
10,300	42.2532	-180
10,600	40.8679	-180
10,900	41.2435	-180
11,200	40.1771	-180
11,500	36.5993	-180
11,800	33.3937	-180
12,200	33.2002	-180
12,500	37.4946	-180
12,800	37.8614	-180
13,200	37.2536	-180
13,600	36.1955	-180
14,000	33.6293	-180
14,500	34.5023	-180
15,000	29.1431	-180
15,500	27.3055	-180
16,000	34.1876	-180
